year,aurez_VERB usé_VERB
1999,1.3710603763428253e-09
2000,1.3254094488601709e-09
2001,4.3812117822561447e-10
2002,0.0
2003,1.2500769308587678e-09
2004,1.3214374039449694e-09
2005,4.5037495954858286e-10
2006,2.8825228870488218e-09
2007,7.988958938831558e-10
2008,0.0
2009,4.76819250749827e-10
2010,9.447586046817946e-10
2011,3.82397197240536e-10
2012,2.0425516833455504e-09
2013,2.5102124823206395e-09
2014,2.815078836704288e-09
2015,2.659890530054554e-09
2016,2.6927420293532123e-09
2017,2.515611330355938e-10
2018,2.323319980845895e-09
2019,1.7856913725466939e-09
