year,avons_VERB empli_VERB,avons_VERB rempli_VERB
1800,0.0,1.2262241000371432e-07
1801,2.3811825844433088e-09,1.5477687043130572e-07
1802,1.5664880947952042e-08,1.3874608839614666e-07
1803,1.1702034896643454e-08,1.3457341196954076e-07
1804,0.0,7.909923027682453e-08
1805,0.0,1.250866148438945e-07
1806,0.0,1.2103009794373065e-07
1807,0.0,2.2775640218242188e-07
1808,0.0,1.7675377250725433e-07
1809,0.0,9.713831161661801e-08
1810,0.0,1.4508785284306214e-07
1811,0.0,9.27618373225414e-08
1812,0.0,7.734903562095496e-08
1813,0.0,6.901780125190271e-08
1814,0.0,1.321604372606089e-07
1815,0.0,9.710004889029733e-08
1816,0.0,1.3905622608945123e-07
1817,0.0,1.5724421587037796e-07
1818,7.152706427149269e-09,1.6212801767778728e-07
1819,0.0,2.0805610745355807e-07
1820,0.0,1.0086508694939766e-07
1821,7.88919063410276e-09,1.4003313708599308e-07
1822,1.0025615893027862e-09,8.822541985864518e-08
1823,0.0,1.0277994277885227e-07
1824,0.0,9.684279689281539e-08
1825,8.805443041381977e-10,1.1094858365368054e-07
1826,0.0,1.039342123476672e-07
1827,0.0,1.318069990929871e-07
1828,0.0,1.476740436601176e-07
1829,0.0,9.859152783064928e-08
1830,2.0873671680021744e-09,1.1584887715798686e-07
1831,0.0,1.4655734048574232e-07
1832,0.0,1.826545883432118e-07
1833,0.0,1.4132027104096778e-07
1834,0.0,9.521221500108368e-08
1835,0.0,1.3689188449461653e-07
1836,0.0,1.0618784784810487e-07
1837,6.957890930081589e-10,1.3011255362016527e-07
1838,0.0,1.3066174631148897e-07
1839,0.0,9.788065113980338e-08
1840,1.2739377330817092e-09,1.6433796190540306e-07
1841,0.0,1.425361801921099e-07
1842,0.0,1.4221521382751234e-07
1843,4.7255288571079745e-09,1.5298900279958616e-07
1844,1.097712254427563e-09,9.989181393166291e-08
1845,0.0,9.597992089993568e-08
1846,0.0,1.0772282621474005e-07
1847,0.0,1.5478552484182728e-07
1848,1.6090443422100975e-09,7.401604307233356e-08
1849,8.379414939696517e-10,9.887709495615127e-08
1850,2.0366988096043315e-09,1.3645882290802547e-07
1851,1.2898877521649865e-09,7.997304152240758e-08
1852,6.510545436100301e-10,1.3086196304357145e-07
1853,0.0,9.017617230711039e-08
1854,0.0,7.014146774508845e-08
1855,0.0,8.491099379170919e-08
1856,1.0354378465748937e-09,9.111852961041222e-08
1857,0.0,1.0055908461481522e-07
1858,4.893676019968041e-10,9.738415229776365e-08
1859,5.092173349652285e-10,9.929738098435337e-08
1860,0.0,1.0710610354180972e-07
1861,0.0,1.1554111267741973e-07
1862,0.0,1.4322016284040728e-07
1863,1.4983863039219614e-09,1.1237897012961184e-07
1864,1.4384183844029508e-09,1.0596348687386126e-07
1865,0.0,8.801799111779474e-08
1866,0.0,9.877194173668613e-08
1867,0.0,6.988048539824376e-08
1868,4.93987406535723e-10,9.484558205485882e-08
1869,0.0,9.474027251599182e-08
1870,0.0,5.5620272831902184e-08
1871,0.0,1.2001930826954776e-07
1872,6.047339295989218e-10,1.294130669293736e-07
1873,8.380406590902112e-09,8.79942660958477e-08
1874,2.3898436563030145e-09,6.452577849813679e-08
1875,0.0,8.696721209844327e-08
1876,0.0,6.771536220639973e-08
1877,6.184815992682502e-10,9.339072448710795e-08
1878,3.0195443923020093e-09,1.0689186780155069e-07
1879,6.10932526790009e-10,8.736335388448424e-08
1880,0.0,7.059630746653056e-08
1881,0.0,1.1365187191358928e-07
1882,6.655385131892899e-09,6.855047018916594e-08
1883,0.0,1.0174135667284645e-07
1884,6.601696966868076e-10,7.790002598540013e-08
1885,0.0,7.541393642895855e-08
1886,1.2906927748801422e-09,1.0325542376676822e-07
1887,6.528924623161458e-10,6.724792456225259e-08
1888,0.0,6.277208797200728e-08
1889,3.759081934617825e-09,8.144677821064761e-08
1890,6.554386478008212e-10,7.078737240817645e-08
1891,5.099376032546843e-09,6.69293100941104e-08
1892,6.8953633913793055e-09,7.961011050383604e-08
1893,0.0,8.190693989718056e-08
1894,1.2603078580752936e-09,1.0082462864602348e-07
1895,3.611168697403855e-09,1.0171458342256301e-07
1896,5.89702897624278e-10,1.161714706654493e-07
1897,0.0,7.283392022827684e-08
1898,2.8291773368493978e-09,5.149102833001962e-08
1899,1.1055156790007459e-09,6.577818112418754e-08
1900,3.633737311048435e-09,7.786579914181857e-08
1901,2.235495566438317e-09,7.600684881481357e-08
1902,2.455141867585553e-09,7.905556742571207e-08
1903,5.400220270956879e-10,6.210253644667318e-08
1904,0.0,5.750849041419315e-08
1905,5.160758931310738e-09,7.225062859106401e-08
1906,9.773950537805831e-09,5.96725371337925e-08
1907,0.0,8.177121202379567e-08
1908,0.0,8.545816854166333e-08
1909,5.500983557560346e-10,9.516701737766198e-08
1910,5.344150677544235e-10,8.657524119826121e-08
1911,0.0,6.650467554436545e-08
1912,0.0,8.335074141996301e-08
1913,1.590896969716482e-09,7.530245227371779e-08
1914,2.0090231700464756e-09,8.705767129413289e-08
1915,0.0,6.832841847881355e-08
1916,5.493730803607377e-09,8.570220444426013e-08
1917,1.0966424435210342e-09,8.005489604556715e-08
1918,0.0,1.0222874635701373e-07
1919,2.762354567309444e-09,6.537572261322566e-08
1920,3.028892692213958e-09,5.2248399384779987e-08
1921,7.572747429129834e-10,5.5281056177136634e-08
1922,7.377935484775833e-10,5.3858929760508545e-08
1923,1.0615948120573648e-09,4.564857647437748e-08
1924,0.0,4.1253198190815965e-08
1925,2.1996355847875293e-09,6.928851803422731e-08
1926,0.0,4.346993875969929e-08
1927,4.4596899506643695e-09,3.7907366134959375e-08
1928,3.4278122562625413e-09,4.34189573184085e-08
1929,2.2280812750352652e-09,3.342121956961819e-08
1930,1.0503603542488804e-09,5.04172987803031e-08
1931,0.0,3.9918749195066994e-08
1932,5.4797681947604815e-09,4.164623845781534e-08
1933,2.2941324395731044e-09,5.276504566609219e-08
1934,2.3963160344919743e-09,5.391711255242626e-08
1935,0.0,5.146362269670135e-08
1936,0.0,6.547345776652946e-08
1937,1.2591118148108649e-09,3.273690651894867e-08
1938,0.0,3.8895642262559704e-08
1939,0.0,2.4470480752825097e-08
1940,0.0,4.564409294971483e-08
1941,0.0,7.67390702094417e-08
1942,0.0,7.58552971547033e-08
1943,0.0,3.774205836748479e-08
1944,0.0,6.105053529381621e-08
1945,0.0,8.496165548876888e-08
1946,1.3921104269343232e-09,3.6194869323935563e-08
1947,0.0,5.602809238780537e-08
1948,1.0871887834440486e-09,5.3272248834446145e-08
1949,9.817008317369869e-10,5.3993545634511975e-08
1950,0.0,2.3397795700930146e-08
1951,0.0,3.4116485636559446e-08
1952,0.0,3.690681538159879e-08
1953,0.0,3.878577814475648e-08
1954,0.0,5.765796373680132e-08
1955,2.815682353940474e-09,4.786659957289885e-08
1956,0.0,2.616342520411763e-08
1957,8.835037701437898e-10,3.799066305987253e-08
1958,0.0,2.7298403537656668e-08
1959,1.5501495642666896e-09,5.2705086517335076e-08
1960,6.920833350854139e-10,3.114374891310945e-08
1961,0.0,5.141637871020066e-08
1962,6.341956404476434e-10,7.229830600863352e-08
1963,2.5864212993553792e-09,5.6901267697639923e-08
1964,0.0,5.1105335074908e-08
1965,2.188817349590977e-09,4.9248392031131516e-08
1966,0.0,2.547974453648294e-08
1967,1.9721342336964653e-09,3.845661922241561e-08
1968,4.4914158503495116e-10,3.907531720415136e-08
1969,9.083515606356229e-10,8.629339731669461e-08
1970,4.5987250119061684e-10,3.127133041402885e-08
1971,5.138397485282553e-10,3.083038535578453e-08
1972,0.0,3.693705608043274e-08
1973,3.3079223804577396e-09,3.914374602231874e-08
1974,3.3753431161187564e-09,3.7691329168865195e-08
1975,0.0,3.655347313724633e-08
1976,1.142705374768127e-09,2.5710871653927825e-08
1977,5.876781838942691e-10,3.6436048844734614e-08
1978,0.0,2.5544542481270582e-08
1979,0.0,3.4526642878063285e-08
1980,5.685150683554241e-10,4.150160037852402e-08
1981,5.060439622894819e-09,3.226030287351023e-08
1982,6.207502289967692e-10,3.1658260013500694e-08
1983,0.0,2.9681984869966982e-08
1984,1.1598016991243298e-09,2.7835241667162336e-08
1985,1.2031116103372597e-09,2.5866899733273385e-08
1986,5.994485463567401e-10,2.3977941410180392e-08
1987,0.0,2.5054349706010726e-08
1988,0.0,2.998276826815527e-08
1989,1.6464366536794728e-09,5.1039535264862934e-08
1990,1.089730194969718e-09,2.45189291092629e-08
1991,5.861465202094962e-10,2.6376593353916178e-08
1992,0.0,3.691662442406596e-08
1993,2.7696036575264316e-09,3.0465642453236796e-08
1994,1.0549853213248639e-09,3.2177052133874895e-08
1995,0.0,3.5788175978268555e-08
1996,5.338092190498855e-10,3.096093337262573e-08
1997,9.58978896292706e-10,2.3015493511024943e-08
1998,9.536258449571733e-10,2.860877579280441e-08
1999,0.0,2.970630674781205e-08
2000,0.0,4.5063920595111995e-08
2001,0.0,3.8992784112679146e-08
2002,4.38122149670761e-10,3.986911423226047e-08
2003,8.333845835650777e-10,2.6668306674082487e-08
2004,1.7619165015858584e-09,2.8190664025373735e-08
2005,0.0,2.38698731891418e-08
2006,4.1178899179428186e-10,3.706101026068609e-08
2007,1.1983438685803094e-09,3.235528467371296e-08
2008,4.257439678578834e-10,2.809910171208685e-08
2009,1.907277002999308e-09,3.7191902890754136e-08
2010,0.0,6.188168555354423e-08
2011,3.82397197240536e-10,5.5447593183544086e-08
2012,1.0212758416727752e-09,4.5616985744345584e-08
2013,1.6734750252211938e-09,5.1877727003102336e-08
2014,1.2992671383216248e-09,6.106555616725018e-08
2015,6.649726325136385e-10,5.009460224414397e-08
2016,1.6570720351438695e-09,5.924032464577067e-08
2017,5.031222660711876e-10,5.282783632765131e-08
2018,5.162933414126769e-10,5.601782859798732e-08
2019,7.65296326310505e-10,5.433603789128938e-08
