year,plus_ADV envoyé_VERB,plus_ADV renvoyé_VERB
1880,3.9790645445236805e-08,6.417846254436199e-10
1881,1.2550513517339823e-08,6.9725074602899895e-09
1882,3.527354053289855e-08,1.3310770263785798e-09
1883,6.382532546922448e-08,1.3270612164717477e-08
1884,1.650424152899177e-08,3.300848483434038e-09
1885,2.9649923405372647e-08,6.445635691854079e-10
1886,2.8395241713496944e-08,6.453463874400711e-10
1887,2.6768590899450828e-08,6.528924623161458e-10
1888,2.4728397107764977e-08,9.510921827882157e-09
1889,3.069916942877171e-08,7.51816386923565e-09
1890,2.4906668727453507e-08,1.9663159989136147e-09
1891,2.2309770031370135e-08,0.0
1892,3.447681962143179e-08,6.268512375839919e-09
1893,3.4487133149241345e-08,2.0938616174248637e-08
1894,2.457600345451283e-08,5.671385139294216e-09
1895,1.8055843042930064e-08,0.0
1896,3.715128116255073e-08,5.89702897624278e-10
1897,1.981082675683865e-08,2.330685422435863e-09
1898,2.8857609635224435e-08,2.26334195829736e-09
1899,1.7688250864011934e-08,1.1055156790007459e-09
1900,2.0245106924221545e-08,0.0
1901,1.620734302321125e-08,3.353243460679778e-09
1902,3.5845072687834545e-08,2.9461704187383475e-09
1903,3.0781254878320397e-08,8.100330184390714e-09
1904,2.2573425795258117e-08,1.6123875568041512e-09
1905,2.7352022868853965e-08,5.160759042333041e-10
1906,3.0865106026567446e-08,4.115347618238729e-09
1907,2.5714216533856415e-08,5.142843484406967e-09
1908,2.7994918383456024e-08,0.0
1909,2.9155213354670195e-08,0.0
1910,2.0842188419578633e-08,0.0
1911,3.2454281040372734e-08,6.916486494645824e-09
1912,1.927485904218429e-08,0.0
1913,2.3863453435524207e-08,3.181793939432964e-09
1914,2.1429579888376793e-08,0.0
1915,2.709575319670421e-08,2.3561523843085297e-09
1916,3.4061130804730055e-08,2.197492410260793e-09
1917,3.947912929902486e-08,1.0966424435210342e-09
1918,1.378365155346728e-08,1.1486376294556067e-09
1919,3.9593746947730324e-08,3.6831393490643904e-09
1920,3.48322650722821e-08,4.543339038320937e-09
1921,2.3475516641724425e-08,1.5145494858259667e-09
1922,1.9182632371439468e-08,7.377935484775833e-10
1923,4.671016995416721e-08,2.1231896241147297e-09
1924,2.1915761649893284e-08,1.289162443462999e-09
1925,2.0896537833436923e-08,1.0998177923937646e-09
1926,2.8979959765251806e-08,2.229227691330493e-09
1927,3.7907366134959375e-08,5.574612327308159e-09
1928,2.170947865920425e-08,1.1426041224282812e-09
1929,1.2254447234738564e-08,2.2280812750352652e-09
1930,2.3107928015519974e-08,3.1510811737689437e-09
1931,2.6232321204133768e-08,4.5621426636444085e-09
1932,1.3151444377967891e-08,0.0
1933,2.523545639121494e-08,3.4411986593596566e-09
1934,1.5576054224197833e-08,0.0
1935,2.0346082152400413e-08,0.0
1936,2.9099314957647948e-08,0.0
1937,1.6368453259474336e-08,0.0
1938,1.9447821131279852e-08,7.779128452511941e-09
1939,2.4470480752825097e-08,0.0
1940,4.81798743123818e-08,2.5357829169792012e-09
1941,7.67390702094417e-08,0.0
1942,3.034211815133858e-08,9.102635090130207e-09
1943,6.387117679196308e-08,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,3.267756198965799e-08,8.714016175304096e-09
1946,3.062643116891195e-08,0.0
1947,1.1920871401116528e-08,0.0
1948,9.784699273041042e-09,2.174377566888097e-09
1949,2.1597418964347526e-08,3.9268033269479474e-09
1950,1.3825969702452312e-08,1.0635361480382244e-09
1951,2.6653504292539765e-08,2.1322803522849654e-09
1952,8.435843135146115e-09,2.1089607837865287e-09
1953,2.5857186614075545e-08,4.3095309543161875e-09
1954,1.2704297169818801e-08,2.9317608341017376e-09
1955,1.407841132561316e-08,3.754243138587299e-09
1956,1.744228228517386e-08,0.0
1957,1.767007518083119e-08,2.6505113659425206e-09
1958,1.0753916868111446e-08,0.0
1959,3.410329085795638e-08,4.650448914844674e-09
1960,1.4533750203327145e-08,6.920833350854139e-10
1961,1.459113452284555e-08,0.0
1962,1.0781326054143392e-08,1.2683912808952869e-09
1963,9.052474325699222e-09,1.939815863494232e-09
1964,1.034274621503073e-08,1.2167936658258327e-09
1965,6.5664522708175355e-09,3.2832261354087677e-09
1966,1.2185964237687585e-08,1.6617224263271169e-09
1967,1.429797347185513e-08,4.930335695263466e-09
1968,1.4821671889819754e-08,1.7965663401398047e-09
1969,1.6804504454626112e-08,3.1792304344691047e-09
1970,1.103694025061941e-08,5.978342709767048e-09
1971,8.221435976452085e-09,2.0553589941130213e-09
1972,1.2312352026810913e-08,2.565073486948677e-09
1973,1.3231689521830958e-08,2.7566018356850464e-09
1974,1.3501372464475025e-08,3.937900228123681e-09
1975,1.0851811893530794e-08,2.8557400888473694e-09
1976,1.8283285996290033e-08,3.4281160132820787e-09
1977,1.23412418062685e-08,8.815172591880582e-09
1978,1.6633656230169436e-08,3.5643548113029055e-09
1979,1.521513048885481e-08,2.925986564150662e-09
1980,1.1370301145063877e-08,1.7055452605774235e-09
1981,1.5181319312773667e-08,6.325549417596221e-09
1982,1.8001756529884005e-08,6.828252629986764e-09
1983,1.0104505676622466e-08,3.157658134966823e-09
1984,8.69851302098823e-09,2.3196033982486597e-09
1985,9.02333674446254e-09,1.2031116103372597e-09
1986,1.019062523255343e-08,5.994485352545098e-09
1987,9.777306964053878e-09,7.944062296871834e-09
1988,2.338656024392094e-08,5.99655392008458e-09
1989,1.4817929994137558e-08,6.585746614717891e-09
1990,1.2531897297662908e-08,5.448650863826288e-09
1991,1.875668864670388e-08,4.68917216167597e-09
1992,7.713921945651236e-09,5.509944056569793e-09
1993,7.200969598386564e-09,4.4313659408601325e-09
1994,1.8462243289718572e-08,7.912389854425328e-09
1995,1.2471637056421514e-08,4.880205572987961e-09
1996,1.3345230698291743e-08,5.338092190498855e-10
1997,1.5343662340683295e-08,3.835915585170824e-09
1998,1.0966696883940585e-08,7.152193948201102e-09
1999,1.3710603319339043e-08,4.113180906983871e-09
2000,8.83606254831193e-09,1.0603275590881367e-08
2001,1.840108865280854e-08,7.448059946568719e-09
2002,9.200564754507923e-09,7.448076377869484e-09
2003,1.2500768420409258e-08,7.500461585152607e-09
2004,1.761916479381398e-08,9.250062049659391e-09
2005,1.0358624180639708e-08,8.106749049829887e-09
2006,1.0294725072412803e-08,7.000412693969338e-09
2007,1.078509459517818e-08,4.393927444112933e-09
2008,9.79211112195344e-09,5.960415716543821e-09
2009,1.668867355419934e-08,1.0013204487790972e-08
2010,1.369900015646408e-08,5.668551850135373e-09
2011,1.1089518636708817e-08,3.4415748029203996e-09
2012,1.8042539906559796e-08,4.085103366691101e-09
2013,1.310888730898796e-08,7.2517249982695375e-09
2014,1.4941571535587173e-08,5.413613113347537e-09
2015,1.6180999651282946e-08,4.43315073539452e-09
2016,1.5535050579273957e-08,5.178350193091319e-09
2017,1.7609279368002717e-08,4.024978128569501e-09
2018,2.3749493038849323e-08,4.904786798931582e-09
2019,2.244869179435227e-08,3.826481798085979e-09
