year,pouvez_VERB amener_VERB,pouvez_VERB ramener_VERB
1800,0.0,0.0
1801,4.7623651688866175e-09,0.0
1802,0.0,2.2378401354217203e-09
1803,0.0,9.751696339321825e-09
1804,9.887403784603066e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,5.394447111228828e-09
1816,0.0,0.0
1817,0.0,0.0
1818,3.5763532135746345e-09,1.1921177378582115e-09
1819,0.0,9.315945348475907e-09
1820,4.746592452420373e-09,4.746592452420373e-09
1821,0.0,7.88919063410276e-09
1822,1.0025615893027862e-09,5.012807946513931e-09
1823,4.941343334508019e-09,9.882686669016039e-09
1824,0.0,4.210556348027694e-09
1825,0.0,1.7610886082763955e-09
1826,2.642395191543301e-09,0.0
1827,0.0,9.217273055917019e-10
1828,0.0,0.0
1829,8.573175946935407e-09,8.573175946935407e-09
1830,0.0,1.0436835840010872e-09
1831,4.677361609140007e-09,0.0
1832,0.0,9.470978667991403e-09
1833,4.6334514003376626e-09,1.1583628500844156e-09
1834,2.8003592777992026e-09,1.0267983796552471e-08
1835,7.563087933704082e-10,0.0
1836,5.376600054063374e-09,1.3441500135158435e-09
1837,2.0873671680021744e-09,1.2524203896191466e-08
1838,1.2624323808552163e-09,3.787297142565649e-09
1839,2.0974426639952526e-09,2.7965900706306e-09
1840,6.369688665408546e-10,7.0066574764382494e-09
1841,1.2841097074556274e-09,0.0
1842,8.049918065466954e-09,7.379091560011375e-09
1843,1.1813821920725331e-08,6.497602011990011e-09
1844,4.9397050894128824e-09,0.0
1845,1.3950569588416784e-08,1.1160455892778032e-09
1846,8.781752214304106e-09,4.6836010625384006e-09
1847,5.3932236454556914e-09,3.775256551818984e-09
1848,3.218088684420195e-09,8.045221711050488e-10
1849,1.1731181359664333e-08,0.0
1850,4.073397619208663e-09,1.3577992064028876e-09
1851,1.2898877521649865e-09,1.2898877521649865e-09
1852,3.906327261660181e-09,1.3021090872200602e-08
1853,1.7915795513800958e-09,1.1943863675867306e-09
1854,4.676098175337984e-09,1.0910895298366086e-08
1855,7.960405667972736e-09,1.5920811335945473e-09
1856,5.694908100650764e-09,5.177189232874468e-10
1857,9.763018171682347e-10,1.0739319655783675e-08
1858,8.31924928945682e-09,4.893676130990343e-09
1859,2.5460866748261424e-09,8.147477359443656e-09
1860,2.288591982591015e-09,1.6020143434047895e-08
1861,4.715963619617014e-09,1.4147891747029462e-09
1862,2.710791813242963e-09,6.776979422085105e-09
1863,9.989241656072068e-10,2.9967726078439227e-09
1864,9.589455896019672e-10,2.3973640850272204e-09
1865,2.3534221238463715e-09,1.4120533631256649e-09
1866,3.4059290943133647e-09,1.9462451650298362e-09
1867,8.249779526181555e-09,3.396968040192405e-09
1868,1.1361710683388537e-08,3.457911734727759e-09
1869,6.348574999037737e-09,3.4184632902167778e-09
1870,2.2936195165357276e-09,3.4404292748035914e-09
1871,4.248470908407853e-09,1.0621177271019633e-09
1872,6.047339295989218e-10,1.2094678591978436e-09
1873,1.1972008939764578e-09,1.7958012854535355e-09
1874,5.974609251779839e-09,0.0
1875,8.010138330405425e-09,1.1443054281912168e-09
1876,1.209202959984168e-09,1.813804439976252e-09
1877,1.0514186854493346e-08,0.0
1878,6.039088673581716e-10,2.4156354694326865e-09
1879,6.720257683667796e-09,2.443730107160036e-09
1880,3.2089231272180996e-09,1.2835692508872398e-09
1881,6.2752567586699115e-09,0.0
1882,5.989846840748214e-09,6.655385131892899e-10
1883,6.319338941018771e-10,7.58320695126713e-09
1884,9.902545450302114e-09,1.9805090900604227e-09
1885,0.0,0.0
1886,3.2267319927115068e-09,6.4534639854230136e-09
1887,3.264462256069578e-09,4.570247291724172e-09
1888,2.53624587998047e-09,0.0
1889,6.265136742733546e-10,5.012109394186837e-09
1890,7.209825181320184e-09,6.554386478008212e-10
1891,2.5496880162734215e-09,0.0
1892,1.8805537127519756e-09,3.761107425503951e-09
1893,0.0,1.2316833108982905e-09
1894,6.301539290376468e-09,5.041231432301174e-09
1895,6.018614495673091e-10,3.611168697403855e-09
1896,4.717623180994224e-09,0.0
1897,1.1653427112179315e-09,1.1653427112179315e-09
1898,6.7900258748920805e-09,1.13167097914868e-09
1899,8.844125432005967e-09,4.4220627160029835e-09
1900,4.671947717582725e-09,4.671947717582725e-09
1901,6.147612641171918e-09,0.0
1902,1.4730852093691738e-09,9.820567692386817e-10
1903,4.320176216765503e-09,1.6200660812870638e-09
1904,5.374625189347171e-10,0.0
1905,1.5482277682110634e-09,3.6125313851442797e-09
1906,3.600929110447737e-09,1.0288369045596824e-09
1907,5.142843373384665e-10,6.685696440911215e-09
1908,2.9468334439286537e-09,9.822778146428846e-10
1909,4.400786846048277e-09,1.1001967115120692e-09
1910,2.67207544979442e-09,0.0
1911,5.852411444351446e-09,3.7242617878519013e-09
1912,4.688478938419394e-09,2.6047106693738442e-09
1913,3.181793939432964e-09,5.833288518886093e-09
1914,2.0090231700464756e-09,0.0
1915,3.534228465440492e-09,0.0
1916,2.197492410260793e-09,0.0
1917,7.676496771580332e-09,0.0
1918,8.040463406189247e-09,2.2972752589112133e-09
1919,2.762354567309444e-09,1.1970202606903513e-08
1920,3.028892692213958e-09,3.028892692213958e-09
1921,3.7863738810983705e-09,2.2718242842501013e-09
1922,2.951174193910333e-09,6.640141769764796e-09
1923,1.0615948120573648e-09,4.246379248229459e-09
1924,1.2891624656674594e-08,1.289162443462999e-09
1925,4.399271169575059e-09,4.399271169575059e-09
1926,3.343841648018042e-09,6.687683296036084e-09
1927,5.574612327308159e-09,1.1149224876660924e-09
1928,2.2852082448565625e-09,2.2852082448565625e-09
1929,7.798284684668033e-09,0.0
1930,7.352522590764465e-09,0.0
1931,2.2810713318222042e-09,3.4216069977333063e-09
1932,2.1919073223131136e-09,0.0
1933,1.1470662197865522e-09,0.0
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,7.180970484910176e-09,0.0
1936,0.0,1.2124714565686645e-09
1937,2.5182236296217297e-09,1.2591118148108649e-09
1938,1.2965214457594243e-09,3.8895642262559704e-09
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,0.0,0.0
1941,8.854508237732261e-09,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,1.089252066321933e-08,6.535512131478072e-09
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,9.536696765621855e-09,0.0
1948,1.0871888278529696e-08,0.0
1949,5.890204768377316e-09,4.908504269707237e-09
1950,2.1270722960764488e-09,2.1270722960764488e-09
1951,1.4925962688039363e-08,3.1984206394497505e-09
1952,1.1599284199803606e-08,0.0
1953,4.3095309543161875e-09,0.0
1954,6.840775057526116e-09,9.772536113672459e-10
1955,1.220129064449793e-08,0.0
1956,2.616342476002842e-09,0.0
1957,2.6505113659425206e-09,1.7670075402875796e-09
1958,8.272243445794913e-10,5.790570245522986e-09
1959,7.750747821333448e-10,1.5501495642666896e-09
1960,3.460416619915918e-09,1.3841666701708277e-09
1961,2.08444772553662e-09,6.948159270159238e-10
1962,5.7077609305622445e-09,1.2683912808952869e-09
1963,2.5864212993553792e-09,1.939815863494232e-09
1964,6.083968329129164e-10,4.867174663303331e-09
1965,5.47204326295514e-09,2.188817349590977e-09
1966,5.539074976468328e-09,3.3234448526542337e-09
1967,4.437302081328198e-09,9.860671168482327e-10
1968,3.1439910674890825e-09,8.982831700699023e-10
1969,5.904285060864822e-09,3.1792304344691047e-09
1970,1.8394900047624674e-09,1.3796175313274261e-09
1971,3.5968783507200897e-09,2.569198631618974e-09
1972,2.0520587451500205e-09,2.565073486948677e-09
1973,4.410563025913916e-09,1.102640756478479e-09
1974,4.500457340128605e-09,5.625571675160757e-10
1975,1.7134440533084216e-09,5.711480177694739e-10
1976,1.7140580066410394e-09,1.7140580066410394e-09
1977,4.11374712072643e-09,1.5279633558407113e-08
1978,4.158414057542359e-09,5.346532105932056e-09
1979,2.3407893401383717e-09,1.1703946700691858e-09
1980,7.390696055153967e-09,1.1370301367108482e-09
1981,1.2651099057237047e-09,2.5302198114474095e-09
1982,4.345251713999687e-09,1.2415004579935385e-09
1983,1.2630632095778083e-09,3.78918940668882e-09
1984,3.479405208395292e-09,3.479405208395292e-09
1985,1.8046674155058895e-09,6.015558051686298e-10
1986,5.994485463567401e-10,0.0
1987,4.888653482026939e-09,6.110816852533674e-10
1988,1.798966087207532e-09,0.0
1989,6.036934507847036e-09,1.0976244357863152e-09
1990,2.724325431913144e-09,0.0
1991,5.2753188484189195e-09,5.861465202094962e-10
1992,2.2039776670368383e-09,0.0
1993,1.661762283333701e-09,1.1078414852150331e-09
1994,1.0549853213248639e-09,0.0
1995,5.4224509327127635e-09,2.7112254663563817e-09
1996,8.540947504798169e-09,1.067618438099771e-09
1997,9.58978896292706e-10,2.3974471297094624e-09
1998,6.675381136744818e-09,5.72175506974304e-09
1999,4.570201106446348e-09,2.7421207526856506e-09
2000,4.4180314962005696e-10,3.092622158362701e-09
2001,1.3143635069212678e-09,1.3143635069212678e-09
2002,4.81934359086722e-09,1.3143663935011318e-09
2003,2.9168460979889232e-09,1.2500769308587678e-09
2004,4.845270407116686e-09,3.9643119897903034e-09
2005,6.305249655724765e-09,3.602999676388663e-09
2006,6.1768350434476815e-09,3.294311934354255e-09
2007,9.586750948642475e-09,6.7906151812735516e-09
2008,1.0217855006544596e-08,2.9802078582719105e-09
2009,9.53638501499654e-09,3.290052674742583e-08
2010,1.747803501928047e-08,2.645324137517946e-08
2011,2.6767803973370974e-08,1.644307978665438e-08
2012,2.6893596682953103e-08,2.6212745751763578e-08
2013,2.370756213565528e-08,1.1435412616833673e-08
2014,2.03551842048455e-08,5.305340877725939e-08
2015,2.3052384889865607e-08,9.597771111202746e-08
2016,2.1334802369210593e-08,5.9033190780155564e-08
2017,2.1634257052483008e-08,4.880286041952786e-08
2018,2.116802733098666e-08,5.059674634821931e-08
2019,2.244869179435227e-08,4.795856867190196e-08
