year,devons_VERB assurer_VERB,devons_VERB rassurer_VERB
1891,2.42220359325529e-08,6.374220040683554e-10
1892,7.522214851007902e-09,1.2537024751679837e-09
1893,1.23168328869383e-08,0.0
1894,1.3233232287745977e-08,0.0
1895,1.8657704714541978e-08,6.018614495673091e-10
1896,1.47425724961181e-08,1.179405795248556e-09
1897,9.905413378419325e-09,0.0
1898,9.05336783318944e-09,0.0
1899,1.0502398950507086e-08,0.0
1900,9.863001082521805e-09,5.191053142894475e-10
1901,1.2295225282343836e-08,0.0
1902,2.2096276808269977e-08,2.455141867585553e-09
1903,2.5381035939631147e-08,2.1600881083827517e-09
1904,1.666133897515465e-08,1.6123875568041512e-09
1905,2.115911179600971e-08,0.0
1906,3.137952475640304e-08,0.0
1907,1.542852956504248e-08,1.028568674676933e-09
1908,1.1787333775714615e-08,0.0
1909,1.2102163715610459e-08,0.0
1910,2.0842188419578633e-08,1.6032452032632705e-09
1911,2.074945903984826e-08,3.1922244847493175e-09
1912,1.614920641657136e-08,5.209421227725386e-10
1913,9.015082902408267e-09,5.30298971401777e-10
1914,2.4777952134513725e-08,0.0
1915,1.8849219074468238e-08,0.0
1916,5.273981784625903e-08,0.0
1917,5.812205117194935e-08,0.0
1918,4.020231614276781e-08,0.0
1919,2.8544329566670967e-08,0.0
1920,3.028892692213958e-08,0.0
1921,3.634918854800162e-08,0.0
1922,2.87739485571592e-08,0.0
1923,2.229349149729387e-08,0.0
1924,1.0313299547703991e-08,0.0
1925,3.079489729884699e-08,1.0998177923937646e-09
1926,2.452150482668003e-08,2.229227691330493e-09
1927,1.3379070296082318e-08,1.1149224876660924e-09
1928,3.1992914983902665e-08,1.1426041224282812e-09
1929,3.0079096546842266e-08,2.2280812750352652e-09
1930,1.995684684175103e-08,2.100720708497761e-09
1931,1.9389105432310316e-08,0.0
1932,1.9727165678773417e-08,3.287861094491973e-09
1933,1.8353059516584835e-08,0.0
1934,3.2350264689284813e-08,0.0
1935,1.0771455727365264e-08,0.0
1936,1.9399543305098632e-08,1.2124714565686645e-09
1937,1.888667711114067e-08,0.0
1938,2.3337385357535823e-08,3.8895642262559704e-09
1939,1.2235240376412548e-08,0.0
1940,2.028626333583361e-08,0.0
1941,2.066051862925633e-08,0.0
1942,2.4273694165799498e-08,0.0
1943,2.9032351633873077e-08,0.0
1944,1.927911696952833e-08,0.0
1945,2.3963544037997053e-08,0.0
1946,2.9234318077442367e-08,0.0
1947,4.52993091926146e-08,2.3841741914054637e-09
1948,2.391815279167986e-08,0.0
1949,5.890204946013e-08,2.945102384188658e-09
1950,3.19060831088791e-08,0.0
1951,2.4521224162299404e-08,1.0661401761424827e-09
1952,1.8980646387944944e-08,2.1089607837865287e-09
1953,2.9089333608567358e-08,0.0
1954,2.443134050622575e-08,2.9317608341017376e-09
1955,1.595553378308523e-08,0.0
1956,3.575668117150599e-08,0.0
1957,2.3854601849393475e-08,0.0
1958,2.8952852559882558e-08,8.272243445794913e-10
1959,4.727956337546857e-08,7.750747821333448e-10
1960,2.2146666722733244e-08,0.0
1961,2.431855783413539e-08,0.0
1962,2.0928455413127267e-08,0.0
1963,2.392439668597035e-08,0.0
1964,3.04198408684897e-08,0.0
1965,1.2585699593614663e-08,0.0
1966,1.9940669560014612e-08,1.1078149508847446e-09
1967,2.070740912074598e-08,0.0
1968,3.054162789339898e-08,1.3474247273492779e-09
1969,3.587988572917311e-08,0.0
1970,3.954903604608262e-08,4.5987250119061684e-10
1971,2.5178147566862208e-08,0.0
1972,2.1546616935097518e-08,1.5390440033513642e-09
1973,2.6463379043661917e-08,3.3079223804577396e-09
1974,1.912694358452427e-08,1.6876715580593782e-09
1975,2.7415104852934746e-08,5.711480177694739e-10
1976,2.5710871653927825e-08,2.856763492431469e-09
1977,1.9981058585472056e-08,1.1753563677885381e-09
1978,1.7227714366185864e-08,5.940591352171509e-10
1979,2.3407892513205297e-08,5.851973350345929e-10
1980,2.785723829390463e-08,1.7055452605774235e-09
1981,2.0241758491579276e-08,6.325549528618524e-10
1982,2.7933760193832313e-08,1.2415004579935385e-09
1983,2.3998200759933752e-08,0.0
1984,3.073474630355122e-08,5.799008495621649e-10
1985,2.3460676956688076e-08,6.015558051686298e-10
1986,2.038125046510686e-08,1.1988970927134801e-09
1987,2.5054349706010726e-08,1.2221633705067347e-09
1988,1.798966131616453e-08,2.398621523624911e-09
1989,2.469655058234821e-08,5.488122178931576e-10
1990,2.3429199913493903e-08,2.179460389939436e-09
1991,2.4618154625954958e-08,1.1722930404189924e-09
1992,2.314176583695371e-08,2.2039776670368383e-09
1993,2.4926434250005514e-08,1.661762283333701e-09
1994,3.956195016030506e-08,1.0549853213248639e-09
1995,2.8738989854559804e-08,5.422450821690461e-10
1996,2.2953797085278893e-08,1.067618438099771e-09
1997,2.6371919759071716e-08,9.58978896292706e-10
1998,2.8131962537258914e-08,4.768129224785866e-10
1999,1.416762351880152e-08,4.570201161957499e-10
2000,2.076474814316498e-08,4.4180314962005696e-10
2001,2.891599848453552e-08,4.3812117822561447e-10
2002,2.3658596859377212e-08,0.0
2003,2.1667998950647416e-08,4.1669229178253886e-10
2004,3.3916894182084434e-08,2.2023955992267474e-09
2005,2.0266872624574717e-08,9.007499190971657e-10
2006,2.4707340173790726e-08,0.0
2007,1.5977917655618512e-08,7.988958938831558e-10
2008,2.682186917013496e-08,3.405951742863067e-09
2009,1.9549588614609092e-08,9.53638501499654e-10
2010,2.5036102968556406e-08,9.447586046817946e-10
2011,1.8355065023456518e-08,3.82397197240536e-10
2012,2.4170194734551842e-08,2.0425516833455504e-09
2013,2.2034088331679413e-08,3.904775169871755e-09
2014,2.2087540685333806e-08,1.7323561474213989e-09
2015,2.3939014326401775e-08,1.5516027351836215e-09
2016,1.9884865309904853e-08,2.6927420293532123e-09
2017,2.037645252528364e-08,1.0062445321423752e-09
2018,1.9360999914397325e-08,1.8070267504555204e-09
2019,2.219359274135968e-08,1.53059265262101e-09
