year,pourrons_VERB appeler_VERB,pourrons_VERB rappeler_VERB
1880,2.3746030919369332e-08,1.2835692508872398e-09
1881,1.673401861523871e-08,2.7890030285249168e-09
1882,1.1979693681496428e-08,3.3276925659464496e-09
1883,1.8326083761621703e-08,0.0
1884,3.036780782394999e-08,6.601696966868076e-10
1885,7.7347630522695e-09,4.511945039809007e-09
1886,7.744156427236248e-09,7.098810428374236e-09
1887,3.3297514079322355e-08,4.570247291724172e-09
1888,8.242799331981132e-09,6.340614699951175e-10
1889,1.4409814674820609e-08,5.012109394186837e-09
1890,3.6704562944578356e-08,7.209825181320184e-09
1891,8.92390783491237e-09,1.2748440081367107e-09
1892,4.7013841708576365e-08,0.0
1893,1.970693297437265e-08,7.390100087434348e-09
1894,1.5753848003896564e-08,0.0
1895,1.9861428057765806e-08,4.814891596538473e-09
1896,2.4767521367152767e-08,1.179405795248556e-09
1897,1.5149455023788505e-08,3.4960281336537946e-09
1898,3.7910979244770715e-08,1.13167097914868e-09
1899,2.1004797901014172e-08,5.527578395003729e-10
1900,3.3741844873702576e-08,4.15284251431558e-09
1901,2.6825947685438223e-08,1.676621730339889e-09
1902,9.329538919189417e-09,0.0
1903,2.754112315983548e-08,2.1600881083827517e-09
1904,2.5260739278110123e-08,2.6873125946735854e-09
1905,3.1996705729397945e-08,5.160759042333041e-10
1906,4.012463961089452e-08,0.0
1907,3.1371342856800766e-08,1.5428529565042481e-09
1908,3.830883343880487e-08,6.875944702500192e-09
1909,2.3104130164597336e-08,4.400786846048277e-09
1910,2.0842188419578633e-08,2.67207544979442e-09
1911,2.500575924102577e-08,5.320374141248863e-10
1912,2.7088990606216612e-08,4.688478938419394e-09
1913,3.0227042202568555e-08,1.590896969716482e-09
1914,2.9465672568562695e-08,3.3483718020477227e-09
1915,5.183535378705528e-08,0.0
1916,2.0876177231343718e-08,5.493730803607377e-09
1917,2.631941953268324e-08,0.0
1918,1.1486376294556067e-08,3.44591288836682e-09
1919,1.8415697411455767e-08,4.603924352863942e-09
1920,4.770506123463747e-08,3.028892692213958e-09
1921,3.862101038976107e-08,0.0
1922,3.32007097370024e-08,2.2133805899215986e-09
1923,4.458698299458774e-08,2.1231896241147297e-09
1924,3.480738541838946e-08,2.578324886925998e-09
1925,4.5092530598367375e-08,3.299453377181294e-09
1926,3.009457216762712e-08,4.458455382660986e-09
1927,2.4528294062520217e-08,1.1149224876660924e-09
1928,6.170062505361784e-08,1.1426041224282812e-09
1929,2.5622934884950155e-08,3.342121912552898e-09
1930,3.361153133596417e-08,2.100720708497761e-09
1931,3.079446386777818e-08,0.0
1932,4.7126007984843454e-08,1.0959536611565568e-09
1933,2.6382522833046096e-08,3.4411986593596566e-09
1934,2.875579241390369e-08,2.3963160344919743e-09
1935,3.7101681726881e-08,3.590485242455088e-09
1936,3.273672888326473e-08,9.699771652549316e-09
1937,2.0145789036973838e-08,5.0364472592434595e-09
1938,3.630260181353151e-08,1.2965214457594243e-09
1939,5.964679417047591e-08,1.5294050470515685e-09
1940,1.0143131667916805e-08,1.2678914806940611e-08
1941,3.246652724442356e-08,0.0
1942,3.034211815133858e-08,3.034211770724937e-09
1943,4.935499831049128e-08,0.0
1944,4.177142187700156e-08,3.2131861615880553e-09
1945,2.832055301382752e-08,4.357008087652048e-09
1946,3.480275978517966e-08,0.0
1947,4.172304812755101e-08,5.960435700558264e-09
1948,2.717971980814582e-08,6.523132700664291e-09
1949,2.9451024730065e-08,0.0
1950,4.3604980959344175e-08,0.0
1951,2.9851925376078725e-08,1.0661401761424827e-09
1952,4.74516177462192e-08,3.1634410646574906e-09
1953,3.124409886368085e-08,9.69644453618912e-09
1954,3.713563856422297e-08,9.772536113672459e-10
1955,2.0648336374051723e-08,1.8771215692936494e-09
1956,2.616342520411763e-08,3.488456634670456e-09
1957,1.8553580005686854e-08,5.301022731885041e-09
1958,3.060729980575161e-08,1.6544486891589827e-09
1959,1.5501495198577686e-08,2.325224457422337e-09
1960,1.5225833038812198e-08,2.7683333403416555e-09
1961,2.431855783413539e-08,0.0
1962,1.9025868880362395e-08,2.5367825617905737e-09
1963,2.7804029301137234e-08,6.466053248388448e-10
1964,2.6161064425878067e-08,1.2167936658258327e-09
1965,2.5718604135249734e-08,1.0944086747954884e-09
1966,1.7725039214155913e-08,2.215629901769489e-09
1967,2.415864486238206e-08,2.9582012395223956e-09
1968,2.6948494991074767e-08,2.6948494546985557e-09
1969,1.4987801222332564e-08,9.083515606356229e-10
1970,1.9314645882673176e-08,4.5987250119061684e-10
1971,8.735275613958038e-09,0.0
1972,1.7442499000708267e-08,3.0780880067027283e-09
1973,2.3706776985932265e-08,0.0
1974,1.518904291231138e-08,5.625571675160757e-10
1975,1.313640396460869e-08,5.711480177694739e-10
1976,1.1427053969725876e-08,5.713526873840635e-10
1977,1.1753563455840776e-08,1.1753563677885381e-09
1978,1.2475242172627077e-08,0.0
1979,8.192762912528906e-09,0.0
1980,1.4212877097463661e-08,1.1370301367108482e-09
1981,1.3283654176632353e-08,0.0
1982,1.1794254461960918e-08,6.207502289967692e-10
1983,1.1999100379966876e-08,1.2630632095778083e-09
1984,1.681712546997005e-08,0.0
1985,7.820225356169885e-09,0.0
1986,7.792831269171074e-09,5.994485463567401e-10
1987,1.4054879038383206e-08,3.0554083707556856e-09
1988,8.994830658082265e-09,2.398621523624911e-09
1989,9.878619700032232e-09,1.0976244357863152e-09
1990,1.0352437129768077e-08,1.6345953479657283e-09
1991,7.6199047072123e-09,0.0
1992,1.2121876835635703e-08,0.0
1993,6.093128224193833e-09,5.539207426075166e-10
1994,1.1077346151466827e-08,0.0
1995,1.0844901865425527e-08,5.422450821690461e-10
1996,1.1209993822092201e-08,2.135236876199542e-09
1997,1.054876808126437e-08,4.79489448146353e-10
1998,9.536258005482523e-09,2.3840645013706308e-09
1999,1.0968483010742602e-08,4.570201161957499e-10
2000,7.510653432518666e-09,4.4180314962005696e-10
2001,5.257454027685071e-09,4.3812117822561447e-10
2002,1.0953053575235572e-08,4.381221607729913e-09
2003,7.500461585152607e-09,8.333845835650777e-10
2004,9.250062049659391e-09,0.0
2005,1.0808999029165989e-08,9.007499190971657e-10
2006,1.2353670086895363e-08,1.2353669198716943e-09
2007,1.0385647009059085e-08,3.994479469415779e-10
2008,9.366367237362283e-09,1.2772318758180745e-09
2009,9.059565542202108e-09,1.430457752249481e-09
2010,1.4643758206034363e-08,4.723793023408973e-10
2011,6.118355155848576e-09,0.0
2012,1.463828702696901e-08,0.0
2013,7.2517249982695375e-09,0.0
2014,9.527958866328845e-09,8.661780737106994e-10
2015,9.087958829923082e-09,6.649726325136385e-10
2016,1.2842308549920745e-08,0.0
2017,1.1823373391450787e-08,1.2578056374223934e-09
2018,7.228107001822082e-09,7.744400121190154e-10
2019,1.0459049626376782e-08,1.02039510174734e-09
