year,moins_ADV appelé_VERB,moins_ADV rappelé_VERB
1954,1.172704333640695e-08,6.840775057526116e-09
1955,1.0324168187025862e-08,0.0
1956,1.1337483840634377e-08,4.360570571293465e-09
1957,1.236905244894615e-08,3.534015080575159e-09
1958,1.3235589513271862e-08,3.3088973783179654e-09
1959,3.100299128533379e-09,7.750747599288843e-09
1960,1.2457499920515147e-08,6.2287499602575735e-09
1961,1.528595028332802e-08,4.16889545107324e-09
1962,2.0928455413127267e-08,6.341956404476434e-10
1963,1.6165133231993423e-08,3.2330267352165265e-09
1964,1.3993127545575135e-08,7.909158661334459e-09
1965,1.3680108601477059e-08,8.755269398363907e-09
1966,1.163205709531212e-08,2.215629901769489e-09
1967,1.429797347185513e-08,4.437302081328198e-09
1968,1.2126823101255013e-08,6.737123747768692e-09
1969,9.537691525451919e-09,6.8126366770115965e-09
1970,1.103694025061941e-08,1.2876429700270364e-08
1971,2.003974941544584e-08,3.5968783507200897e-09
1972,1.487742551375959e-08,3.0780880067027283e-09
1973,1.2129047988196362e-08,4.410563025913916e-09
1974,1.012602890426706e-08,1.1251143128276908e-08
1975,7.996072248772634e-09,3.998036124386317e-09
1976,1.1427053969725876e-08,6.8562320265641574e-09
1977,5.289103821581875e-09,1.1753563677885381e-09
1978,8.316828115084718e-09,3.5643548113029055e-09
1979,9.948355028654987e-09,2.925986564150662e-09
1980,3.97960553399912e-09,4.548120546843393e-09
1981,8.855769451088236e-09,3.795329828193417e-09
1982,1.1173503899897241e-08,4.345251713999687e-09
1983,6.946847541655643e-09,4.4207211225000265e-09
1984,1.2177918229383522e-08,5.799008384599347e-09
1985,4.210890747202711e-09,4.812446441349039e-09
1986,1.8582904104391673e-08,1.0790073723399018e-08
1987,1.0388388815840699e-08,9.777306964053878e-09
1988,5.396898483667201e-09,2.99827696004229e-09
1989,9.329808037250586e-09,8.232182935330457e-09
1990,1.0352437129768077e-08,5.448650863826288e-09
1991,1.3481369798284959e-08,4.68917216167597e-09
1992,8.815910668147353e-09,7.713921945651236e-09
1993,1.2186256448387667e-08,2.2156829704300662e-09
1994,1.4242301560329906e-08,1.5824779264761446e-09
1995,1.4640617607142303e-08,5.4224509327127635e-09
1996,6.4057106285986265e-09,5.871901187504136e-09
1997,1.4864173003559245e-08,6.233362714880286e-09
1998,8.10582001520288e-09,1.0489884516573511e-08
1999,8.226361813967742e-09,7.769341614505265e-09
2000,8.83606254831193e-09,2.6508188977203417e-09
2001,7.886181485616817e-09,3.066848330846028e-09
2002,1.0076809608960957e-08,4.381221607729913e-09
2003,8.750538071922165e-09,5.000307723435071e-09
2004,1.5416770082765652e-08,7.928623979580607e-09
2005,1.0358624180639708e-08,3.1526248278623825e-09
2006,6.58862386870851e-09,3.706100981659688e-09
2007,1.1583990655594789e-08,5.991719120856942e-09
2008,8.089135583588813e-09,4.257439734089985e-09
2009,8.582746957586096e-09,1.430457752249481e-09
2010,6.140930874920514e-09,3.3066551718974324e-09
2011,6.500752380844688e-09,4.206369030868018e-09
2012,6.127654827992046e-09,4.085103366691101e-09
2013,7.2517249982695375e-09,2.5102124823206395e-09
2014,2.2304085689484054e-08,3.2481677347817595e-09
2015,8.201329393386914e-09,1.7732603163622684e-09
2016,6.421154274960372e-09,5.178350193091319e-09
2017,5.0312225496895735e-09,3.018733707449428e-09
2018,9.035133530232997e-09,2.323319980845895e-09
2019,2.397928433595098e-08,1.7856913725466939e-09
