year,sans_ADP accompagner_VERB,sans_ADP raccompagner_VERB
1872,1.1489944995446422e-08,0.0
1873,9.577607151811662e-09,0.0
1874,1.1949218503559678e-08,1.1949218281515073e-09
1875,4.176714796244596e-08,0.0
1876,1.3905833817773328e-08,0.0
1877,1.2988113695655557e-08,0.0
1878,1.0870359723469392e-08,0.0
1879,7.94212251520321e-09,0.0
1880,1.0910338410496934e-08,0.0
1881,1.9523021421719022e-08,0.0
1882,1.6638463051776853e-08,0.0
1883,9.479008689083912e-09,1.2638677882037541e-09
1884,1.9805090900604227e-08,0.0
1885,1.6114089618213256e-08,6.445635691854079e-10
1886,3.033127882190456e-08,0.0
1887,1.0446279397058333e-08,0.0
1888,9.510921827882157e-09,0.0
1889,2.192797943223468e-08,6.265136742733546e-10
1890,2.6872983838188702e-08,1.3108772956016423e-09
1891,1.9760081571007504e-08,0.0
1892,8.775916882086676e-09,0.0
1893,1.6627724974682678e-08,0.0
1894,1.3233232287745977e-08,1.2603078580752936e-09
1895,1.0833506536300774e-08,0.0
1896,8.845543353341867e-09,0.0
1897,8.740070001067579e-09,5.826713556089658e-10
1898,1.1316709347397591e-08,0.0
1899,2.7637891975018647e-09,0.0
1900,2.3359739032002835e-08,5.191053142894475e-10
1901,1.397184767881754e-08,0.0
1902,2.0132164380015638e-08,4.910283846193408e-10
1903,2.5381034829408122e-08,0.0
1904,1.5048950530172078e-08,0.0
1905,1.9610883583709438e-08,5.160759042333041e-10
1906,1.4403716441790948e-08,5.144184522798412e-10
1907,1.5942815068115124e-08,5.142843373384665e-10
1908,2.2592390180875555e-08,4.911389073214423e-10
1909,1.9803541639884514e-08,0.0
1910,8.01622590529405e-09,5.344150677544235e-10
1911,1.649316061502759e-08,0.0
1912,1.8753915753677575e-08,5.209421227725386e-10
1913,1.3787773589513108e-08,0.0
1914,2.276892807628883e-08,0.0
1915,1.1780762143587253e-08,0.0
1916,6.592477230782379e-09,0.0
1917,2.4126134423596568e-08,0.0
1918,1.378365155346728e-08,1.1486376294556067e-09
1919,6.4454939163738345e-09,0.0
1920,1.2872794385998532e-08,7.572231730534895e-10
1921,9.844571380313027e-09,0.0
1922,9.591316185719734e-09,7.377935484775833e-10
1923,1.3800733000834953e-08,1.0615948120573648e-09
1924,1.804827398643738e-08,0.0
1925,2.4195990988573612e-08,0.0
1926,2.229227646921572e-08,0.0
1927,7.804457524684949e-09,0.0
1928,9.14083297942625e-09,1.1426041224282812e-09
1929,1.2254447234738564e-08,0.0
1930,1.1553964007759987e-08,2.100720708497761e-09
1931,1.2545892325022123e-08,0.0
1932,8.767629289252454e-09,0.0
1933,1.2617728417652074e-08,2.2941324395731044e-09
1934,1.5576054224197833e-08,0.0
1935,1.0771455727365264e-08,0.0
1936,1.4549657478823974e-08,0.0
1937,1.888667711114067e-08,0.0
1938,2.463390735840676e-08,1.2965214457594243e-09
1939,1.5294050470515685e-08,0.0
1940,2.5357829169792012e-09,0.0
1941,1.4757512545315876e-08,0.0
1942,1.517105907566929e-08,0.0
1943,2.032264689866281e-08,2.9032352077962287e-09
1944,9.639558484764166e-09,0.0
1945,8.714016175304096e-09,0.0
1946,6.960552134671616e-09,0.0
1947,1.4305045148432782e-08,0.0
1948,1.1959076617884534e-08,0.0
1949,1.570721330779179e-08,0.0
1950,5.317680518146517e-09,0.0
1951,8.529121409139861e-09,0.0
1952,1.0544804140977249e-08,0.0
1953,8.619061908632375e-09,0.0
1954,1.4658803948464083e-08,0.0
1955,1.783265446420046e-08,0.0
1956,5.232684952005684e-09,0.0
1957,8.835037590415595e-09,0.0
1958,8.272243334772611e-09,0.0
1959,9.300897829689347e-09,0.0
1960,6.920833239831836e-09,0.0
1961,1.111705483225478e-08,6.948159270159238e-10
1962,1.2683912586908264e-08,0.0
1963,6.466053470433053e-09,1.2932106496776896e-09
1964,6.692365273064382e-09,0.0
1965,1.641613067704384e-08,1.0944086747954884e-09
1966,5.539074976468328e-09,0.0
1967,1.4791006641701188e-08,4.930335584241163e-10
1968,8.533690198930799e-09,8.982831700699023e-10
1969,9.991866889436096e-09,0.0
1970,1.0577067222072856e-08,4.5987250119061684e-10
1971,1.5415192677892264e-08,5.138397485282553e-10
1972,9.234264020108185e-09,0.0
1973,1.2680368366435602e-08,0.0
1974,1.8001829582559026e-08,5.625571675160757e-10
1975,4.569184142155791e-09,0.0
1976,4.570821499072508e-09,0.0
1977,8.815172425347129e-09,0.0
1978,1.1881182260253809e-08,0.0
1979,1.1118749476679568e-08,0.0
1980,1.7055452605774235e-09,0.0
1981,6.325549417596221e-09,0.0
1982,8.690503427999374e-09,0.0
1983,1.4525227021167098e-08,0.0
1984,4.639206796497319e-09,0.0
1985,6.015557829641693e-09,1.2031116103372597e-09
1986,8.392279760016663e-09,0.0
1987,1.099947066762752e-08,0.0
1988,8.99483043603766e-09,5.996553809062277e-10
1989,1.2073869015694072e-08,0.0
1990,9.262706268664544e-09,0.0
1991,1.3481370075840715e-08,0.0
1992,8.815910668147353e-09,0.0
1993,1.3848018731721368e-08,0.0
1994,1.476979427650349e-08,0.0
1995,1.2471637056421514e-08,0.0
1996,1.2811421257197253e-08,5.338092190498855e-10
1997,9.58978851883785e-09,0.0
1998,1.2873949017944142e-08,0.0
1999,1.0054442611817649e-08,4.570201161957499e-10
2000,9.719669513685858e-09,0.0
2001,1.7524847351069184e-08,0.0
2002,1.270554239596322e-08,0.0
2003,1.583430631058036e-08,4.1669229178253886e-10
2004,1.1011977996133737e-08,0.0
2005,1.4862373665103235e-08,4.5037495954858286e-10
2006,1.070651389767363e-08,0.0
2007,1.7575710498096697e-08,7.988958938831558e-10
2008,1.1920831433087642e-08,0.0
2009,1.43045770784056e-08,0.0
2010,1.2281861749841028e-08,0.0
2011,1.6060681617968697e-08,0.0
2012,1.2595735121578855e-08,0.0
2013,9.204113027294625e-09,8.367375126105969e-10
2014,1.104377074512275e-08,4.330890368553497e-10
2015,1.2412821881468972e-08,0.0
2016,1.5120782237421082e-08,2.0713400439298368e-10
2017,1.7609279368002717e-08,0.0
2018,1.2649186587054828e-08,0.0
2019,1.1224345897176136e-08,2.55098775436835e-10
