year,devons_VERB amener_VERB,devons_VERB ramener_VERB
1800,0.0,0.0
1801,0.0,4.7623651688866175e-09
1802,0.0,0.0
1803,0.0,0.0
1804,2.4718509461507665e-09,2.4718509461507665e-09
1805,0.0,1.421438877713399e-08
1806,0.0,0.0
1807,0.0,1.1387820464392462e-08
1808,0.0,0.0
1809,0.0,1.8072244145628247e-08
1810,0.0,2.3401267590372754e-09
1811,0.0,1.7549536934780008e-08
1812,0.0,5.3344164641089264e-09
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,2.1458118837358597e-08
1819,0.0,0.0
1820,0.0,2.3732962262101864e-09
1821,0.0,1.3806083387635226e-08
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,8.421112696055388e-10
1825,0.0,7.044354433105582e-09
1826,1.7615968683770689e-09,1.0569580766173203e-08
1827,0.0,1.8434546111834038e-09
1828,0.0,2.7516904310687096e-09
1829,0.0,3.429270423183084e-09
1830,0.0,1.0436835840010872e-09
1831,0.0,9.354723218280014e-09
1832,0.0,1.2176972319366541e-08
1833,0.0,0.0
1834,0.0,0.0
1835,3.781543966852041e-09,0.0
1836,0.0,6.72075017860152e-09
1837,6.262101948095733e-09,1.3915781860163179e-09
1838,1.2624323808552163e-09,1.2624323808552163e-09
1839,2.7965900706306e-09,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,9.391571076378114e-09
1843,1.7720733769266417e-09,1.1813822142769936e-09
1844,6.586273748609983e-09,3.2931368743049916e-09
1845,0.0,5.580227946389016e-10
1846,0.0,5.854501328173001e-10
1847,0.0,3.235934187273415e-09
1848,0.0,0.0
1849,2.513824481908955e-09,6.703531951757213e-09
1850,0.0,7.467895635215882e-09
1851,6.449438760824933e-10,1.9348316282474798e-09
1852,0.0,1.3021090872200602e-09
1853,0.0,5.3747388761848924e-09
1854,5.195664454227256e-10,6.234797567117312e-09
1855,1.0613874223963649e-09,0.0
1856,0.0,5.177189232874468e-10
1857,4.881509085841174e-10,3.4170564155999728e-09
1858,4.893676019968041e-10,5.3830437884982985e-09
1859,0.0,1.2730433596175317e-08
1860,0.0,6.408057640072684e-09
1861,0.0,1.131831339762357e-08
1862,0.0,3.6143890103090826e-09
1863,0.0,0.0
1864,1.9178911792039344e-09,1.4384183844029508e-09
1865,0.0,1.882737743486018e-09
1866,1.4596839292835284e-09,0.0
1867,0.0,5.82337378318698e-09
1868,1.4819622196071691e-09,1.4819622196071691e-09
1869,9.767038289254515e-10,5.371870948067681e-09
1870,5.734048791339319e-10,1.7202146374017957e-09
1871,2.1242354542039266e-09,2.1242354542039266e-09
1872,0.0,1.8142017887967654e-09
1873,0.0,0.0
1874,3.5847653734322193e-09,4.779687312606029e-09
1875,5.721527140956084e-10,9.154443425529735e-09
1876,0.0,3.02300739996042e-09
1877,1.2369631985365004e-09,3.710889595609501e-09
1878,6.039088673581716e-10,1.8117265465633636e-09
1879,2.443730107160036e-09,1.221865053580018e-09
1880,3.8507077526617195e-09,2.5671385017744797e-09
1881,6.972507571312292e-10,0.0
1882,0.0,6.655385131892899e-10
1883,0.0,9.479008689083912e-09
1884,3.300848483434038e-09,5.941527270181268e-09
1885,1.2891271383708158e-09,1.2891271383708158e-09
1886,0.0,5.162771099520569e-09
1887,6.528924623161458e-10,7.1818169189441505e-09
1888,3.804368819970705e-09,5.706553452000662e-09
1889,2.5060546970934183e-09,3.132568426877924e-09
1890,3.9326319978272295e-09,1.3108772956016423e-09
1891,1.9122659011827636e-09,6.3742202627281586e-09
1892,2.5074049503359674e-09,1.0656471260972467e-08
1893,4.926733243593162e-09,2.463366621796581e-09
1894,4.411077725308132e-09,6.301539290376468e-10
1895,1.2037228991346183e-09,4.814891596538473e-09
1896,5.89702897624278e-10,3.5382172747233653e-09
1897,1.1653427112179315e-09,8.740070001067579e-09
1898,5.6583548957434e-10,1.1882545614128048e-08
1899,6.080336234504102e-09,0.0
1900,0.0,5.191053142894475e-10
1901,0.0,0.0
1902,9.820567692386817e-10,0.0
1903,2.7001101354784396e-09,4.320176216765503e-09
1904,1.0749250378694342e-09,7.524475265086039e-09
1905,0.0,4.1286072338664326e-09
1906,5.144184522798412e-10,5.144184633820714e-09
1907,5.142843373384665e-10,2.5714217422034835e-09
1908,2.4556945366072114e-09,3.437972351250096e-09
1909,2.7504918342913243e-09,2.2003934230241384e-09
1910,3.206490406526541e-09,8.01622590529405e-09
1911,2.128149656499545e-09,3.7242617878519013e-09
1912,3.646594803896619e-09,7.814131564032323e-09
1913,5.302989602995467e-09,5.302989602995467e-09
1914,6.696743604095445e-09,2.0090231700464756e-09
1915,0.0,0.0
1916,2.197492410260793e-09,0.0
1917,3.289927441585405e-09,4.386569774084137e-09
1918,2.2972752589112133e-09,9.189101035644853e-09
1919,4.603924352863942e-09,5.524709134618888e-09
1920,4.543339038320937e-09,9.843901693784574e-09
1921,1.5145494858259667e-09,9.844571380313027e-09
1922,8.853522359686394e-09,1.1804696775641332e-08
1923,3.1847844361720945e-09,8.492758496458919e-09
1924,0.0,1.289162443462999e-09
1925,5.499089184013428e-09,2.1996355847875293e-09
1926,1.1146138456652466e-09,1.1146138456652466e-09
1927,1.1149224876660924e-09,3.3447675740205796e-09
1928,1.1426041224282812e-09,1.1426041224282812e-09
1929,4.4561625500705304e-09,1.1140406375176326e-09
1930,4.201441416995522e-09,1.0503603542488804e-09
1931,0.0,4.5621426636444085e-09
1932,1.0959536389520963e-08,1.0959536611565568e-09
1933,2.2941324395731044e-09,1.1470662641954732e-08
1934,2.3963160344919743e-09,2.3963160344919743e-09
1935,3.590485242455088e-09,4.787313656606784e-09
1936,2.424942913137329e-09,6.0623572828433225e-09
1937,2.5182236296217297e-09,2.5182236296217297e-09
1938,2.5930428915188486e-09,3.8895642262559704e-09
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,0.0,7.607348528892999e-09
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,3.034211770724937e-09,0.0
1943,1.1612940831184915e-08,0.0
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,2.178504043826024e-09,4.357008087652048e-09
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,4.7683483828109274e-09,2.3841741914054637e-09
1948,6.523132700664291e-09,0.0
1949,3.9268033269479474e-09,2.945102384188658e-09
1950,1.0635361480382244e-09,2.1270722960764488e-09
1951,4.264560704569931e-09,1.4925962688039363e-08
1952,5.272402070488624e-09,1.0544803918932644e-09
1953,2.1547654771580937e-09,1.1851209791302608e-08
1954,4.886268278880834e-09,9.772536557761669e-09
1955,9.385607846468247e-10,4.6928039232341234e-09
1956,2.616342476002842e-09,3.488456634670456e-09
1957,8.835037701437898e-10,9.718541527092839e-09
1958,2.4816730892496253e-09,3.3088973783179654e-09
1959,1.3951345856355601e-08,2.325224457422337e-09
1960,3.460416619915918e-09,6.2287499602575735e-09
1961,6.25334317660986e-09,4.86371165564492e-09
1962,6.341956404476434e-10,3.805173953708163e-09
1963,9.052474325699222e-09,4.526237162849611e-09
1964,4.258777774879263e-09,5.475571551727398e-09
1965,2.188817349590977e-09,7.660860390501512e-09
1966,1.6617224263271169e-09,2.769537488234164e-09
1967,5.916402479044791e-09,3.451234853457663e-09
1968,1.3474247273492779e-09,2.245707841908029e-09
1969,3.1792304344691047e-09,3.6334062425424918e-09
1970,1.8394900047624674e-09,3.219107425067591e-09
1971,2.0553589941130213e-09,1.0276794970565106e-09
1972,5.130146973897354e-09,1.0260293725750103e-09
1973,4.9618833486420044e-09,5.513203671370093e-09
1974,3.937900228123681e-09,2.812785782069227e-09
1975,6.8537762132336866e-09,5.711480177694739e-10
1976,0.0,5.713526873840635e-10
1977,6.464460078348111e-09,6.464460078348111e-09
1978,5.346532105932056e-09,2.970295565063452e-09
1979,1.7555920051037788e-09,5.266775904289034e-09
1980,3.97960553399912e-09,6.253665585376211e-09
1981,3.1627747087981106e-09,1.0120879245789638e-08
1982,6.828252629986764e-09,3.7245013739806154e-09
1983,4.4207211225000265e-09,5.68378455412244e-09
1984,8.69851302098823e-09,4.639206796497319e-09
1985,1.2031116103372597e-09,2.4062232206745193e-09
1986,1.019062523255343e-08,1.7983456945813714e-09
1987,3.6664902225425067e-09,1.8332451112712533e-09
1988,1.1993107618124554e-09,2.99827696004229e-09
1989,5.488121956886971e-09,7.683371272548811e-09
1990,6.538381391862913e-09,3.814055737905164e-09
1991,1.1136783939491579e-08,3.5168792322792797e-09
1992,3.856960972825618e-09,1.65298330578878e-09
1993,9.970573700002205e-09,1.661762283333701e-09
1994,6.329911705904578e-09,4.2199412852994556e-09
1995,6.506940763983948e-09,3.795715741716776e-09
1996,4.804283193493575e-09,3.2028553142993132e-09
1997,3.3564262480467733e-09,3.3564262480467733e-09
