year,devons_VERB amener_VERB,devons_VERB ramener_VERB
1998,7.629006759657386e-09,4.7681290027412615e-09
1999,5.484241505371301e-09,6.398281460207045e-09
2000,3.5344251969604557e-09,5.3016377954406835e-09
2001,3.066848330846028e-09,2.6287270138425356e-09
2002,1.0514931148009055e-08,8.762443215459825e-09
2003,5.000307723435071e-09,1.2500769308587678e-09
2004,7.488145215006625e-09,4.845270407116686e-09
2005,4.503749373441224e-09,2.702249757291497e-09
2006,2.8825228870488218e-09,8.235780057930242e-09
2007,5.192823504529542e-09,7.589511241690161e-09
2008,8.089135583588813e-09,6.3861596011349775e-09
2009,7.1522885392028e-09,6.675469510497578e-09
2010,3.7790344187271785e-09,8.030448306328708e-09
2011,8.030340836739924e-09,1.0324724186716594e-08
2012,6.127654827992046e-09,9.531907707582832e-09
2013,4.462600067256517e-09,1.840822605458925e-08
2014,6.496335469563519e-09,1.017759210242275e-08
2015,4.211493376260478e-09,7.536356427806368e-09
2016,8.699628573083373e-09,1.2220906064897008e-08
2017,1.0565567976072998e-08,1.4842107098900215e-08
2018,6.453666934191915e-09,1.5488799576246493e-08
2019,8.673358031785483e-09,1.3265136544760026e-08
