year,devez_VERB envoyer_VERB,devez_VERB renvoyer_VERB
1800,2.829747991484055e-08,0.0
1801,4.7623651688866175e-09,0.0
1802,1.1189200677108602e-08,4.475680270843441e-09
1803,1.950339267864365e-08,7.801356893821776e-09
1804,4.449331569844617e-08,4.943701892301533e-09
1805,2.842877711017877e-09,0.0
1806,1.815451611264507e-07,3.7461699520235925e-08
1807,5.693910232196231e-09,2.8469551160981155e-09
1808,3.3991110370834576e-08,0.0
1809,9.036122072814123e-09,2.259030518203531e-09
1810,2.3401266702194334e-08,2.3401267590372754e-09
1811,2.5070767684098882e-09,0.0
1812,2.1337665856435706e-08,5.3344164641089264e-09
1813,3.163315653864629e-08,0.0
1814,4.72001566720337e-08,0.0
1815,1.3486118000116676e-08,0.0
1816,9.270415546325239e-09,0.0
1817,6.227493631882908e-09,1.556873407970727e-09
1818,8.344824387052086e-09,7.152706427149269e-09
1819,1.7596784473994376e-08,1.0351049795076506e-08
1820,3.797273961936298e-08,1.898636980968149e-08
1821,1.2819934447350079e-08,4.930744257336528e-09
1822,5.9151133768864383e-08,4.010246357211145e-09
1823,1.581229902569703e-08,0.0
1824,2.5263338088166165e-08,9.263223965660927e-09
1825,1.4969252504215547e-08,0.0
1826,7.04638765114396e-08,1.7615968683770689e-09
1827,2.5808365222701468e-08,9.217273055917019e-10
1828,3.5771975603893225e-08,1.7427371545863934e-08
1829,8.573175946935407e-09,8.57317605795771e-10
1830,1.878630406793036e-08,3.1310507520032616e-09
1831,2.494592976631793e-08,0.0
1832,1.3529969367098715e-09,0.0
1833,1.7375443306377747e-08,1.1583628500844156e-09
1834,3.827157613045529e-08,1.4935249481595747e-08
1835,1.285724948729694e-08,0.0
1836,4.166864897570122e-08,8.736974699274924e-09
1837,2.5048407792382932e-08,6.957890930081589e-10
1838,3.092959488526503e-08,3.787297142565649e-09
1839,4.055055669027752e-08,9.788065469251706e-09
1840,1.2739377552861697e-08,1.7198159341091923e-08
1841,1.9903700021473014e-08,3.852329122366882e-09
1842,2.817471411731276e-08,1.9453969102301016e-08
1843,2.008349753168659e-08,4.7255288571079745e-09
1844,1.811225303072206e-08,5.488561272137815e-10
1845,6.305657507255091e-08,5.580227946389016e-10
1846,8.781752214304106e-09,9.367202125076801e-09
1847,1.7258315665458213e-08,1.3483059113639229e-08
1848,1.528592186161859e-08,1.045878850192139e-08
1849,2.3462362719328667e-08,8.379414939696517e-10
1850,3.055048125588655e-08,1.2220192857625989e-08
1851,1.6768540334055615e-08,7.094382858952031e-09
1852,5.468858077506411e-08,2.6042181744401205e-09
1853,2.8068079416243563e-08,7.166318205520383e-09
1854,3.688921879074769e-08,2.5978321716024766e-09
1855,3.343370380548549e-08,0.0
1856,3.831119954611495e-08,5.177189232874468e-10
1857,4.3445432140742923e-08,3.7099468386259105e-08
1858,4.8447393652395476e-08,9.787352039936081e-10
1859,4.4811123700583266e-08,6.619825576592575e-09
1860,4.439868561689764e-08,1.0527522853465143e-08
1861,3.1125360067107977e-08,8.488735048217677e-09
1862,3.6595690033891515e-08,1.9879140111811466e-08
1863,7.14230807830063e-08,2.9967726078439227e-09
1864,1.0356612278883404e-07,0.0
1865,4.330296832222302e-08,2.8241067262513297e-09
1866,3.0166798836717135e-08,1.4596839292835284e-09
1867,7.570385918143074e-08,3.396968040192405e-09
1868,5.77965266757019e-08,0.0
1869,4.102156125895817e-08,0.0
1870,2.121598008386627e-08,0.0
1871,5.3105884134652115e-09,1.3807530230280918e-08
1872,2.1770421909650395e-08,9.071008832961525e-09
1873,3.1725821969530443e-08,6.584604861359367e-09
1874,2.0313670745508716e-08,1.1949218503559678e-08
1875,1.4303817685856757e-08,1.716458086775674e-08
1876,8.464420275799966e-09,8.464420275799966e-09
1877,2.5976227391311113e-08,4.9478527941460015e-09
1878,3.6234530931267273e-09,5.435179861734696e-09
1879,2.504823370941267e-08,6.10932526790009e-10
1880,1.9253539207397807e-08,9.626769603698904e-09
1881,1.045876096839038e-08,9.761510710859511e-09
1882,1.6638463051776853e-08,0.0
1883,1.7062214752172622e-08,1.2006744043446815e-08
1884,1.7164412113856997e-08,6.601696966868076e-10
1885,9.023890079618013e-09,1.353583467533781e-08
1886,2.19417763958063e-08,4.5174246565693466e-09
1887,2.9380160526670807e-08,1.3057849246322917e-09
1888,1.4583413587843097e-08,1.268122939990235e-08
1889,5.012109394186837e-09,6.265136853755848e-09
1890,1.0487018364813139e-08,3.9326319978272295e-09
1891,1.0198752065093686e-08,1.466070642663908e-08
1892,1.3790726782758611e-08,1.191017329205124e-08
1893,1.970693297437265e-08,1.847525021858587e-09
1894,1.1342770278588432e-08,7.561847148451761e-09
1895,1.9861428057765806e-08,5.416753268150387e-09
1896,1.8280790214930676e-08,1.7691086373616827e-09
1897,1.9228155068162778e-08,9.322741689743452e-09
1898,3.3950129374460403e-09,5.6583546736987955e-09
1899,8.844125432005967e-09,3.3165470370022376e-09
1900,7.786579381274805e-09,4.15284251431558e-09
1901,1.3412973842719111e-08,1.676621730339889e-09
1902,9.329538919189417e-09,1.8659077838378835e-08
1903,8.100330184390714e-09,5.940242076007962e-09
1904,1.0211787859759625e-08,6.449550227216605e-09
1905,6.192911072844254e-09,4.64468330463319e-09
1906,1.0288369267641428e-08,2.0576738091193647e-09
1907,7.199980611716228e-09,1.5428529565042481e-09
1908,1.964555629285769e-08,2.9468334439286537e-09
1909,1.0451868703853506e-08,0.0
1910,6.947395991829808e-09,2.67207544979442e-09
1911,9.576673676292558e-09,1.0640748282497725e-09
1912,1.7712032729377825e-08,6.251305251225858e-09
1913,1.113627856597077e-08,3.71209285532359e-09
1914,1.0714789944188396e-08,6.696743715117748e-10
1915,1.0602685840410686e-08,4.712304768617059e-09
1916,4.394984820521586e-09,0.0
1917,1.2063066989753679e-08,0.0
1918,1.1486376294556067e-09,0.0
1919,7.366278698128781e-09,1.8415696745321952e-09
1920,1.817335615328375e-08,7.572231730534895e-10
1921,7.572747429129834e-10,0.0
1922,7.377935595798135e-09,5.902348387820666e-09
1923,1.0615948120573648e-09,0.0
1924,6.445812328337297e-09,1.0313299547703991e-08
1925,1.6497267552040284e-08,1.0998177923937646e-09
1926,1.1146138456652466e-09,0.0
1927,4.4596899506643695e-09,0.0
1928,4.570416489713125e-09,0.0
1929,2.2280812750352652e-09,2.2280812750352652e-09
1930,7.352522590764465e-09,0.0
1931,1.4826963656844327e-08,1.1405356659111021e-09
1932,4.383814644626227e-09,2.1919073223131136e-09
1933,4.588264879146209e-09,0.0
1934,5.990790086229936e-09,2.3963160344919743e-09
1935,1.4361940969820353e-08,2.393656828303392e-09
1936,1.33371855781661e-08,0.0
1937,8.813782592653752e-09,0.0
1938,6.482607339819424e-09,0.0
1939,0.0,0.0
1940,5.0715658339584024e-09,0.0
1941,8.854508237732261e-09,0.0
1942,9.102635090130207e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,0.0,0.0
1946,8.352662561605939e-09,0.0
1947,2.3841741914054637e-09,0.0
1948,4.348755133776194e-09,0.0
1949,2.945102384188658e-09,0.0
1950,1.0635361480382244e-09,0.0
1951,5.330700769690111e-09,0.0
1952,2.1089607837865287e-09,0.0
1953,3.232148326759443e-09,0.0
1954,5.863521668203475e-09,2.9317608341017376e-09
1955,1.3139850985055546e-08,9.385607846468247e-10
1956,9.593255967388359e-09,8.72114158667614e-10
1957,3.534015080575159e-09,0.0
1958,8.272243445794913e-10,0.0
1959,4.650448914844674e-09,0.0
1960,1.3841666701708277e-09,0.0
1961,4.16889545107324e-09,6.948159270159238e-10
1962,4.43936931660005e-09,0.0
1963,1.2932106496776896e-09,0.0
1964,7.300761772910391e-09,0.0
1965,3.830430195250756e-09,2.73602163147757e-09
1966,1.0524241922382771e-08,5.539074754423723e-10
1967,6.902469706915326e-09,0.0
1968,1.0330256650092906e-08,0.0
1969,7.72098829315837e-09,1.862120768691966e-08
1970,1.8394900047624674e-09,3.6789800095249348e-09
1971,1.284599360218408e-08,1.0276794970565106e-09
1972,2.565073486948677e-09,0.0
1973,6.064523994098181e-09,1.6539611902288698e-09
1974,4.500457340128605e-09,0.0
1975,1.1994108817248161e-08,0.0
1976,9.141642998145016e-09,0.0
1977,1.1753563455840776e-08,0.0
1978,7.128709622605811e-09,0.0
1979,2.1652301285257636e-08,5.851973350345929e-10
1980,5.116635559687666e-09,1.7055452605774235e-09
1981,1.2651098835192442e-08,6.325549528618524e-10
1982,8.690503427999374e-09,0.0
1983,1.5788289786655696e-08,1.2630632095778083e-09
1984,8.69851302098823e-09,5.799008495621649e-10
1985,8.421781494405423e-09,0.0
1986,8.392279760016663e-09,1.7983456945813714e-09
1987,8.555143260480236e-09,0.0
1988,6.596209356501959e-09,1.1993107618124554e-09
1989,5.488121956886971e-09,1.6464366536794728e-09
1990,8.717841559757744e-09,0.0
1991,8.7921980806982e-09,2.344586080837985e-09
1992,4.4079553340736766e-09,2.2039776670368383e-09
1993,7.200969598386564e-09,5.539207426075166e-10
1994,4.2199412852994556e-09,5.274926606624319e-10
1995,2.1689803286761844e-09,1.0844901643380922e-09
1996,1.1209993822092201e-08,2.6690460952494277e-09
1997,1.3905194329311144e-08,1.438468344439059e-09
1998,6.675381136744818e-09,0.0
1999,9.597422412355172e-09,2.7421207526856506e-09
2000,6.627047355323157e-09,8.836062992401139e-10
2001,8.762423675534592e-09,4.3812117822561447e-10
2002,7.886198361006791e-09,1.752488598683044e-09
2003,7.083769126836614e-09,1.6667691671301554e-09
2004,1.3214373595360485e-08,5.285749615779878e-09
2005,1.7114247796712334e-08,2.251874686720612e-09
2006,1.6059770402421236e-08,1.6471559671771274e-09
2007,1.5179022483380322e-08,2.3966877371606188e-09
2008,1.3198063086861112e-08,1.2772318758180745e-09
2009,2.098004614481397e-08,4.76819250749827e-09
2010,1.5588517143783065e-08,4.723792912386671e-09
2011,2.1796640936599943e-08,1.911985902935953e-09
2012,2.5872321174347235e-08,1.3617010852229328e-09
2013,2.1755175438897822e-08,2.2313000336282585e-09
2014,2.3603352161671864e-08,4.547434873103384e-09
2015,1.7510945582444037e-08,2.438232948875907e-09
2016,2.2991875070488277e-08,5.3854840587064245e-09
2017,2.56592347369633e-08,2.5156112748447867e-09
2018,1.7037679711506826e-08,5.162933414126769e-10
2019,2.0663000199760972e-08,7.65296326310505e-10
