year,mes_DET oies_NOUN,mes_DET rois_NOUN
1972,4.104117490300041e-09,1.333838217654204e-08
1973,7.167165139154719e-09,1.3231689410808656e-08
1974,5.063014507644681e-09,1.2938814797358589e-08
1975,3.998036124386317e-09,8.567220266542108e-09
1976,5.142174241967723e-09,2.856763492431469e-09
1977,2.3507127355770763e-09,2.9383909749824966e-09
1978,7.128709511583509e-09,1.1287123902192775e-08
1979,9.363157582598092e-09,9.948354917632685e-09
1980,7.95921106799824e-09,1.1938816268930452e-08
1981,2.5302198114474095e-09,3.795329661659963e-09
1982,4.966001831974154e-09,9.932003885992913e-09
1983,7.57837881337764e-09,3.1576580239445207e-09
1984,1.739702604197646e-09,9.278413481972336e-09
1985,1.2031116103372597e-09,6.015557829641693e-09
1986,5.994485463567401e-10,3.5966913891627428e-09
1987,2.4443267410134695e-09,6.721898537787041e-09
1988,5.9965538645734284e-09,7.195864515363581e-09
1989,1.6464366536794728e-09,7.134558721588746e-09
1990,3.269190529398003e-09,1.0352437129768077e-08
1991,1.0550637363770932e-08,5.275318515352012e-09
1992,7.713921945651236e-09,7.71392166809548e-09
1993,2.7696036575264316e-09,5.539207592608619e-09
1994,6.85740436656701e-09,4.747434001473039e-09
1995,3.79571546416102e-09,5.9646960148818096e-09
1996,1.6014276571496566e-09,3.2028553142993132e-09
1997,2.3974471297094624e-09,2.8769365778558154e-09
1998,2.3840646123929332e-09,8.58263260461456e-09
1999,3.656160929565999e-09,8.683382013430219e-09
2000,4.418031274155965e-09,3.0926219363180962e-09
2001,1.2267393101339508e-08,1.0514908277414747e-08
2002,8.324320788233308e-09,3.9430991805033955e-09
2003,9.583922655487243e-09,4.166922917825389e-09
2004,2.642874807889939e-09,3.523833058682868e-09
2005,6.305249211635555e-09,6.755624171184138e-09
2006,7.000412693969338e-09,3.294311934354255e-09
2007,2.7961355453243186e-09,3.1955836310437746e-09
2008,2.554463751636149e-09,6.386159656646129e-09
2009,5.721830786953319e-09,7.629107789952627e-09
2010,6.140930985942816e-09,4.723793023408973e-09
2011,8.41273803398046e-09,3.82397197240536e-09
2012,9.531907513293802e-09,9.87233295113299e-09
2013,1.3945625543243523e-08,3.068037490727704e-09
2014,1.6240839117998007e-08,1.537466065570925e-08
2015,8.866302025900552e-09,1.6624315105073784e-08
2016,8.07822619908194e-09,1.4499380140975404e-08
2017,7.043711836018929e-09,7.295272941298947e-09
2018,1.523065362718512e-08,1.2132893301153302e-08
2019,1.122434611922074e-08,1.7601815782697372e-08
