year,mes_DET oies_NOUN,mes_DET rois_NOUN
1800,3.144164484325529e-09,3.45858084394024e-08
1801,2.3811825844433088e-09,5.000483582762172e-08
1802,4.475680270843441e-09,8.503792514602537e-08
1803,0.0,8.191424494263799e-08
1804,1.730295728918918e-08,3.707776485839531e-08
1805,8.528633133053631e-09,4.8328920865259306e-08
1806,0.0,2.881669214360727e-08
1807,5.693910232196231e-09,3.985737118128441e-08
1808,2.2660739951163578e-09,1.1556977685955871e-07
1809,2.259030518203531e-09,2.0331274441787173e-08
1810,1.8721014072298203e-08,9.360506725286655e-08
1811,0.0,5.0141533591840926e-08
1812,2.6672082320544632e-09,8.00162425207418e-09
1813,0.0,1.00650957790549e-07
1814,0.0,1.2586708564299443e-07
1815,0.0,4.8550022668791826e-08
1816,0.0,3.012885052555703e-08
1817,0.0,7.784366895524641e-08
1818,4.768470951432846e-09,2.8610825708597076e-08
1819,0.0,1.3870406745386532e-07
1820,1.1866481131050932e-09,7.713212735183106e-08
1821,2.9584463767662328e-09,8.185035604846291e-08
1822,1.4035862250239006e-08,4.110502516141423e-08
1823,0.0,6.621400472361927e-08
1824,0.0,9.094801445286294e-08
1825,0.0,4.931048058764986e-08
1826,2.642395191543301e-09,7.927186174150336e-08
1827,9.217273055917019e-10,5.069500080834288e-08
1828,5.503380862137419e-09,6.695780047083488e-08
1829,1.714635211591542e-09,5.058173935257315e-08
1830,1.3567886369969528e-08,1.6594568852390523e-07
1831,1.5591206103948707e-09,8.886987301615079e-08
1832,2.705993873419743e-09,9.20037932505835e-08
1833,0.0,4.865124036967927e-08
1834,2.8003592777992026e-09,7.934351575755727e-08
1835,1.5882484660778573e-08,2.571449897459388e-08
1836,2.016224964762614e-09,1.814602440530777e-08
1837,3.478945576063097e-09,4.0355768504696243e-08
1838,1.8936485712828244e-09,2.5879863807531933e-08
1839,4.194885327990505e-09,3.49573757718602e-08
1840,3.821813088222825e-09,7.0066574764382494e-09
1841,5.778493683550323e-09,2.1829864582656455e-08
1842,6.708265054555795e-10,2.2808100741400494e-08
1843,2.953455480181333e-09,2.717179159450467e-08
1844,4.9397050894128824e-09,1.811225303072206e-08
1845,1.1160455670733427e-08,3.292334549431786e-08
1846,1.1709002656346001e-09,2.9857956773682304e-08
1847,6.47186837454683e-09,7.011190739092399e-09
1848,0.0,1.689496542667257e-08
1849,9.217356655710773e-09,1.3407063681469822e-08
1850,6.788996032014438e-10,4.209177362213268e-08
1851,1.2253933867611977e-08,8.384270389072412e-09
1852,5.859490670445666e-09,2.018269107395554e-08
1853,5.971931837933653e-10,2.4484920535527976e-08
1854,9.352196350675968e-09,3.688921879074769e-08
1855,1.0613874223963649e-09,3.1841622671890946e-08
1856,1.5531567143511893e-09,1.1389816534368435e-08
1857,1.4644527812635033e-09,1.4644527368545823e-08
1858,9.787352039936081e-10,4.159624467092726e-08
1859,2.036869339860914e-09,1.1202781591279631e-08
1860,1.8308735638683515e-09,1.8308735055816427e-08
1861,3.3011746669586728e-09,1.650587222457034e-08
1862,9.035972858839614e-09,2.2589931703009825e-08
1863,3.496234635136375e-09,2.3474718113813964e-08
1864,1.3904711160250827e-08,1.4863656416785886e-08
1865,7.530950973944073e-09,7.0602665935837194e-09
1866,1.0704348518686402e-08,2.627431072710351e-08
1867,0.0,1.358787216076962e-08
1868,7.903798504571569e-09,1.1361710683388537e-08
1869,9.767038289254515e-10,2.3440891339099323e-08
1870,4.013834153937523e-09,1.204150201772336e-08
1871,9.55905954391767e-09,5.3105884134652115e-09
1872,6.047339518033823e-09,1.4513614199351821e-08
1873,3.591602570907071e-09,1.6760812293625804e-08
1874,4.779687312606029e-09,1.4339062381907297e-08
1875,5.721527251978387e-09,1.0298749131276708e-08
1876,1.874264654588842e-08,1.0278225159865428e-08
1877,1.9172929910382663e-08,1.0390490634559768e-07
1878,3.0195443923020093e-09,1.5097721739465442e-08
1879,3.0546627449723474e-09,1.0385853066452455e-08
1880,1.9253538763308597e-09,5.904418598490224e-08
1881,4.183504653809678e-09,2.022027167924989e-08
1882,3.9932310791357395e-09,1.3976308776975088e-08
1883,8.847074184359371e-09,2.9700893300343978e-08
1884,4.621187876807653e-09,6.601696966868076e-09
1885,5.80107206715752e-09,1.546952527187173e-08
1886,2.5813855497602844e-09,1.9360391845246738e-08
1887,6.528924623161458e-10,2.6768590455361618e-08
1888,5.07249175996094e-09,4.1848055243320914e-08
1889,3.132568426877924e-09,1.50363277384713e-08
1890,2.6217545912032847e-09,1.9007721618891082e-08
1891,1.2748440081367107e-09,1.5298128430707436e-08
1892,3.1342561879199593e-09,2.4447197821686473e-08
1893,5.542574843531156e-09,9.853466542697475e-09
1894,5.041231432301174e-09,4.411077725308132e-09
1895,1.8055843487019274e-09,1.083350631425617e-08
1896,1.7691086373616827e-09,6.486732040400511e-09
1897,1.1653427112179315e-09,8.740070556179091e-09
1898,4.52668391659472e-09,8.487532454637403e-09
1899,1.1055156790007459e-08,1.5477219506010442e-08
1900,3.633737311048435e-09,7.786579936386318e-09
1901,3.912117296778206e-09,3.912117296778206e-09
1902,5.4013122863239005e-09,1.0311595688428099e-08
1903,4.860198465905796e-09,7.020286130199338e-09
1904,1.0749250378694342e-09,2.1498500757388683e-09
1905,2.0643036169332163e-09,1.6514429157510335e-08
1906,4.115347618238729e-09,1.4403716441790948e-08
1907,3.5999902503469627e-09,1.4399961223432456e-08
1908,6.875944702500192e-09,7.367083609821634e-09
1909,0.0,9.901770070541716e-09
1910,3.740905363258662e-09,5.878565634276356e-09
1911,4.788336838146279e-09,1.4897047595496815e-08
1912,7.814131564032323e-09,2.1879569711558133e-08
1913,3.181793939432964e-09,9.015082513830208e-09
1914,6.696743715117748e-10,8.036092458141297e-09
1915,5.890381071793627e-09,7.068457152925589e-09
1916,1.0987462051303964e-09,4.394984820521586e-09
1917,3.289927441585405e-09,6.57985488317081e-09
1918,1.4932289182922887e-08,5.743188147278033e-09
1919,9.207848372660976e-10,2.6702760891339494e-08
1920,2.2716695191604686e-09,3.028892692213958e-09
1921,3.0290989716519334e-09,1.9689143759826777e-08
1922,5.164555005876537e-09,1.7707045940618116e-08
1923,6.369568872344189e-09,2.5478276377555176e-08
1924,5.156649773851996e-09,2.3204924204378585e-08
1925,4.399271169575059e-09,2.1996356291964503e-08
1926,7.802296586589819e-09,1.0031524499964917e-08
1927,7.804457524684949e-09,2.3413372574054847e-08
1928,3.4278122562625413e-09,9.14083297942625e-09
1929,2.2280812750352652e-09,2.562293377472713e-08
1930,5.2518016602221e-09,3.466189202327996e-08
1931,4.5621426636444085e-09,1.3686427990933225e-08
1932,2.1919073223131136e-09,7.671675850140502e-09
1933,6.882397318719313e-09,9.176529758292418e-09
1934,1.1981580172459871e-09,1.0783422155213884e-08
1935,7.180970484910176e-09,1.0771455727365264e-08
1936,0.0,2.424942913137329e-09
1937,1.2591118148108649e-09,8.813782592653752e-09
1938,5.186085783037697e-09,2.2040864688932515e-08
1939,9.176430282309411e-09,3.058810094103137e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,8.854508237732261e-09
1942,0.0,3.034211770724937e-09
1943,0.0,8.709705845433291e-09
1944,6.4263723231761105e-09,1.2852744646352221e-08
1945,6.535512131478072e-09,1.3071024707045353e-08
1946,0.0,2.645009811175214e-08
1947,3.5762612871081956e-09,1.1920871179071924e-08
1948,0.0,2.6092530802657166e-08
1949,1.9634016634739737e-09,8.835307596655184e-09
1950,0.0,3.722376540338246e-08
1951,0.0,1.7058242818279723e-08
1952,1.2653764258629963e-08,7.381362521208246e-09
1953,3.2321482157371406e-09,7.541679059031026e-09
1954,3.029486217442923e-08,9.772536113672459e-09
1955,2.815682353940474e-09,9.385608290557457e-09
1956,2.616342476002842e-09,1.5698054411927842e-08
1957,9.718541527092839e-09,6.184526224473075e-09
1958,3.1434524760953764e-08,1.5717262435988033e-08
1959,8.525822714489095e-09,6.975673039200103e-09
1960,4.152500121534786e-09,1.3841666757219429e-08
1961,4.86371165564492e-09,1.5285950449861474e-08
1962,2.5367825617905737e-09,1.0781326054143392e-08
1963,5.819448034571906e-09,3.168366013994728e-08
1964,3.6503808864551957e-09,2.9203048534931497e-08
1965,1.6416130677043839e-09,1.1491290585752267e-08
1966,9.416427082520329e-09,1.0524242255449678e-08
1967,4.930335584241163e-10,1.922830894507399e-08
1968,1.616909695023594e-08,1.661823828547071e-08
1969,2.7250546263957176e-09,1.2716921737876419e-08
1970,6.898087712148282e-09,1.7935026991322545e-08
1971,1.541519245584766e-09,9.762955444081456e-09
