year,avez_VERB usé_VERB,avez_VERB rusé_VERB
1800,9.432493897065797e-09,0.0
1801,2.8574191901498125e-08,0.0
1802,4.4756802708434407e-08,0.0
1803,3.705644502360883e-08,0.0
1804,8.157108055684148e-08,0.0
1805,5.401467717547348e-08,0.0
1806,1.4120178093435243e-07,0.0
1807,3.9857372513552036e-08,0.0
1808,8.837688625362716e-08,0.0
1809,2.25903047379461e-08,0.0
1810,5.3822915901946544e-08,0.0
1811,3.008491944456182e-08,0.0
1812,1.8670457180292033e-08,0.0
1813,1.1502966579257645e-08,0.0
1814,4.405347908686963e-08,0.0
1815,5.394447111228828e-09,0.0
1816,4.1716869958463576e-08,0.0
1817,6.227493543065066e-08,0.0
1818,6.914282835168706e-08,0.0
1819,6.83169290027763e-08,0.0
1820,1.38837833674188e-07,0.0
1821,9.762873531826699e-08,0.0
1822,1.0627152846609533e-07,0.0
1823,7.313188632451784e-08,0.0
1824,8.842168597311684e-08,0.0
1825,7.57268097117958e-08,0.0
1826,5.108631029315802e-08,0.0
1827,9.493790997794349e-08,0.0
1828,6.053718948351161e-08,0.0
1829,4.886710414098161e-08,0.0
1830,3.026682549034376e-08,0.0
1831,8.731075240575592e-08,0.0
1832,8.659180394943178e-08,0.0
1833,2.89590715851773e-08,0.0
1834,7.654315226091057e-08,9.334530925997342e-10
1835,1.1798417176578369e-07,0.0
1836,1.357591514761225e-07,0.0
1837,9.114837240531415e-08,0.0
1838,8.77390533560174e-08,0.0
1839,7.830452375401364e-08,0.0
1840,5.286841542329057e-08,0.0
1841,1.354735701397658e-07,0.0
1842,9.928232458378261e-08,0.0
1843,8.269675788596942e-08,0.0
1844,7.135129465041246e-08,0.0
1845,6.528866691724033e-08,0.0
1846,4.742146231251354e-08,0.0
1847,6.040410482910374e-08,0.0
1848,8.045221733254948e-08,0.0
1849,6.033178578945808e-08,0.0
1850,6.381656447729256e-08,0.0
1851,6.384944128967618e-08,0.0
1852,4.687592536356533e-08,0.0
1853,6.867721680237082e-08,0.0
1854,9.092412511790826e-08,0.0
1855,6.474463276617826e-08,0.0
1856,8.749449875722348e-08,0.0
1857,6.59003731584562e-08,9.763018171682347e-10
1858,8.319248934185453e-08,0.0
1859,6.467060131853941e-08,0.0
1860,6.087654469411063e-08,4.57718396518203e-09
1861,5.3761986862355116e-08,0.0
1862,6.280001230152266e-08,0.0
1863,5.394190338847693e-08,0.0
1864,7.14414483127257e-08,0.0
1865,4.6127073716206723e-08,0.0
1866,8.174230003987759e-08,0.0
1867,4.998396008204509e-08,0.0
1868,5.5820578381826635e-08,0.0
1869,5.3718711257033647e-08,0.0
1870,6.422134646300037e-08,0.0
1871,4.142259157902117e-08,0.0
1872,4.112190765681589e-08,0.0
1873,5.147963832996538e-08,0.0
1874,4.899179373296647e-08,0.0
1875,4.9777284516494547e-08,0.0
1876,7.315677663655151e-08,0.0
1877,2.8450154232473324e-08,0.0
1878,6.03908887342186e-08,0.0
1879,5.009646741882534e-08,0.0
1880,7.187988160239911e-08,0.0
1881,5.508281120114589e-08,0.0
1882,3.9932309903178975e-08,0.0
1883,4.865891156669022e-08,0.0
1884,4.5551708183211304e-08,0.0
1885,8.508239091042924e-08,0.0
1886,3.0976625708944994e-08,0.0
1887,3.3297514079322355e-08,0.0
1888,6.657645457153194e-08,0.0
1889,3.4458253139746375e-08,0.0
1890,4.129263331265065e-08,0.0
1891,5.736798058819659e-08,0.0
1892,3.322311670217459e-08,0.0
1893,3.0176241949675386e-08,1.2316833108982905e-09
1894,2.7096618282484997e-08,0.0
1895,3.1296796265678495e-08,3.0093072478365457e-09
1896,2.5357223876198987e-08,0.0
1897,2.0976168357833558e-08,0.0
1898,5.262269908712369e-08,2.26334195829736e-09
1899,3.2612710754165164e-08,0.0
1900,1.5054054003371675e-08,0.0
1901,3.017919070202879e-08,0.0
1902,2.4060391012881155e-08,0.0
1903,2.052083658554693e-08,0.0
1904,4.03096898082822e-08,0.0
1905,5.160758931310738e-08,0.0
1906,3.600929332492342e-08,0.0
1907,9.257117739025489e-09,0.0
1908,1.5716445034286153e-08,0.0
1909,2.4204327431220918e-08,0.0
1910,1.4429207162436342e-08,0.0
1911,1.755723388896513e-08,0.0
1912,1.4586379215586476e-08,0.0
1913,1.113627856597077e-08,0.0
1914,3.147469485043075e-08,0.0
1915,8.246533234057551e-09,0.0
1916,1.538244731591476e-08,0.0
1917,2.4126133979507358e-08,0.0
1918,1.9526840588923733e-08,0.0
1919,1.3811772170413406e-08,0.0
1920,2.1202248845497706e-08,0.0
1921,1.5902768879527684e-08,0.0
1922,2.3609393551282665e-08,0.0
1923,1.5923921736771263e-08,0.0
1924,1.5469948877466777e-08,0.0
1925,3.8493624288094e-08,0.0
1926,2.229227646921572e-08,0.0
1927,2.6758140592164636e-08,0.0
1928,1.5996457491951332e-08,0.0
1929,2.4508894469477127e-08,0.0
1930,1.7856125467119455e-08,0.0
1931,2.167017854048936e-08,0.0
1932,8.767629289252454e-09,0.0
1933,2.064719240024715e-08,1.1470662197865522e-09
1934,1.677421224144382e-08,2.3963160344919743e-09
1935,1.3165112555668657e-08,0.0
1936,1.576212937948185e-08,1.2124714565686645e-09
1937,3.273690651894867e-08,0.0
1938,2.852347158466273e-08,0.0
1939,1.8352860564618823e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,8.854508237732261e-09,0.0
1942,6.068423541449874e-09,0.0
1943,8.709705845433291e-09,0.0
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,1.9606536838523425e-08,0.0
1946,1.3921104269343232e-08,0.0
1947,1.1920871401116528e-08,0.0
1948,2.8266908813634473e-08,0.0
1949,9.817008539414473e-09,0.0
1950,1.1698897850465073e-08,0.0
1951,2.2388944032059044e-08,0.0
1952,1.2653764258629963e-08,0.0
1953,1.8315507332999914e-08,0.0
1954,6.840775057526116e-09,0.0
1955,1.3139850985055546e-08,9.385607846468247e-10
1956,7.849027205963921e-09,0.0
1957,1.5903067307476704e-08,0.0
1958,1.4062814024384807e-08,0.0
1959,1.1626121398933265e-08,7.750747821333448e-10
1960,2.2146666722733244e-08,6.920833350854139e-10
1961,1.80652133252579e-08,0.0
1962,1.331810839388936e-08,6.341956404476434e-10
1963,1.5518526907953856e-08,0.0
1964,2.3727476872181796e-08,6.083968329129164e-10
1965,1.9699356812452606e-08,0.0
1966,2.547974453648294e-08,0.0
1967,2.1200442290592036e-08,0.0
1968,2.0660513300185812e-08,0.0
1969,2.1346261647181564e-08,0.0
1970,2.0694262303777577e-08,0.0
1971,2.1067430466814585e-08,0.0
1972,1.898154344814884e-08,0.0
1973,1.268036875501366e-08,0.0
1974,1.0688586016271984e-08,0.0
1975,1.599214449754527e-08,0.0
1976,9.712995741040231e-09,0.0
1977,1.469195431980097e-08,0.0
1978,9.504946163474415e-09,0.0
1979,1.462993370893173e-08,0.0
1980,8.527726080842513e-09,0.0
1981,1.771153890217647e-08,0.0
1982,7.449002747961231e-09,0.0
1983,1.326216381158929e-08,0.0
1984,8.69851302098823e-09,0.0
1985,9.624892882698077e-09,0.0
1986,8.392279760016663e-09,0.0
1987,1.1610551631235921e-08,0.0
1988,1.3792074149421296e-08,0.0
1989,4.390497743145261e-09,0.0
1990,1.0352437129768077e-08,0.0
1991,3.5168792322792797e-09,0.0
1992,6.61193322315512e-09,0.0
1993,9.416652346772025e-09,0.0
1994,8.439882570598911e-09,0.0
1995,3.795715741716776e-09,0.0
1996,9.60856638698715e-09,0.0
1997,8.151320507465698e-09,0.0
1998,1.0966696883940585e-08,4.768129224785866e-10
1999,7.769341614505265e-09,0.0
2000,1.0161472552283612e-08,0.0
2001,1.0076787404500465e-08,0.0
2002,1.3143664823189738e-08,0.0
2003,1.0833999475323708e-08,0.0
2004,1.2333415178034102e-08,0.0
2005,9.908249332113428e-09,0.0
2006,1.070651389767363e-08,0.0
2007,1.3581230362547103e-08,3.994479469415779e-10
2008,1.0643598891135753e-08,1.2772318758180745e-09
2009,1.4781396551200032e-08,0.0
2010,9.919965293647692e-09,4.723793023408973e-10
2011,1.4531093661673822e-08,0.0
2012,2.246806829475645e-08,3.404252713057332e-10
2013,2.2312999448104165e-08,2.789125042035323e-10
2014,2.14379074492399e-08,0.0
2015,2.238741103610664e-08,0.0
2016,2.4027544398563805e-08,2.0713400439298368e-10
2017,3.1193579275168304e-08,1.2578056374223934e-09
2018,1.9102854409425163e-08,5.162933414126769e-10
2019,2.9591458172717466e-08,7.65296326310505e-10
