year,pas_ADV usé_VERB,pas_ADV rusé_VERB
1879,6.903537297375806e-08,1.221865053580018e-09
1880,5.711883233061599e-08,1.2835692508872398e-09
1881,6.275256936305595e-08,0.0
1882,6.921600714804299e-08,3.9932310791357395e-09
1883,5.0554710639971745e-08,3.159669414998234e-09
1884,5.545425452169184e-08,0.0
1885,3.7384687345820566e-08,0.0
1886,5.743582676132064e-08,6.4534639854230136e-09
1887,3.656197833379338e-08,0.0
1888,5.643147105161006e-08,1.268122939990235e-09
1889,6.202485280937253e-08,6.891650361495749e-09
1890,3.736000309118026e-08,5.898947996740844e-09
1891,2.2947192590550003e-08,0.0
1892,6.331197255349252e-08,6.268512375839919e-10
1893,5.665743074700913e-08,0.0
1894,4.537108111435373e-08,6.301539290376468e-10
1895,4.8750777636996645e-08,2.4074457982692365e-09
1896,5.89702899844724e-08,1.179405795248556e-09
1897,5.360576338375722e-08,5.826713556089658e-10
1898,5.828105642535775e-08,2.8291773368493978e-09
1899,4.477338677588705e-08,2.7637891975018647e-09
1900,2.5436159845071415e-08,3.114631885736685e-09
1901,4.806315345717849e-08,5.588738916095792e-10
1902,4.713872669981356e-08,2.9461704187383475e-09
1903,5.34621804604285e-08,1.0800440541913758e-09
1904,4.78341632970114e-08,0.0
1905,4.076999715607599e-08,0.0
1906,5.96725371337925e-08,5.144184522798412e-10
1907,4.6285588695127444e-08,3.599990305858114e-09
1908,4.813161424976897e-08,1.964555629285769e-09
1909,4.400786934866119e-08,1.6502950117569526e-09
1910,5.183825990684454e-08,1.6032452032632705e-09
1911,5.7460042057755345e-08,0.0
1912,3.5945006970905524e-08,2.6047106693738442e-09
1913,3.977242357677824e-08,2.121195885607108e-09
1914,5.424362470307642e-08,7.366418142140674e-09
1915,6.950649833470379e-08,0.0
1916,3.076489463182952e-08,2.197492410260793e-09
1917,5.263883906536648e-08,0.0
1918,3.101321510712296e-08,1.1486376294556067e-09
1919,5.064316610514652e-08,9.207848372660976e-10
1920,6.360674831284996e-08,7.572231730534895e-10
1921,4.0892835784234194e-08,0.0
1922,4.352981974875547e-08,8.853522359686394e-09
1923,5.520293200333981e-08,8.492758496458919e-09
1924,3.0939897754933554e-08,3.867487219366694e-09
1925,5.27912540349007e-08,1.0998177923937646e-09
1926,4.346993875969929e-08,1.0031524944054127e-08
1927,4.6826745148109694e-08,3.3447675740205796e-09
1928,3.1992914983902665e-08,6.8556245125250825e-09
1929,4.567566591617833e-08,0.0
1930,3.571225093423891e-08,9.453243521306831e-09
1931,4.1059283972799676e-08,2.2810713318222042e-09
1932,5.8085543486186e-08,9.863582839386709e-09
1933,5.735331143341682e-08,9.176529758292418e-09
1934,3.1152108448395666e-08,0.0
1935,3.351119559624749e-08,5.98414207075848e-09
1936,4.364897421282876e-08,2.424942913137329e-09
1937,3.651424407280501e-08,0.0
1938,4.408173026604345e-08,5.186085783037697e-09
1939,3.5176316970364496e-08,6.117620188206274e-09
1940,6.085878823114399e-08,5.0715658339584024e-09
1941,3.246652724442356e-08,0.0
1942,5.158160121254696e-08,0.0
1943,2.322588166236983e-08,5.806470415592457e-09
1944,7.711646787811333e-08,6.4263723231761105e-09
1945,3.485606470121638e-08,6.535512131478072e-09
1946,4.037120149291695e-08,5.568441707737293e-09
1947,3.5762614203349585e-08,1.1920871401116528e-08
1948,3.152847583010043e-08,2.174377566888097e-09
1949,5.5956945743673714e-08,4.908504269707237e-09
1950,3.509669355139522e-08,3.190608444114673e-09
1951,3.838104589704017e-08,4.264560704569931e-09
1952,1.8980646387944944e-08,3.1634410646574906e-09
1953,4.0940545176226806e-08,1.6160740301529586e-08
1954,3.420387528763058e-08,3.9090144454689835e-09
1955,3.2849627018549654e-08,5.631364707880948e-09
1956,4.0117249966442614e-08,6.976913269340912e-09
1957,4.59421976017893e-08,8.835037701437898e-10
1958,3.22617488279775e-08,4.9633461784992505e-09
1959,3.100299039715537e-08,3.8753737996444215e-09
1960,2.4914999841030294e-08,5.536666680683311e-09
1961,2.91822690456911e-08,4.16889545107324e-09
1962,3.805173776072479e-08,1.9025869768540815e-09
1963,2.2631185814248056e-08,5.1728425987107585e-09
1964,4.623815996751546e-08,7.300761772910391e-09
1965,3.3926667697414814e-08,2.73602163147757e-09
1966,3.4342264143560897e-08,6.6468897053084675e-09
1967,3.69775179365206e-08,2.9582012395223956e-09
1968,2.784677910483424e-08,4.042274071025531e-09
1969,2.1346261647181564e-08,4.087581828571274e-09
1970,2.9431840076199478e-08,3.6789800095249348e-09
1971,3.596878173084406e-08,8.735275613958038e-09
1972,2.975485102751918e-08,7.182205497002769e-09
1973,2.4809416743210022e-08,7.1671650836435674e-09
1974,1.2376257352286757e-08,7.313243344242437e-09
1975,2.341706917263764e-08,3.998036124386317e-09
1976,2.5710871653927825e-08,6.2848797277581525e-09
1977,1.704266772151186e-08,2.938390863960194e-09
1978,1.841583241457556e-08,4.752473081737207e-09
1979,2.2237498953359136e-08,4.096381456264453e-09
1980,3.411090432337005e-08,7.390696055153967e-09
1981,2.340453342242199e-08,1.8976649140967083e-09
1982,2.9796010991844923e-08,1.2415004579935385e-09
1983,1.705135410645653e-08,0.0
1984,1.797692661398287e-08,3.479405208395292e-09
1985,2.045289804186723e-08,2.4062232206745193e-09
1986,2.997242631863628e-08,2.3977941854269602e-09
1987,2.5054349706010726e-08,5.49973533381376e-09
1988,2.6984492862425213e-08,1.798966087207532e-09
1989,2.6342986458871565e-08,1.0976244357863152e-09
1990,1.8525414091641323e-08,2.179460389939436e-09
1991,1.4067516929117119e-08,4.68917216167597e-09
1992,1.322386644631024e-08,2.2039776670368383e-09
1993,1.827938511667071e-08,3.323524566667402e-09
1994,1.9517228722065738e-08,2.1099706426497278e-09
1995,1.7894087989134277e-08,2.1689803286761844e-09
1996,1.5480466686312866e-08,5.3380921904988554e-09
1997,2.2536003285722472e-08,3.835915585170824e-09
1998,2.765514928171342e-08,2.86087753487152e-09
1999,1.828080442578539e-08,3.1991407301035224e-09
2000,1.8555732950176207e-08,4.418031274155965e-09
2001,1.621048362210331e-08,4.381211837767296e-09
2002,2.6287329646379476e-08,1.3143663935011318e-09
2003,1.9584538435424292e-08,2.9168460979889232e-09
2004,2.4666830356068203e-08,4.404791198453495e-09
2005,2.0717248361279417e-08,1.8014998381943315e-09
2006,1.976587071794711e-08,4.529678854225949e-09
2007,2.5165221018141892e-08,4.7933754743212376e-09
2008,1.0643598891135753e-08,7.663391698997657e-09
2009,1.8119131084404216e-08,2.384096253749135e-09
2010,1.9839930587295385e-08,3.7790344187271785e-09
2011,1.3766299211681599e-08,3.059177577924288e-09
2012,1.7702113552786614e-08,6.127654827992046e-09
2013,2.4823213706781644e-08,4.462600067256517e-09
2014,2.555225364631042e-08,9.527958866328845e-09
2015,2.3052384889865607e-08,7.979671146074452e-09
2016,3.04486995617026e-08,6.214019965256057e-09
2017,1.6603035390971854e-08,6.289028409156572e-09
2018,2.0393587263356494e-08,7.228107001822082e-09
2019,1.5050828139351324e-08,6.12237061048404e-09
