year,leurs_DET oies_NOUN,leurs_DET rois_NOUN
2005,4.5037495954858286e-10,2.0717248783164166e-07
2006,4.117890028965121e-09,1.498911976760553e-07
2007,1.997239706952314e-09,1.9453115740475369e-07
2008,2.1287198670449925e-09,1.5539654718565998e-07
2009,1.430457752249481e-09,1.702244700751976e-07
2010,7.558068837454357e-09,1.270700309419226e-07
2011,2.6767803529281764e-09,1.407221614790899e-07
2012,2.382976926895708e-09,1.9880836310548489e-07
2013,5.020424964641279e-09,1.7041553967978018e-07
2014,8.445236510112863e-09,2.128632554665444e-07
2015,9.309617077235544e-09,1.9683188900998516e-07
2016,8.285359953674742e-09,2.495964777082804e-07
2017,4.024978128569501e-09,4.495397356585329e-07
2018,4.130346731301415e-09,1.6134167335479788e-07
2019,5.612172948588068e-09,2.1453807175220163e-07
