year,leurs_DET oies_NOUN,leurs_DET rois_NOUN
1800,6.288328968651058e-09,1.043862603467005e-06
1801,0.0,1.6739713757374375e-06
1802,2.2378401354217203e-09,1.7320882648164115e-06
1803,2.3404069793286908e-08,2.0107997542595513e-06
1804,4.943701892301533e-09,2.083770322514056e-06
1805,5.685755422035754e-09,2.1748013594447e-06
1806,0.0,1.1670760322601836e-06
1807,2.8469551160981155e-09,1.4633348897064025e-06
1808,2.2660739951163578e-09,1.8355199244979303e-06
1809,3.6144488291256494e-08,1.7801160723251996e-06
1810,1.1700633351097167e-08,1.572565160756767e-06
1811,0.0,2.0583099953341844e-06
1812,5.3344164641089264e-09,1.2215813747218363e-06
1813,8.627225156487839e-09,1.4464980964135066e-06
1814,0.0,2.227847396341076e-06
1815,0.0,1.8934508929646654e-06
1816,0.0,1.4322791983545358e-06
1817,1.556873407970727e-09,1.9850135792864876e-06
1818,2.384235386898581e-08,1.7762554485045712e-06
1819,0.0,2.304143812636994e-06
1820,3.322614716694261e-08,1.8523576912343742e-06
1821,1.2819934447350079e-08,2.1261369695935173e-06
1822,2.0051231786055723e-09,1.5860523916444436e-06
1823,8.894418535021487e-09,1.6790684771450515e-06
1824,1.431589158329416e-08,1.7751705385649075e-06
1825,7.924898959288385e-09,1.8288904968244424e-06
1826,3.5231937367541377e-09,1.876100631292843e-06
1827,1.3825909306319772e-08,1.7245518471042942e-06
1828,1.4675682002973645e-08,1.4015276423862133e-06
1829,3.3435387791769244e-08,1.6957742516865437e-06
1830,2.0873671680021744e-09,2.0216151028762397e-06
1831,1.5591206103948707e-09,1.1693404582402422e-06
1832,5.411987746839486e-09,1.2434042346853857e-06
1833,3.4750886612755494e-09,1.2684073187330114e-06
1834,5.600718555598405e-09,1.6830158884317825e-06
1835,0.0,1.3938771346033718e-06
1836,3.36037508930076e-09,1.719167887159756e-06
1837,5.5663127440652715e-09,1.2969508649263162e-06
1838,1.3886756633496589e-08,1.8551443599079676e-06
1839,9.788065469251706e-09,1.068297370565574e-06
1840,0.0,1.2873140420310847e-06
1841,3.852329122366882e-09,1.1056184732183283e-06
1842,0.0,1.1585173247397051e-06
1843,1.7720733769266417e-09,1.2286375277170691e-06
1844,5.488561272137815e-10,1.159184158439075e-06
1845,6.138250796539069e-09,8.766538215354558e-07
1846,5.269050973311096e-09,1.1281624541226165e-06
1847,8.089835468183537e-09,1.0101508021165273e-06
1848,2.172209789819135e-08,8.165900222678601e-07
1849,0.0,7.424161552194164e-07
1850,6.788996032014438e-10,9.07688768592152e-07
1851,7.739326512989919e-09,9.59031533298571e-07
1852,2.278690836021724e-08,9.075700315719359e-07
1853,1.0749477752369785e-08,8.886234681426686e-07
1854,6.754363734984281e-09,8.292280320176815e-07
1855,4.2455496895854594e-09,8.390267467461854e-07
1856,3.6240324075009767e-09,9.060080934375492e-07
1857,3.905207268672939e-09,7.600509821514834e-07
1858,7.34051397444091e-09,9.772670832575159e-07
1859,2.036869339860914e-09,8.147477590370045e-07
1860,1.373155145145688e-09,8.014649086618419e-07
1861,1.8863854922557266e-09,7.969978725874682e-07
1862,1.0391368654438793e-08,7.779972461818829e-07
1863,2.9967726078439227e-09,8.01137154837761e-07
1864,9.589456340108882e-09,7.930479810625002e-07
1865,1.2237795665726026e-08,7.945153095434421e-07
1866,5.838735717134114e-09,6.223118838022401e-07
1867,9.7056229719783e-10,7.007459608132649e-07
1868,2.9639244392143382e-09,7.765482195054574e-07
1869,4.883519366671862e-09,6.783208323923873e-07
1870,4.587239033071455e-09,6.146900553005707e-07
1871,4.248470908407853e-09,4.938847650848288e-07
1872,7.256807155187062e-09,6.658120774716281e-07
1873,3.591602570907071e-09,5.243739877869302e-07
1874,5.974609140757536e-10,5.651980297116665e-07
1875,1.0298748520654044e-08,5.870286718945295e-07
1876,1.209202959984168e-09,5.77394386525043e-07
1877,3.0924081073635534e-09,6.129152412270855e-07
1878,7.2469061862534545e-09,7.512626343242346e-07
1879,3.665595160740054e-09,6.96463080096521e-07
1880,6.417846254436199e-10,5.153530509005577e-07
1881,1.6036766581351003e-08,4.3438720886967985e-07
1882,9.983077475794744e-09,4.878397312779725e-07
1883,5.687405213450347e-09,5.017555366748638e-07
1884,9.902545450302114e-09,4.4759504636004976e-07
1885,3.86738152613475e-09,5.382105752183008e-07
1886,5.808117542471791e-09,3.92370611557169e-07
1887,5.876032105334161e-09,3.976115063863972e-07
1888,3.804368819970705e-09,4.698395414948209e-07
1889,6.265136853755848e-09,4.1851114751523255e-07
1890,3.9326319978272295e-09,3.513151036749207e-07
1891,7.0116419337296065e-09,3.7926608298377573e-07
1892,6.268512375839919e-09,3.3912651797862736e-07
1893,6.158416554491453e-10,3.670416239831553e-07
1894,4.411077725308132e-09,3.7368128502635045e-07
1895,3.611168697403855e-09,3.195884357154455e-07
1896,3.5382172747233653e-09,3.6089817445628114e-07
1897,8.740070001067579e-09,2.86091630385954e-07
1898,8.487532454637403e-09,2.8348359393248757e-07
1899,8.291367592505594e-09,2.012038464727084e-07
1900,7.26747462209687e-09,2.860270247317942e-07
1901,1.0059729937950124e-08,2.4311014046318746e-07
1902,9.820567692386817e-10,2.258730575910306e-07
1903,7.020286574288548e-09,2.7325114881904256e-07
1904,3.7622376325430196e-09,2.359460458123408e-07
1905,1.5482277682110634e-09,1.9610883850162963e-07
1906,7.716276506641861e-09,2.1914225722952096e-07
1907,1.1828539925318182e-08,2.3245652558401275e-07
1908,2.4556945366072114e-09,2.2445047598296242e-07
1909,4.950885035270858e-09,2.2719062497955633e-07
1910,1.6032452032632705e-09,2.6026012589497327e-07
1911,4.788336838146279e-09,2.9102446008621996e-07
1912,5.730363294986773e-09,2.2817264877517118e-07
1913,9.545381374209683e-09,2.6143739173534186e-07
1914,7.366418142140674e-09,3.1742565642645104e-07
1915,8.246533234057551e-09,2.509302199360519e-07
1916,3.2962386153911893e-09,3.087476914132026e-07
1917,2.1932848870420685e-09,3.1583301840498734e-07
1918,1.1486376294556067e-09,2.9979440885341546e-07
1919,1.3811772170413406e-08,2.845225193226497e-07
1920,3.028892692213958e-09,2.438258563941531e-07
1921,3.0290989716519334e-09,1.9613416291086594e-07
1922,3.6889677978990676e-09,2.3756952938214226e-07
1923,1.3800733000834953e-08,2.8026102372180617e-07
1924,3.867487219366694e-09,2.7072410269113334e-07
1925,9.898360353588487e-09,2.419599125502714e-07
1926,3.343841648018042e-09,2.9091420916671495e-07
1927,7.804457524684949e-09,3.1886782014822757e-07
1928,2.2852082448565625e-09,2.1366697655622602e-07
1929,4.4561625500705304e-09,3.085892563703396e-07
1930,7.352522590764465e-09,3.3716566694153016e-07
1931,3.4216069977333063e-09,2.1670177918764466e-07
1932,4.383814644626227e-09,2.4878147941720385e-07
1933,2.2941324395731044e-09,2.225308408654314e-07
1934,3.5944740517379614e-09,2.5400949432707876e-07
1935,9.574627313213568e-09,2.1542911810001897e-07
1936,0.0,2.315820424314552e-07
1937,5.0364472592434595e-09,2.2915835717896016e-07
1938,2.5930428915188486e-09,3.2801992499997823e-07
1939,7.647025235257843e-09,2.2635194429909689e-07
1940,2.5357829169792012e-09,2.358278061720398e-07
1941,8.854508237732261e-09,3.8074384622888147e-07
1942,6.068423541449874e-09,2.6397642827191703e-07
1943,8.709705845433291e-09,3.367752738903107e-07
1944,0.0,2.6990763757339664e-07
1945,2.178504043826024e-09,2.3745694655019634e-07
1946,1.2528993842408909e-08,3.257538381262748e-07
1947,7.152522574216391e-09,2.5391455071854807e-07
1948,3.2615663503321457e-09,2.5875092646288067e-07
1949,1.9634016634739737e-09,3.013821618935708e-07
1950,5.317680518146517e-09,3.3607741478647313e-07
1951,4.264560704569931e-09,2.793287321445348e-07
1952,1.0544804140977249e-08,1.971878269557692e-07
1953,9.69644453618912e-09,1.8746459584662034e-07
1954,9.772536113672459e-10,1.8958720282569175e-07
1955,1.8771215692936494e-09,1.9240495596761775e-07
1956,6.976913269340912e-09,2.2064487836814806e-07
1957,3.534015080575159e-09,2.2794396858927257e-07
1958,1.6544486891589827e-09,2.1755999779493607e-07
1959,5.425523585955716e-09,1.813674948003552e-07
1960,4.844583401109048e-09,2.1454583176705455e-07
1961,3.47407969059077e-09,2.8140044072699766e-07
1962,3.805173953708163e-09,2.980719449041658e-07
1963,4.526237162849611e-09,1.920417806999808e-07
1964,3.6503808864551957e-09,2.8533811047282143e-07
1965,6.5664522708175355e-09,2.4186431346606696e-07
1966,4.431259803538978e-09,2.0716139115251053e-07
1967,3.451234853457663e-09,2.987783398467059e-07
1968,7.186265360559219e-09,2.9059460171509954e-07
1969,6.358460868938209e-09,2.429840446627196e-07
1970,7.817832603507213e-09,2.2763688534155335e-07
1971,1.541519245584766e-09,2.2557564438585587e-07
1972,2.565073486948677e-09,2.2008329558786954e-07
1973,1.6539611902288698e-09,1.8524364464589382e-07
1974,6.1881286761433785e-09,1.6482925202510046e-07
1975,5.140332159925265e-09,2.1532279959046718e-07
1976,8.570290255249802e-09,1.7254851014669725e-07
1977,1.057820764316375e-08,1.8688166170122145e-07
1978,2.3762365408686037e-09,1.7940585905762418e-07
1979,5.266775904289034e-09,2.697759695635682e-07
1980,7.390696055153967e-09,1.819248169887544e-07
1981,5.69299452024552e-09,1.5940384079371483e-07
1982,5.586751949948621e-09,1.8870807361182074e-07
1983,1.2630632095778083e-09,1.654612811208267e-07
1984,5.799008384599347e-09,1.8208886487514064e-07
1985,4.210890747202711e-09,1.684356316644653e-07
1986,5.395036861699509e-09,1.6844503947233136e-07
1987,4.277571630240118e-09,1.8149126557176487e-07
1988,2.99827696004229e-09,1.8709247973092147e-07
1989,1.0976244357863152e-09,1.5256979724043163e-07
1990,4.358920779878872e-09,1.9724116384622903e-07
1991,2.9307325455363298e-09,1.6587947015977988e-07
1992,3.30596661157756e-09,1.9229705250367601e-07
1993,6.647049133334804e-09,1.8722520600533699e-07
1994,1.0549853213248639e-09,1.6721517592799273e-07
1995,3.795715741716776e-09,1.6050454743066211e-07
1996,1.067618438099771e-09,1.8790084643782734e-07
1997,1.917957792585412e-09,2.277574937536997e-07
1998,2.86087753487152e-09,1.797584694429588e-07
1999,5.0272213059088244e-09,2.1022925489333488e-07
2000,3.092622158362701e-09,1.9925321836922194e-07
2001,4.8193329327261836e-09,2.006594956860397e-07
2002,4.381221607729913e-09,2.5060587693914727e-07
2003,3.333538334260311e-09,1.8667815293582635e-07
2004,1.7619165015858584e-09,1.968941663044177e-07
