year,mais_CONJ enseigner_VERB,mais_CONJ renseigner_VERB
2008,6.3861596011349775e-09,0.0
2009,1.3827758049700378e-08,0.0
2010,1.0392344762522043e-08,0.0
2011,8.03034105878453e-09,3.82397197240536e-10
2012,6.127654827992046e-09,1.0212758416727752e-09
2013,7.2517249982695375e-09,8.367375126105969e-10
2014,8.661780626084692e-09,4.330890368553497e-10
2015,6.871383795292729e-09,4.433150790905671e-10
2016,9.32103016992869e-09,2.0713400439298368e-10
2017,8.301517251396717e-09,0.0
2018,8.518840299842623e-09,0.0
2019,6.12237061048404e-09,0.0
