year,aurez_VERB établi_VERB,aurez_VERB rétabli_VERB
1846,1.9905304071698993e-08,1.7563503984519002e-09
1847,2.8584086209093584e-08,2.1572894581822766e-09
1848,4.263967667839097e-08,7.24069959545659e-09
1849,3.77073661184113e-08,1.6758829879393033e-09
1850,3.4623880651452055e-08,6.788996032014438e-09
1851,1.483370937194195e-08,2.579775504329973e-09
1852,5.859490670445666e-09,2.6042181744401205e-09
1853,2.20961471342207e-08,1.7915795513800958e-09
1854,1.3508727469968562e-08,2.0782657816909023e-09
1855,5.837630823180007e-09,7.429711956774554e-09
1856,1.2425253714809514e-08,2.5885946719483854e-09
1857,1.757343248698362e-08,6.8341128311999455e-09
1858,1.9574704523961373e-08,4.893676019968041e-10
1859,4.53203412575931e-08,4.073738679721828e-09
1860,1.6020143434047895e-08,5.950338888283113e-09
1861,3.584132457490341e-08,1.226150558863992e-08
1862,2.891511208247266e-08,9.939570055905733e-09
1863,1.7980635647063536e-08,3.995696662428827e-09
1864,1.2945765348604255e-08,1.4384183844029508e-09
1865,3.718406915709238e-08,2.3534221238463715e-09
1866,1.8002767276925624e-08,2.432806400776144e-09
1867,9.7056229719783e-09,9.7056229719783e-10
1868,3.062721987134864e-08,9.87974813071446e-10
1869,1.7580669364747337e-08,2.441759683335931e-09
1870,1.9495765002375265e-08,2.2936195165357276e-09
1871,1.805600113868877e-08,7.434824311758348e-09
1872,2.963196266136947e-08,3.0236697590169115e-09
1873,8.380406590902112e-09,6.584604861359367e-09
1874,2.5690820137924675e-08,3.5847653734322193e-09
1875,2.9751941355016243e-08,2.8607636259891933e-09
1876,1.5719638923883394e-08,3.02300739996042e-09
1877,1.7317484335421796e-08,4.329371083855449e-09
1878,1.268208649207736e-08,4.831270938865373e-09
1879,1.0996785704264767e-08,1.0996785704264767e-08
1880,1.9895322722618403e-08,6.417846254436199e-09
1881,2.7890029841159958e-08,6.9725074602899895e-09
1882,7.320923423037584e-09,6.655385131892899e-10
1883,1.0742875922176154e-08,1.3270612164717477e-08
1884,2.2445769687351458e-08,3.9610181801208455e-09
1885,2.4493415295978593e-08,3.2228177904158883e-09
1886,2.774989482645651e-08,5.808117542471791e-09
1887,2.0239665943222462e-08,1.3057849246322917e-09
1888,2.1558090423923204e-08,3.804368819970705e-09
1889,2.8193115397812107e-08,1.1277245803853475e-08
1890,9.176140736144589e-09,1.1797895993481688e-08
1891,2.358461337337303e-08,0.0
1892,2.2566645441202127e-08,1.2537024751679837e-09
1893,1.6627724974682678e-08,1.2316833108982905e-09
1894,1.2603078580752936e-08,0.0
1895,2.347259631108045e-08,3.611168697403855e-09
1896,1.2383760683576384e-08,5.89702897624278e-10
1897,2.5637540090883704e-08,8.157399200570126e-09
1898,1.2448380992680086e-08,0.0
1899,9.39688327150634e-09,1.1055156790007459e-09
1900,2.491705508589348e-08,2.07642125715779e-09
1901,1.7325090695408107e-08,0.0
1902,1.276673788908056e-08,1.4730852093691738e-09
1903,2.592105730059302e-08,5.400220270956879e-09
1904,1.827372564378038e-08,6.987012746151322e-09
1905,2.631987072732045e-08,2.0643036169332163e-09
1906,1.2860461140462576e-08,1.2860461140462576e-08
1907,2.0057088434555226e-08,1.0799970695529737e-08
1908,1.4243028090277221e-08,2.4556945366072114e-09
1909,1.0451868703853506e-08,2.2003934230241384e-09
1910,1.4429207162436342e-08,8.550641084070776e-09
1911,1.1172785363555704e-08,1.0640748282497725e-09
1912,1.0939784189645252e-08,4.167536982180309e-09
1913,6.893886794756554e-09,4.772690687104841e-09
1914,1.2054139020278853e-08,9.37544086809794e-09
1915,1.4136913861761968e-08,1.1780761921542648e-09
1916,2.0876177231343718e-08,1.0987462051303964e-09
1917,8.773139548168274e-09,1.0966424435210342e-09
1918,9.189101035644853e-09,3.44591288836682e-09
1919,4.603924352863942e-09,6.4454939163738345e-09
1920,1.1358347151713133e-08,3.028892692213958e-09
1921,5.300923255902035e-09,0.0
1922,4.426761179843197e-09,2.951174193910333e-09
1923,1.0615948120573648e-09,3.1847844361720945e-09
1924,5.156649773851996e-09,1.289162443462999e-09
1925,5.499089184013428e-09,4.399271169575059e-09
1926,1.114613823460786e-08,6.687683296036084e-09
1927,4.4596899506643695e-09,1.0034302277972529e-08
1928,4.570416489713125e-09,1.1426041224282812e-09
1929,3.342121912552898e-09,1.1140406375176326e-09
1930,1.05036033204442e-08,2.100720708497761e-09
1931,1.2545892325022123e-08,2.2810713318222042e-09
1932,5.4797681947604815e-09,0.0
1933,6.882397318719313e-09,0.0
1934,7.188948103475923e-09,3.5944740517379614e-09
1935,3.590485242455088e-09,0.0
1936,3.6374143697059935e-09,2.424942913137329e-09
1937,6.295559185076627e-09,3.777335333410292e-09
1938,3.8895642262559704e-09,0.0
1939,6.117620188206274e-09,1.5294050470515685e-09
1940,7.607348528892999e-09,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,6.068423541449874e-09,0.0
1943,0.0,0.0
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,6.535512131478072e-09,0.0
1946,8.352662561605939e-09,0.0
1947,1.3112957830685446e-08,3.5762612871081956e-09
1948,1.195907639583993e-08,1.0871887834440486e-09
1949,1.9634016634739737e-09,2.945102384188658e-09
1950,4.2541445921528975e-09,4.2541445921528975e-09
1951,9.595261474260042e-09,6.396841278899501e-09
1952,1.0544803918932644e-09,7.381362632230548e-09
1953,1.0773827385790469e-09,0.0
1954,2.9317608341017376e-09,9.772536113672459e-10
1955,0.0,9.385607846468247e-10
1956,4.360570571293465e-09,2.616342476002842e-09
1957,3.534015080575159e-09,0.0
1958,2.4816730892496253e-09,1.6544486891589827e-09
1959,5.425523585955716e-09,2.325224457422337e-09
1960,4.844583401109048e-09,4.844583401109048e-09
1961,2.779263708063695e-09,3.47407969059077e-09
1962,1.2683912586908264e-08,6.341956404476434e-10
1963,2.5864212993553792e-09,6.466053248388448e-10
1964,9.125952438182594e-09,2.4335873316516654e-09
1965,4.377634699181954e-09,3.830430195250756e-09
1966,3.8773522170743036e-09,4.985167390003653e-09
1967,2.9582012395223956e-09,1.9721342336964653e-09
1968,4.042274071025531e-09,2.245707841908029e-09
1969,1.4533624970169967e-08,1.8167031212712459e-09
1970,7.817832603507213e-09,1.8394900047624674e-09
1971,1.541519245584766e-09,0.0
1972,4.104117490300041e-09,5.130146862875051e-10
1973,9.923766697284009e-09,0.0
1974,5.625571564138454e-09,1.1251143350321513e-09
1975,6.8537762132336866e-09,0.0
1976,4.570821499072508e-09,0.0
1977,2.938390863960194e-09,1.1753563677885381e-09
1978,1.1881182704343018e-09,0.0
1979,5.266775904289034e-09,1.1703946700691858e-09
1980,1.7055452605774235e-09,1.1370301367108482e-09
1981,2.5302198114474095e-09,1.2651099057237047e-09
1982,1.8622506869903077e-09,1.2415004579935385e-09
1983,4.4207211225000265e-09,6.315316047889041e-10
1984,5.219107812592938e-09,1.1598016991243298e-09
1985,3.0077789148208467e-09,0.0
1986,3.5966913891627428e-09,0.0
1987,6.110816741511371e-09,4.277571630240118e-09
1988,2.99827696004229e-09,0.0
1989,2.7440609784434855e-09,5.488122178931576e-10
1990,2.724325431913144e-09,4.358920779878872e-09
1991,1.1722930404189924e-09,1.1722930404189924e-09
1992,2.2039776670368383e-09,0.0
1993,3.323524566667402e-09,2.7696036575264316e-09
1994,6.329911705904578e-09,0.0
1995,3.253470381991974e-09,0.0
1996,2.6690460952494277e-09,5.338092190498855e-10
1997,1.917957792585412e-09,4.79489448146353e-10
1998,5.72175506974304e-09,1.43043876743576e-09
1999,3.656160929565999e-09,0.0
2000,4.4180314962005696e-10,0.0
2001,4.8193329327261836e-09,8.762423564512289e-10
2002,8.76244299341522e-10,0.0
2003,2.083461403401543e-09,8.333845835650777e-10
2004,4.845270407116686e-09,8.809582507929292e-10
2005,4.053374524914943e-09,4.5037495954858286e-10
2006,5.7650457740976435e-09,1.2353669198716943e-09
2007,5.991719120856942e-09,7.988958938831558e-10
2008,3.8316958494988285e-09,4.257439678578834e-10
2009,6.198650481792356e-09,9.53638501499654e-10
2010,8.97520635589899e-09,9.447586046817946e-10
2011,8.412738061736036e-09,7.64794394481072e-10
2012,1.1574459612972987e-08,1.3617010852229328e-09
2013,1.1156499724052082e-08,5.578250084070646e-10
2014,9.311413862178597e-09,6.496335691608124e-10
2015,1.3077794847049518e-08,1.5516027351836215e-09
2016,1.2842308549920745e-08,1.0356699942093428e-09
2017,1.4338984222206363e-08,1.509366853724714e-09
2018,1.7037679711506826e-08,1.5488800242380307e-09
2019,1.1479444950168727e-08,2.5509878653906526e-09
