year,derniers_ADJ ans_NOUN,derniers_ADJ rangs_NOUN
1881,1.045876096839038e-08,2.691387805953127e-07
1882,1.7304001787010748e-08,3.1746188255965535e-07
1883,1.3270612164717477e-08,2.3823908179565478e-07
1884,2.0465261485469455e-08,2.6934924335364485e-07
1885,1.6114089618213256e-08,1.81122359776964e-07
1886,1.2906927970846027e-08,2.891151780204382e-07
1887,2.0892558794116667e-08,2.4091733052955533e-07
1888,1.4583413587843097e-08,2.0860622385043825e-07
1889,1.4409814674820609e-08,2.280509789898133e-07
1890,1.3108772733971819e-08,2.2547089884028537e-07
1891,2.995883363610119e-08,2.772785592242144e-07
1892,1.5044429702015805e-08,2.3632291856756638e-07
1893,1.7243566574620672e-08,1.8044160299268697e-07
1894,2.3315696040526745e-08,2.337871052304763e-07
1895,2.2268872967856623e-08,2.3292038520139613e-07
1896,2.0049897742069334e-08,2.323429413308986e-07
1897,1.5732126712464378e-08,2.0276962686693878e-07
1898,2.8857609635224435e-08,2.0652994692227367e-07
1899,1.1055156790007459e-08,2.1999761656843475e-07
1900,1.9206897405865675e-08,2.2373438923750655e-07
1901,1.2295225282343836e-08,1.855461277955328e-07
1902,9.329538919189417e-09,1.3994308289966284e-07
1903,1.5660639007819555e-08,1.8792766809383465e-07
1904,1.1824175416563776e-08,1.9509889170876704e-07
1905,3.1996705729397945e-08,1.8062657147766004e-07
1906,2.211999294843281e-08,1.6770042066127644e-07
1907,2.2114226894132116e-08,1.6405670066887978e-07
1908,1.7680999775393502e-08,1.439037049522085e-07
1909,1.5952851484257735e-08,1.4687626048726088e-07
1910,1.1757131268552712e-08,1.3681025734513241e-07
1911,9.044636151145369e-09,1.4524621860800835e-07
1912,4.532196484774431e-08,1.2398422200021741e-07
1913,2.1742257771961704e-08,1.426504212531654e-07
1914,9.37544086809794e-09,1.7076696678941516e-07
1915,1.4136913861761968e-08,1.5314989809667168e-07
1916,1.648119329900055e-08,1.274545553542339e-07
1917,9.869782324756216e-09,1.3050045311047143e-07
1918,2.986458014220261e-08,1.5391744057069445e-07
1919,4.327688785110695e-08,1.4732557929164614e-07
1920,2.3473917920568965e-08,1.0071067890748964e-07
1921,1.1359120755116692e-08,9.39020665668977e-08
1922,1.8444838545406128e-08,1.2173593688658002e-07
1923,3.1847843473542525e-08,1.358841359433427e-07
1924,2.5783249313349188e-08,8.766304659957314e-08
1925,2.969508017258704e-08,1.2207976851641433e-07
1926,1.2260752413340015e-08,1.2037828867050848e-07
1927,1.6723836537835268e-08,1.2041162733567035e-07
1928,2.5137291359556002e-08,1.1883082606800599e-07
1929,2.33948540540041e-08,1.3925507857948105e-07
1930,1.8906487042613662e-08,1.1238855535111725e-07
1931,1.3686427990933225e-08,1.243183902488454e-07
1932,3.1782654730250215e-08,1.358982473220749e-07
1933,2.1794258842078307e-08,8.832410003378754e-08
1934,3.354842448288764e-08,1.0184343324226575e-07
1935,3.7101681726881e-08,1.2207650001982984e-07
1936,2.66743711563322e-08,9.942265677409523e-08
1937,1.1332006444320086e-08,8.939694140508436e-08
1938,3.1116513810047763e-08,1.1409388633865092e-07
1939,2.2941076593951948e-08,9.482311469355409e-08
1940,2.028626333583361e-08,9.889553354014424e-08
1941,2.9515025090631752e-08,5.312704587367989e-08
1942,3.034211815133858e-08,7.58552971547033e-08
1943,2.322588166236983e-08,9.580676163523094e-08
1944,2.2492303131116387e-08,8.996921252446555e-08
1945,3.485606470121638e-08,1.0238969139209075e-07
1946,2.7842208538686464e-08,1.3225049144693912e-07
1947,1.0728784083369192e-08,1.1682453759931377e-07
1948,9.784699273041042e-09,1.108932536908469e-07
1949,6.8719057111366055e-09,1.0013348372694963e-07
1950,1.701657836861159e-08,6.912984673590472e-08
1951,1.1727541604500402e-08,1.4179664731273078e-07
1952,1.0544804140977249e-08,1.1072044259208269e-07
1953,1.8315507332999914e-08,1.249763954547234e-07
1954,8.795282724349818e-09,1.006571253014954e-07
1955,2.815682353940474e-09,8.91632723210023e-08
1956,1.5698054411927842e-08,1.2558443529542274e-07
1957,1.8553580005686854e-08,1.095544703844098e-07
1958,1.0753916868111446e-08,8.272243690043979e-08
1959,3.8753737996444215e-09,1.0386001747519913e-07
1960,2.145458388724819e-08,1.0658083482439906e-07
1961,1.876002997391879e-08,1.2506686175584036e-07
1962,1.7123282347597524e-08,9.766613118245004e-08
1963,1.0345685197421517e-08,1.1832877788719998e-07
1964,1.8860301764789256e-08,1.3506409857200197e-07
1965,1.9699356812452606e-08,1.258569994888603e-07
1966,1.0524241922382771e-08,8.364003178940038e-08
1967,1.3804939413830652e-08,1.4988219732003927e-07
1968,2.110965446888713e-08,1.3968303846922936e-07
1969,2.043791091921321e-08,1.3579855817624775e-07
1970,1.4715920038099739e-08,1.0898978075601917e-07
1971,1.4387513402880359e-08,9.660187316740121e-08
1972,1.128632298730281e-08,1.313317596896013e-07
1973,1.2129047988196362e-08,1.0585351617464767e-07
1974,1.0688586016271984e-08,1.17011893507879e-07
1975,1.1422960355389478e-08,1.0166434805114477e-07
1976,1.1427053969725876e-08,8.341748980456032e-08
1977,5.876781727920388e-09,1.134218905463058e-07
1978,1.485147826940647e-08,9.326728189762434e-08
1979,1.462993370893173e-08,9.714275961414387e-08
1980,1.0233271119375331e-08,7.902359300260287e-08
1981,1.0753434587229549e-08,1.1639011177067005e-07
1982,7.449002747961231e-09,1.0056153598725359e-07
1983,8.841442245000053e-09,9.094055286595903e-08
1984,1.1018116197192285e-08,8.640522963787589e-08
1985,8.421781494405423e-09,7.519447819959169e-08
1986,9.591176741707841e-09,7.49310657965907e-08
1987,6.110816741511371e-09,8.738468437741176e-08
1988,7.795519785247507e-09,1.247283165639601e-07
1989,1.4817929994137558e-08,1.1415293954541994e-07
1990,1.3076762783725826e-08,8.554381736303185e-08
1991,1.1136783939491579e-08,7.092372555916882e-08
1992,5.509944056569793e-09,7.273126101381422e-08
1993,4.4313659408601325e-09,7.976458960001764e-08
1994,4.2199412852994556e-09,8.176136390147803e-08
1995,8.675921314704738e-09,7.645655841770349e-08
1996,4.804283193493575e-09,7.846995231375331e-08
1997,3.3564262480467733e-09,7.480035435492027e-08
1998,1.2873949017944142e-08,1.0108433912137116e-07
1999,1.1882523409667556e-08,1.0145846829345828e-07
2000,3.97622823555821e-09,9.189505334461501e-08
2001,9.20054432640427e-09,8.587175415186721e-08
2002,7.009954394732176e-09,9.507250808837853e-08
2003,1.4584229823810801e-08,8.625530512063051e-08
2004,7.047666006343434e-09,9.734588957144297e-08
2005,1.216012357474483e-08,8.692236974638945e-08
2006,8.64756888319107e-09,1.1241839814601917e-07
2007,5.192823504529542e-09,8.548185803647357e-08
2008,6.3861596011349775e-09,9.749536644676482e-08
2009,7.629108011997232e-09,7.86751783721229e-08
2010,5.668551850135373e-09,1.034510646036324e-07
2011,1.529588788962144e-09,1.0783600856711928e-07
2012,2.382976926895708e-09,1.5421264265569334e-07
2013,6.9728125495771565e-09,1.5786447704613238e-07
2014,6.712880029624557e-09,1.4811645598911127e-07
2015,8.201329393386914e-09,1.9084714608652575e-07
2016,9.942432654952427e-09,1.860063321146299e-07
2017,4.024978128569501e-09,1.2527743820101023e-07
2018,7.744399788123246e-09,1.427551126198523e-07
2019,6.12237061048404e-09,1.647938034921026e-07
