year,voulais_VERB avoir_VERB,voulais_VERB ravoir_VERB
1862,5.69266269678792e-08,4.517986262886353e-10
1863,5.743813957792554e-08,1.4983863039219614e-09
1864,6.281093334337129e-08,0.0
1865,5.883555331820389e-08,0.0
1866,5.5954547661940524e-08,0.0
1867,6.69687949539366e-08,0.0
1868,5.77965266757019e-08,0.0
1869,6.788091866383184e-08,4.883519144627257e-10
1870,7.282241654138488e-08,0.0
1871,7.328612383616928e-08,0.0
1872,1.0582844112150269e-07,6.047339295989218e-10
1873,6.824045328812645e-08,2.3944017879529156e-09
1874,7.946230340394322e-08,5.974609140757536e-10
1875,1.1843561509294886e-07,5.721527140956084e-10
1876,6.650616057868319e-08,0.0
1877,6.617753456339415e-08,2.4739263970730008e-09
1878,5.978697714681402e-08,0.0
1879,9.04180126326537e-08,0.0
1880,7.123809098175116e-08,0.0
1881,6.414706632540401e-08,0.0
1882,6.655385220710741e-08,0.0
1883,5.8769852984141835e-08,0.0
1884,6.40364632431556e-08,0.0
1885,6.1878104418156e-08,0.0
1886,6.388929563172496e-08,0.0
1887,7.834709236931303e-08,0.0
1888,5.833365435137239e-08,1.268122939990235e-09
1889,5.951880055476977e-08,6.265136742733546e-10
1890,6.423298515301212e-08,0.0
1891,4.079500826037474e-08,0.0
1892,5.390920776449093e-08,0.0
1893,5.665743074700913e-08,6.158416554491453e-10
1894,4.7891699495039575e-08,0.0
1895,7.282523739604585e-08,0.0
1896,5.955999426987546e-08,0.0
1897,5.2440423559119154e-08,0.0
1898,6.620275172508627e-08,0.0
1899,5.140648084989152e-08,5.527578395003729e-10
1900,5.917800649513083e-08,0.0
1901,2.9061443029831935e-08,0.0
1902,4.2228439411928775e-08,0.0
1903,4.3741785304973746e-08,0.0
1904,3.547252447333449e-08,0.0
1905,3.8705692873008957e-08,0.0
1906,3.395161840558103e-08,0.0
1907,5.708556116701402e-08,5.142843373384665e-10
1908,4.469363901193901e-08,0.0
1909,2.6954818821423032e-08,0.0
1910,5.878565900729882e-08,0.0
1911,3.6710581241550244e-08,0.0
1912,4.219631222213138e-08,0.0
1913,5.88631863251976e-08,0.0
1914,3.683209115479258e-08,0.0
1915,4.712304768617059e-09,0.0
1916,3.186363883855847e-08,0.0
1917,5.702540661900457e-08,0.0
1918,5.054005569604669e-08,0.0
1919,5.616787390749778e-08,0.0
1920,4.543338860685253e-08,0.0
1921,4.0892835784234194e-08,0.0
1922,4.795657915224183e-08,0.0
1923,5.6264525483129546e-08,0.0
1924,6.059063650809549e-08,0.0
1925,4.2892892793133797e-08,0.0
1926,4.458455293843144e-08,0.0
1927,9.030872405446644e-08,0.0
1928,5.484499610020066e-08,0.0
1929,5.7930112262738476e-08,1.1140406375176326e-09
1930,5.146765857944047e-08,0.0
1931,9.238338805062085e-08,0.0
1932,5.698959171240858e-08,0.0
1933,3.785318369864399e-08,0.0
1934,6.11060571031885e-08,0.0
1935,5.505410882733486e-08,0.0
1936,3.8799086610197264e-08,0.0
1937,3.903246792447135e-08,0.0
1938,3.5006078036303734e-08,0.0
1939,5.352917753498332e-08,0.0
1940,5.325144059042941e-08,0.0
1941,6.788455664263893e-08,0.0
1942,5.461581054078124e-08,0.0
1943,6.096794180621146e-08,0.0
1944,5.462416652335378e-08,0.0
1945,5.8819608739213436e-08,0.0
1946,6.26449718765798e-08,1.3921104269343232e-09
1947,7.867775053682635e-08,0.0
1948,6.088257009650988e-08,0.0
1949,3.7304630495782476e-08,0.0
1950,4.998619829166273e-08,0.0
1951,6.929911222641749e-08,0.0
1952,4.8506098693223976e-08,0.0
1953,5.4946518446286063e-08,0.0
1954,6.938500973774353e-08,0.0
1955,5.5375085850073447e-08,0.0
1956,5.05826207586324e-08,0.0
1957,4.770920369878695e-08,2.6505113659425206e-09
1958,5.9560154141991006e-08,0.0
1959,4.650448559573306e-08,0.0
1960,8.651041838447782e-08,0.0
1961,6.600751589758147e-08,0.0
1962,6.024858834052793e-08,6.341956404476434e-10
1963,4.9142006020019835e-08,6.466053248388448e-10
1964,4.380457241381919e-08,1.2167936658258327e-09
1965,4.6512369067386317e-08,5.472043373977442e-10
1966,5.4836839069594134e-08,0.0
1967,4.092178684800274e-08,0.0
1968,6.647295691664112e-08,0.0
1969,3.905911682977603e-08,0.0
1970,6.99006221793752e-08,0.0
1971,6.114692752134943e-08,5.138397485282553e-10
1972,5.335352781798974e-08,0.0
1973,5.8991279416886755e-08,0.0
1974,4.725480096112733e-08,0.0
1975,4.9118728639996334e-08,0.0
1976,5.142174330785565e-08,0.0
1977,5.7004783116099134e-08,5.876781838942691e-10
1978,7.544551294813573e-08,1.1881182704343018e-09
1979,6.378650851956991e-08,0.0
1980,6.424220089229493e-08,0.0
1981,4.617651327976091e-08,0.0
1982,5.4005269589652016e-08,0.0
1983,5.999550012347754e-08,0.0
1984,7.712681338034599e-08,0.0
1985,6.797580454076524e-08,0.0
1986,8.392279937652347e-08,0.0
1987,5.866384356068011e-08,0.0
1988,4.3175187869337606e-08,0.0
1989,7.299202309241082e-08,1.0976244357863152e-09
1990,6.48389431034957e-08,0.0
1991,8.030207254705601e-08,0.0
1992,5.620142928819405e-08,0.0
1993,7.311754046668284e-08,0.0
1994,7.384897315887429e-08,5.274926606624319e-10
1995,5.693573257303797e-08,0.0
1996,6.032043842196799e-08,0.0
1997,5.801822311468641e-08,0.0
1998,6.103205407725909e-08,9.536258449571733e-10
1999,6.855301393215996e-08,2.7421207526856506e-09
2000,6.803768570762259e-08,0.0
2001,8.061429923600372e-08,0.0
2002,8.324320788233308e-08,0.0
2003,1.200073853624417e-07,8.333845835650777e-10
2004,9.470301165492856e-08,0.0
2005,8.782311766708517e-08,1.3511248786457486e-09
2006,8.318137645346724e-08,4.1178899179428186e-10
2007,1.0665259964071083e-07,0.0
2008,1.1026768476085635e-07,8.514879357157668e-10
2009,1.3827758493789588e-07,0.0
2010,1.6911178590817144e-07,0.0
2011,1.7093154269787192e-07,0.0
2012,2.219572792228064e-07,0.0
2013,2.669192724624736e-07,2.789125042035323e-10
2014,2.732791699600057e-07,2.1654451842767486e-10
2015,2.9724276373599423e-07,8.866301581811342e-10
2016,2.8688060638160096e-07,6.214020409345267e-10
2017,2.993577368215483e-07,0.0
2018,3.598564717322006e-07,0.0
2019,3.3086311646002287e-07,5.1019755087367e-10
