year,mêmes_ADJ humeurs_NOUN,mêmes_ADJ rumeurs_NOUN
1800,2.5153315874604232e-08,1.2576658381391326e-08
1801,4.0480102825313224e-08,0.0
1802,3.1329761895904085e-08,0.0
1803,3.510610468993036e-08,0.0
1804,2.2246657849223084e-08,7.4155528384522995e-09
1805,1.02343598484822e-07,1.421438833304478e-08
1806,4.610670600868616e-08,2.881669125542885e-08
1807,5.693910232196231e-09,0.0
1808,5.211970233176544e-08,1.5862518409903714e-08
1809,4.292158095609011e-08,1.8072244145628247e-08
1810,5.148278958699848e-08,0.0
1811,2.0056614147279106e-08,2.5070767684098882e-09
1812,1.600324850414836e-08,0.0
1813,2.0130190847567064e-08,0.0
1814,7.237357380063258e-08,0.0
1815,9.710004889029733e-08,0.0
1816,2.3176038865813098e-08,0.0
1817,7.784366928831332e-09,0.0
1818,5.722165141719415e-08,0.0
1819,3.001804671498576e-08,1.2421260464634543e-08
1820,1.898636980968149e-08,0.0
1821,1.972297702934611e-08,1.4792232772009584e-08
1822,2.7069162911175226e-08,0.0
1823,1.680056804787e-08,0.0
1824,5.642145595174952e-08,8.421112696055388e-10
1825,8.805443485471187e-09,1.1447076175841175e-08
1826,1.9377566218281572e-08,9.688783109140786e-09
1827,2.7651818612639545e-09,7.373818444733615e-09
1828,3.668920500743411e-09,6.879225838973824e-08
1829,1.2002446148073886e-08,2.914879893012312e-08
1830,9.39315203396518e-09,2.0873671680021744e-09
1831,1.091384405071949e-08,1.5591206103948707e-09
1832,1.8941957335982806e-08,1.488296641483089e-08
1833,1.50587169400751e-08,4.633451511359965e-09
1834,1.0267983796552471e-08,1.4935249481595747e-08
1835,3.2521278114927554e-08,8.24376584773745e-08
1836,6.048674894287842e-09,6.720750089783678e-08
1837,1.2524203896191466e-08,2.7831563720326358e-09
1838,4.418513555037862e-09,0.0
1839,1.2584655095793096e-08,1.2584655095793096e-08
1840,0.0,7.070354524074673e-08
1841,1.0272877659645019e-08,1.2841097074556274e-09
1842,1.542900918138912e-08,2.1466448174578545e-08
1843,1.1223130869097986e-08,1.7720733214154905e-09
1844,1.2074834465636286e-08,0.0
1845,1.7298706467272496e-08,1.674068439427856e-09
1846,1.2879903366069811e-08,3.5127007969038004e-09
1847,1.6179670936367074e-09,3.5055953695461994e-08
1848,1.045878850192139e-08,4.82713291560799e-09
1849,0.0,8.379415161741122e-09
1850,8.82569484161877e-09,1.1541293254424545e-08
1851,6.449438760824933e-09,2.1283147244588463e-08
1852,5.859490670445666e-09,3.2552727180501506e-09
1853,1.2541057081705276e-08,2.388772735173461e-09
1854,3.117398783558656e-09,1.1430461910322265e-08
1855,7.429711956774554e-09,4.776243400783642e-09
1856,5.177189343896771e-09,3.6240324075009767e-09
1857,7.322263684272912e-09,2.4407544874094356e-09
1858,6.8511463169329545e-09,1.761723389392955e-08
1859,4.073738679721828e-09,2.1896346291683244e-08
1860,5.492620580582752e-09,3.478659760247638e-08
1861,1.226150558863992e-08,2.357981809808507e-09
1862,2.710791813242963e-09,2.3945327498609004e-08
1863,6.99246927027275e-09,9.48977985082422e-09
1864,8.151037178549814e-09,1.2945765348604255e-08
1865,4.23615986733239e-09,4.23615986733239e-09
1866,7.784980660119345e-09,2.919367858567057e-09
1867,8.249779526181555e-09,8.73506067478047e-09
1868,1.975949626142892e-09,5.433861360870651e-09
1869,4.883519144627257e-10,4.395167341186834e-09
1870,2.121598008386627e-08,1.1468097582678638e-09
1871,8.496941816815706e-09,0.0
1872,3.628403577593531e-09,4.23313739617015e-09
1873,1.1373408881354408e-08,7.183205141814142e-09
1874,4.182226565063729e-09,2.3898436563030145e-09
1875,1.1443054281912168e-09,8.010138330405425e-09
1876,4.836811839936672e-09,4.232210137899983e-09
1877,1.8554447978047506e-09,1.8554447978047506e-09
1878,4.22736201599605e-09,2.4156354694326865e-09
1879,1.221865053580018e-09,2.443730107160036e-09
1880,1.2835692508872398e-09,1.0910338854586143e-08
1881,2.091752326904839e-09,1.1156012114099667e-08
1882,5.989846840748214e-09,6.655385131892899e-10
1883,6.951272890631799e-09,1.0110942305630033e-08
1884,4.621187876807653e-09,7.2618666635548834e-09
1885,6.445635580831777e-09,1.1602144356359645e-08
1886,7.098810428374236e-09,6.453463763378409e-09
1887,6.528924623161458e-10,1.9586774424595887e-09
1888,8.242799331981132e-09,8.876860579931645e-09
1889,1.8795409673089125e-09,5.6386229019267375e-09
1890,1.3108772956016423e-09,6.5543866445416654e-09
1891,1.2748440081367107e-09,1.2748440525456317e-08
1892,5.014809900671935e-09,7.522214851007902e-09
1893,6.15841644346915e-09,2.463366621796581e-09
1894,4.411077725308132e-09,5.671385139294216e-09
1895,1.2037228991346183e-09,1.2639090662958097e-08
1896,2.948514543632541e-09,2.358811590497112e-09
1897,2.330685422435863e-09,2.330685422435863e-09
1898,2.26334195829736e-09,1.0185039034382726e-08
1899,2.2110313580014918e-09,7.185851913504848e-09
1900,3.114631885736685e-09,7.267474400052265e-09
1901,1.117747761014698e-08,1.3412973176585297e-08
1902,4.910283846193408e-10,6.383369222096036e-09
1903,1.6200660812870638e-09,6.48026454719286e-09
1904,4.299700151477737e-09,2.6873125946735854e-09
1905,0.0,3.6125313851442797e-09
1906,1.0288369045596824e-09,3.0865107691901983e-09
1907,2.5714217422034835e-09,3.599990305858114e-09
1908,2.9468334439286537e-09,5.40252820258047e-09
1909,2.7504918342913243e-09,6.601180380094718e-09
1910,3.206490406526541e-09,2.6720753387721174e-09
1911,6.384448969498635e-09,2.6601871816467337e-09
1912,3.125652625612929e-09,7.2931897743266916e-09
1913,2.121195885607108e-09,5.30298971401777e-10
1914,6.696743715117748e-10,1.3393487430235496e-09
1915,0.0,4.712304768617059e-09
1916,3.2962386153911893e-09,2.197492410260793e-09
1917,1.0966424435210342e-09,2.5222776423028392e-08
1918,3.44591288836682e-09,1.6080926812378493e-08
1919,4.603924352863942e-09,1.1049418269237776e-08
1920,9.843901693784574e-09,6.057785384427916e-09
1921,5.300923255902035e-09,8.330022116531666e-09
1922,1.475587119159627e-08,8.853522359686394e-09
1923,0.0,1.0615948120573648e-09
1924,3.867487219366694e-09,3.867487219366694e-09
1925,4.399271169575059e-09,2.1996355847875293e-09
1926,4.458455382660986e-09,0.0
1927,2.2298449753321847e-09,3.3447675740205796e-09
1928,1.1426041224282812e-09,2.2852082448565625e-09
1929,3.342121912552898e-09,7.798284684668033e-09
1930,7.352522590764465e-09,5.2518016602221e-09
1931,1.1405356659111021e-09,2.2810713318222042e-09
1932,4.383814644626227e-09,3.287861094491973e-09
1933,3.4411986593596566e-09,0.0
1934,3.5944740517379614e-09,3.5944740517379614e-09
1935,3.590485242455088e-09,2.393656828303392e-09
1936,3.6374143697059935e-09,0.0
1937,1.2591118148108649e-09,2.5182236296217297e-09
1938,3.8895642262559704e-09,2.5930428915188486e-09
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,5.9030051957620344e-09,1.4757512545315876e-08
1942,1.8205270180260413e-08,3.034211770724937e-09
1943,2.9032352077962287e-09,0.0
1944,0.0,0.0
1945,2.178504043826024e-09,0.0
1946,0.0,2.7842208538686464e-09
1947,0.0,5.960435700558264e-09
1948,5.435944139264848e-09,2.174377566888097e-09
1949,0.0,9.817008317369869e-10
1950,0.0,5.317680740191122e-09
1951,1.0661401761424827e-09,2.1322803522849654e-09
1952,5.272402070488624e-09,6.326882129314981e-09
1953,1.0773827385790469e-09,1.0773827385790469e-09
1954,6.840775057526116e-09,4.886268278880834e-09
1955,9.385607846468247e-10,5.631364707880948e-09
1956,5.232684952005684e-09,2.616342476002842e-09
1957,0.0,8.835037701437898e-10
1958,0.0,4.1361216673863055e-09
1959,1.5501495642666896e-09,5.425523585955716e-09
1960,2.076250060767393e-09,4.152500010512483e-09
1961,1.3896318540318475e-09,8.33779090214648e-09
1962,4.43936931660005e-09,4.4393695941558065e-09
1963,3.879631726988464e-09,7.1126584622049904e-09
1964,2.4335873316516654e-09,4.867174663303331e-09
1965,5.472043373977442e-10,2.188817349590977e-09
1966,1.6617224263271169e-09,4.985167390003653e-09
1967,2.9582012395223956e-09,9.860671168482327e-10
1968,2.6948494546985557e-09,3.1439910674890825e-09
1969,3.1792304344691047e-09,9.083515495333927e-09
1970,1.8394900047624674e-09,3.6789800095249348e-09
1971,2.0553589941130213e-09,2.0553589941130213e-09
1972,2.565073486948677e-09,4.6171320100540925e-09
1973,3.859242703185828e-09,6.064524049609332e-09
1974,5.06301445213353e-09,1.012602890426706e-08
1975,1.1422960355389478e-09,5.711480177694739e-09
1976,6.8562320265641574e-09,3.4281160132820787e-09
1977,3.526069214387917e-09,6.464460078348111e-09
1978,2.970295565063452e-09,3.5643548113029055e-09
1979,1.1703946700691858e-09,1.0533551808578068e-08
1980,5.116635559687666e-09,9.664756106531058e-09
1981,3.1627747087981106e-09,1.0120879245789638e-08
1982,0.0,7.449002747961231e-09
1983,3.78918940668882e-09,4.4207211225000265e-09
1984,1.739702604197646e-09,6.378909400694965e-09
1985,3.609334831011779e-09,7.820225356169885e-09
1986,2.3977941854269602e-09,7.792830936104167e-09
1987,3.0554083707556856e-09,1.0388388815840699e-08
1988,4.797243047249822e-09,7.795519785247507e-09
1989,6.036934507847036e-09,1.262268123358723e-08
1990,1.089730194969718e-09,6.538381391862913e-09
1991,4.10302547493302e-09,1.4653663171770859e-08
1992,3.30596661157756e-09,1.8733809670212764e-08
1993,2.2156829704300662e-09,7.75489034099408e-09
1994,3.164955852952289e-09,9.494867891923775e-09
1995,1.626735190995987e-09,9.218166119318028e-09
1996,1.067618438099771e-09,4.80428297144897e-09
1997,4.315404922294874e-09,3.835915585170824e-09
