year,mêmes_ADJ humeurs_NOUN,mêmes_ADJ rumeurs_NOUN
1998,9.536258449571733e-10,5.721755180765342e-09
1999,2.7421207526856506e-09,7.312321859131998e-09
2000,8.836062992401139e-10,9.277865697931986e-09
2001,1.3143635069212678e-09,9.638665865452367e-09
2002,6.571832411594869e-09,1.0514931592098264e-08
2003,5.416999737661854e-09,1.0000615446870142e-08
2004,1.7619165015858584e-09,8.369103632333008e-09
2005,2.702249757291497e-09,7.656374423348211e-09
2006,3.294311934354255e-09,5.353256948836815e-09
2007,5.592271090648637e-09,4.7933754743212376e-09
2008,4.6831836186811415e-09,9.366367403895737e-09
2009,4.76819250749827e-09,8.105927262747059e-09
2010,2.3618964561933353e-09,1.4643758206034363e-08
2011,7.64794394481072e-10,8.795135231220996e-09
2012,2.0425516833455504e-09,1.2936160587173617e-08
2013,2.2313000336282585e-09,9.761937924679387e-09
2014,2.165445156521173e-09,1.2126492698882885e-08
2015,2.881548111233201e-09,9.531274436369586e-09
2016,2.6927420293532123e-09,1.0978102121805833e-08
2017,1.0062445321423752e-09,1.1571811953103861e-08
2018,5.6792268665617485e-09,1.2132893800753664e-08
2019,1.2754939326953263e-09,1.0714148679369373e-08
