year,plusieurs_DET âmes_NOUN,plusieurs_DET ames_NOUN,plusieurs_DET rames_NOUN
1848,9.815170187721378e-08,1.0458788002321029e-08,2.172209789819135e-08
1849,8.044238342108656e-08,1.6758828991214614e-08,1.6758829879393033e-09
1850,1.8533959522670784e-07,1.2220192857625989e-08,1.3577992064028876e-09
1851,1.0254607563098261e-07,9.674158585326609e-09,4.514607354622058e-09
1852,1.4192989472583406e-07,1.1067927019325907e-08,1.1718981562935937e-08
1853,9.734249228898761e-08,1.7915795513800958e-09,5.971931837933653e-09
1854,1.574286372374445e-07,1.4547860527347467e-08,3.63696517347023e-09
1855,1.5071702108571117e-07,4.192480318465641e-08,1.0613874223963649e-08
1856,1.8016618152927322e-07,2.174419488909507e-08,6.73034605824796e-09
1857,1.415637573831674e-07,2.6848300471726816e-08,5.857811125054013e-09
1858,9.493731267795624e-08,2.985142322220469e-08,9.787352039936081e-10
1859,1.5327441182932944e-07,1.527651982691225e-08,5.092173349652285e-10
1860,1.27703429608772e-07,1.6477862491148798e-08,7.323494255473406e-09
1861,2.3815616945199736e-07,2.59378009070943e-08,1.4147890858851042e-08
1862,1.9969498810112896e-07,1.8975542998012074e-08,1.8071945051545413e-09
1863,1.1687412837524391e-07,1.6981710815322515e-08,4.9946209945694875e-09
1864,1.2849870634212834e-07,2.5891530142096997e-08,7.1920918109924514e-09
1865,1.4308806850493738e-07,4.189091623585384e-08,9.41368871743009e-10
1866,7.979604998986645e-08,7.298419646417642e-09,1.4596839292835284e-09
1867,1.1792331733317951e-07,9.7056229719783e-10,1.1161466417775046e-08
1868,9.336361861400633e-08,2.865127013418345e-08,0.0
1869,1.31366663436161e-07,4.883519366671862e-09,5.371870948067681e-09
1870,7.167561166809833e-08,1.2614907340946502e-08,1.490852730157144e-08
1871,4.779529660936532e-08,2.8677177965619194e-08,6.37270636261178e-09
1872,6.773019789463319e-08,1.088521062175829e-08,6.047339295989218e-10
1873,9.218446894720955e-08,8.97900703789034e-09,5.387403856360606e-09
1874,5.0784177918483664e-08,1.1949218281515073e-09,4.182226565063729e-09
1875,9.95545739179704e-08,3.032409406911185e-08,4.005069165202713e-09
1876,4.534511055531709e-08,9.673623679873344e-09,6.046015021965445e-09
1877,4.762308303263296e-08,6.184815992682502e-10,1.2369631985365004e-09
1878,7.609251673201811e-08,1.0870359612447089e-08,1.2078177347163432e-09
1879,8.308682053481675e-08,1.4662380642960215e-08,1.0996785704264767e-08
1880,8.984984578574995e-08,3.2089231272180996e-09,9.626769603698904e-09
1881,3.2770783919833235e-08,4.8807553554297556e-09,3.4862537301449947e-09
1882,7.720246708586842e-08,4.658769592325029e-09,3.9932310791357395e-09
1883,7.204046426068089e-08,3.791603475633565e-09,0.0
1884,4.423136790165927e-08,1.3203393933736152e-09,6.601696966868076e-09
1885,3.867381265232339e-08,7.7347630522695e-09,1.2246707703500448e-08
1886,5.033701711010252e-08,9.034849701716752e-09,5.162771099520569e-09
1887,3.133883907935342e-08,2.6115698492645834e-09,5.223139698529167e-09
1888,5.135897973573833e-08,2.53624587998047e-09,1.9021844099853524e-09
1889,4.009687459838318e-08,3.132568426877924e-09,6.891650361495749e-09
1890,5.177965489711056e-08,3.277193294515257e-09,5.243509182406569e-09
1891,3.633305567518619e-08,1.2748440081367107e-09,7.0116419337296065e-09
1892,7.208789210011446e-08,1.191017373614045e-08,3.761107425503951e-09
1893,4.4956440403698394e-08,4.3724757148311255e-08,2.463366621796581e-09
1894,6.301539601238915e-08,1.071261657159539e-08,4.411077725308132e-09
1895,5.8982422501685505e-08,1.1435367319734269e-08,2.4074457982692365e-09
1896,7.194375228891658e-08,5.897029087265082e-09,3.5382172747233653e-09
1897,6.00151510710134e-08,1.165342689013471e-08,5.826713556089658e-10
1898,9.845537318753372e-08,3.1120951149432585e-08,0.0
1899,7.02002473929042e-08,5.527578395003729e-10,3.3165470370022376e-09
1900,6.540726771309124e-08,2.07642125715779e-09,4.671947717582725e-09
1901,5.756401266765465e-08,3.3532433496574754e-09,4.470991132876634e-09
1902,6.334266089425e-08,2.9461704187383475e-09,2.946170307716045e-09
1903,4.3201762167655033e-08,1.0800440541913758e-09,5.400220270956879e-10
1904,6.01958012325099e-08,9.674325340824907e-09,6.987012746151322e-09
1905,5.8316576456718394e-08,4.1286072338664326e-09,3.096455536422127e-09
1906,5.9158121068492164e-08,8.745113411201544e-09,5.144184522798412e-10
1907,6.325697654574469e-08,2.5714217422034835e-09,2.5714217422034835e-09
1908,3.2415166772992166e-08,6.875944702500192e-09,1.4734167219643268e-09
1909,4.510806606017326e-08,2.2003934230241384e-09,2.7504918342913243e-09
1910,6.626747084403917e-08,9.085056262847502e-09,2.67207544979442e-09
1911,6.650467554436545e-08,1.1172785363555704e-08,3.1922244847493175e-09
1912,6.720153383765748e-08,4.688478938419394e-09,2.0837684910901544e-09
1913,5.5151093969474374e-08,3.1817937728995105e-09,4.242391826725367e-09
1914,3.8171438454526196e-08,4.018046340092951e-09,3.3483718020477227e-09
1915,8.128725426104211e-08,8.246533234057551e-09,0.0
1916,8.350471447649e-08,0.0,3.2962386153911893e-09
1917,6.908847682840502e-08,4.386569774084137e-09,0.0
1918,4.479686666059024e-08,9.189101035644853e-09,0.0
1919,5.893022919645219e-08,2.762354567309444e-09,0.0
1920,4.694783584113793e-08,7.572231730534895e-10,1.514446346106979e-08
1921,9.163024117242458e-08,7.572747429129834e-10,3.0290989716519334e-09
1922,6.492583271011654e-08,2.951174138399182e-09,3.6889677978990676e-09
1923,6.369568827935268e-08,5.307974060286824e-09,1.0615948120573648e-09
1924,6.83256118350073e-08,5.156649773851996e-09,1.289162443462999e-09
1925,5.389107182729447e-08,3.299453377181294e-09,2.1996355847875293e-09
1926,5.350146603522177e-08,1.1146138456652466e-09,1.1146138456652466e-09
1927,6.689534615134107e-08,0.0,6.689535148041159e-09
1928,5.48449977655352e-08,2.2852082448565625e-09,3.4278122562625413e-09
1929,4.233354289340241e-08,6.684243825105796e-09,5.570202965543558e-09
1930,3.886333144187404e-08,9.453243188239924e-09,4.201441416995522e-09
1931,3.877821352915589e-08,1.3686427990933225e-08,3.4216069977333063e-09
1932,3.9454331357546835e-08,3.287861094491973e-09,4.383814644626227e-09
1933,5.620624632385329e-08,3.4411986593596566e-09,6.882397540763918e-09
1934,3.235026646564165e-08,2.3963160344919743e-09,4.7926320689839486e-09
1935,5.50541061627996e-08,4.787313656606784e-09,9.574627313213568e-09
1936,4.243650053581405e-08,3.6374143697059935e-09,8.487299751891442e-09
1937,2.3923124703451037e-08,0.0,1.2591118148108649e-09
1938,4.6674770715071645e-08,0.0,0.0
1939,3.8235125288110794e-08,1.3764645423464117e-08,4.588215141154706e-09
1940,1.5214697057785997e-08,5.0715658339584024e-09,5.0715658339584024e-09
1941,2.9515025090631752e-08,2.9515025978810172e-09,0.0
1942,7.282108560602296e-08,0.0,0.0
1943,4.064529335323641e-08,5.806470415592457e-09,2.9032352077962287e-09
1944,4.4984606262232774e-08,9.639558484764166e-09,0.0
1945,2.6142048081823077e-08,6.535512131478072e-09,0.0
1946,3.897909284233947e-08,8.352662561605939e-09,5.568441707737293e-09
1947,8.46381811303587e-08,1.0728783861324587e-08,5.960435700558264e-09
1948,3.3702851842676296e-08,0.0,6.523132700664291e-09
1949,5.5956945743673714e-08,0.0,3.9268033269479474e-09
1950,4.3604980959344175e-08,1.0635361480382244e-09,3.190608444114673e-09
1951,6.076999170545605e-08,7.462981344019681e-09,6.396840945832594e-09
1952,3.268889103846817e-08,2.1089607837865287e-09,7.381362521208246e-09
1953,3.339886434083894e-08,0.0,1.0773827385790469e-09
1954,5.1794440736330216e-08,3.9090144454689835e-09,6.840775057526116e-09
1955,4.880516213390251e-08,1.8771215692936494e-09,7.508486277174597e-09
1956,4.360570926564833e-08,5.232684952005684e-09,4.360570571293465e-09
1957,2.3854602293482685e-08,2.6505113104313693e-09,4.417518795207798e-09
1958,3.22617488279775e-08,9.099467845885556e-09,5.790570245522986e-09
1959,5.1930010513956404e-08,3.100299128533379e-09,5.425523585955716e-09
1960,4.014083287984249e-08,6.920833239831836e-09,2.0762500052562416e-09
1961,3.682524507553353e-08,6.253343343143314e-09,6.25334317660986e-09
1962,5.327243357555744e-08,5.0735651235811474e-09,3.170978146727066e-09
1963,2.909724017285953e-08,6.466053248388448e-10,6.466053470433053e-09
1964,5.293052568466905e-08,1.4601523545820783e-08,2.4335873316516654e-09
1965,3.8851506900527966e-08,3.2832261354087677e-09,3.830430195250756e-09
1966,6.480717607004749e-08,1.6617224263271169e-09,4.431259692516676e-09
1967,3.500538170442269e-08,6.409436426046966e-09,2.9582012395223956e-09
1968,3.0541628559532796e-08,8.982831700699023e-10,3.1439910674890825e-09
1969,3.860494146579185e-08,7.720988182136068e-09,6.358460841182634e-09
1970,3.49503110896876e-08,6.898087351325799e-09,2.7592350626548523e-09
1971,2.928886644326667e-08,1.3359833017645428e-08,4.1107179882260425e-09
1972,1.7955513964551528e-08,7.69522046084603e-09,4.104117490300041e-09
1973,2.0950174539624555e-08,3.3079223804577396e-09,3.3079223804577396e-09
1974,1.4626486688484874e-08,0.0,1.1251143350321513e-09
1975,2.1703623787061588e-08,1.1422960355389478e-09,2.8557400888473694e-09
1976,1.9425991482080462e-08,3.9994687561772935e-09,6.856232415142216e-09
1977,1.23412418062685e-08,1.7630346071939584e-09,6.464460078348111e-09
1978,3.445543117486238e-08,4.75247319275951e-09,4.158413835497754e-09
1979,1.9311512389208474e-08,2.3407893401383717e-09,5.851973350345929e-10
1980,1.819248218737357e-08,5.685150683554241e-10,2.2740602734216964e-09
1981,3.226030426128901e-08,4.427884725544118e-09,3.795329828193417e-09
1982,2.5450759721934446e-08,1.2415004579935385e-09,4.966001831974154e-09
1983,2.9050454486423405e-08,1.2630632095778083e-09,6.315316158911344e-09
1984,2.957494366073732e-08,5.799008384599347e-09,2.3196033982486597e-09
1985,2.707001200974446e-08,1.2031116103372597e-09,1.8046674155058895e-09
1986,3.6566362382473017e-08,3.5966913891627428e-09,5.994485352545098e-09
1987,2.322110398411681e-08,2.4443267410134695e-09,2.4443267410134695e-09
1988,2.3986215458293714e-08,5.996553809062277e-10,5.396898483667201e-09
1989,1.865961507530045e-08,1.6464366536794728e-09,6.036934507847036e-09
1990,2.50637938181697e-08,2.724325431913144e-09,2.7243255429354463e-09
1991,1.75843961613964e-08,1.1722930404189924e-09,2.9307326565586322e-09
1992,2.5345743781546304e-08,1.6529832502776287e-09,1.5978838308061682e-08
1993,3.489700617365088e-08,3.323524566667402e-09,3.877445309274918e-09
1994,3.639699380775241e-08,3.164955852952289e-09,4.747434001473039e-09
1995,3.5245930340987996e-08,1.0844901643380922e-09,1.0844901643380922e-09
1996,4.110330875661816e-08,1.6014276571496566e-09,3.736664311304594e-09
1997,4.219506966052222e-08,0.0,5.753873377756236e-09
1998,3.385371594166742e-08,2.3840645013706308e-09,1.0489884516573511e-08
1999,3.153438915548534e-08,1.8280804925385752e-09,4.113180906983871e-09
2000,3.313523533332585e-08,1.3254094488601709e-09,7.068850504943214e-09
2001,2.9354118413760233e-08,1.7524847129024579e-09,1.7524847129024579e-09
2002,3.6364138367162013e-08,8.76244299341522e-10,2.6287329535357173e-09
2003,3.083522931435212e-08,1.2500769308587678e-09,4.166923084358842e-09
2004,2.7750184372621334e-08,1.3214374039449694e-09,5.726228824443069e-09
2005,4.9991622175227235e-08,2.251874686720612e-09,4.9541245550344115e-09
2006,2.5942706094461698e-08,3.2943118788431036e-09,5.765045663075341e-09
2007,3.0358044966760644e-08,3.595031605740928e-09,6.7906151812735516e-09
2008,2.7247613137992843e-08,2.554463834902876e-09,5.960415494499216e-09
2009,3.147006921722095e-08,2.860915504498962e-09,3.814554005998616e-09
2010,2.5980861739771655e-08,1.8895172648747405e-09,4.723793189942427e-09
2011,2.2943832583832702e-08,0.0,4.97116342534909e-09
2012,2.7234021704458655e-08,6.808505426114664e-10,9.19148224198807e-09
2013,3.291167638419523e-08,1.3945625210176615e-09,7.530637446961919e-09
2014,3.183204499990211e-08,0.0,7.145969066479907e-09
2015,3.657349356700479e-08,0.0,7.979671146074452e-09
2016,3.728412123482627e-08,8.285360175719347e-10,5.385484336262181e-09
2017,3.069045817483129e-08,0.0,6.540589542192166e-09
2018,3.84638547679117e-08,7.744400121190154e-10,6.9699601645822895e-09
2019,4.999935976357506e-08,0.0,6.12237061048404e-09
