year,devais_VERB apporter_VERB,devais_VERB rapporter_VERB
1868,5.433861360870651e-09,5.433861360870651e-09
1869,3.4184632902167778e-09,3.4184632902167778e-09
1870,2.8670243956696595e-09,1.0321287824410774e-08
1871,0.0,1.3807530230280918e-08
1872,4.8378714367913744e-09,4.23313739617015e-09
1873,5.387403856360606e-09,8.979006871356887e-09
1874,0.0,1.1949218503559678e-08
1875,9.7265964171811e-09,1.1443054281912168e-09
1876,2.418405919968336e-09,1.0278225381910033e-08
1877,2.4739263970730008e-09,1.2369632429454214e-08
1878,3.0195443923020093e-09,5.435179861734696e-09
1879,4.27652757650776e-09,3.665595160740054e-09
1880,6.417846254436199e-10,6.417846254436199e-09
1881,1.3945015142624584e-09,0.0
1882,5.324308105514319e-09,1.9966155395678697e-09
1883,3.159669414998234e-09,1.8958017378167824e-09
1884,3.300848483434038e-09,9.242375753615306e-09
1885,1.933690763067375e-09,6.445635691854079e-10
1886,1.1616235084943582e-08,7.098810428374236e-09
1887,0.0,7.1818169189441505e-09
1888,3.804368819970705e-09,3.1703073499755874e-09
1889,1.8795409673089125e-09,6.891650361495749e-09
1890,1.9663159989136147e-09,1.3108772956016423e-09
1891,6.374220040683554e-10,1.2748440525456317e-08
1892,0.0,3.761107425503951e-09
1893,5.542574843531156e-09,6.158416554491453e-10
1894,2.520615716150587e-09,1.1342770278588432e-08
1895,7.22233739480771e-09,9.027921521465032e-09
1896,5.897029087265082e-09,5.89702897624278e-10
1897,7.574727511894253e-09,1.5732126712464378e-08
1898,2.26334195829736e-09,1.13167097914868e-09
1899,5.527578395003729e-09,5.527578395003729e-10
1900,2.07642125715779e-09,6.748368974740515e-09
1901,4.470991132876634e-09,1.676621730339889e-09
1902,7.856454153909453e-09,4.910283846193408e-10
1903,1.0800440541913758e-08,0.0
1904,4.299700151477737e-09,3.7622376325430196e-09
1905,3.6125313851442797e-09,3.096455536422127e-09
1906,3.0865106026567446e-09,6.173021205313489e-09
1907,0.0,4.6285588695127444e-09
1908,2.4556945366072114e-09,9.331639461152008e-09
1909,3.300590023513905e-09,2.2003934230241384e-09
1910,4.809735720812114e-09,2.67207544979442e-09
1911,3.7242617878519013e-09,0.0
1912,3.125652625612929e-09,5.209421227725386e-10
1913,2.121195885607108e-09,3.71209285532359e-09
1914,2.678697486047099e-09,6.696743715117748e-10
1915,2.3561523843085297e-09,7.068456930880984e-09
1916,1.0987462051303964e-09,0.0
1917,1.0966424435210342e-09,3.289927441585405e-09
1918,3.44591288836682e-09,1.1486376294556067e-09
1919,9.207848372660976e-10,9.207848705727883e-09
1920,1.514446346106979e-09,3.028892692213958e-09
1921,6.815472630705699e-09,2.2718242842501013e-09
1922,1.4755870969551665e-09,0.0
1923,4.246379248229459e-09,0.0
1924,1.289162443462999e-09,0.0
1925,3.299453377181294e-09,0.0
1926,1.1146138456652466e-09,1.1146138456652466e-09
1927,4.4596899506643695e-09,2.2298449753321847e-09
1928,0.0,1.1426041224282812e-09
1929,2.2280812750352652e-09,0.0
1930,2.100720708497761e-09,1.0503603542488804e-09
1931,6.843213995466613e-09,1.1405356659111021e-09
1932,0.0,0.0
1933,1.0323596200123575e-08,0.0
1934,3.5944740517379614e-09,3.5944740517379614e-09
1935,0.0,1.196828414151696e-09
1936,4.849885826274658e-09,2.424942913137329e-09
1937,3.777335333410292e-09,7.554670666820584e-09
1938,0.0,5.186085783037697e-09
1939,0.0,6.117620188206274e-09
1940,7.607348528892999e-09,1.0143131667916805e-08
1941,1.1806010391524069e-08,0.0
1942,3.034211770724937e-09,1.2136847082899749e-08
1943,5.806470415592457e-09,0.0
1944,0.0,9.639558484764166e-09
1945,0.0,2.178504043826024e-09
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,1.1920870957027319e-09,7.152522574216391e-09
1948,5.435944139264848e-09,4.348755133776194e-09
1949,9.817008539414473e-09,0.0
1950,5.317680518146517e-09,5.317680518146517e-09
1951,8.529121409139861e-09,5.330700769690111e-09
1952,1.0544803918932644e-09,5.272402070488624e-09
1953,0.0,2.1547654771580937e-09
1954,5.863521668203475e-09,9.772536113672459e-10
1955,5.631364707880948e-09,8.447047505910632e-09
1956,1.0465369904011368e-08,8.72114158667614e-10
1957,1.7670075402875796e-09,1.7670075402875796e-09
1958,3.3088973783179654e-09,1.6544486891589827e-09
1959,4.650448914844674e-09,2.325224457422337e-09
1960,0.0,2.076250060767393e-09
1961,3.47407969059077e-09,4.86371165564492e-09
1962,2.5367825617905737e-09,0.0
1963,8.405868889838075e-09,6.466053248388448e-10
1964,3.6503808864551957e-09,2.4335873316516654e-09
1965,1.6416130677043839e-09,2.188817349590977e-09
1966,6.092982118843793e-09,5.539074976468328e-09
1967,1.4791006197611978e-09,4.437302081328198e-09
1968,4.042274071025531e-09,4.042274071025531e-09
1969,5.450109252791435e-09,4.5417578031781147e-10
1970,3.6789800095249348e-09,1.8394900047624674e-09
1971,3.5968783507200897e-09,0.0
1972,3.0780880067027283e-09,1.0260293725750103e-09
1973,4.410563025913916e-09,3.3079223804577396e-09
1974,5.625571564138454e-09,6.1881286761433785e-09
1975,2.8557400888473694e-09,2.2845920710778955e-09
1976,1.7140580066410394e-09,3.4281160132820787e-09
1977,2.3507127355770763e-09,3.526069214387917e-09
1978,1.7821774056514528e-09,2.970295565063452e-09
1979,4.681578680276743e-09,5.266775904289034e-09
1980,7.95921106799824e-09,5.116635559687666e-09
1981,1.8976649140967083e-09,1.8976649140967083e-09
1982,6.828252629986764e-09,3.7245013739806154e-09
1983,1.2630632095778083e-09,2.5261264191556165e-09
1984,1.739702604197646e-09,5.219107812592938e-09
1985,2.4062232206745193e-09,3.609334831011779e-09
1986,2.3977941854269602e-09,2.3977941854269602e-09
1987,4.277571630240118e-09,3.0554083707556856e-09
1988,5.396898483667201e-09,3.597932174415064e-09
1989,3.841685636274406e-09,2.7440609784434855e-09
1990,3.814055737905164e-09,3.814055737905164e-09
1991,4.68917216167597e-09,1.1722930404189924e-09
1992,2.2039776670368383e-09,2.7549720282848966e-09
1993,4.985286850001103e-09,6.093128224193833e-09
1994,3.6924485691258724e-09,5.802419433820205e-09
1995,7.0491861237087505e-09,1.0844901643380922e-09
1996,6.4057106285986265e-09,2.6690460952494277e-09
1997,4.794894259418925e-09,3.3564262480467733e-09
1998,6.198567881199324e-09,4.291316191284977e-09
1999,9.140402323914998e-10,2.7421207526856506e-09
2000,5.743440834038438e-09,2.6508188977203417e-09
2001,4.381211837767296e-09,3.066848330846028e-09
2002,7.448076377869484e-09,5.6955880012310445e-09
2003,1.1667384391955693e-08,6.250384210204629e-09
2004,5.726228824443069e-09,4.404791198453495e-09
2005,5.854874363109275e-09,4.5037495954858286e-10
2006,2.0589450144825605e-09,4.529678854225949e-09
2007,9.586750948642475e-09,7.190063211481856e-09
2008,5.960415716543821e-09,3.8316958494988285e-09
2009,1.0013204487790972e-08,5.721831008997924e-09
2010,1.0392344762522043e-08,5.196172381261022e-09
2011,8.412738061736036e-09,7.647943611743813e-09
2012,1.2595735121578855e-08,6.127654827992046e-09
2013,1.6455837581474952e-08,1.1435412616833673e-08
2014,1.515811653973742e-08,6.9294245896855955e-09
2015,1.1304534197620342e-08,9.531274436369586e-09
2016,1.864206033985738e-08,1.3463710146766061e-08
2017,1.861552334503358e-08,7.2952728302766445e-09
2018,1.4456214003644163e-08,9.809573597863164e-09
2019,1.581612352197226e-08,7.652963596171958e-09
