year,devez_VERB assurer_VERB,devez_VERB rassurer_VERB
2004,3.9643119897903034e-09,0.0
2005,4.954124666056714e-09,2.251874686720612e-09
2006,5.353256948836815e-09,1.2353669198716943e-09
2007,5.991719120856942e-09,7.988958938831558e-10
2008,6.811903485726134e-09,4.257439678578834e-10
2009,1.0966842545201416e-08,9.53638501499654e-10
2010,1.0392344762522043e-08,2.8342759250676863e-09
2011,1.5295887223487625e-08,2.2943831279320648e-09
2012,1.05531832161887e-08,6.808505426114664e-10
2013,1.0319762822064149e-08,2.7891249310130206e-09
2014,6.279790909502481e-09,8.661780737106994e-10
2015,1.329945220618356e-08,2.438232948875907e-09
2016,1.0978101983027955e-08,2.899876117012923e-09
2017,1.33327402451755e-08,1.7609279590047322e-09
2018,1.2132893800753664e-08,2.0651733656507076e-09
2019,9.693753355577428e-09,3.06118530524202e-09
