year,moins_ADV entré_VERB,moins_ADV rentré_VERB
1800,0.0,9.432493897065797e-09
1801,2.3811825844433088e-09,0.0
1802,4.475680270843441e-09,1.7902721083373763e-08
1803,1.950339223455444e-09,0.0
1804,2.2246657849223084e-08,0.0
1805,5.685755422035754e-09,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,0.0,1.3596443970698147e-08
1809,4.518061036407062e-09,0.0
1810,2.3401267590372754e-09,0.0
1811,3.5099073869560016e-08,0.0
1812,2.6672082320544632e-09,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,0.0,2.697223555614414e-09
1816,1.622322720606917e-08,6.952811659743929e-09
1817,4.670620334934483e-09,1.556873407970727e-09
1818,3.5763530803478716e-08,0.0
1819,5.175524897538253e-09,0.0
1820,1.6613073583471305e-08,0.0
1821,1.2819934447350079e-08,0.0
1822,4.010246357211145e-09,0.0
1823,8.894418535021487e-09,2.9648061783404955e-09
1824,1.6842225392110777e-09,6.736890156844311e-09
1825,8.805443485471187e-09,0.0
1826,1.4973572604048968e-08,3.5231937367541377e-09
1827,2.1199728195142598e-08,0.0
1828,8.255071293206129e-09,1.8344602503717056e-09
1829,3.429270423183084e-09,8.57317605795771e-10
1830,9.39315203396518e-09,0.0
1831,3.1182412207897414e-09,3.1182412207897414e-09
1832,1.352996914505411e-08,4.058990921151917e-09
1833,2.3167257001688313e-09,0.0
1834,5.600718555598405e-09,9.334530925997342e-10
1835,9.832014313815307e-09,0.0
1836,1.747394939854985e-08,0.0
1837,9.045257876039159e-09,6.957890930081589e-10
1838,8.837027110075724e-09,3.1560809521380406e-09
1839,2.0974426639952526e-09,1.3982950353153e-09
1840,5.732719632334238e-09,9.554533164646273e-09
1841,5.778493683550323e-09,0.0
1842,6.708265054555795e-09,3.3541325272778977e-09
1843,9.451057714215949e-09,5.906911071384968e-10
1844,3.2931368743049916e-09,2.7442805805577564e-09
1845,1.674068350610014e-08,2.7901139176833567e-09
1846,5.854501328173001e-10,1.1709002656346001e-09
1847,8.629157832729106e-09,1.6179670936367074e-09
1848,1.6090443422100975e-09,3.218088684420195e-09
1849,6.703531951757213e-09,0.0
1850,6.788996032014438e-09,5.431196825611551e-09
1851,9.029214709244116e-09,7.094382858952031e-09
1852,3.906327261660181e-09,6.510545436100301e-10
1853,2.388772735173461e-09,2.388772735173461e-09
1854,1.558699391779328e-09,0.0
1855,5.837630823180007e-09,3.714855978387277e-09
1856,5.694908100650764e-09,2.0708756931497874e-09
1857,1.9526036343364694e-09,0.0
1858,3.9149408159744326e-09,9.787352039936081e-10
1859,8.147477359443656e-09,1.0693564256314403e-08
1860,1.4189270203246451e-08,0.0
1861,4.715963619617014e-09,1.744906619194353e-08
1862,6.325180823552046e-09,3.6143890103090826e-09
1863,5.9935452156878455e-09,0.0
1864,9.589456340108882e-09,4.315255264231155e-09
1865,5.6482134525026595e-09,0.0
1866,5.838735717134114e-09,0.0
1867,3.396968040192405e-09,9.220341823379385e-09
1868,2.4699371437009177e-09,4.93987406535723e-10
1869,1.8557372527538973e-08,2.9301114867763545e-09
1870,1.4335121534259088e-08,1.7202146374017957e-09
1871,1.0621177271019633e-09,1.1683295220166201e-08
1872,1.269941218851045e-08,6.047339295989218e-10
1873,3.591602570907071e-09,5.327543917132971e-08
1874,5.377148060148329e-09,1.1949218281515073e-09
1875,5.721527251978387e-09,8.010138330405425e-09
1876,1.0882827083946722e-08,0.0
1877,6.184816214727107e-09,0.0
1878,6.039088784604019e-09,3.6234530931267273e-09
1879,7.331190321480108e-09,4.887460214320072e-09
1880,3.8507077526617195e-09,5.134277003548959e-09
1881,6.2752567586699115e-09,0.0
1882,6.655385131892899e-09,6.655385131892899e-10
1883,3.159669414998234e-09,0.0
1884,7.2618666635548834e-09,0.0
1885,6.445635691854079e-10,5.156508553483263e-09
1886,7.744156427236248e-09,2.5813855497602844e-09
1887,5.876032105334161e-09,6.528924623161458e-10
1888,6.340614699951175e-09,0.0
1889,8.771191772893872e-09,1.2530273485467092e-09
1890,3.9326319978272295e-09,7.865263995654459e-09
1891,8.286486163910922e-09,1.2748440081367107e-09
1892,1.8805537127519756e-09,5.641661360300532e-09
1893,9.23762488724833e-09,4.926733243593162e-09
1894,3.780923574225881e-09,5.671385139294216e-09
1895,3.611168697403855e-09,0.0
1896,5.89702897624278e-10,0.0
1897,1.1653427112179315e-09,5.826713334045053e-09
1898,2.8291773368493978e-09,1.0185038590293516e-08
1899,3.3165470370022376e-09,0.0
1900,3.633737311048435e-09,5.191053142894475e-10
1901,8.941982265753268e-09,2.794369402536745e-09
1902,1.178468167495339e-08,3.437198747846537e-09
1903,5.940242076007962e-09,5.400220270956879e-09
1904,3.7622376325430196e-09,6.449550227216605e-09
1905,6.192911072844254e-09,5.676835002077496e-09
1906,8.745113966313056e-09,4.629765903985117e-09
1907,7.199980611716228e-09,3.599990305858114e-09
1908,1.964555629285769e-09,0.0
1909,1.1001967115120692e-09,1.1001967115120692e-09
1910,5.878565634276356e-09,0.0
1911,5.3203743632934675e-09,2.128149656499545e-09
1912,2.6047106693738442e-09,5.2094213387476884e-09
1913,1.0075680734189518e-08,1.060597942803554e-09
1914,1.3393487430235496e-09,8.705766774141921e-09
1915,0.0,0.0
1916,1.0987462051303964e-09,0.0
1917,0.0,1.0966424435210342e-09
1918,1.1486376294556067e-09,9.189101035644853e-09
1919,8.287063479883727e-09,1.8415696745321952e-09
1920,1.2115570768855832e-08,1.514446346106979e-09
1921,4.543648568500203e-09,2.2718242842501013e-09
1922,7.377935484775833e-10,7.377935484775833e-10
1923,1.2739137744688378e-08,0.0
1924,0.0,1.4180787211159895e-08
1925,2.1996355847875293e-09,1.0998177923937646e-09
1926,5.57306911730393e-09,0.0
1927,2.2298449753321847e-09,0.0
1928,1.1426041224282812e-09,0.0
1929,5.570202965543558e-09,1.1140406375176326e-09
1930,5.2518016602221e-09,0.0
1931,3.4216069977333063e-09,2.2810713318222042e-09
1932,0.0,0.0
1933,3.4411986593596566e-09,1.1470662197865522e-09
1934,5.990790086229936e-09,1.1981580172459871e-09
1935,3.590485242455088e-09,2.393656828303392e-09
1936,1.2124714565686645e-09,0.0
1937,2.5182236296217297e-09,2.5182236296217297e-09
1938,7.779128452511941e-09,1.2965214457594243e-09
1939,9.176430282309411e-09,1.5294050470515685e-09
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,0.0,2.9515025978810172e-09
1942,1.2136847082899749e-08,1.517105907566929e-08
1943,0.0,0.0
1944,0.0,3.2131861615880553e-09
1945,6.535512131478072e-09,0.0
1946,9.744772988540262e-09,0.0
1947,3.5762612871081956e-09,0.0
1948,1.0871888278529696e-08,5.435944139264848e-09
1949,2.945102384188658e-09,0.0
1950,1.0635361480382244e-09,2.1270722960764488e-09
1951,2.1322803522849654e-09,1.0661401761424827e-09
1952,1.0544803918932644e-09,4.2179215675730575e-09
1953,1.0773827385790469e-09,0.0
1954,0.0,1.9545072227344917e-09
1955,6.569925492527773e-09,3.754243138587299e-09
1956,3.488456634670456e-09,8.72114158667614e-10
1957,8.835037701437898e-10,8.835037701437898e-10
1958,7.445019267748876e-09,0.0
1959,5.425523585955716e-09,1.5501495642666896e-09
1960,1.4533750203327145e-08,4.152500121534786e-09
1961,2.779263708063695e-09,6.948159270159238e-10
1962,1.9025869768540815e-09,6.341956404476434e-10
1963,6.466053470433053e-09,0.0
1964,1.8251904432275978e-09,1.2167936658258327e-09
1965,6.5664522708175355e-09,1.6416130677043839e-09
1966,6.6468897053084675e-09,1.1078149508847446e-09
1967,4.930335695263466e-09,4.930335584241163e-10
1968,1.2126823101255013e-08,1.3474247273492779e-09
1969,3.1792304344691047e-09,2.7250546263957176e-09
1970,3.6789800095249348e-09,1.3796175313274261e-09
1971,7.707596338946132e-09,2.569198631618974e-09
1972,5.130146973897354e-09,0.0
1973,2.205281512956958e-09,1.102640756478479e-09
1974,2.812785782069227e-09,1.6876715580593782e-09
1975,2.8557400888473694e-09,1.1422960355389478e-09
1976,3.4281160132820787e-09,5.142174241967723e-09
1977,1.1753563677885381e-09,0.0
1978,2.3762365408686037e-09,4.158414057542359e-09
1979,0.0,2.3407893401383717e-09
1980,2.2740602734216964e-09,1.7055452605774235e-09
1981,3.1627747087981106e-09,0.0
1982,3.7245013739806154e-09,2.483000915987077e-09
1983,3.78918940668882e-09,0.0
1984,2.8995041922996734e-09,1.739702604197646e-09
1985,3.609334831011779e-09,0.0
1986,3.5966913891627428e-09,0.0
1987,4.277571630240118e-09,3.6664902225425067e-09
1988,4.197587610832443e-09,1.798966087207532e-09
1989,1.6464366536794728e-09,1.6464366536794728e-09
1990,2.179460389939436e-09,5.44865097484859e-10
1991,5.8614650910726596e-09,5.861465202094962e-10
1992,2.7549720282848966e-09,0.0
1993,2.7696036575264316e-09,1.1078414852150331e-09
1994,1.5824779264761446e-09,2.1099706426497278e-09
1995,1.626735190995987e-09,0.0
1996,1.6014276571496566e-09,5.338092190498855e-10
1997,2.876936688878118e-09,4.79489448146353e-10
1998,2.3840645013706308e-09,0.0
1999,3.656160929565999e-09,9.140402323914998e-10
2000,2.6508188977203417e-09,1.3254094488601709e-09
2001,8.762423564512289e-10,2.190605918883648e-09
2002,3.9430991805033955e-09,4.38122149670761e-10
2003,2.083461403401543e-09,2.083461403401543e-09
2004,8.809582507929292e-10,0.0
2005,1.8014998381943315e-09,9.007499190971657e-10
2006,2.4707338397433887e-09,1.6471559671771274e-09
2007,3.994479469415779e-10,0.0
2008,4.257439678578834e-10,4.257439678578834e-10
2009,4.291373478793048e-09,9.53638501499654e-10
2010,2.3618964561933353e-09,1.4171379625338432e-09
2011,1.911985902935953e-09,2.2943831279320648e-09
2012,1.0212758416727752e-09,1.3617010852229328e-09
2013,3.3469500504423877e-09,2.789125042035323e-10
2014,2.815078836704288e-09,1.5158115873603606e-09
2015,1.10828768384863e-09,1.5516027351836215e-09
2016,1.86420612280358e-09,2.278474076078396e-09
2017,1.0062445321423752e-09,2.264050280587071e-09
2018,1.0325866828253538e-09,2.0651733656507076e-09
2019,2.5509878653906526e-09,2.04079020349468e-09
