year,les_DET ans_NOUN,les_DET rangs_NOUN
1964,4.051923042425187e-06,5.458536442404238e-06
1965,3.946985088987276e-06,5.219782373444559e-06
1966,3.998104148195125e-06,5.1624178567521994e-06
1967,4.4999173951509874e-06,5.73545922577523e-06
1968,4.706554591393797e-06,5.958761398972001e-06
1969,5.346103080228204e-06,5.722160445031932e-06
1970,4.393161816551583e-06,5.390625368306701e-06
1971,4.0300451473740395e-06,5.309506285300358e-06
1972,4.065128450747579e-06,5.6682991242951175e-06
1973,4.028498096886324e-06,5.636699349054197e-06
1974,3.973341335949954e-06,5.307164450130131e-06
1975,3.6307878872321453e-06,5.445896348987844e-06
1976,3.633231699495809e-06,5.350717735552735e-06
1977,3.6729886687680846e-06,5.5694261860139704e-06
1978,3.816235675913049e-06,5.558017335260956e-06
1979,3.885710157192079e-06,5.819787716632163e-06
1980,3.6618055219150847e-06,5.420791225674293e-06
1981,3.5764658150583273e-06,5.517776735075586e-06
1982,3.7611255265801447e-06,5.649448041822325e-06
1983,3.298489673397853e-06,5.3737024146016665e-06
1984,3.4475106076570228e-06,5.3321884365686856e-06
1985,3.517296818245086e-06,5.838099234267702e-06
1986,3.406066753086634e-06,5.694161963276656e-06
1987,3.5094421946268994e-06,5.689170528455634e-06
1988,3.40424367095693e-06,5.834047108521645e-06
1989,3.7884508401475614e-06,5.675267161109332e-06
1990,3.3607279874559026e-06,5.731436019118519e-06
1991,3.2032908166002017e-06,5.611766653146333e-06
1992,3.353351985424524e-06,5.869192328589179e-06
1993,3.5124114674545126e-06,5.678241720374899e-06
1994,3.367513045304804e-06,5.734372500398877e-06
1995,3.470368483249331e-06,5.782501446560673e-06
1996,3.361930566825322e-06,5.607666018647706e-06
1997,3.134422513539903e-06,6.186852310463564e-06
1998,3.479303813946899e-06,6.105112760224074e-06
1999,3.5309374197822763e-06,5.976452243316999e-06
2000,3.3987917049671523e-06,5.91088445389687e-06
2001,3.2508592084923293e-06,5.721862436303127e-06
2002,3.469489229246392e-06,6.1437868907887605e-06
2003,3.536467374942731e-06,6.063289632152191e-06
2004,3.4000584037130466e-06,6.188291429509718e-06
2005,3.3805144994403236e-06,6.444415078021848e-06
2006,3.566916348063387e-06,6.178482230723148e-06
2007,3.7528134271269664e-06,5.9985096427794815e-06
2008,4.069260739925085e-06,5.852276672158041e-06
2009,4.024354439025046e-06,5.85152601217942e-06
2010,3.916497007594444e-06,5.6387917339861815e-06
2011,4.301968601794215e-06,5.2686686160541285e-06
2012,4.583145255310228e-06,5.693612791901614e-06
2013,4.036142854602076e-06,5.963149519061517e-06
2014,4.123224243812729e-06,6.140119623410101e-06
2015,4.473713943298208e-06,6.045487594974475e-06
2016,4.857292424276238e-06,6.44186766862731e-06
2017,3.7947997952869628e-06,5.3871815453021554e-06
2018,3.977265805588104e-06,5.577516986932096e-06
2019,4.157599960308289e-06,5.556561518460512e-06
