year,dix_DET âmes_NOUN,dix_DET ames_NOUN,dix_DET rames_NOUN
1800,6.288328968651058e-09,3.144164484325529e-09,9.432493897065797e-09
1801,2.3811825844433088e-09,9.524730337773235e-09,1.1905912700171939e-08
1802,0.0,2.2378401354217203e-09,1.3650824826072494e-07
1803,0.0,1.5602713787643552e-08,2.3404069793286908e-08
1804,2.4718509461507665e-09,7.4155526164076946e-09,2.4718509461507665e-09
1805,5.685755422035754e-09,5.685755422035754e-09,1.421438877713399e-08
1806,5.4751712497136396e-08,2.881669125542885e-09,2.0171682990621775e-08
1807,2.8469551160981155e-09,5.693910232196231e-09,0.0
1808,2.2660739951163578e-09,0.0,0.0
1809,0.0,0.0,4.518061036407062e-09
1810,0.0,9.360507036149102e-09,2.3401267590372754e-09
1811,0.0,0.0,2.5070767684098882e-09
1812,8.535066342574282e-08,0.0,1.0668832928217853e-08
1813,2.8757416448144113e-09,2.8757416448144113e-09,0.0
1814,0.0,0.0,0.0
1815,0.0,8.091670444798638e-09,2.697223555614414e-09
1816,6.952811659743929e-09,0.0,4.6352077731626196e-09
1817,1.556873407970727e-09,0.0,1.2454987263765815e-08
1818,2.384235475716423e-09,3.5763532135746345e-09,3.5763532135746345e-09
1819,0.0,4.140420006848444e-09,3.3123360054787554e-08
1820,0.0,4.746592452420373e-09,1.542642635854463e-08
1821,1.676452932031225e-08,3.94459531705138e-09,2.070912508145284e-08
1822,4.010246357211145e-09,2.0051231786055723e-09,0.0
1823,9.882686891060644e-10,0.0,5.0401702367253165e-08
1824,0.0,0.0,8.421112696055388e-10
1825,4.4027217427355936e-09,8.805443041381977e-10,5.283265824829186e-09
1826,6.1655889282974385e-09,0.0,8.80798456392995e-09
1827,0.0,9.217273055917019e-10,1.474763688946723e-08
1828,5.503380862137419e-09,1.8344602503717056e-09,9.172301251858528e-10
1829,6.858540846366168e-09,4.286587973467704e-09,1.0287811491593857e-08
1830,4.174734336004349e-09,0.0,2.0873671680021744e-09
1831,0.0,0.0,3.1182412207897414e-09
1832,6.764984572527055e-09,1.6235963684607668e-08,0.0
1833,6.950177322551099e-09,0.0,1.6217079235048004e-08
1834,1.5868701908061666e-08,0.0,5.60071877764301e-09
1835,1.1344631900556124e-08,6.050470346963266e-09,8.31939672707449e-09
1836,7.392825018825988e-09,6.720750067579218e-10,2.0162250868871467e-08
1837,6.957890930081589e-10,6.957890930081589e-10,2.7831563720326358e-09
1838,2.5248647617104325e-09,0.0,1.199310784016916e-08
1839,1.6080392128969834e-08,2.0974426639952526e-09,1.7478688718597368e-08
1840,1.0191501864653674e-08,0.0,3.630722389402763e-08
1841,3.2102742686390684e-09,0.0,1.1556987367100646e-08
1842,2.0124795163667386e-09,0.0,7.379091560011375e-09
1843,4.134837805480629e-09,5.906911071384968e-10,1.7720733769266417e-09
1844,1.0977122322231025e-08,2.195424508855126e-09,4.390849017710252e-09
1845,3.348136878855712e-09,0.0,5.022205318283568e-09
1846,1.5221703009160592e-08,1.7563503984519002e-09,8.781752214304106e-09
1847,1.0786447290911383e-08,2.6966118227278457e-09,8.089835468183537e-09
1848,5.63165514222419e-09,0.0,7.24069959545659e-09
1849,2.513824481908955e-09,0.0,5.865590235742957e-09
1850,8.146795238417326e-09,0.0,1.765138968323754e-08
1851,5.8044946626978344e-09,0.0,1.2898877521649865e-09
1852,1.9531636308300904e-09,0.0,4.557382027314816e-09
1853,9.555090940693844e-09,0.0,8.360704129017904e-09
1854,4.676098175337984e-09,0.0,1.4547860527347467e-08
1855,7.960405667972736e-09,0.0,5.837630823180007e-09
1856,7.248064703979651e-09,0.0,5.177189232874468e-10
1857,2.9289055625270066e-09,0.0,3.905207268672939e-09
1858,1.0766087576996597e-08,0.0,1.468102794888182e-08
1859,6.110607797538137e-09,0.0,5.092173349652285e-09
1860,7.781213007262977e-09,0.0,9.154367819341758e-10
1861,7.0739455404478235e-09,0.0,8.960331143725853e-09
1862,9.487771457372673e-09,0.0,9.035972914350765e-09
1863,1.4983862706152706e-08,0.0,1.0988165932701577e-08
1864,4.794728059032138e-09,0.0,1.4384183844029508e-09
1865,8.001635798393636e-09,0.0,6.118897832863013e-09
1866,8.271541673821048e-09,0.0,1.0217786894362035e-08
1867,1.0190904120577216e-08,0.0,9.220341823379385e-09
1868,5.9278488784286765e-09,0.0,1.975949626142892e-09
1869,3.9068154267241084e-09,0.0,7.325278605918584e-09
1870,2.2936195165357276e-09,0.0,5.160643912205387e-09
1871,2.1242354542039266e-09,1.0621177271019633e-09,2.1242354542039266e-09
1872,1.2094678591978436e-09,0.0,6.047339518033823e-09
1873,7.183205141814142e-09,0.0,3.591602570907071e-09
1874,1.1949218281515073e-09,0.0,7.766991494406739e-09
1875,2.2886108563824337e-09,0.0,6.293679799540541e-09
1876,1.209202959984168e-09,0.0,8.464420275799966e-09
1877,6.184816214727107e-09,1.2369631985365004e-09,8.040260790487253e-09
1878,2.4156354694326865e-09,0.0,9.662541877730746e-09
1879,3.0546627449723474e-09,0.0,5.498392852132383e-09
1880,9.626769603698904e-09,0.0,2.5671385017744797e-09
1881,6.9725074602899895e-09,0.0,1.3945015142624584e-09
1882,3.3276925659464496e-09,0.0,3.9932310791357395e-09
1883,6.319338829996468e-09,0.0,1.7694149256897163e-08
1884,4.621187876807653e-09,6.601696966868076e-10,1.9805090900604227e-09
1885,8.379326565943757e-09,6.445635691854079e-10,5.156508553483263e-09
1886,6.453463874400711e-10,0.0,6.4534639854230136e-09
1887,1.3057849246322917e-09,0.0,2.6115698492645834e-09
1888,1.268122939990235e-09,0.0,1.9021844099853524e-09
1889,1.8795409673089125e-09,0.0,0.0
1890,6.554386478008212e-10,0.0,2.6217545912032847e-09
1891,6.374220040683554e-10,0.0,7.0116419337296065e-09
1892,3.1342561879199593e-09,0.0,3.761107425503951e-09
1893,1.2316833108982905e-09,0.0,6.774258043407144e-09
1894,2.520615716150587e-09,0.0,5.671385139294216e-09
1895,1.2037228991346183e-09,0.0,7.22233739480771e-09
1896,1.179405795248556e-09,0.0,1.179405795248556e-09
1897,1.7480140668268973e-09,0.0,2.9133566670225264e-09
1898,3.3950129374460403e-09,0.0,5.6583548957434e-10
1899,1.6582735185011188e-09,5.527578395003729e-10,4.9748205555033564e-09
1900,2.595526460424935e-09,2.07642125715779e-09,2.07642125715779e-09
1901,0.0,0.0,5.588738916095792e-10
1902,9.820567692386817e-10,0.0,9.820567470342212e-09
1903,5.400220270956879e-10,0.0,2.1600881083827517e-09
1904,7.524475265086039e-09,0.0,4.299700151477737e-09
1905,3.096455536422127e-09,0.0,3.6125313851442797e-09
1906,1.0288369267641428e-08,0.0,1.5432553013283723e-09
1907,1.5428529565042481e-09,0.0,3.599990305858114e-09
1908,1.4734167219643268e-09,0.0,1.964555629285769e-09
1909,4.950885368337765e-09,0.0,0.0
1910,1.6032452032632705e-09,0.0,1.068830135508847e-09
1911,1.5961122423746588e-09,0.0,4.25629931299909e-09
1912,1.0418842455450772e-09,0.0,1.0418842455450772e-09
1913,1.590896969716482e-09,0.0,9.015082902408267e-09
1914,6.696743715117748e-10,0.0,6.696743715117748e-10
1915,3.534228465440492e-09,0.0,8.246533234057551e-09
1916,4.394984820521586e-09,0.0,8.789969641043172e-09
1917,0.0,2.1932848870420685e-09,9.869782324756216e-09
1918,1.1486376294556067e-09,0.0,3.44591288836682e-09
1919,9.207848372660976e-10,0.0,0.0
1920,4.543339038320937e-09,0.0,0.0
1921,7.572747762196741e-09,0.0,4.543648568500203e-09
1922,2.2133805899215986e-09,0.0,1.1066902949607993e-08
1923,3.1847844361720945e-09,0.0,3.1847844361720945e-09
1924,2.578324886925998e-09,0.0,0.0
1925,7.698724546756353e-09,0.0,9.898360353588487e-09
1926,1.2260752080273107e-08,0.0,4.458455382660986e-09
1927,4.459690061686672e-09,0.0,1.0034302277972529e-08
1928,3.4278122562625413e-09,0.0,2.2852082448565625e-09
1929,5.570203187588163e-09,0.0,1.0026365515614089e-08
1930,1.0503603542488804e-09,0.0,5.251801771244402e-09
1931,0.0,0.0,0.0
1932,4.383814644626227e-09,0.0,4.383814644626227e-09
1933,0.0,0.0,4.588264879146209e-09
1934,0.0,0.0,0.0
1935,0.0,0.0,8.377798899061872e-09
1936,1.2124714565686645e-09,0.0,0.0
1937,3.777335333410292e-09,0.0,1.2591118148108649e-09
1938,5.186085783037697e-09,0.0,1.2965214457594243e-09
1939,0.0,0.0,4.588215141154706e-09
1940,2.5357829169792012e-09,0.0,0.0
1941,0.0,0.0,8.854507793643052e-09
1942,0.0,0.0,0.0
1943,2.9032352077962287e-09,0.0,0.0
1944,0.0,0.0,6.4263723231761105e-09
1945,8.714016175304096e-09,0.0,0.0
1946,1.3921104269343232e-09,0.0,5.568441707737293e-09
1947,1.1920870957027319e-09,0.0,2.3841741914054637e-09
1948,0.0,0.0,2.174377566888097e-09
1949,0.0,0.0,9.817008317369869e-10
1950,1.4889506516624351e-08,0.0,0.0
1951,2.1322803522849654e-09,0.0,6.396841278899501e-09
1952,2.1089607837865287e-09,0.0,5.272402070488624e-09
1953,3.232148326759443e-09,0.0,1.0773827385790469e-09
1954,4.886268278880834e-09,0.0,1.9545072227344917e-09
1955,2.815682353940474e-09,0.0,3.754243138587299e-09
1956,1.744228317335228e-09,0.0,3.488456634670456e-09
1957,1.7670075402875796e-09,0.0,8.835037590415595e-09
1958,8.272243445794913e-09,0.0,8.272243445794913e-10
1959,7.750747821333448e-10,0.0,7.750747821333448e-10
1960,4.152500010512483e-09,0.0,3.460416619915918e-09
1961,6.253343398654465e-09,0.0,2.779263708063695e-09
1962,1.9025869768540815e-09,0.0,0.0
1963,4.526237051827309e-09,6.466053248388448e-10,5.1728425987107585e-09
1964,0.0,0.0,0.0
1965,5.472043540510896e-09,0.0,2.73602163147757e-09
1966,3.8773522170743036e-09,0.0,4.431259803538978e-09
1967,4.930335695263466e-09,4.930335584241163e-10,4.930335584241163e-10
1968,3.5931326525240337e-09,2.245707841908029e-09,1.3474247273492779e-09
1969,4.541757636644661e-09,4.5417578031781147e-10,4.087581828571274e-09
1970,4.598724956395017e-09,4.5987250119061684e-10,0.0
1971,5.138397263237948e-09,0.0,1.541519245584766e-09
1972,2.5650734314375256e-09,0.0,5.130146862875051e-10
1973,5.513203782392395e-10,0.0,1.6539611347177186e-09
1974,1.1251143350321513e-09,0.0,1.1251143350321513e-09
1975,2.8557400888473694e-09,1.7134440533084216e-09,1.7134440533084216e-09
1976,5.713526873840635e-10,0.0,2.285410694025103e-09
1977,4.113747231748732e-09,0.0,1.7630346071939584e-09
1978,1.1881182704343018e-09,0.0,1.1881182704343018e-09
1979,0.0,0.0,2.3407893401383717e-09
1980,2.8425752862659692e-09,0.0,0.0
1981,1.8976649140967083e-09,0.0,1.8976649140967083e-09
1982,1.2415004579935385e-09,0.0,9.311253101884631e-09
1983,3.78918940668882e-09,0.0,3.789189739755727e-09
