year,mais_CONJ établir_VERB,mais_CONJ rétablir_VERB
1948,2.2830964674369625e-08,5.435943917220243e-09
1949,1.2762111145647737e-08,9.817008317369869e-10
1950,2.5524867552917385e-08,2.1270722960764488e-09
1951,2.5587363339241165e-08,0.0
1952,1.370824476154553e-08,2.1089607837865287e-09
1953,2.2625036955048472e-08,1.0773827274768166e-08
1954,1.3681551003230652e-08,2.9317608341017376e-09
1955,3.0972506337434424e-08,5.631364707880948e-09
1956,1.5698054411927842e-08,3.488456634670456e-09
1957,1.501956425897788e-08,7.951533875782957e-09
1958,2.2335057359157418e-08,5.790570245522986e-09
1959,1.705164542897819e-08,4.650448914844674e-09
1960,1.3841667145797487e-08,5.536666736194462e-09
1961,1.7370398786020758e-08,4.16889545107324e-09
1962,2.0928456301305687e-08,3.805173953708163e-09
1963,1.5518527352043066e-08,0.0
1964,1.8860302208878466e-08,1.2167936658258327e-09
1965,2.0246559984116175e-08,3.830430306273058e-09
1966,1.6617224485315774e-08,8.862519718100259e-09
1967,1.9721342781053863e-08,4.437302081328198e-09
1968,2.919420349911661e-08,4.042274071025531e-09
1969,1.725867937452108e-08,9.537691303407314e-09
1970,2.0694262747866787e-08,4.1388525939822784e-09
1971,3.339958354331429e-08,5.138397485282553e-09
1972,2.616374938924082e-08,4.1041173792777386e-09
1973,2.6463379043661917e-08,8.269805285010534e-09
1974,2.1377172032543967e-08,4.5004573956397564e-09
1975,2.227477269300948e-08,2.2845920710778955e-09
1976,2.5710870765749405e-08,5.1421741309454205e-09
1977,2.1156413954059872e-08,3.526069214387917e-09
1978,3.26732525479656e-08,6.534650598410963e-09
1979,2.0481906837233055e-08,5.851973461368232e-09
1980,1.4781391666218724e-08,1.1370301367108482e-09
1981,3.0362638625547334e-08,1.2651099057237047e-09
1982,2.6071509395819703e-08,2.483000915987077e-09
1983,2.273513732831134e-08,5.052252838311233e-09
1984,1.739702559788725e-08,5.799008495621649e-09
1985,1.6843562100632425e-08,7.82022557821449e-09
1986,2.2779045316667634e-08,7.792831269171074e-09
1987,2.0165695779894577e-08,6.721898704320495e-09
1988,1.9788627181327456e-08,1.798966087207532e-09
1989,1.8659615186322753e-08,2.7440609784434855e-09
1990,2.2339468941368068e-08,3.814055737905164e-09
1991,1.758439527321798e-08,4.68917216167597e-09
1992,1.1019888113139586e-08,3.305966445044106e-09
1993,1.772546420752974e-08,6.647048911290199e-09
1994,1.2132331139724783e-08,2.1099706426497278e-09
1995,2.1689802842672634e-08,5.964696070392961e-09
1996,2.5089033073300016e-08,5.3380921904988554e-09
1997,3.212579269273874e-08,3.3564261370244708e-09
1998,2.288702027897216e-08,9.536258449571733e-10
1999,2.4679086330081645e-08,6.398281460207045e-09
2000,2.0322945104567225e-08,5.743441056083043e-09
2001,2.365854445685045e-08,8.762423564512289e-10
2002,2.1467984723244626e-08,3.504977197366088e-09
2003,2.5001536840818517e-08,2.0834614589126943e-09
2004,2.114299890720872e-08,4.404791198453495e-09
2005,2.1167622765716487e-08,9.457874261542543e-09
2006,2.594270709366242e-08,9.059357930496503e-09
2007,3.1156940138998834e-08,3.994479413904628e-09
2008,2.171294299913029e-08,6.811903568992861e-09
2009,2.145686650578682e-08,2.860915504498962e-09
2010,1.9839930587295385e-08,3.77903447423833e-09
2011,1.606068211756906e-08,1.91198598620268e-09
2012,1.3617011074273933e-08,2.0425516833455504e-09
2013,1.812931271771845e-08,2.5102124823206395e-09
2014,1.7323561696258594e-08,3.248167845804062e-09
2015,1.9284205787784003e-08,3.103205525878394e-09
2016,1.6984988526758116e-08,4.764082239816503e-09
2017,1.811240135651815e-08,5.282783765991894e-09
2018,1.3939920329164579e-08,1.8070267504555204e-09
2019,1.5816123966061468e-08,3.826481631552525e-09
