year,mais_CONJ établir_VERB,mais_CONJ rétablir_VERB
1800,2.2009150946189493e-08,9.432493897065797e-09
1801,1.4287095284615248e-08,1.1905912700171939e-08
1802,2.2378401354217203e-08,4.475680270843441e-09
1803,4.6808142251109075e-08,3.900678446910888e-09
1804,0.0,0.0
1805,7.675769975179492e-08,2.842877711017877e-09
1806,8.645007376628655e-09,2.881669214360727e-08
1807,1.2241907043630817e-07,0.0
1808,2.4926814390369145e-08,1.5862517521725295e-08
1809,2.9367396514601296e-08,0.0
1810,7.020380277111826e-09,0.0
1811,0.0,0.0
1812,2.1337665856435706e-08,8.00162469616339e-09
1813,1.4378708446116661e-08,0.0
1814,5.3493510066005e-08,3.1466771410748606e-09
1815,2.1577788444915313e-08,5.394447111228828e-09
1816,3.012885052555703e-08,0.0
1817,2.80237220096069e-08,1.556873407970727e-09
1818,2.980294233623226e-08,3.5763532135746345e-09
1819,6.417651121637391e-08,2.173720448084282e-08
1820,3.322614716694261e-08,3.4412794391869284e-08
1821,3.747365440176509e-08,3.155676253641104e-08
1822,3.408709403629473e-08,2.105379337535851e-08
1823,3.162459771832715e-08,4.941343556552624e-09
1824,5.052667617633233e-09,9.263223965660927e-09
1825,8.805443041381977e-09,0.0
1826,2.554315514657901e-08,5.284790716153509e-09
1827,1.6591091167583727e-08,9.217273166939322e-09
1828,5.1364886566318546e-08,1.1006761724274838e-08
1829,2.0575622539098504e-08,6.001223185059246e-09
1830,2.7135772739939057e-08,2.087367190206635e-08
1831,2.338680871183385e-08,1.5591206103948707e-09
1832,2.164795120940255e-08,0.0
1833,1.737544208513242e-08,2.3167257001688313e-09
1834,9.334530925997342e-09,4.667265462998671e-09
1835,2.7227116561334697e-08,4.5378527602224494e-09
1836,3.1587526372334196e-08,0.0
1837,2.922314124020886e-08,9.045257876039159e-09
1838,9.468242634369517e-09,9.468243078458727e-09
1839,1.67795404237836e-08,1.2584655095793096e-08
1840,3.2485412138072434e-08,1.2102408297742784e-08
1841,3.852329122366882e-08,3.852329122366882e-09
1842,4.8970335342346516e-08,9.391571076378114e-09
1843,5.906910871544824e-08,1.4767277289884362e-08
1844,3.896878597586806e-08,1.4270259640625227e-08
1845,3.013323013334457e-08,5.580228057411318e-09
1846,2.0490754648605503e-08,2.9272506640865004e-09
1847,3.128069803182143e-08,4.314578916364553e-09
1848,5.551203052789333e-08,1.850401026848303e-08
1849,2.8490010350878947e-08,1.1731181359664333e-08
1850,2.0366988096043315e-08,7.467895635215882e-09
1851,2.6442698031203804e-08,6.449438760824933e-09
1852,1.888058154264627e-08,6.510545436100301e-09
1853,2.9262466227919504e-08,1.3138250265498641e-08
1854,2.8576153887627243e-08,5.195664343204953e-09
1855,2.388121700391821e-08,5.837630823180007e-09
1856,5.228960953118644e-08,7.248064815001953e-09
1857,4.00283735046969e-08,1.415637662649516e-08
1858,1.468102839297103e-08,2.4468380654951716e-09
1859,2.0877911621752787e-08,1.476730293603623e-08
1860,8.238931314963338e-09,3.204028820036342e-09
1861,2.8295782605880504e-08,1.3676294763342867e-08
1862,2.3041730301542884e-08,1.4457556096747481e-08
1863,3.046718666244175e-08,4.495158800743582e-09
1864,4.1234660130839984e-08,1.1507347075223606e-08
1865,2.4946275267723195e-08,3.765475486972036e-09
1866,2.7247432310417707e-08,1.2650593461671633e-08
1867,4.464586567110018e-08,5.338092634588065e-09
1868,2.7169307692531675e-08,2.9639244392143382e-09
1869,1.70923168951731e-08,6.836926913500463e-09
1870,3.555110250630378e-08,8.027668307875047e-09
1871,1.5931766128574054e-08,3.18635318130589e-09
1872,3.749350252491013e-08,1.4513614754463333e-08
1873,3.5317426316794354e-08,1.1972008939764578e-09
1874,1.1351757756017378e-08,5.377148060148329e-09
1875,1.602027621672164e-08,9.154443425529735e-09
1876,2.9020871039620033e-08,6.04601479992084e-10
1877,1.6699003069220453e-08,5.566334282391949e-09
1878,1.2682086270032755e-08,0.0
1879,2.565916623620268e-08,5.498392852132383e-09
1880,1.1552123035940554e-08,7.701415727368044e-09
1881,1.1853262482652838e-08,2.0917522713936876e-09
1882,2.3959386696859042e-08,1.9966155395678697e-09
1883,8.847074461915128e-09,4.423537369735442e-09
1884,1.4523733327109767e-08,1.9805090900604227e-09
1885,2.32042891568085e-08,1.933690763067375e-09
1886,2.0005737955131053e-08,1.355227396970804e-08
1887,2.8074376157150027e-08,2.6115698492645834e-09
1888,2.536245835571549e-08,9.510921827882157e-09
1889,1.4409814674820609e-08,4.385595775424633e-09
1890,1.6385966916665495e-08,5.243509182406569e-09
1891,8.286485941866317e-09,5.099376032546843e-09
1892,6.8953636134239105e-09,8.149066088591894e-09
1893,2.155445777418663e-08,4.926733243593162e-09
1894,2.0164926173293907e-08,0.0
1895,9.027921521465032e-09,8.426060293942328e-09
1896,1.47425724961181e-08,7.66613794667137e-09
1897,3.029891004757701e-08,8.740070001067579e-09
1898,7.92169685404076e-09,2.26334195829736e-09
1899,2.65323762960179e-08,0.0
1900,1.7649581240952728e-08,3.6337372000261325e-09
1901,2.179608182828474e-08,3.912117296778206e-09
1902,1.1293652679711386e-08,5.89234061543209e-09
1903,3.18613002647794e-08,1.6200660812870638e-09
1904,2.3648349944949132e-08,0.0
1905,1.4966201167254667e-08,5.160759153355343e-09
1906,1.7490227044447693e-08,4.115347507216427e-09
1907,2.4171363577352167e-08,0.0
1908,1.8172139570893364e-08,4.911389073214423e-09
1909,2.475442606453271e-08,1.1001967115120692e-09
1910,2.4583092450569666e-08,6.947395991829808e-09
1911,2.1813533424008824e-08,1.2236860191805476e-08
1912,2.3442396024364598e-08,1.5628263128064646e-09
1913,2.3333155407812e-08,2.6514948014977335e-09
1914,1.2723813114234872e-08,6.696743715117748e-10
1915,2.473960047932877e-08,1.295883844676382e-08
1916,1.648119329900055e-08,5.493730803607377e-09
1917,2.7416061421092763e-08,4.3865698851064394e-09
1918,3.44591288836682e-08,6.89182577673364e-09
1919,1.2890987943769971e-08,3.6831393490643904e-09
1920,1.3630017114962811e-08,7.572231730534895e-10
1921,1.2873671018098776e-08,0.0
1922,1.1066902949607993e-08,5.164555005876537e-09
1923,1.8047111804975202e-08,2.1231896241147297e-09
1924,2.0626598873363378e-08,2.578324886925998e-09
1925,1.319781373076978e-08,4.399271169575059e-09
1926,1.7833821530643945e-08,3.3438415369957397e-09
1927,1.0034302500017134e-08,3.344767462998277e-09
1928,2.9707707405179917e-08,4.5704163786908225e-09
1929,3.2307178043922136e-08,2.2280812750352652e-09
1930,2.5208648168906223e-08,1.0503603542488804e-09
1931,2.3951248984133144e-08,0.0
1932,1.4247397261968331e-08,2.1919073223131136e-09
1933,3.211785504220188e-08,8.02946331646126e-09
1934,1.0783422155213884e-08,0.0
1935,1.795242621227544e-08,1.0771455727365264e-08
1936,1.9399543305098632e-08,2.424942913137329e-09
1937,2.7700459703794422e-08,5.0364472592434595e-09
1938,2.463390735840676e-08,5.186085783037697e-09
1939,2.5999885799876665e-08,1.5294050470515685e-09
1940,1.5214697723919812e-08,1.2678914806940611e-08
1941,1.7709016475464523e-08,0.0
1942,1.517105907566929e-08,3.034211770724937e-09
1943,1.7419411690866582e-08,0.0
1944,2.2492303131116387e-08,6.4263723231761105e-09
1945,2.83205521256491e-08,1.5249527862692958e-08
1946,2.9234318077442367e-08,2.7842208538686464e-09
1947,8.344609669919123e-09,4.7683483828109274e-09
