year,des_DET oies_NOUN,des_DET rois_NOUN
1800,3.772997354545282e-07,4.986645066651363e-06
1801,4.643306181772999e-07,5.94819393029411e-06
1802,4.1400042505301826e-07,5.346199884570524e-06
1803,4.5442904728076883e-07,5.269816384156911e-06
1804,3.3617172467970136e-07,5.925026499653541e-06
1805,4.0368864784312564e-07,6.009843531273873e-06
1806,1.9595349609602408e-07,4.96511594860749e-06
1807,2.9893028363758845e-07,4.634842952100371e-06
1808,2.809931678449118e-07,5.572275775023172e-06
1809,5.195770000909761e-07,4.545169360881118e-06
1810,3.9314129374190543e-07,5.049993774264294e-06
1811,3.183987451471637e-07,5.776304703886126e-06
1812,1.520308643421231e-07,4.307541395576209e-06
1813,2.0705340375570813e-07,4.503411417999814e-06
1814,3.27254436438551e-07,7.042263689527317e-06
1815,2.751168040049379e-07,5.699233454947716e-06
1816,2.2248996955909206e-07,4.836839252675418e-06
1817,1.9149542329621738e-07,7.012158022234871e-06
1818,3.31408723130977e-07,6.79626309363357e-06
1819,2.1944226169523517e-07,7.379263564644134e-06
1820,2.385162769513727e-07,6.070891799936362e-06
1821,2.790801291174816e-07,7.736337508390534e-06
1822,2.1254305693219067e-07,6.477550201111626e-06
1823,2.15442573114899e-07,5.569882205236354e-06
1824,1.5158002586446173e-07,6.308255450448996e-06
1825,2.4391076713925486e-07,6.963344389987469e-06
1826,2.3164998708136153e-07,6.56194825410239e-06
1827,2.2582319425534791e-07,5.757108823445378e-06
1828,2.1830077412410276e-07,5.39881654049168e-06
1829,2.3490502504275312e-07,5.833188772896847e-06
1830,2.536151120224872e-07,5.936472192047404e-06
1831,3.3053355763534853e-07,5.274505198826773e-06
1832,2.1783250325757564e-07,5.246922299306789e-06
1833,3.475088590221276e-07,5.492956418606809e-06
1834,2.623003139134994e-07,5.792076620991793e-06
1835,2.6243915129953166e-07,6.328035695446488e-06
1836,2.473235943822871e-07,5.891409585956353e-06
1837,2.9710193816256947e-07,5.1711046751279355e-06
1838,2.1650715620324945e-07,6.116484684071111e-06
1839,2.481973737644694e-07,5.002400371267868e-06
1840,1.9427551034567614e-07,5.201487809358696e-06
1841,2.2471919214339664e-07,4.286358432636916e-06
1842,2.508891068231378e-07,4.848063262841151e-06
1843,1.8665839540688012e-07,5.520008372172924e-06
1844,2.3820356265247256e-07,5.256395311903361e-06
1845,2.985421990731041e-07,4.836383425299573e-06
1846,1.8266044810033577e-07,5.341646996726013e-06
1847,2.3244794267185398e-07,4.569138951637797e-06
1848,2.260707319123867e-07,4.564858897992963e-06
1849,1.9188860278518405e-07,3.848665343753055e-06
1850,1.8058729089887038e-07,4.582572486810932e-06
1851,2.4636856132964624e-07,4.441083461870221e-06
1852,1.5950836518285882e-07,4.219484580403332e-06
1853,2.573902571079145e-07,5.232009506528357e-06
1854,1.8860262152031737e-07,4.197057890564793e-06
1855,2.2819829226250476e-07,4.724766121455559e-06
1856,1.8948512314764798e-07,4.422354926703065e-06
1857,1.6694761151292425e-07,4.229827759161253e-06
1858,1.942789422115787e-07,4.418010512097226e-06
1859,2.2762014584287726e-07,4.204607478186517e-06
1860,2.1970482655397916e-07,4.5872537839386496e-06
1861,2.5371885348235423e-07,4.358022252404226e-06
1862,2.4442305335270476e-07,4.353531785739051e-06
1863,2.3075147836948418e-07,4.896726423453401e-06
1864,2.1672170014142011e-07,4.065929211094499e-06
1865,2.1557346707723468e-07,4.5020966865649825e-06
1866,1.761351877682671e-07,4.060353937518357e-06
1867,2.4167001555497336e-07,3.7191946162806744e-06
1868,2.4402978426874e-07,3.4045610988187036e-06
1869,2.1389813420480408e-07,3.839911016711994e-06
1870,2.2534811972008129e-07,3.580913421785681e-06
1871,2.2729319937297987e-07,2.807177217789558e-06
1872,2.2737995664101618e-07,3.7378603252591347e-06
1873,2.789478137366075e-07,3.186948745792506e-06
1874,2.168783148626119e-07,2.6706502396223186e-06
1875,2.2428386659001376e-07,3.291022494522622e-06
1876,2.4788660191177314e-07,3.420230633821575e-06
1877,2.5172201389978e-07,4.171658318341542e-06
1878,2.451869884900759e-07,3.3275378825692314e-06
1879,2.107717258503783e-07,2.996013151346233e-06
1880,2.2205747929326947e-07,3.2718180378310535e-06
1881,2.175422397776572e-07,2.5658826956487246e-06
1882,2.549012436681153e-07,2.8638121278845574e-06
1883,2.6414836507004935e-07,2.815897421015734e-06
1884,2.983967073433291e-07,2.812983105116018e-06
1885,1.946581920653223e-07,2.529912116244759e-06
1886,2.110282685263698e-07,2.6439842173431316e-06
1887,2.5136359083077764e-07,2.31646252402129e-06
1888,2.390411708574902e-07,2.362513043863146e-06
1889,2.1802676442028712e-07,2.5705856394608873e-06
1890,2.3005895988248426e-07,2.0410359020672786e-06
1891,2.2692223011766544e-07,2.2864326822968906e-06
1892,2.0811460554881478e-07,2.545642779239188e-06
1893,2.1492873392148226e-07,2.429495360445344e-06
1894,2.0290956026514095e-07,2.2074292900242654e-06
1895,1.7273423869035298e-07,2.1594788819356836e-06
1896,1.8929463729833174e-07,2.0327059040425866e-06
1897,2.1442305975227782e-07,1.9298075315532515e-06
1898,1.8559404235674037e-07,2.0471928152687724e-06
1899,2.2884174910586808e-07,2.095505010402121e-06
1900,2.2944454647344514e-07,2.0265871292224347e-06
1901,1.5201369540918108e-07,1.729155762575374e-06
1902,1.5663804786569813e-07,1.5207149424156796e-06
1903,1.8900771436847208e-07,2.017522328756627e-06
1904,1.795124813241955e-07,2.0246212990571166e-06
1905,2.1417150541935825e-07,1.7582706313135077e-06
1906,2.1142598782830646e-07,1.6826627806665329e-06
1907,2.0571374115263552e-07,1.829823643717532e-06
1908,2.3329098497448797e-07,1.734211451775991e-06
1909,2.06286882686868e-07,1.874185048933441e-06
1910,2.3353938516379458e-07,1.8218209092424331e-06
1911,1.5961122912244718e-07,1.8025427976908759e-06
1912,1.963951848926726e-07,1.9993758897385305e-06
1913,2.0310450832283777e-07,1.6948355074930532e-06
1914,2.05590032109626e-07,1.8054420820590167e-06
1915,2.2265640298169131e-07,1.4172256079802992e-06
1916,2.0326804528458808e-07,1.5250597442673097e-06
1917,2.006855638336802e-07,1.7348883964984907e-06
1918,1.780388352301543e-07,1.479445227658971e-06
1919,1.556126307811212e-07,1.604007158206855e-06
1920,2.0672191913817528e-07,1.592440302289333e-06
1921,1.8098865894877747e-07,1.3396190645664774e-06
1922,1.9403969986342418e-07,1.64306626437849e-06
1923,1.7940952901085438e-07,1.911932304921038e-06
1924,1.753260949755031e-07,1.9840210221389043e-06
1925,2.144644692947395e-07,1.8223981079756868e-06
1926,1.905989606143521e-07,1.9249380933672455e-06
1927,1.97341287533348e-07,2.117237862364618e-06
1928,1.999557204257485e-07,1.5505138541982433e-06
1929,1.7267630436634818e-07,1.7356752763930672e-06
1930,1.2709360419638216e-07,1.8087204853856065e-06
1931,1.6081552534075172e-07,1.4929612248693047e-06
1932,1.3699420930990414e-07,1.2987050688195723e-06
1933,1.9156006159093408e-07,1.3810677348402578e-06
1934,1.833181748622792e-07,1.682213845555225e-06
1935,1.555876947278989e-07,1.625292945561796e-06
1936,1.4549657834095342e-07,1.6477487001509417e-06
1937,1.4353875066319688e-07,1.4731608324325407e-06
1938,1.8669909152002617e-07,1.5428605415479524e-06
1939,1.6058752638770102e-07,1.443758350205826e-06
1940,1.5721854085271048e-07,1.4732899167313462e-06
1941,3.099077856560939e-07,1.7413865229798375e-06
1942,1.9115534288793867e-07,1.88727977246117e-06
1943,2.5548469428926524e-07,2.1222649806418303e-06
1944,1.8636479559575037e-07,1.908632587088732e-06
1945,1.655663024457965e-07,1.5598088580759395e-06
1946,1.8654280431462666e-07,1.7484906749132278e-06
1947,1.5497132821451487e-07,1.690379523466845e-06
1948,1.5764236893645034e-07,1.5101052461830022e-06
1949,1.4431001538195432e-07,1.460770864269989e-06
1950,1.8611882524055545e-07,1.954779413892993e-06
1951,1.7271470653668075e-07,1.7047581089002506e-06
1952,1.4868173003890206e-07,1.293847457617403e-06
1953,2.090122475095768e-07,1.3370319571492928e-06
1954,1.6515585476994943e-07,1.466857671772459e-06
1955,1.4735403697230254e-07,1.2905210446945148e-06
1956,1.447709490065563e-07,1.3570096655257657e-06
1957,1.6433170024754418e-07,1.4118389906059292e-06
1958,1.5055483104653433e-07,1.3955275139920786e-06
1959,1.8601795304107327e-07,1.3811832495491672e-06
1960,1.6333167007775984e-07,1.3101137312787614e-06
1961,1.8412622465602269e-07,1.6890975729211277e-06
1962,1.3888884398127743e-07,1.5728051891983341e-06
1963,1.5065903680167025e-07,1.5803033832639812e-06
1964,1.8981980876020543e-07,1.7795606872539338e-06
1965,1.4665075670494687e-07,1.626291300738103e-06
1966,1.5287846633071922e-07,1.5237994936967425e-06
1967,1.0846737996672573e-07,1.7719626406176303e-06
1968,1.4642015400134767e-07,1.846421024964684e-06
1969,1.8348700825399078e-07,1.5828025716757566e-06
1970,1.292241685324491e-07,1.6702569176629822e-06
1971,1.8755150177351965e-07,1.441834285742516e-06
1972,1.2671462146229828e-07,1.4718391945223175e-06
1973,1.2735500609650785e-07,1.3617613490168878e-06
1974,1.3895161798949118e-07,1.37038923497812e-06
1975,1.1537190047761214e-07,1.4335815059496326e-06
1976,1.3826734579502897e-07,1.224408830324819e-06
1977,1.53384004442092e-07,1.1630150815733487e-06
1978,1.5207913484083235e-07,1.4340587171091101e-06
1979,1.3576577662099965e-07,1.4904975600416037e-06
1980,1.3928618591840802e-07,1.3411270334273695e-06
1981,1.448550888683009e-07,1.2594169103152808e-06
1982,1.4463480058068967e-07,1.3712371931262624e-06
1983,1.0925496984892646e-07,1.1670703639055091e-06
1984,1.6121243034961097e-07,1.2525858608114504e-06
1985,1.3354538586085596e-07,1.2542438874163508e-06
1986,1.1569356783702744e-07,1.3271790635371872e-06
1987,1.3504905882477658e-07,1.3199364161664562e-06
1988,1.3132452536535055e-07,1.216101086498611e-06
1989,1.388494883514113e-07,1.3270279914934235e-06
1990,1.482033047395248e-07,1.372515235686933e-06
1991,1.6587946483070937e-07,1.278385585834485e-06
1992,1.6089037568889353e-07,1.3328555361624694e-06
1993,1.5952916765371583e-07,1.2945127707553183e-06
1994,1.5455535029573753e-07,1.251212548680769e-06
1995,1.6538474323368746e-07,1.31819777493547e-06
1996,1.4306086804083407e-07,1.3062311126077475e-06
1997,1.246672529653381e-07,1.4001092250026659e-06
1998,1.5162651001432437e-07,1.3450892915045642e-06
1999,1.3710602941863215e-07,1.3993955541025116e-06
2000,1.3828438072405191e-07,1.474738901663386e-06
2001,1.5903799188698997e-07,1.4528098049026994e-06
2002,1.8313505278921838e-07,1.4712141869210882e-06
2003,1.6501014521441704e-07,1.3563334384514292e-06
2004,1.4932242076159952e-07,1.282675196279115e-06
2005,1.5132599084921594e-07,1.3403158600766574e-06
2006,1.6512738998386567e-07,1.3140186325699688e-06
2007,1.4340181364591587e-07,1.5302850826515169e-06
2008,1.8008970226190968e-07,1.319806344213248e-06
2009,1.8738996199196833e-07,1.3679944572686509e-06
2010,1.9603741474583103e-07,1.1663045249576953e-06
2011,2.661484601595987e-07,1.1728122260024065e-06
2012,2.6042533352033104e-07,1.3082542693609867e-06
2013,2.8058596573954375e-07,1.277977045077705e-06
2014,2.6743247116822744e-07,1.574711745888635e-06
2015,3.189651867074872e-07,1.5402982320722458e-06
2016,2.730026037733868e-07,1.625587714215726e-06
2017,2.098019905583115e-07,1.2965460882696789e-06
2018,2.689888269902241e-07,1.3108688285967673e-06
2019,2.9361868286725823e-07,1.5532964532383176e-06
