year,pas_ADV emporté_VERB,pas_ADV remporté_VERB
1800,7.231578535993322e-08,4.4018303668735825e-08
1801,2.1906879510424915e-07,8.096020565062645e-08
1802,8.727576528144709e-08,1.0070280609397742e-07
1803,7.021220937986072e-08,6.046051481689574e-08
1804,1.60670310833666e-07,5.6852570651244605e-08
1805,7.107194477384837e-08,2.842877755426798e-08
1806,1.3255677799861587e-07,5.4751712497136396e-08
1807,1.0533734240425474e-07,4.555128185756985e-08
1808,8.157866204783204e-08,2.7192887941396293e-08
1809,9.93973401364201e-08,3.388545621874073e-08
1810,1.5678848797051614e-07,7.722418615685456e-08
1811,4.763445815569867e-08,1.2033967777824728e-07
1812,8.268345652595599e-08,9.068507722531649e-08
1813,7.189353823378042e-08,7.764502640839055e-08
1814,5.97868634599763e-08,5.97868634599763e-08
1815,6.47333635583891e-08,7.552225866902518e-08
1816,1.0197457100957763e-07,3.476405652236281e-08
1817,1.6969920579867903e-07,4.514932783195036e-08
1818,1.81201897930805e-07,6.199012148044858e-08
1819,9.522965882524659e-08,4.0369094733705424e-08
1820,1.1747816586193949e-07,4.746592452420373e-08
1821,1.5285306176338054e-07,5.9168929311681495e-08
1822,1.2030739071633434e-07,3.308453244699194e-08
1823,1.393458859411112e-07,2.569498569471307e-08
1824,1.2968513374289614e-07,4.126345132249298e-08
1825,1.5937851571834472e-07,1.4969252504215547e-08
1826,8.191425138193154e-08,5.19671061738336e-08
1827,1.0323346089080587e-07,5.7147094167930845e-08
1828,1.1190207516165174e-07,2.7516904310687096e-08
1829,1.285976338749606e-07,6.687077558353849e-08
1830,9.810625556383457e-08,4.696576283436116e-08
1831,1.1381580122815649e-07,1.091384405071949e-07
1832,1.0688675899928057e-07,6.22378593106987e-08
1833,1.332117278707301e-07,3.01174338801502e-08
1834,1.3161688627860713e-07,2.333632664885954e-08
1835,1.5882484660778573e-07,3.781543966852041e-08
1836,1.3508707752407645e-07,8.400937900887584e-08
1837,1.3707045809496776e-07,6.122944284925325e-08
1838,1.4770458278690057e-07,5.112851297894849e-08
1839,1.3353717065456294e-07,6.781731087812659e-08
1840,1.2866770759956125e-07,5.350538501147639e-08
1841,1.643660425543203e-07,2.118781061710706e-08
1842,1.1202802596699257e-07,4.092041550052272e-08
1843,1.5121692342745519e-07,4.4892523476391943e-08
1844,1.635591218018817e-07,4.9945906965831455e-08
1845,1.0769839775548462e-07,4.1293688468613254e-08
1846,1.4987523400122882e-07,2.1076203893244383e-08
1847,1.3698787881821772e-07,4.0449176452739266e-08
1848,1.7940844543318235e-07,2.252662056889676e-08
1849,2.002680190571482e-07,5.027649052635752e-08
1850,1.8126618783753656e-07,2.4440385715251978e-08
1851,1.4511236656744586e-07,3.5471913406581734e-08
1852,1.490914911528307e-07,2.8646400807019745e-08
1853,1.8094954157277243e-07,3.1054046445433414e-08
1854,1.3456771341679996e-07,3.013485283531736e-08
1855,1.6292297289055568e-07,2.812676669350367e-08
1856,1.7343583635920368e-07,6.523258377910679e-08
1857,1.923314556506739e-07,4.8326938895115745e-08
1858,2.0504502629137278e-07,3.3766365703513657e-08
1859,1.2934120263707882e-07,4.4811123700583266e-08
1860,1.8949540958601574e-07,6.911547956178765e-08
1861,1.4760966848825774e-07,3.159695793897299e-08
1862,2.3041729946271516e-07,4.789065499721801e-08
1863,1.8480096741768648e-07,4.994620894649415e-08
1864,1.7213073988386896e-07,5.370095124135332e-08
1865,1.694463946932956e-07,3.3418594114209554e-08
1866,1.6251146917056758e-07,3.6978658357611494e-08
1867,1.6839256034018035e-07,4.658699026549584e-08
1868,1.1806299227146155e-07,2.667531973088444e-08
1869,1.4943569226488762e-07,4.49283774628384e-08
1870,1.7259486639886745e-07,5.676708170199163e-08
1871,1.5931766483845422e-07,6.160282595146782e-08
1872,1.4936928494080348e-07,4.112190765681589e-08
1873,1.1014248002538807e-07,3.412022664406322e-08
1874,1.410007826052606e-07,3.345781252050983e-08
1875,1.9682053675751376e-07,4.4627910256167524e-08
1876,1.9407707441132516e-07,3.748529309177684e-08
1877,1.57094319774842e-07,3.587193120324628e-08
1878,1.1232705077190985e-07,4.046189516770937e-08
1879,1.4662380465324532e-07,4.3376211067425174e-08
1880,1.450433302352394e-07,3.7223507831640745e-08
1881,1.65945678531898e-07,4.113779539238749e-08
1882,1.5107724493645946e-07,4.19289278852375e-08
1883,1.529279956002938e-07,5.434631589196215e-08
1884,1.3533478693261713e-07,5.545425452169184e-08
1885,1.1666600840953834e-07,4.1252068427866107e-08
1886,1.400401714590771e-07,4.323820945728585e-08
1887,1.1621485640489482e-07,5.092561039532484e-08
1888,1.3949352251074743e-07,3.297119732792453e-08
1889,1.4535116577008012e-07,5.7012744747453326e-08
1890,1.2191158305085992e-07,3.736000309118026e-08
1891,1.4851933372028725e-07,2.8683990294098294e-08
1892,1.429220759519012e-07,3.63573704476039e-08
1893,1.4841783979591128e-07,6.651089989873071e-08
1894,1.651003316283095e-07,2.9617234886814003e-08
1895,1.239834546140628e-07,3.7315409429083957e-08
1896,1.3740077520196792e-07,3.3023361822870356e-08
1897,1.3751044036780513e-07,3.3212266714599536e-08
1898,1.1882545436492364e-07,3.904265000187479e-08
1899,1.7743526825597655e-07,2.984892333302014e-08
1900,1.3756290684341366e-07,2.0245106924221545e-08
1901,1.0506828829193182e-07,2.9061443029831935e-08
1902,1.0262493077561885e-07,2.356936334990678e-08
1903,1.3230540218955866e-07,4.266173903033632e-08
1904,1.3275324306505354e-07,3.3860139581065596e-08
1905,1.3159935008388857e-07,3.560923644840841e-08
1906,1.0597020150271419e-07,3.0865106026567446e-08
1907,1.4554247229625616e-07,4.525702124169584e-08
1908,1.591290015312552e-07,2.553922229253658e-08
1909,1.3257370312658168e-07,4.2357573448725816e-08
1910,1.2184663944481144e-07,4.702852507421085e-08
1911,1.2715693742393341e-07,3.6178544604581475e-08
1912,1.458637939322216e-07,3.3861237369592345e-08
1913,1.0605979383626618e-07,4.666630815108874e-08
1914,1.171930179566516e-07,5.6922321078900495e-08
1915,1.4608144738303963e-07,7.775302890422608e-08
1916,1.4063951425669075e-07,8.020847275247434e-08
1917,1.414668702182098e-07,3.61891991929042e-08
1918,1.734442776069045e-07,4.9391417178412667e-08
1919,1.3443458612982795e-07,3.1306683467846597e-08
1920,1.3402849674548634e-07,3.558949046578164e-08
1921,1.3100853379910404e-07,5.300923078266351e-08
1922,1.0919344362037009e-07,4.279202414636529e-08
1923,1.5711603396084683e-07,5.732611896291928e-08
1924,1.366512236700146e-07,3.0939897754933554e-08
1925,1.6057339280450833e-07,4.3992713472107425e-08
1926,2.01745109507101e-07,3.343841470382358e-08
1927,1.5943390963002457e-07,4.3481975353643065e-08
1928,1.1768822361091225e-07,4.4561559775502246e-08
1929,1.2922870951115328e-07,3.0079096546842266e-08
1930,1.2814396654903248e-07,4.516549623190258e-08
1931,1.2659945980431075e-07,4.219981875053236e-08
1932,1.4137802395453036e-07,4.055028668403793e-08
1933,1.45677404361777e-07,4.473558234963093e-08
1934,1.605531707582486e-07,3.5944740517379614e-08
1935,8.497481474023516e-08,2.2739740757060645e-08
1936,1.1397231958198972e-07,5.092380206406233e-08
1937,1.4731608644069638e-07,3.021868266728234e-08
1938,1.7762343418326054e-07,5.186085871855539e-08
1939,1.575287171817763e-07,3.8235125288110794e-08
1940,1.0903866609623947e-07,4.81798743123818e-08
1941,1.0920559390115159e-07,5.017554371988808e-08
1942,1.0316320242509391e-07,7.888950648293758e-08
1943,1.2774235358392616e-07,6.096794180621146e-08
1944,1.317406344014671e-07,6.7476911169706e-08
1945,1.895298566978454e-07,7.84261473540937e-08
1946,1.5174003920037649e-07,4.5939643200654245e-08
1947,1.5616340931501327e-07,6.318061451793255e-08
1948,1.141548224836697e-07,3.8051606310318675e-08
1949,1.4529172176480643e-07,5.104844191805569e-08
1950,1.5633980865459307e-07,4.0414374069541736e-08
1951,1.7378084748997935e-07,3.838104589704017e-08
1952,1.5289965915599169e-07,2.4253049346611988e-08
1953,1.799229210064368e-07,3.44762476345295e-08
1954,1.7492840242994134e-07,4.397641362174909e-08
1955,1.4172267981393816e-07,3.003394510869839e-08
1956,1.482594029766915e-07,3.488456457034772e-08
1957,1.5019564614249248e-07,4.682570065028813e-08
1958,1.4310981555354374e-07,3.6397871383542224e-08
1959,1.5268973641013872e-07,3.797866554577922e-08
1960,1.377245837375085e-07,3.0451666077624395e-08
1961,1.445217066020632e-07,2.709782087606527e-08
1962,1.6045149209276133e-07,4.6296282363300634e-08
1963,1.4031336093012214e-07,5.560805860227447e-08
1964,1.4905722878211236e-07,4.380457241381919e-08
1965,1.5978366718627512e-07,5.8003660541317004e-08
1966,1.567558172155259e-07,4.265087483190655e-08
1967,1.4396579217645922e-07,5.324762497593838e-08
1968,1.2710707153473777e-07,5.2549566476045584e-08
1969,1.2353581269053393e-07,4.859681013158479e-08
1970,1.3244327590200555e-07,3.954903604608262e-08
1971,1.2332154142313811e-07,3.853797991837382e-08
1972,1.2004544203136902e-07,4.2580218462262565e-08
1973,1.3286820887969952e-07,5.458071683506205e-08
1974,1.2207490840410173e-07,3.994155761688489e-08
1975,1.0851812248802162e-07,4.740528680713396e-08
1976,1.165559453397691e-07,5.256444879364608e-08
1977,1.3222759775999293e-07,3.937443793233797e-08
1978,1.3544548949084856e-07,4.396037667220298e-08
1979,1.357657879452745e-07,3.745262944221395e-08
1980,1.4553985749898857e-07,3.240536017301565e-08
1981,1.7078983205465192e-07,3.921840630027873e-08
1982,1.2477079280870385e-07,4.593551850007316e-08
1983,1.2693784867678914e-07,4.9890996223211914e-08
1984,1.246786780484399e-07,4.871167291753409e-08
1985,1.323422793575446e-07,6.797580454076524e-08
1986,1.3367701967581525e-07,6.474044056403727e-08
1987,1.3016040156799136e-07,4.766437200487417e-08
1988,1.7150144060451566e-07,4.137622156008547e-08
1989,1.4927692859600938e-07,4.280735410588932e-08
1990,1.313124897706075e-07,6.374921923679722e-08
1991,1.389167323395668e-07,3.8099525312418336e-08
1992,1.4711551443724602e-07,5.895640242670197e-08
1993,1.4457332042638882e-07,4.4867579873653085e-08
1994,1.2343328137376375e-07,4.747434090290881e-08
1995,1.3989922820201173e-07,4.5006341764519675e-08
1996,1.4306087336990458e-07,5.87190136513982e-08
1997,1.4240836776480137e-07,4.938741327009666e-08
1998,1.554410147264207e-07,4.72044803245808e-08
1999,1.4578941431864223e-07,4.0217770447270595e-08
2000,1.3563357015300426e-07,3.887867805474343e-08
2001,1.4282750271377154e-07,4.1183390919741214e-08
2002,1.463327947703874e-07,4.8631559224077137e-08
2003,1.3917522778683633e-07,6.042038336318001e-08
2004,1.4579859453078825e-07,5.8143243109043397e-08
2005,1.4096735867497046e-07,5.134274516649384e-08
2006,1.7953999531528098e-07,5.47679341877938e-08
2007,1.9133557316308725e-07,5.6322161157140727e-08
2008,1.7114906825099752e-07,4.725757918322415e-08
2009,1.902508870443853e-07,4.577464807198339e-08
2010,2.064297603965315e-07,6.140930963738356e-08
2011,2.424398246603232e-07,6.691951170978427e-08
2012,2.988933829328744e-07,7.693611081549534e-08
2013,3.104296126821282e-07,7.251725264723063e-08
2014,3.5729846104004537e-07,8.488544978035861e-08
2015,3.1652697884965164e-07,1.0528733440651195e-07
2016,3.388712173091335e-07,7.125409950958783e-08
2017,3.1143267165134603e-07,7.34558511794603e-08
2018,3.3068587868001487e-07,7.486253394972664e-08
2019,3.0331244715853245e-07,1.3596765313650394e-07
