year,nos_DET ondes_NOUN,nos_DET rondes_NOUN
1888,6.974675947901687e-09,3.804368819970705e-09
1889,9.397704836544563e-09,1.0024218788373673e-08
1890,5.898947996740844e-09,2.6217545912032847e-09
1891,0.0,1.2748440525456317e-08
1892,1.2537024751679837e-09,9.402768119670668e-09
1893,6.158416554491453e-10,6.158416498980301e-09
1894,2.520615716150587e-09,2.520615716150587e-09
1895,2.4074457982692365e-09,1.625025980445116e-08
1896,1.7691086373616827e-09,3.5382172747233653e-09
1897,0.0,5.826713556089658e-10
1898,1.13167097914868e-09,5.6583546736987955e-09
1899,5.527578395003729e-10,7.185851913504848e-09
1900,0.0,1.038210628578895e-09
1901,2.235495566438317e-09,4.470991243898936e-09
1902,1.9641135384773634e-09,1.0311595854961553e-08
1903,1.1880484152015924e-08,5.400220270956879e-10
1904,3.7622376325430196e-09,7.524475265086039e-09
1905,1.2385822145688508e-08,1.5482277682110634e-09
1906,3.0865106026567446e-09,7.716276506641861e-09
1907,4.114274698707732e-09,6.685696440911215e-09
1908,5.40252820258047e-09,6.875944702500192e-09
1909,5.500983557560346e-10,1.4852655993990993e-08
1910,1.0688301133043865e-08,8.01622590529405e-09
1911,1.0640748282497725e-09,3.7242617878519013e-09
1912,5.209421227725386e-10,2.031674206648404e-08
1913,2.6514948014977335e-09,6.893886794756554e-09
1914,1.3393487430235496e-09,5.357394972094198e-09
1915,3.887651445211304e-08,0.0
1916,0.0,6.592477008737774e-09
1917,3.289927441585405e-09,6.57985488317081e-09
1918,1.1486376294556067e-09,5.743188147278033e-09
1919,0.0,2.025726569820918e-08
1920,0.0,1.8930579770426448e-08
1921,1.5902768879527684e-08,9.087297137000405e-09
1922,6.640141769764796e-09,1.1804696775641332e-08
1923,1.0615948564662858e-08,4.246379248229459e-09
1924,3.867487330388997e-09,5.156649662829693e-09
1925,6.598906754362588e-09,1.6497266663861865e-08
1926,4.458455382660986e-09,4.458455382660986e-09
1927,7.804457635707251e-09,2.2298449753321847e-09
1928,7.998228634953364e-09,3.4278122562625413e-09
1929,7.798284684668033e-09,5.570202965543558e-09
1930,1.5755405202710904e-08,8.402882945013346e-09
1931,5.7026783295555106e-09,4.904303185782055e-08
1932,1.3151444377967891e-08,2.301502632917618e-08
1933,1.261772819560747e-08,4.588264879146209e-09
1934,2.875579241390369e-08,5.990790086229936e-09
1935,1.0771455727365264e-08,4.787313656606784e-09
1936,3.6374143697059935e-09,1.091224355320719e-08
1937,6.295559185076627e-09,3.777335444432595e-09
1938,1.1668693011834819e-08,5.186085783037697e-09
1939,1.3764645423464117e-08,1.070583532936098e-08
1940,1.0143131667916805e-08,5.0715658339584024e-09
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,1.2136847082899749e-08
1943,0.0,2.6129116648121453e-08
1944,0.0,6.4263723231761105e-09
1945,2.832055301382752e-08,1.089252066321933e-08
1946,5.568441707737293e-09,2.7842208538686464e-09
1947,7.152522574216391e-09,5.960435700558264e-09
1948,9.784699273041042e-09,1.4133454406817236e-08
1949,1.3743811422273211e-08,8.835307485632882e-09
1950,1.701657836861159e-08,8.508289184305795e-09
1951,1.4925962799061665e-08,1.1727541604500402e-08
1952,5.272402070488624e-09,8.435843135146115e-09
1953,1.0773827163745864e-08,5.386913581872932e-09
1954,5.863521668203475e-09,6.840775057526116e-09
1955,1.407841132561316e-08,1.1262729415761896e-08
1956,5.232684952005684e-09,9.593255301254544e-09
1957,1.5903067307476704e-08,2.6505113659425206e-09
1958,1.4062813857851353e-08,2.481673033738474e-09
1959,9.300897829689347e-09,6.200598257066758e-09
1960,4.152500121534786e-09,3.460416619915918e-09
1961,1.0422239238305764e-08,4.16889545107324e-09
1962,5.707760764028791e-09,4.4393695941558065e-09
1963,1.0345684975376912e-08,7.1126584622049904e-09
1964,6.6923653285755336e-09,2.4335873316516654e-09
1965,6.5664522708175355e-09,9.849678406226303e-09
1966,1.7725039880289728e-08,9.970334224895794e-09
1967,1.0846737952263652e-08,8.874604162656397e-09
1968,2.470278681609983e-08,9.88111459321317e-09
1969,9.537691525451919e-09,3.1792304344691047e-09
1970,9.657322941336588e-09,5.518470125309705e-09
1971,6.679916730867319e-09,4.624557625731995e-09
1972,1.4364411160538992e-08,4.104117490300041e-09
1973,1.764225276978948e-08,9.923766808306311e-09
1974,1.406392957647995e-08,4.500457340128605e-09
1975,9.709516746170266e-09,6.282628195464213e-09
1976,1.8854638628162945e-08,2.285410749536254e-09
1977,1.057820764316375e-08,1.1753564010952289e-08
1978,1.1287123347081263e-08,7.722768868845264e-09
1979,9.94835469558808e-09,5.851973239323627e-09
1980,1.5349906234973787e-08,2.8425753417771205e-09
1981,1.5813874654213578e-08,1.8976649140967083e-09
1982,1.055275355987817e-08,4.966001831974154e-09
1983,1.263063198475578e-08,6.315316158911344e-09
1984,1.9136727757995686e-08,5.219107812592938e-09
1985,1.864822929409371e-08,2.4062232206745193e-09
1986,3.177077362304104e-08,1.7983456945813714e-09
1987,3.5442738521851425e-08,7.332980445085013e-09
1988,1.798966131616453e-08,3.597932174415064e-09
1989,1.8659615741434266e-08,2.7440609784434855e-09
1990,2.1249739301509862e-08,5.44865097484859e-10
1991,2.6376593631471934e-08,1.7584396161396398e-09
1992,2.2590771697750256e-08,4.958949695321735e-09
1993,1.661762283333701e-08,5.539207315052863e-09
1994,1.898973578384755e-08,2.637463358823311e-09
1995,1.7351842629409475e-08,6.506940930517402e-09
1996,1.0676184158953106e-08,5.871901187504136e-09
1997,8.630809844589749e-09,2.876936688878118e-09
1998,1.6688452952884347e-08,3.3376904573501065e-09
1999,9.597422412355172e-09,2.2851005809787495e-09
2000,1.2370488633450805e-08,7.952456582138723e-09
2001,1.1829271784336015e-08,3.943090742808408e-09
2002,2.2782352004924178e-08,7.886198361006791e-09
2003,1.2500769308587678e-08,5.833692307000149e-09
2004,1.409533237350935e-08,2.2023955992267474e-09
2005,1.621349843272668e-08,4.503749484463526e-09
2006,1.9765871384080924e-08,5.7650457740976435e-09
2007,1.677681460421354e-08,3.595031605740928e-09
2008,1.7455502376861887e-08,5.5346713878634546e-09
2009,1.1443662017995848e-08,6.675469732542183e-09
2010,2.409134386427425e-08,3.7790344187271785e-09
2011,2.3326229725562087e-08,6.118355155848576e-09
2012,2.4170194956596447e-08,1.497871193745226e-08
2013,1.8129313383852264e-08,9.761937536101328e-09
2014,2.815078792295367e-08,7.362513543274218e-09
2015,2.3052384334754095e-08,5.984753581600444e-09
2016,2.257760667312425e-08,8.699628240016466e-09
2017,2.7420163917213358e-08,8.301517695485927e-09
2018,3.0977599596582195e-08,1.3939920329164579e-08
2019,2.9336359563814085e-08,1.1989642834109304e-08
