year,pouviez_VERB entrer_VERB,pouviez_VERB rentrer_VERB
1991,1.1722930404189924e-09,0.0
1992,0.0,0.0
1993,5.539207426075166e-10,0.0
1994,1.5824779264761446e-09,5.274926606624319e-10
1995,0.0,0.0
1996,5.338092190498855e-10,0.0
1997,1.917957792585412e-09,0.0
1998,2.86087753487152e-09,1.43043876743576e-09
1999,4.570201161957499e-10,9.140402323914998e-10
2000,2.6508188977203417e-09,8.836062992401139e-10
2001,2.190605918883648e-09,8.762423564512289e-10
2002,1.3143663935011318e-09,0.0
2003,1.2500769308587678e-09,8.333845835650777e-10
2004,1.3214374039449694e-09,4.404791253964646e-10
2005,3.1526248278623825e-09,0.0
2006,8.235779835885637e-10,0.0
2007,3.994479469415779e-10,7.988958938831558e-10
2008,1.2772318758180745e-09,0.0
2009,9.53638501499654e-10,9.53638501499654e-10
2010,1.8895172093635892e-09,1.8895172093635892e-09
2011,3.823971805871906e-09,1.529588788962144e-09
2012,3.063827413996023e-09,2.7234021704458655e-09
2013,6.136075203500013e-09,3.3469500504423877e-09
2014,4.330890313042346e-09,2.3819897165822113e-09
2015,2.659890530054554e-09,1.329945265027277e-09
2016,5.59261792432153e-09,2.6927420293532123e-09
2017,3.773417134311785e-09,0.0
2018,8.26069346260283e-09,2.323319980845895e-09
2019,2.5509878653906526e-09,1.53059265262101e-09
