year,pourrions_VERB amener_VERB,pourrions_VERB ramener_VERB
1995,1.0844901643380922e-09,1.0844901643380922e-09
1996,0.0,1.067618438099771e-09
1997,4.315404922294874e-09,4.79489448146353e-10
1998,1.9072516899143466e-09,4.768129224785866e-10
1999,9.140402323914998e-10,2.7421207526856506e-09
2000,1.3254094488601709e-09,2.2090156370779823e-09
2001,1.7524847129024579e-09,4.381211837767296e-09
2002,1.3143663935011318e-09,2.6287327870022636e-09
2003,8.333845835650777e-10,0.0
2004,1.3214374039449694e-09,4.404791198453495e-09
2005,2.702249757291497e-09,4.5037495954858286e-10
2006,1.6471559671771274e-09,2.4707338397433887e-09
2007,2.3966877371606188e-09,1.5977917877663117e-09
2008,2.1287198670449925e-09,2.1287198670449925e-09
2009,1.907277002999308e-09,2.860915504498962e-09
2010,9.447586046817946e-10,3.3066551718974324e-09
2011,3.059177577924288e-09,2.2943831279320648e-09
2012,1.3617010852229328e-09,2.7234021704458655e-09
2013,2.5102124823206395e-09,1.3945624655065103e-09
2014,2.815078836704288e-09,1.2992671383216248e-09
2015,1.7732603163622684e-09,2.438232948875907e-09
2016,2.278474076078396e-09,2.4856081637381067e-09
2017,7.54683426862357e-10,3.018733707449428e-09
2018,2.8396134332808742e-09,2.0651733656507076e-09
2019,2.5509878653906526e-09,5.3570743396846865e-09
