year,dix_DET ans_NOUN,dix_DET rangs_NOUN
1925,2.0431314396773814e-05,1.9796720707176974e-08
1926,1.9116741668767645e-05,2.1177663178661987e-08
1927,2.123481442595221e-05,2.1183527820767267e-08
1928,2.117588280725613e-05,1.82816659588525e-08
1929,2.2207285383046838e-05,2.1166771446701205e-08
1930,2.2871597366247443e-05,1.2604324695075775e-08
1931,2.1752297016064404e-05,2.623232031595535e-08
1932,2.050967702871276e-05,1.3151443711834077e-08
1933,1.9996805008304364e-05,9.176529758292418e-09
1934,1.94161500530754e-05,2.2765002327673756e-08
1935,1.9255772485848865e-05,3.111753699158726e-08
1936,1.8547176296124235e-05,1.333718646634452e-08
1937,1.9016364944945963e-05,1.7627565185307503e-08
1938,1.8481912661627575e-05,9.075650453382877e-09
1939,1.7702863942758995e-05,1.2235240376412548e-08
1940,1.866082618562359e-05,2.5357829613881222e-08
1941,1.76470347241775e-05,2.3612020783048138e-08
1942,1.8390357467978902e-05,1.2136847082899749e-08
1943,1.8406511799184955e-05,1.7419411690866582e-08
1944,1.8536870811658446e-05,6.4263723231761105e-09
1945,2.0525865124909615e-05,2.832055301382752e-08
1946,1.953409434918285e-05,3.7586982415405146e-08
1947,2.0027062646477134e-05,1.7881307101674793e-08
1948,1.9391098931009765e-05,2.0656587551570738e-08
1949,2.1791794551973e-05,3.9268033269479474e-09
1950,1.944569555689668e-05,1.2762433776458693e-08
1951,1.876833107417042e-05,1.4925962799061665e-08
1952,1.8024234123004135e-05,1.8980646387944944e-08
1953,1.8192684933637793e-05,2.1547654327491728e-08
1954,1.9405324337640195e-05,1.172704333640695e-08
1955,2.0543218738566793e-05,9.385608290557457e-09
1956,2.2007801135259797e-05,1.744228228517386e-08
1957,2.0477850171118916e-05,1.8553580005686854e-08
1958,2.263947499159258e-05,1.9026160036350603e-08
1959,2.2621332277594774e-05,6.200598257066758e-09
1960,2.117013752922503e-05,2.076249977500666e-08
1961,2.1869331703783246e-05,1.250668635321972e-08
1962,2.159372820642602e-05,2.0294260161257682e-08
1963,2.1457597881635593e-05,1.4225316813387678e-08
1964,2.149466081391438e-05,1.1559539991878864e-08
1965,2.1018665734118258e-05,1.258569987117042e-08
1966,2.121188617820735e-05,1.273987226824147e-08
1967,2.204648785664176e-05,1.429797347185513e-08
1968,2.3881307924966677e-05,1.7067380286839295e-08
1969,2.3281505036720773e-05,8.175164073476182e-09
1970,2.3631467797713412e-05,1.5175793066646293e-08
1971,2.3510737946708105e-05,1.1304474689666222e-08
1972,2.341450237963727e-05,1.7955514408640738e-08
1973,2.274196538110118e-05,1.1577727887512879e-08
1974,2.2818444449512754e-05,1.4626486688484874e-08
1975,2.2102857542449783e-05,6.8537762132336866e-09
1976,2.2296466795523884e-05,9.712995741040231e-09
1977,2.2224814301807783e-05,1.057820764316375e-08
1978,2.4256621827589697e-05,1.0099005298691566e-08
1979,2.3761937427480007e-05,8.777959692451986e-09
1980,2.3672398356211488e-05,1.3644362084619388e-08
1981,2.3489927343689487e-05,8.223214109648325e-09
1982,2.303728331298771e-05,1.2415004690957687e-08
1983,2.3720327590126544e-05,1.4525227243211702e-08
1984,2.48307751462562e-05,1.681712546997005e-08
1985,2.5361592633998953e-05,1.0226448687866707e-08
1986,2.5502938569843536e-05,1.3787316177626963e-08
1987,2.5003017981362063e-05,2.261002229886344e-08
1988,2.5061997348529985e-05,1.679035044332977e-08
1989,2.5958818014260032e-05,1.591555476299078e-08
1990,2.6422143037052592e-05,1.1442166825137434e-08
1991,2.6545404352873447e-05,2.227356699080474e-08
1992,2.6245517801726237e-05,1.0468894195980738e-08
1993,2.593346152934828e-05,1.6063700869484165e-08
1994,2.56160981280118e-05,8.439882348554306e-09
1995,2.5520765348119312e-05,9.21816667442954e-09
1996,2.5282806518589496e-05,1.4412848692302305e-08
1997,2.5684332285891287e-05,9.589788629860152e-09
1998,2.6387780508230207e-05,6.675381136744818e-09
1999,2.5746684514160734e-05,1.3253583119876566e-08
2000,2.6073012122651562e-05,9.277866475088103e-09
2001,2.6455071520103957e-05,6.571817756650944e-09
2002,2.567395790720184e-05,1.2267419746692099e-08
2003,2.5632825554566807e-05,1.8751153074703097e-08
2004,2.6275902200723067e-05,7.488145215006625e-09
2005,2.514263223929447e-05,6.305249655724765e-09
2006,2.559556810410868e-05,6.58862386870851e-09
2007,2.5213154913217295e-05,8.38840730210677e-09
2008,2.5303667825937737e-05,7.663391698997657e-09
2009,2.43397148551594e-05,1.0966842545201416e-08
2010,2.4732363726798212e-05,8.9752067999882e-09
2011,2.3976686634341604e-05,1.30015047339338e-08
2012,2.512849073355028e-05,1.0893608293205403e-08
2013,2.526919456613541e-05,1.25510625226255e-08
2014,2.7515445708559128e-05,2.1221362556111956e-08
2015,2.5791848770495562e-05,1.3964424838697198e-08
2016,2.465992531597294e-05,1.7606389790536525e-08
2017,2.523963098610693e-05,1.1571812230659617e-08
2018,2.5311797799076885e-05,1.2132893745242512e-08
2019,2.5908086399795138e-05,8.928457528867284e-09
