year,devais_VERB emporter_VERB,devais_VERB remporter_VERB
1800,0.0,0.0
1801,4.7623651688866175e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,4.943701892301533e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,2.3401267590372754e-09,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,2.3176038865813098e-09,0.0
1817,0.0,1.556873407970727e-09
1818,0.0,0.0
1819,0.0,0.0
1820,1.1866481131050932e-09,0.0
1821,0.0,0.0
1822,3.0076847679083585e-09,1.1028177482330648e-08
1823,0.0,9.882686891060644e-10
1824,0.0,5.894778887238772e-09
1825,4.4027217427355936e-09,0.0
1826,8.807984341885344e-10,0.0
1827,4.608636583469661e-09,0.0
1828,0.0,9.172301251858528e-10
1829,1.714635211591542e-09,0.0
1830,1.0436835395921662e-08,1.0436835840010872e-09
1831,0.0,6.236482441579483e-09
1832,0.0,0.0
1833,0.0,0.0
1834,3.733812370398937e-09,9.334530925997342e-10
1835,7.563087933704082e-10,0.0
1836,4.704525213838906e-09,0.0
1837,4.87052354003481e-09,1.3915781860163179e-09
1838,1.8936485712828244e-09,1.8936485712828244e-09
1839,2.0974426639952526e-09,1.3982950353153e-09
1840,1.9109065441114126e-09,0.0
1841,6.420548537278137e-10,0.0
1842,2.683306021822318e-09,0.0
1843,1.7720733769266417e-09,0.0
1844,3.841992946007622e-09,0.0
1845,3.348136878855712e-09,6.696273757711424e-09
1846,1.7563503984519002e-09,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,2.513824481908955e-09,0.0
1850,6.788996032014438e-10,0.0
1851,3.2247193804124663e-09,0.0
1852,6.510545436100301e-10,6.510545436100301e-10
1853,0.0,1.1943863675867306e-09
1854,1.558699391779328e-09,0.0
1855,5.306937111981824e-10,3.714855978387277e-09
1856,1.0354378465748937e-09,0.0
1857,9.763018171682347e-10,4.881509085841174e-10
1858,5.3830437884982985e-09,4.893676019968041e-10
1859,1.1202780925145817e-08,0.0
1860,2.288591982591015e-09,4.577183909670879e-10
1861,4.715963619617014e-09,4.715963730639317e-10
1862,9.035972525772706e-10,0.0
1863,1.9978483312144135e-09,4.994620828036034e-10
1864,4.315255264231155e-09,9.589455896019672e-10
1865,1.882737743486018e-09,9.41368871743009e-10
1866,0.0,0.0
1867,4.85281148598915e-10,9.7056229719783e-10
1868,4.939874287401835e-09,0.0
1869,1.4650557433881772e-09,2.9301114867763545e-09
1870,5.734048791339319e-09,1.1468097582678638e-09
1871,3.18635318130589e-09,0.0
1872,4.23313739617015e-09,0.0
1873,5.387403856360606e-09,0.0
1874,3.5847653734322193e-09,1.1949218281515073e-09
1875,2.2886108563824337e-09,4.005069165202713e-09
1876,4.836811839936672e-09,0.0
1877,4.329371083855449e-09,1.8554447978047506e-09
1878,0.0,0.0
1879,1.832797580370027e-09,3.665595160740054e-09
1880,1.9253538763308597e-09,6.417846254436199e-10
1881,1.1853263259808955e-08,0.0
1882,2.6621540527571597e-09,6.655385131892899e-10
1883,1.0742875922176154e-08,0.0
1884,0.0,0.0
1885,6.445635691854079e-10,0.0
1886,1.936039106809062e-09,0.0
1887,4.570247291724172e-09,0.0
1888,1.268122939990235e-09,0.0
1889,0.0,0.0
1890,0.0,6.554386478008212e-10
1891,3.824531802365527e-09,3.1871101313640793e-09
1892,3.761107425503951e-09,0.0
1893,7.390100087434348e-09,0.0
1894,3.150769645188234e-09,0.0
1895,6.018614495673091e-09,0.0
1896,7.66613794667137e-09,5.89702897624278e-10
1897,2.9133566670225264e-09,5.826713556089658e-10
1898,1.6975064687230201e-09,0.0
1899,7.185851913504848e-09,5.527578395003729e-10
1900,5.191053142894475e-10,5.191053142894475e-10
1901,1.1177477832191585e-09,0.0
1902,1.4730852093691738e-09,4.910283846193408e-10
1903,2.7001101354784396e-09,0.0
1904,3.7622376325430196e-09,0.0
1905,4.1286072338664326e-09,0.0
1906,2.0576738091193647e-09,0.0
1907,5.142843373384665e-10,0.0
1908,4.911389073214423e-10,0.0
1909,2.2003934230241384e-09,1.1001967115120692e-09
1910,2.137660271017694e-09,2.137660271017694e-09
1911,5.3203743632934675e-09,0.0
1912,1.0418842455450772e-09,1.5628263128064646e-09
1913,0.0,0.0
1914,2.0090231700464756e-09,4.018046340092951e-09
1915,5.890381071793627e-09,0.0
1916,0.0,0.0
1917,1.315970976634162e-08,0.0
1918,1.033773866510046e-08,2.2972752589112133e-09
1919,3.6831393490643904e-09,0.0
1920,1.514446346106979e-09,0.0
1921,3.7863738810983705e-09,0.0
1922,3.6889677978990676e-09,0.0
1923,5.307974060286824e-09,1.0615948120573648e-09
1924,5.156649773851996e-09,0.0
1925,3.299453377181294e-09,6.598906754362588e-09
1926,2.229227691330493e-09,2.229227691330493e-09
1927,4.4596899506643695e-09,1.1149224876660924e-09
1928,7.998228745975666e-09,0.0
1929,1.0026365515614089e-08,0.0
1930,0.0,1.0503603542488804e-09
1931,6.843213995466613e-09,4.5621426636444085e-09
1932,1.0959536611565568e-09,0.0
1933,6.882397318719313e-09,4.588264879146209e-09
1934,2.3963160344919743e-09,4.7926320689839486e-09
1935,1.196828414151696e-09,3.590485242455088e-09
1936,1.2124714565686645e-09,0.0
1937,1.2591118148108649e-09,0.0
1938,2.5930428915188486e-09,0.0
1939,3.058810094103137e-09,0.0
1940,1.0143131667916805e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,8.714016175304096e-09,6.535512131478072e-09
1946,1.3921104269343232e-09,0.0
1947,2.3841741914054637e-09,0.0
1948,2.174377566888097e-09,1.0871887834440486e-09
1949,2.945102384188658e-09,0.0
1950,1.0635361480382244e-09,4.2541445921528975e-09
1951,1.0661401761424827e-09,1.0661401761424827e-09
1952,4.2179215675730575e-09,0.0
1953,6.464296653518886e-09,3.232148326759443e-09
1954,9.772536113672459e-10,2.9317608341017376e-09
1955,5.631364707880948e-09,9.385607846468247e-10
1956,4.360570571293465e-09,1.744228317335228e-09
1957,8.835037701437898e-10,0.0
1958,5.790570245522986e-09,0.0
1959,3.8753737996444215e-09,7.750747821333448e-10
1960,3.460416619915918e-09,6.920833350854139e-10
1961,1.3896318540318475e-09,1.3896318540318475e-09
1962,1.2683912808952869e-09,6.341956404476434e-10
1963,4.526237162849611e-09,0.0
1964,1.8251904432275978e-09,2.4335873316516654e-09
1965,4.924839203113152e-09,3.2832261354087677e-09
1966,1.6617224263271169e-09,1.1078149508847446e-09
1967,9.860671168482327e-10,2.465167847631733e-09
1968,4.940557296606585e-09,0.0
1969,2.7250546263957176e-09,9.083515606356229e-10
1970,5.058597540852361e-09,1.3796175313274261e-09
1971,3.083038491169532e-09,0.0
1972,5.130146862875051e-10,5.130146862875051e-10
1973,1.102640756478479e-09,0.0
1974,3.3753431161187564e-09,0.0
1975,1.7134440533084216e-09,0.0
1976,5.713526873840635e-10,2.856763492431469e-09
1977,2.3507127355770763e-09,0.0
1978,2.3762365408686037e-09,1.1881182704343018e-09
1979,2.3407893401383717e-09,1.7555920051037788e-09
1980,5.685150683554241e-10,0.0
1981,1.2651099057237047e-09,0.0
1982,1.2415004579935385e-09,6.207502289967692e-10
1983,2.5261264191556165e-09,0.0
1984,5.799008384599347e-09,0.0
1985,3.0077789148208467e-09,1.2031116103372597e-09
1986,2.997242676272549e-09,0.0
1987,3.0554083707556856e-09,0.0
1988,1.798966087207532e-09,1.1993107618124554e-09
1989,3.2928733073589456e-09,5.488122178931576e-10
1990,2.179460389939436e-09,1.6345953479657283e-09
1991,1.1722930404189924e-09,5.861465202094962e-10
1992,2.7549720282848966e-09,0.0
1993,7.200969598386564e-09,0.0
1994,2.637463358823311e-09,1.0549853213248639e-09
1995,3.795715741716776e-09,0.0
1996,4.270473752399084e-09,0.0
1997,2.3974471297094624e-09,9.58978896292706e-10
1998,9.536258449571733e-10,9.536258449571733e-10
1999,2.285100553223174e-09,4.570201161957499e-10
2000,5.3016377954406835e-09,4.4180314962005696e-10
2001,3.066848330846028e-09,4.3812117822561447e-10
2002,1.3143663935011318e-09,4.38122149670761e-10
2003,2.5001538617175356e-09,0.0
2004,2.2023955992267474e-09,1.3214374039449694e-09
2005,4.5037495954858286e-10,2.251874686720612e-09
2006,2.0589450144825605e-09,0.0
2007,4.393927444112933e-09,7.988958938831558e-10
2008,3.405951742863067e-09,2.1287198670449925e-09
2009,4.291373478793048e-09,0.0
2010,6.140930874920514e-09,1.8895172093635892e-09
2011,8.412738061736036e-09,1.911985902935953e-09
2012,6.127654827992046e-09,1.0212758416727752e-09
2013,1.4224537991935904e-08,1.3945624655065103e-09
2014,1.1693403578760808e-08,2.165445156521173e-09
2015,4.876465897751814e-09,3.32486305154589e-09
2016,7.871092222444531e-09,1.6570720351438695e-09
2017,7.2952728302766445e-09,2.264050280587071e-09
2018,8.776987137082415e-09,3.3559066636712487e-09
2019,1.2499840273960672e-08,2.04079020349468e-09
