year,mieux_ADV appelé_VERB,mieux_ADV rappelé_VERB
1880,8.343199908722454e-09,1.2835692508872398e-09
1881,4.392679642251096e-08,3.4862537301449947e-09
1882,1.0648616211028639e-08,2.6621540527571597e-09
1883,1.2638677659992936e-08,6.319338829996468e-09
1884,9.902545450302114e-09,6.601696966868076e-10
1885,4.511945039809007e-09,1.933690763067375e-09
1886,1.677900662855336e-08,8.38950331427668e-09
1887,1.1752064210668323e-08,5.223139698529167e-09
1888,1.268122939990235e-08,1.9021844099853524e-09
1889,8.771191772893872e-09,3.759081934617825e-09
1890,8.520702365899524e-09,1.9663159989136147e-09
1891,1.529812720946211e-08,3.824531802365527e-09
1892,1.191017329205124e-08,3.1342561879199593e-09
1893,1.0469308087124318e-08,8.005941687372342e-09
1894,1.1972924873759894e-08,3.780923574225881e-09
1895,9.629783193076946e-09,1.8055843487019274e-09
1896,1.2973464080801023e-08,4.717623180994224e-09
1897,1.8645483379486905e-08,1.1653427112179315e-09
1898,1.9238406423482957e-08,6.224190496340043e-09
1899,9.39688327150634e-09,5.527578395003729e-10
1900,1.245852754294674e-08,2.07642125715779e-09
1901,1.117747761014698e-08,4.470991132876634e-09
1902,6.38336894454028e-09,0.0
1903,8.640352433531007e-09,2.7001101354784396e-09
1904,6.987012746151322e-09,2.6873125946735854e-09
1905,1.186974607492175e-08,4.1286072338664326e-09
1906,1.1317205839134203e-08,3.600929110447737e-09
1907,6.685696440911215e-09,3.599990305858114e-09
1908,1.080505640516094e-08,1.1296195090437777e-08
1909,1.0451868703853506e-08,4.950885035270858e-09
1910,4.809735720812114e-09,0.0
1911,9.576673676292558e-09,3.7242617878519013e-09
1912,1.5628263128064646e-08,8.856016364688912e-09
1913,5.302989602995467e-09,1.590896969716482e-09
1914,1.2054139020278853e-08,4.018046340092951e-09
1915,1.0602685840410686e-08,9.424609537234119e-09
1916,3.2962386153911893e-09,0.0
1917,8.773139548168274e-09,0.0
1918,8.040463406189247e-09,0.0
1919,6.4454939163738345e-09,2.762354567309444e-09
1920,6.057785384427916e-09,3.786115865267448e-09
1921,9.087297137000405e-09,2.2718242842501013e-09
1922,2.0658220023506146e-08,2.951174193910333e-09
1923,3.1847844361720945e-09,1.0615948120573648e-09
1924,5.156649773851996e-09,0.0
1925,2.1996355847875293e-09,2.1996355847875293e-09
1926,1.2260752413340015e-08,0.0
1927,6.689535148041159e-09,3.3447675740205796e-09
1928,5.713020723163709e-09,1.1426041224282812e-09
1929,4.4561625500705304e-09,0.0
1930,4.201441416995522e-09,0.0
1931,7.983749661377715e-09,0.0
1932,2.1919073223131136e-09,0.0
1933,2.2941324395731044e-09,1.1470662197865522e-09
1934,5.990790086229936e-09,3.5944740517379614e-09
1935,7.180970484910176e-09,2.393656828303392e-09
1936,6.0623572828433225e-09,3.6374143697059935e-09
1937,3.777335333410292e-09,2.5182236296217297e-09
1938,5.186085783037697e-09,0.0
1939,1.988226472349197e-08,0.0
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,0.0,0.0
1942,6.068423541449874e-09,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,1.089252066321933e-08,2.178504043826024e-09
1946,2.7842208538686464e-09,0.0
1947,4.7683483828109274e-09,0.0
1948,8.697510267552389e-09,0.0
1949,2.945102384188658e-09,8.835307596655184e-09
1950,2.1270722960764488e-09,0.0
1951,8.529121409139861e-09,0.0
1952,4.2179215675730575e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,6.464296653518886e-09
1954,5.863521668203475e-09,9.772536113672459e-10
1955,9.385607846468247e-10,9.385607846468247e-10
1956,1.744228317335228e-09,2.616342476002842e-09
1957,8.835037590415595e-09,0.0
1958,4.9633461784992505e-09,1.6544486891589827e-09
1959,8.525822714489095e-09,3.100299128533379e-09
1960,5.536666680683311e-09,6.920833350854139e-10
1961,4.16889545107324e-09,2.08444772553662e-09
1962,3.170978146727066e-09,0.0
1963,4.526237162849611e-09,1.2932106496776896e-09
1964,4.867174663303331e-09,2.4335873316516654e-09
1965,8.20806533852192e-09,1.6416130677043839e-09
1966,7.200797291773142e-09,5.539074754423723e-10
1967,4.437302081328198e-09,4.930335584241163e-10
1968,4.042274071025531e-09,2.245707841908029e-09
1969,4.541757636644661e-09,4.5417578031781147e-10
1970,9.657322941336588e-09,9.197450023812337e-10
1971,6.166076982339064e-09,1.0276794970565106e-09
1972,6.156176013405457e-09,2.0520587451500205e-09
1973,6.064523994098181e-09,5.513203782392395e-10
1974,5.625571675160757e-10,3.3753431161187564e-09
1975,5.140332159925265e-09,1.1422960355389478e-09
1976,1.7140580066410394e-09,2.856763492431469e-09
1977,1.7630346071939584e-09,5.876781727920388e-09
1978,5.346532105932056e-09,1.0693064211864112e-08
1979,1.7555920051037788e-09,1.1703946700691858e-09
1980,6.253665585376211e-09,1.7055452605774235e-09
1981,5.69299452024552e-09,1.2651099057237047e-09
1982,3.1037510339615437e-09,1.8622506869903077e-09
1983,1.89459470334441e-09,2.5261264191556165e-09
1984,5.799008384599347e-09,5.799008384599347e-09
1985,1.8046674155058895e-09,5.414002135495366e-09
1986,5.395036861699509e-09,7.792831269171074e-09
1987,4.277571630240118e-09,3.0554083707556856e-09
1988,1.1993107618124554e-09,5.996553809062277e-10
1989,2.1952488715726304e-09,1.0976244357863152e-09
1990,5.993515905799995e-09,1.089730194969718e-09
1991,1.7584396161396398e-09,1.1722930404189924e-09
1992,4.958949695321735e-09,2.7549720282848966e-09
1993,5.539207315052863e-09,0.0
1994,3.164955852952289e-09,1.0549853213248639e-09
1995,2.7112254663563817e-09,1.0844901643380922e-09
1996,3.2028553142993132e-09,1.067618438099771e-09
1997,9.58978896292706e-10,9.58978896292706e-10
1998,6.198567881199324e-09,9.536258449571733e-10
1999,3.1991407301035224e-09,1.8280804647829996e-09
2000,3.97622823555821e-09,2.6508188977203417e-09
2001,4.3812117822561447e-10,2.190605918883648e-09
2002,2.6287327870022636e-09,0.0
2003,8.333845835650777e-10,1.2500769308587678e-09
2004,2.642874807889939e-09,1.7619165015858584e-09
2005,2.251874686720612e-09,9.007499190971657e-10
2006,2.0589450144825605e-09,4.1178899179428186e-10
2007,3.994479413904628e-09,2.3966877371606188e-09
2008,1.2772318758180745e-09,1.2772318758180745e-09
2009,9.53638501499654e-10,2.384096253749135e-09
2010,2.8342759250676863e-09,0.0
2011,1.911985902935953e-09,3.82397197240536e-10
2012,1.7021263287730903e-09,3.404252713057332e-10
2013,1.3945624655065103e-09,1.3945624655065103e-09
2014,2.5985342766432495e-09,1.7323561474213989e-09
2015,3.103205470367243e-09,2.659890530054554e-09
2016,2.6927420293532123e-09,2.0713399884186856e-09
2017,1.509366853724714e-09,5.031222660711876e-10
2018,4.904786798931582e-09,2.5814667070633845e-10
2019,2.2958890344426663e-09,0.0
