year,pas_ADV attrapé_VERB,pas_ADV rattrapé_VERB
1868,5.433861360870651e-09,0.0
1869,1.2697149998075474e-08,0.0
1870,2.6376625328339287e-08,4.013834153937523e-09
1871,1.1683295220166201e-08,1.0621177271019633e-09
1872,8.4662747923403e-09,1.8142017887967654e-09
1873,5.387403856360606e-09,1.1972008939764578e-09
1874,5.377148060148329e-09,0.0
1875,1.716458086775674e-08,2.8607636259891933e-09
1876,1.6928840551599933e-08,0.0
1877,2.6594708657512456e-08,2.4739263970730008e-09
1878,9.662541877730746e-09,5.435179861734696e-09
1879,2.1993571408529533e-08,4.887460214320072e-09
1880,1.4761046607247863e-08,3.2089231272180996e-09
1881,7.669758161910067e-09,6.972507571312292e-10
1882,9.983077475794744e-09,2.6621540527571597e-09
1883,1.3902545781263598e-08,8.847074184359371e-09
1884,1.2543224237049344e-08,7.2618666635548834e-09
1885,9.66845359329227e-09,7.090199094506033e-09
1886,2.3877817056927597e-08,3.872078213618124e-09
1887,9.140494583448344e-09,1.3057849246322917e-09
1888,1.0779045211961602e-08,0.0
1889,1.628935564212952e-08,6.265136742733546e-10
1890,1.2453334363726754e-08,2.6217545912032847e-09
1891,1.4023283867459213e-08,6.374220040683554e-10
1892,1.8805536683430546e-08,6.268512375839919e-10
1893,8.005941687372342e-09,2.463366621796581e-09
1894,8.192000855444803e-09,6.301539290376468e-10
1895,2.2870734639468537e-08,7.824199066419624e-09
1896,1.7101383420481397e-08,1.7691086373616827e-09
1897,4.661370844871726e-09,4.661370844871726e-09
1898,6.7900258748920805e-09,1.6975064687230201e-09
1899,1.326618814800895e-08,4.9748205555033564e-09
1900,5.710158568206225e-09,5.191053142894475e-10
1901,2.0119459875900247e-08,9.500856101851696e-09
1902,7.365425602756659e-09,6.874397495693074e-09
1903,2.1600881083827517e-09,2.1600881083827517e-09
1904,1.0749250378694342e-08,6.987012746151322e-09
1905,1.2901897328276846e-08,2.580379465655369e-09
1906,1.0288369267641428e-08,3.0865106026567446e-09
1907,3.0857059130084963e-09,6.1714118260169926e-09
1908,1.1787333775714615e-08,4.911389073214423e-10
1909,8.251475058784763e-09,2.7504918342913243e-09
1910,4.275320542035388e-09,6.412980813053082e-09
1911,4.788336838146279e-09,3.1922244847493175e-09
1912,4.688478938419394e-09,1.5628263128064646e-09
1913,1.0075680734189518e-08,5.302989602995467e-09
1914,1.6072185360371805e-08,6.027069510139427e-09
1915,2.9451904026700504e-08,0.0
1916,1.8678685265172135e-08,1.0987462051303964e-09
1917,5.483212106582869e-09,4.386569774084137e-09
1918,1.9526840588923733e-08,5.743188147278033e-09
1919,7.366278698128781e-09,7.366278698128781e-09
1920,3.028892692213958e-09,3.028892692213958e-09
1921,7.572747762196741e-09,7.572747762196741e-09
1922,1.696925089333945e-08,6.640141769764796e-09
1923,5.307974060286824e-09,1.1677542488541803e-08
1924,1.2891624656674594e-08,5.156649773851996e-09
1925,1.2097995494286806e-08,4.399271169575059e-09
1926,7.802296586589819e-09,1.671920735191179e-08
1927,1.1149224654616319e-08,5.574612327308159e-09
1928,1.2568645679778001e-08,1.1426041224282812e-09
1929,1.4482528065684619e-08,5.570202965543558e-09
1930,6.302162347537887e-09,3.1510811737689437e-09
1931,1.8248570654577634e-08,1.1405356659111021e-08
1932,1.53433514782364e-08,1.0959536389520963e-08
1933,6.882397318719313e-09,1.7205993074753678e-08
1934,1.677421224144382e-08,5.990790086229936e-09
1935,2.154291145473053e-08,8.377798899061872e-09
1936,2.0612015205756506e-08,0.0
1937,5.0364472592434595e-09,5.0364472592434595e-09
1938,9.075650453382877e-09,7.779128452511941e-09
1939,2.141167065872196e-08,7.647025235257843e-09
1940,1.0143131667916805e-08,1.0143131667916805e-08
1941,5.9030051957620344e-09,8.854508237732261e-09
1942,1.517105907566929e-08,1.2136847082899749e-08
1943,1.4516175816936538e-08,1.7419411690866582e-08
1944,9.639558484764166e-09,1.2852744646352221e-08
1945,4.357008265287732e-08,8.714016175304096e-09
1946,3.3410650246423756e-08,2.5057987684817817e-08
1947,2.622591566137089e-08,2.622591566137089e-08
1948,1.522064252412747e-08,1.9569398546082084e-08
1949,1.47255123650325e-08,3.6322930441201606e-08
1950,3.296961992305114e-08,1.3825969702452312e-08
1951,1.5992101864981123e-08,1.8124383771578323e-08
1952,2.5307528517259925e-08,7.381362632230548e-09
1953,2.2625037843226892e-08,1.508335856215126e-08
1954,1.6613311615287785e-08,1.4658803948464083e-08
1955,1.220129064449793e-08,1.783265446420046e-08
1956,1.4825940475304833e-08,2.52913103793162e-08
1957,1.767007518083119e-08,1.1485549400447326e-08
1958,2.6471179026543723e-08,1.4890038535497752e-08
1959,2.1702094343822864e-08,2.5577467255288866e-08
1960,1.7302083321624195e-08,1.3841666479663672e-08
1961,1.945484662257968e-08,1.737039845295385e-08
1962,2.5367825173816527e-08,2.0928455413127267e-08
1963,2.0691370394843034e-08,2.651081842941494e-08
1964,2.1293889318485526e-08,2.6769461314302134e-08
1965,2.188817305182056e-08,2.681301225493371e-08
1966,2.9357096309468034e-08,3.600398557068729e-08
1967,2.5637744371920235e-08,3.007504645324843e-08
1968,1.7067380397861598e-08,2.2007936806289763e-08
1969,1.9075383050903838e-08,2.0892086283197386e-08
1970,1.7015283404475667e-08,2.575285940054073e-08
1971,1.849823050292798e-08,3.134422499329048e-08
1972,1.7955514408640738e-08,1.0773308467548759e-08
1973,1.4334330167287135e-08,2.536073751002732e-08
1974,2.6440186928766707e-08,1.6314157136321228e-08
1975,2.513051278185685e-08,1.313640396460869e-08
1976,1.5997875024709174e-08,2.399681342524218e-08
1977,1.9981058585472056e-08,1.5279633558407113e-08
1978,2.1386128423728223e-08,2.0198010375338527e-08
1979,1.6970723493159312e-08,2.57486831856113e-08
1980,2.1603572264439208e-08,3.467942022439274e-08
1981,2.5302197670384885e-08,2.5302197670384885e-08
1982,1.9864007327896616e-08,3.5382761609525915e-08
1983,2.0209011353244932e-08,1.894594880980094e-08
1984,3.015484395518797e-08,2.3196033538397387e-08
1985,3.308556983938615e-08,2.6468455871508922e-08
1986,1.978180286243969e-08,2.8174081734277934e-08
1987,1.4665960890170027e-08,2.261002229886344e-08
1988,2.2187249371086182e-08,3.8377944377998574e-08
1989,2.359892548042808e-08,1.8659616074501173e-08
1990,1.6345952147389653e-08,2.7788120249283565e-08
1991,2.2273567878983158e-08,2.1101275393675678e-08
1992,2.4243753671271406e-08,2.314176583695371e-08
1993,2.7142116110212555e-08,1.550978012687665e-08
1994,2.2154692302933654e-08,3.112206670152773e-08
1995,2.060531301140145e-08,4.609083248396928e-08
1996,1.4412848692302305e-08,2.3487604750016544e-08
1997,2.4453962410575514e-08,2.3494983736327413e-08
1998,2.3363833534517653e-08,1.859570453177639e-08
1999,2.6050146928469076e-08,2.102292562256025e-08
2000,2.6508189421292627e-08,2.6066386382694873e-08
2001,2.4096664219541708e-08,1.621048362210331e-08
2002,2.716357272447567e-08,2.7601695151702188e-08
2003,3.666892212095263e-08,2.4584844382502524e-08
2004,2.070251881036711e-08,2.026203915761471e-08
2005,2.657212228029948e-08,2.432024714948966e-08
2006,3.1295964930677656e-08,2.4295550460351478e-08
2007,3.83470037945699e-08,2.676301313897511e-08
2008,3.1079309792403365e-08,2.1287197782271505e-08
2009,4.339055337254649e-08,3.576144536054926e-08
2010,7.038451599328255e-08,4.062462011233947e-08
2011,6.997868950975317e-08,4.397567821001758e-08
2012,1.0008503181779815e-07,5.174464234869447e-08
2013,1.1212282657879769e-07,4.685730203846106e-08
2014,1.0957152341006804e-07,5.716775319797307e-08
2015,1.0728224708600465e-07,8.378655280694147e-08
2016,1.037741341747278e-07,4.3083872469651396e-08
2017,1.1119001896986447e-07,4.578412671207843e-08
2018,1.1177750991464563e-07,5.137118819220632e-08
2019,1.198964270088254e-07,8.826417285945354e-08
