year,autres_ADJ aides_NOUN,autres_ADJ raids_NOUN
1800,5.0306631749208464e-08,0.0
1801,1.904946067554647e-08,0.0
1802,2.9091921760482364e-08,0.0
1803,3.900678446910888e-09,0.0
1804,7.4155526164076946e-09,0.0
1805,1.1371510844071508e-08,0.0
1806,5.76333825108577e-09,0.0
1807,5.693910232196231e-09,0.0
1808,1.1330369531492579e-08,0.0
1809,1.8072244145628247e-08,0.0
1810,3.2761775514700275e-08,0.0
1811,2.5070768572277302e-08,0.0
1812,1.2802598803318688e-07,0.0
1813,8.627225156487839e-09,0.0
1814,8.18136065561248e-08,0.0
1815,2.966945977789237e-08,0.0
1816,2.5493642752394408e-08,0.0
1817,2.0239355080775567e-08,0.0
1818,3.337929754820834e-08,0.0
1819,8.280840013696888e-09,0.0
1820,1.5189095847745193e-07,0.0
1821,6.114122896860863e-08,0.0
1822,5.6143449000956025e-08,0.0
1823,5.6331316500290995e-08,0.0
1824,1.1452713266635328e-07,0.0
1825,1.3912600138610287e-07,0.0
1826,1.0657660709512129e-07,0.0
1827,8.756409641819118e-08,0.0
1828,5.228211819030548e-08,0.0
1829,7.887322084343396e-08,0.0
1830,5.218418053232199e-08,0.0
1831,6.392394169552063e-08,0.0
1832,6.3590853471851e-08,0.0
1833,8.340212787061319e-08,0.0
1834,8.401077877806529e-08,0.0
1835,5.596685070941021e-08,0.0
1836,8.602560086501398e-08,0.0
1837,6.888311787633938e-08,0.0
1838,6.375283589932224e-08,0.0
1839,1.1046530801195331e-07,0.0
1840,1.1656530318759906e-07,0.0
1841,5.3290552415319326e-08,0.0
1842,4.628702754416736e-08,0.0
1843,4.134837894298471e-08,0.0
1844,4.884819682082764e-08,0.0
1845,4.408380149811819e-08,0.0
1846,4.4494210982293225e-08,0.0
1847,6.364003724002032e-08,0.0
1848,7.723412664972784e-08,0.0
1849,1.240153437720437e-07,0.0
1850,7.603675555856171e-08,0.0
1851,4.901573547044791e-08,0.0
1852,1.6927417689771573e-08,0.0
1853,3.881755716861335e-08,0.0
1854,5.455447649183043e-08,0.0
1855,6.633671034705912e-08,0.0
1856,4.40061072026765e-08,0.0
1857,7.51752367023073e-08,0.0
1858,2.6915218498402282e-08,0.0
1859,6.212451331144564e-08,0.0
1860,5.5841642421228244e-08,0.0
1861,4.7631232291678316e-08,0.0
1862,4.066187742068905e-08,0.0
1863,4.894728533599846e-08,0.0
1864,3.452204211384924e-08,0.0
1865,4.89511826629041e-08,0.0
1866,2.8707116683790446e-08,0.0
1867,2.2808213984149006e-08,0.0
1868,4.4952855660085334e-08,4.93987406535723e-10
1869,2.7347706321734222e-08,0.0
1870,3.1537268796455464e-08,0.0
1871,3.292564798584863e-08,0.0
1872,3.930770375859538e-08,0.0
1873,3.1725821969530443e-08,0.0
1874,8.603436896237326e-08,0.0
1875,5.549881265665135e-08,0.0
1876,1.269663130187837e-08,0.0
1877,3.3398006138440905e-08,0.0
1878,7.428079129567777e-08,0.0
1879,4.7041805117942204e-08,0.0
1880,4.685027832351807e-08,0.0
1881,2.719277958362909e-08,0.0
1882,2.5956001792337702e-08,6.655385131892899e-10
1883,7.140852886777793e-08,6.319338941018771e-10
1884,5.215340692643622e-08,0.0
1885,4.898683059195719e-08,0.0
1886,3.87207848007165e-08,0.0
1887,3.1991731930247624e-08,0.0
1888,4.438430423192585e-08,0.0
1889,4.448246926358479e-08,0.0
1890,5.177965434199905e-08,0.0
1891,6.182993672609882e-08,0.0
1892,4.638699024894777e-08,0.0
1893,3.695049960450447e-08,0.0
1894,4.978215883966186e-08,0.0
1895,7.40289569645114e-08,0.0
1896,5.6021774275105685e-08,1.179405795248556e-09
1897,3.8456310136325556e-08,0.0
1898,5.318853624203257e-08,0.0
1899,4.2009595802028343e-08,0.0
1900,3.0627212765921286e-08,0.0
1901,4.582765833482938e-08,0.0
1902,6.727089002511732e-08,0.0
1903,4.7521939272598956e-08,0.0
1904,3.171028950532673e-08,0.0
1905,2.3739491816776592e-08,0.0
1906,2.6749759185484834e-08,1.0288369045596824e-09
1907,2.4171363577352167e-08,0.0
1908,3.58531409005991e-08,0.0
1909,3.795678793494517e-08,0.0
1910,2.2979847358328698e-08,5.344150677544235e-10
1911,3.1390207766435196e-08,5.320374141248863e-10
1912,3.0735584743979416e-08,0.0
1913,3.234823608977422e-08,0.0
1914,3.817143784390353e-08,6.696743715117748e-10
1915,2.7095753085681906e-08,9.424609537234119e-09
1916,3.076489463182952e-08,1.648119329900055e-08
1917,3.180263163926611e-08,1.5352993543160665e-08
1918,1.2635013924011673e-08,5.054005569604669e-08
1919,2.6702760891339494e-08,3.6831393490643904e-09
1920,2.8774480576032602e-08,0.0
1921,2.7261890134244737e-08,0.0
1922,1.3280283539529592e-08,7.377935484775833e-10
1923,2.441668023323018e-08,1.0615948120573648e-09
1924,3.0939897754933554e-08,1.289162443462999e-09
1925,4.069325698630166e-08,4.399271169575059e-09
1926,3.232380052509143e-08,3.343841648018042e-09
1927,2.4528294062520217e-08,2.2298449753321847e-09
1928,3.884854038460617e-08,3.4278122562625413e-09
1929,1.67106100068537e-08,1.1140406375176326e-09
1930,3.991369368350206e-08,1.0503603542488804e-09
1931,3.763767608688795e-08,4.5621426636444085e-09
1932,2.9590749406338546e-08,1.0959536611565568e-09
1933,3.785318369864399e-08,2.2941324395731044e-09
1934,2.6359476379411717e-08,5.990790086229936e-09
1935,3.111753699158726e-08,2.393656828303392e-09
1936,1.8187071404440758e-08,6.0623572828433225e-09
1937,4.155069088795926e-08,6.295559185076627e-09
1938,3.8895642262559704e-08,1.2965214457594243e-09
1939,1.3764645423464117e-08,4.588215141154706e-09
1940,1.7750480196809804e-08,1.5214697057785997e-08
1941,5.017554371988808e-08,1.4757512545315876e-08
1942,2.730790527039062e-08,3.034211770724937e-09
1943,1.4516175816936538e-08,2.6129116648121453e-08
1944,3.213186161588055e-08,9.639558484764166e-09
1945,2.3963545370264683e-08,4.357008087652048e-09
1946,2.3665877257883494e-08,1.3921104269343232e-09
1947,2.026548062694644e-08,5.960435700558264e-09
1948,2.5005341797168512e-08,0.0
1949,1.0307858833158434e-07,2.945102384188658e-09
1950,2.871547555294285e-08,1.0635361480382244e-09
1951,3.4116485636559446e-08,3.1984206394497505e-09
1952,1.7926166662185494e-08,1.0544803918932644e-09
1953,2.0470272588113403e-08,1.0773827385790469e-09
1954,1.8567819282111486e-08,3.9090144454689835e-09
1955,3.941955162289901e-08,8.447047505910632e-09
1956,4.796627783854035e-08,4.360570571293465e-09
1957,6.44957730000506e-08,5.301022731885041e-09
1958,5.6251256985717646e-08,3.3088973783179654e-09
1959,4.4954337141689393e-08,7.750747821333448e-10
1960,4.63695843944123e-08,5.536666680683311e-09
1961,7.712456717712257e-08,6.948159270159238e-10
1962,7.102991261831448e-08,1.9025869768540815e-09
1963,1.1703556523912084e-07,4.526237162849611e-09
1964,8.578395016556328e-08,2.4335873316516654e-09
1965,9.357194485914988e-08,2.73602163147757e-09
1966,1.1355103568533309e-07,3.8773522170743036e-09
1967,1.3213299165926173e-07,4.437302081328198e-09
1968,8.937917606033352e-08,1.3025106326836067e-08
1969,1.3171097368314122e-07,4.087581828571274e-09
1970,1.2784455272196737e-07,1.1496812390987543e-08
1971,1.315429773995902e-07,3.5968783507200897e-09
1972,1.277406553867877e-07,8.721249500354133e-09
1973,9.482710350283696e-08,6.064523994098181e-09
1974,1.417644117651662e-07,1.6876715580593782e-09
1975,1.307928947369419e-07,6.282628195464213e-09
1976,1.399814077984729e-07,5.142174241967723e-09
1977,1.3163991141595943e-07,8.22749424145286e-09
1978,1.0990094168050746e-07,6.534650598410963e-09
1979,1.5566248912080027e-07,5.266775904289034e-09
1980,1.347380731431258e-07,2.8425752862659692e-09
1981,1.5244574669281974e-07,3.1627747087981106e-09
1982,1.5642905637491822e-07,8.690503427999374e-09
1983,1.3956848476937012e-07,1.0104505676622466e-08
1984,1.4961442396099756e-07,6.378909400694965e-09
1985,1.4256871949669403e-07,6.617113967877231e-09
1986,1.654478047896646e-07,7.792831269171074e-09
1987,1.4665960712534343e-07,7.944062296871834e-09
