year,trois_DET ans_NOUN,trois_DET rangs_NOUN
1929,2.4733930899856205e-05,3.564930111110698e-07
1930,2.3167798985923582e-05,3.09856302393996e-07
1931,2.3871410689935146e-05,3.6497142019698003e-07
1932,2.4644709128551767e-05,3.2111441505833227e-07
1933,2.4466921672683384e-05,2.4661924324931306e-07
1934,2.255652350413584e-05,3.6064557384918317e-07
1935,2.3047324020808446e-05,3.0040392839936203e-07
1936,2.2615017769567203e-05,3.1403009614905386e-07
1937,2.2642607177658647e-05,2.6315438184099094e-07
1938,2.1637645772898395e-05,2.5022863192614153e-07
1939,2.0906966142320016e-05,2.707046879990571e-07
1940,2.1067284592390934e-05,3.068297453889812e-07
1941,2.1129806668795936e-05,3.1581077486464437e-07
1942,2.195859110543097e-05,2.7611326447463114e-07
1943,2.144039217455429e-05,3.512914619197005e-07
1944,2.175648410229769e-05,3.116790541213277e-07
1945,2.2120530275060446e-05,2.7013451520119247e-07
1946,2.2322490394799388e-05,4.983755346188445e-07
1947,2.2332559410642716e-05,2.789483870557774e-07
1948,2.2080804683355382e-05,3.1311036696735073e-07
1949,2.4222486786129593e-05,2.483703074318555e-07
1950,2.2786261808960262e-05,2.6694757515599576e-07
1951,2.2842054136162915e-05,2.462783710299732e-07
1952,2.1641100829583593e-05,2.804917969001508e-07
1953,2.1768518763565226e-05,2.4779803364793906e-07
1954,2.1434103132378368e-05,2.6776750239321245e-07
1955,2.1927595184934034e-05,3.031551436549762e-07
1956,2.211071011970489e-05,3.2268223648657113e-07
1957,2.1420548364403658e-05,3.790231186684423e-07
1958,2.2601422870138776e-05,3.3750754546701955e-07
1959,2.264458544232184e-05,2.596500436879978e-07
1960,2.1691275833291e-05,2.477658318511544e-07
1961,2.222299212917278e-05,2.445752036450699e-07
1962,2.2427060230256757e-05,2.904615952203926e-07
1963,2.2090624383963586e-05,3.1037055858718077e-07
1964,2.2542928491020575e-05,3.2062513088959577e-07
1965,2.1709785301027296e-05,3.0260399208614785e-07
1966,2.1010263935750118e-05,2.559052529882422e-07
1967,2.188625296639657e-05,3.0518777238697226e-07
1968,2.198817458065605e-05,2.8969632204223217e-07
1969,2.206431292961497e-05,3.347275532306071e-07
1970,2.254478999930143e-05,2.1981904874124325e-07
1971,2.213673053574894e-05,2.6051676549343483e-07
1972,2.2983057874625956e-05,3.3038144753305687e-07
1973,2.248119187697739e-05,2.5360738531432503e-07
1974,2.3857486326051003e-05,2.784657842092031e-07
1975,2.4234380816778867e-05,2.296015031433285e-07
1976,2.3469454731639416e-05,2.1597131150130622e-07
1977,2.24357902425254e-05,2.997158823347945e-07
1978,2.2778008883506118e-05,2.4415829980029e-07
1979,2.1723696363551426e-05,2.112562356160197e-07
1980,2.14853218949429e-05,2.399133651742602e-07
1981,2.1374032144194643e-05,2.289848907155445e-07
1982,2.168156379411812e-05,2.2284933676175456e-07
1983,2.2520416564475454e-05,2.87978409119205e-07
1984,2.4002676809686818e-05,2.5341666898270887e-07
1985,2.4357596544177795e-05,1.9971652931438655e-07
1986,2.3507974674430443e-05,2.2719099401768972e-07
1987,2.3487535941058013e-05,2.774310949860137e-07
1988,2.3617427359567955e-05,1.990855904576705e-07
1989,2.493528404556855e-05,2.0799983757591178e-07
1990,2.4277009401885152e-05,2.1849090448000652e-07
1991,2.3243054897648108e-05,2.2918329278809324e-07
1992,2.3078401454768027e-05,2.1047987441846772e-07
1993,2.323420642369456e-05,2.077202716499471e-07
1994,2.415863696114684e-05,1.935898117366719e-07
1995,2.363537896599155e-05,1.8219434050337213e-07
1996,2.3839920118007285e-05,2.092532209729825e-07
1997,2.3756305495226115e-05,2.0186505889085993e-07
1998,2.488343511686253e-05,1.7355989845313502e-07
1999,2.3606003765053174e-05,1.6132810642943696e-07
2000,2.3897574692455237e-05,2.0234584097167385e-07
2001,2.34429886631915e-05,2.0898379959888302e-07
2002,2.281039201079693e-05,1.9233561854292702e-07
2003,2.3260180682882492e-05,2.0751276696984178e-07
2004,2.3878372530816705e-05,1.5064386449381573e-07
2005,2.3451924221262743e-05,1.2295236562209766e-07
2006,2.3848759155953303e-05,1.5647981932431776e-07
2007,2.281766421674547e-05,1.3820898270289206e-07
2008,2.3765879859638517e-05,1.6305993844056843e-07
2009,2.2844409841127344e-05,1.4447623475355442e-07
2010,2.3019516333988577e-05,1.4738233677924484e-07
2011,2.1793580572193605e-05,1.7896188309052263e-07
2012,2.2037430767340993e-05,1.858721954128839e-07
2013,2.248676253202575e-05,1.9328636735593818e-07
2014,2.405809539141046e-05,2.1741069300418303e-07
2015,2.3099153622752056e-05,2.158944365504567e-07
2016,2.1769990212305856e-05,2.2039057689937636e-07
2017,2.261559814087377e-05,1.504335513935473e-07
2018,2.1504907977032417e-05,1.6469758179482596e-07
2019,2.2133900984044885e-05,1.711712718233116e-07
