year,puissions_VERB appeler_VERB,puissions_VERB rappeler_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,1.950339223455444e-09,0.0
1804,7.4155526164076946e-09,0.0
1805,1.7057265822018053e-08,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,0.0
1809,2.259030518203531e-09,4.518061036407062e-09
1810,2.3401267590372754e-09,0.0
1811,0.0,0.0
1812,4.5342538612658245e-08,0.0
1813,2.8757416448144113e-09,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,7.784366928831332e-09,0.0
1818,1.0729059418679299e-08,0.0
1819,1.3456364911235141e-08,0.0
1820,1.1866481131050932e-09,0.0
1821,0.0,0.0
1822,7.017931125119503e-09,6.015369535816717e-09
1823,1.9765373782121287e-09,4.941343334508019e-09
1824,2.5263338088166165e-09,9.263223965660927e-09
1825,7.044354433105582e-09,0.0
1826,7.927186018719112e-09,0.0
1827,8.295545583791863e-09,0.0
1828,1.3758452155343548e-08,0.0
1829,8.57317605795771e-10,0.0
1830,1.1480519646056564e-08,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,1.6217079235048004e-08,0.0
1834,3.733812370398937e-09,0.0
1835,1.0588323107185715e-08,0.0
1836,3.36037508930076e-09,2.016224964762614e-09
1837,1.3915781860163179e-09,4.87052354003481e-09
1838,1.4517972601879592e-08,0.0
1839,1.11863602825224e-08,3.4957374772659477e-09
1840,9.554533164646273e-09,0.0
1841,1.219904177673925e-08,0.0
1842,2.0124795163667386e-09,1.0733224087289273e-08
1843,7.088293507706567e-09,5.906911071384968e-10
1844,2.7442805805577564e-09,0.0
1845,5.580227946389016e-10,5.580227946389016e-10
1846,0.0,0.0
1847,8.629157832729106e-09,3.775256551818984e-09
1848,3.218088684420195e-09,0.0
1849,1.6758829879393033e-09,0.0
1850,1.3577992064028876e-09,0.0
1851,1.6123596680017727e-08,0.0
1852,5.859490670445666e-09,0.0
1853,1.1943863675867306e-09,4.180352064508952e-09
1854,3.63696517347023e-09,5.195664454227256e-10
1855,3.1841622671890946e-09,0.0
1856,5.177189343896771e-09,0.0
1857,4.881509085841174e-10,0.0
1858,1.9574704079872163e-09,4.893676019968041e-10
1859,1.018434669930457e-09,0.0
1860,4.119465657481669e-09,0.0
1861,9.431927239234028e-09,2.8295783494058924e-09
1862,9.035972525772706e-10,4.517986262886353e-10
1863,4.994620717013731e-09,0.0
1864,6.712618905169165e-09,5.274200631788517e-09
1865,5.6482134525026595e-09,2.3534221238463715e-09
1866,2.432806400776144e-09,4.865612912574591e-10
1867,4.85281148598915e-10,4.85281148598915e-10
1868,6.421836395986702e-09,1.4819622196071691e-09
1869,1.3185501579471293e-08,9.767038289254515e-10
1870,4.587239033071455e-09,1.7202146374017957e-09
1871,4.0360472297606975e-08,0.0
1872,7.861540751719076e-09,3.0236697590169115e-09
1873,1.0176207432266438e-08,0.0
1874,2.9873046258899194e-09,2.9873046258899194e-09
1875,1.1443054503956773e-08,2.2886108563824337e-09
1876,4.836811839936672e-09,0.0
1877,1.1132669008873108e-08,0.0
1878,7.2469061862534545e-09,4.831270938865373e-09
1879,9.774920428640144e-09,6.10932526790009e-10
1880,1.2835692508872398e-09,2.5671385017744797e-09
1881,7.669758161910067e-09,0.0
1882,2.6621540527571597e-09,1.3310770263785798e-09
1883,5.0554711528150165e-09,6.319338941018771e-10
1884,1.9805090900604227e-09,0.0
1885,9.023890079618013e-09,1.933690763067375e-09
1886,5.808117542471791e-09,1.936039106809062e-09
1887,3.9173548849191775e-09,6.528924623161458e-10
1888,3.804368819970705e-09,0.0
1889,5.6386229019267375e-09,0.0
1890,3.2771931834929546e-09,4.5880703680722945e-09
1891,1.9122659011827636e-09,0.0
1892,0.0,6.268512375839919e-10
1893,9.23762488724833e-09,5.542574843531156e-09
1894,4.411077725308132e-09,6.301539290376468e-10
1895,1.8055843487019274e-09,0.0
1896,1.7691086373616827e-09,0.0
1897,6.409385022720926e-09,0.0
1898,5.6583546736987955e-09,0.0
1899,1.1055156790007459e-09,0.0
1900,4.671947717582725e-09,0.0
1901,6.147612641171918e-09,0.0
1902,3.437198747846537e-09,1.9641135384773634e-09
1903,2.1600881083827517e-09,5.400220270956879e-10
1904,3.7622376325430196e-09,0.0
1905,1.5482277682110634e-09,1.5482277682110634e-09
1906,5.144184522798412e-10,0.0
1907,0.0,5.142843373384665e-10
1908,4.911389073214423e-09,1.4734167219643268e-09
1909,0.0,5.500983557560346e-10
1910,5.344150677544235e-10,5.344150677544235e-10
1911,1.0108711201439746e-08,1.0640748282497725e-09
1912,3.646594803896619e-09,0.0
1913,9.015082902408267e-09,5.30298971401777e-10
1914,6.696743715117748e-10,0.0
1915,1.1780761921542648e-09,0.0
1916,1.0987462051303964e-09,0.0
1917,1.0966424435210342e-09,1.4256351654751143e-08
1918,0.0,0.0
1919,9.207848372660976e-10,9.207848372660976e-10
1920,6.815008557481406e-09,2.2716695191604686e-09
1921,8.330022005509363e-09,3.7863738810983705e-09
1922,0.0,7.377935484775833e-10
1923,5.307974060286824e-09,1.0615948120573648e-09
1924,3.867487219366694e-09,1.289162443462999e-09
1925,3.299453377181294e-09,1.0998177923937646e-09
1926,2.229227691330493e-09,1.1146138456652466e-09
1927,1.1149224876660924e-09,1.1149224876660924e-09
1928,2.2852082448565625e-09,1.1426041224282812e-09
1929,0.0,1.1140406375176326e-09
1930,2.100720708497761e-09,0.0
1931,7.983749661377715e-09,0.0
1932,8.767629289252454e-09,0.0
1933,5.735331320977366e-09,0.0
1934,2.3963160344919743e-09,0.0
1935,0.0,0.0
1936,3.6374143697059935e-09,0.0
1937,2.5182236296217297e-09,0.0
1938,2.5930428915188486e-09,2.5930428915188486e-09
1939,3.058810094103137e-09,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,1.2136847082899749e-08,0.0
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,0.0
1946,1.3921104269343232e-09,4.1763312808029696e-09
1947,2.3841741914054637e-09,4.7683483828109274e-09
1948,7.610321262063735e-09,1.0871887834440486e-09
1949,9.817008317369869e-10,0.0
1950,5.317680518146517e-09,0.0
1951,1.0661401539380222e-08,0.0
1952,0.0,0.0
1953,4.3095309543161875e-09,0.0
1954,4.886268278880834e-09,0.0
1955,8.447047505910632e-09,0.0
1956,8.72114158667614e-10,0.0
1957,0.0,0.0
1958,0.0,0.0
1959,3.8753737996444215e-09,2.325224457422337e-09
1960,2.076250060767393e-09,6.920833350854139e-10
1961,9.72742331128984e-09,2.08444772553662e-09
1962,6.976152100435229e-09,6.341956404476434e-10
1963,1.2932106496776896e-09,0.0
1964,6.083968440151466e-09,6.083968329129164e-10
1965,1.6416130677043839e-09,0.0
1966,2.215629901769489e-09,0.0
1967,9.860671168482327e-10,9.860671168482327e-10
1968,5.3896989093971115e-09,4.4914158503495116e-10
1969,1.3625273131978588e-09,0.0
1970,2.7592350626548523e-09,4.5987250119061684e-10
1971,6.166076982339064e-09,0.0
1972,5.130146862875051e-10,1.5390440033513642e-09
1973,2.205281512956958e-09,0.0
1974,5.625571675160757e-10,5.625571675160757e-10
1975,0.0,5.711480177694739e-10
1976,1.142705374768127e-09,0.0
1977,4.11374712072643e-09,5.876781838942691e-10
1978,8.316828115084718e-09,4.752473081737207e-09
1979,0.0,1.1703946700691858e-09
1980,2.2740602734216964e-09,0.0
1981,0.0,0.0
1982,1.2415004579935385e-09,0.0
1983,0.0,0.0
1984,5.799008495621649e-10,5.799008495621649e-10
1985,6.015558051686298e-10,0.0
1986,0.0,5.994485463567401e-10
1987,6.110816852533674e-10,0.0
1988,4.797243047249822e-09,1.798966087207532e-09
1989,2.1952488715726304e-09,0.0
1990,4.358920779878872e-09,5.44865097484859e-10
1991,1.1722930404189924e-09,5.861465202094962e-10
1992,5.509944167592096e-10,5.509944167592096e-10
1993,1.1078414852150331e-09,0.0
1994,1.5824779264761446e-09,0.0
1995,1.0844901643380922e-09,2.1689803286761844e-09
1996,1.6014276571496566e-09,1.067618438099771e-09
1997,2.3974471297094624e-09,0.0
1998,3.814503379828693e-09,0.0
1999,3.656160929565999e-09,2.7421207526856506e-09
2000,2.2090156370779823e-09,0.0
2001,2.6287270138425356e-09,0.0
2002,1.3143663935011318e-09,1.3143663935011318e-09
2003,2.083461403401543e-09,8.333845835650777e-10
2004,4.845270407116686e-09,0.0
2005,2.251874686720612e-09,4.5037495954858286e-10
2006,4.529678854225949e-09,4.1178899179428186e-10
2007,6.391167151065247e-09,1.5977917877663117e-09
2008,1.7029758714315335e-09,0.0
2009,3.814554005998616e-09,4.76819250749827e-10
2010,3.7790344187271785e-09,0.0
2011,3.059177577924288e-09,0.0
2012,6.808505315092361e-09,6.808505426114664e-10
2013,8.08846234434668e-09,1.3945624655065103e-09
2014,6.712880029624557e-09,1.0827225782605865e-09
2015,3.546520632724537e-09,1.5516027351836215e-09
2016,6.421154274960372e-09,6.214020409345267e-10
2017,5.0312225496895735e-09,2.515611330355938e-10
2018,4.64663996169179e-09,7.744400121190154e-10
2019,7.397864543179367e-09,2.04079020349468e-09
