year,aux_ADP âmes_NOUN,aux_ADP ames_NOUN,aux_ADP rames_NOUN
1909,1.500668300735697e-06,3.6856588336853235e-08,4.455796770441722e-08
1910,1.6508080911137313e-06,2.6186337986899844e-08,3.4202563892193893e-08
1911,1.6743217372550134e-06,3.617854438253687e-08,5.0011517260806215e-08
1912,1.6258603530161508e-06,3.5945007414994734e-08,4.2196312832754046e-08
1913,1.8761978175518834e-06,3.765122691401501e-08,2.3333155463323152e-08
1914,1.5857889152925964e-06,3.013534694007447e-08,3.683209115479258e-08
1915,1.681114703444564e-06,4.7123047686170594e-08,3.1808056522031336e-08
1916,2.174418757050489e-06,2.307367008569372e-08,4.5048592633989415e-08
1917,1.6427703783961078e-06,4.057576996618906e-08,4.0575770299255964e-08
1918,1.6965378080158189e-06,1.4932289182922887e-08,2.2972751700933713e-08
1919,1.6620166611858167e-06,3.2227469193291114e-08,3.6831393490643904e-08
1920,1.7113243586663884e-06,2.0445026116533427e-08,4.770505901419142e-08
1921,1.2820661368095898e-06,2.1203692801563534e-08,3.634918854800162e-08
1922,1.4667335399565218e-06,3.024953532104746e-08,7.156597420232558e-08
1923,1.6720118267699036e-06,4.0340603302269074e-08,3.290944050604594e-08
1924,1.6449712276767059e-06,5.543398584606507e-08,7.348225805614561e-08
1925,1.5650407334533156e-06,7.038833760297791e-08,9.568414593985608e-08
1926,1.4267057180106235e-06,3.4553028882555736e-08,4.124071362188175e-08
1927,1.4315604985881691e-06,2.5643217327342427e-08,1.0034302455608213e-07
1928,1.387121457696594e-06,3.085031119454129e-08,3.313551877326404e-08
1929,1.354673363707093e-06,6.350031478419282e-08,3.119313762844911e-08
1930,1.2320727087455907e-06,3.466189113510154e-08,3.571225148935042e-08
1931,1.222654283594693e-06,4.219981963871078e-08,3.5356604755065746e-08
1932,1.2680183445468174e-06,5.4797681281471e-08,3.178265661762936e-08
1933,1.1723016832831945e-06,3.670611903316967e-08,2.2941325283909464e-08
1934,1.3251627279942113e-06,2.875579241390369e-08,3.5944740517379614e-08
1935,1.3823368298915284e-06,3.710168083870258e-08,5.2660451999031466e-08
1936,1.4088917978938298e-06,3.516167090822364e-08,3.15242587589637e-08
1937,1.1306823743950645e-06,3.0218683888527664e-08,3.1477796369472344e-08
1938,1.037217105093191e-06,3.1116513810047763e-08,3.241303758727554e-08
1939,1.032348365015423e-06,4.129393804674919e-08,3.211750509990452e-08
1940,9.585259395095136e-07,3.0429395447839624e-08,2.2822046474857416e-08
1941,1.0094138431782085e-06,6.493305892973922e-08,2.066051862925633e-08
1942,1.3047110449804222e-06,2.7307905936524435e-08,2.4273694165799498e-08
1943,1.2396814277337853e-06,1.4516176261025748e-08,3.774205858952939e-08
1944,1.67728322963967e-06,6.105053529381621e-08,7.390328349288211e-08
1945,1.1807491695492445e-06,2.832055256973831e-08,3.703456741277478e-08
1946,1.2988389812562673e-06,6.125286056146706e-08,3.619487021211398e-08
1947,1.529447736459133e-06,3.695470085496311e-08,4.529931052488223e-08
1948,1.2035180176894755e-06,2.3918153457813673e-08,4.4574739455072176e-08
1949,9.335975175162048e-07,4.024973321303804e-08,2.9451025507221118e-08
1950,1.0805527566049022e-06,3.828730021915305e-08,3.616023036556726e-08
1951,1.1130503345668785e-06,3.5182626145768836e-08,7.782823274737893e-08
1952,1.0787334137063453e-06,3.1634411978842536e-08,3.796129277588989e-08
1953,9.728766183769721e-07,3.2321481602259894e-08,3.3398865895151175e-08
1954,9.831171574603559e-07,6.156697618386886e-08,2.7363100230104465e-08
1955,9.404379355260062e-07,4.6928038788252024e-08,4.8805160801634884e-08
1956,9.950823063320513e-07,9.157198910259012e-08,4.883839443969862e-08
1957,9.674366010514746e-07,3.268963943980907e-08,3.357314304341941e-08
1958,8.512138354177523e-07,3.226174938308901e-08,2.812562788223616e-08
1959,9.680684094348635e-07,4.7279560932977915e-08,4.495433891804623e-08
1960,8.436496017338868e-07,2.283875066844132e-08,2.9759583242139342e-08
1961,1.0456980081841039e-06,4.446821888492991e-08,4.933193231693167e-08
1962,9.360727872831376e-07,4.819886784135363e-08,2.3465238641051656e-08
1963,8.030838021255704e-07,1.5518527685109973e-08,2.9743845497698373e-08
1964,1.0646944375025669e-06,1.0464425403977629e-07,2.6161064425878067e-08
1965,1.087842205649281e-06,5.80036581543375e-08,3.939871362490521e-08
1966,9.012074659864311e-07,5.705246930443053e-08,4.0435246928538504e-08
1967,7.997004125570584e-07,1.3706332424590073e-07,4.979638901225769e-08
1968,1.0065262756597804e-06,5.749012144118382e-08,4.715986617886969e-08
1969,7.166893851717759e-07,5.586362122889099e-08,3.406318238585726e-08
1970,8.14434191198643e-07,7.449934608105835e-08,2.8052221878738237e-08
1971,7.810364124338776e-07,1.957729410806408e-07,4.264869735148835e-08
1972,6.699971919488235e-07,8.464742429215022e-08,3.3345955996466614e-08
1973,6.858425667388701e-07,5.3478076300628175e-08,3.032262152480314e-08
1974,5.226156227777778e-07,3.2628315160820875e-08,2.5877629872272934e-08
1975,5.157466862470983e-07,3.1413141421410273e-08,2.5701661243715535e-08
1976,5.433563821100051e-07,2.9710340188060513e-08,4.228009914397646e-08
1977,5.38313220665998e-07,3.761140465741164e-08,3.349765675952909e-08
1978,6.44554175366352e-07,4.7524731705550494e-08,3.326731290442808e-08
1979,5.114624812563306e-07,3.569703843631089e-08,4.271940667877061e-08
1980,5.940982195085098e-07,3.4679418559058206e-08,2.160357320812878e-08
1981,5.711971056143739e-07,3.289285743779402e-08,4.744162102054972e-08
1982,6.114389909939177e-07,3.1658262344969046e-08,6.393727614018019e-08
1983,5.462748333684431e-07,1.9577479637433726e-08,2.7155859894101297e-08
1984,5.671430365339347e-07,3.1894546503874466e-08,3.305434970179988e-08
1985,5.432049103859526e-07,2.105445340294665e-08,2.4663788233958428e-08
1986,6.012469029315071e-07,1.7384007566789705e-08,6.05443033485642e-08
1987,5.835830272360454e-07,3.0554084595735276e-08,2.383218539181442e-08
1988,5.552809039244266e-07,2.038828283978944e-08,2.5185526553173077e-08
1989,5.938147955575346e-07,2.7989423445617945e-08,2.96358593221413e-08
1990,5.606661606094576e-07,2.0704874259536155e-08,2.2884334038852927e-08
1991,5.609422348840098e-07,2.6962739818614523e-08,2.6962739596569918e-08
1992,6.777231309484932e-07,3.030469308828998e-08,2.7549721226538537e-08
1993,6.386706363770145e-07,2.271075089099739e-08,2.1048988885219444e-08
1994,7.432371500470936e-07,2.953958855300698e-08,1.8989736005892155e-08
1995,6.788908661903292e-07,2.7112253775385398e-08,2.7654498579998688e-08
1996,6.373681937787978e-07,2.4555224076294735e-08,3.25623614738646e-08
1997,6.554620597398753e-07,1.1987236092636522e-08,2.6851409984374186e-08
1998,6.518032780178373e-07,2.479427263502032e-08,3.0039213561039446e-08
1999,6.087508133134634e-07,3.062034706347028e-08,2.924928668712745e-08
2000,6.141063835229943e-07,3.3577040148280446e-08,4.152949484304003e-08
2001,5.805105729450588e-07,2.9792239564230272e-08,3.5049694341315885e-08
2002,6.365914622108448e-07,1.927737480755809e-08,2.9792307010279018e-08
2003,6.892090773646942e-07,2.041792213081095e-08,2.8335076340813004e-08
2004,6.05218339444491e-07,2.3785873187742723e-08,3.259545469647129e-08
2005,6.521429485317753e-07,1.981649799809304e-08,2.567137258324692e-08
2006,5.662098701009199e-07,2.2648395159308166e-08,2.8825229092532823e-08
2007,5.596265921781196e-07,3.435252438066527e-08,1.4779573842549354e-08
2008,5.538929013226834e-07,1.4049550578487668e-08,2.7247613942904536e-08
2009,6.160504533170297e-07,1.430457752249481e-08,3.147007054948858e-08
2010,4.874954395717168e-07,1.8895172093635892e-08,2.59808615732382e-08
2011,5.108826570676683e-07,1.0324723936916413e-08,3.518054103590629e-08
2012,5.457017344667747e-07,1.1234033953089195e-08,4.629783628695705e-08
2013,5.848795066043522e-07,9.483025309453552e-09,5.438793793111074e-08
2014,6.160691388146233e-07,4.114345808492459e-09,5.6518119073700746e-08
2015,7.128506425146952e-07,1.285613770996008e-08,5.1646207491207186e-08
2016,8.567062224074107e-07,1.0978101816494501e-08,5.5097646722845894e-08
2017,5.967029945708191e-07,5.282783654969592e-09,3.949509752576574e-08
2018,6.626624777794632e-07,6.453666878680764e-09,5.008045267373973e-08
2019,7.538168791398903e-07,4.08158040698936e-09,4.5407583582068867e-08
