year,quelques_DET âmes_NOUN,quelques_DET ames_NOUN,quelques_DET rames_NOUN
1800,7.545994984425874e-08,3.3013726730146686e-07,1.8864987794131594e-08
1801,5.0004833385131064e-08,3.4289030503842355e-07,2.3811825844433088e-09
1802,8.503792514602537e-08,2.416867346255458e-07,4.923248297927785e-08
1803,4.8758479920252285e-08,2.0868630024040158e-07,4.8758479920252285e-08
1804,4.202146608456303e-08,1.2606439270257397e-07,2.4718509905596875e-08
1805,2.842877755426798e-08,9.381496446358994e-08,2.842877711017877e-09
1806,8.06867319624871e-08,8.06867319624871e-08,5.76333825108577e-09
1807,3.701041606518629e-08,2.0782771992244875e-07,2.8469551160981155e-09
1808,3.6257183921861724e-08,1.6995554430465631e-07,1.8128591960930862e-08
1809,7.228897658251299e-08,2.281620865574041e-07,0.0
1810,3.978215445954447e-08,2.7145471293010814e-07,1.8721014072298203e-08
1811,3.5099075201827645e-08,9.276183998707666e-08,0.0
1812,8.801787165779729e-08,1.3869483117545656e-07,2.6672082320544632e-09
1813,1.5241430628698538e-07,1.782959770935122e-07,8.627225156487839e-09
1814,2.485874954771816e-07,2.548808488711529e-07,1.8880061958270744e-08
1815,2.4814457333377504e-07,2.1577788800186681e-07,1.6183340889597275e-08
1816,1.62232268507978e-07,1.9467872824918686e-07,2.3176038865813098e-09
1817,1.4323234798219175e-07,2.2418976541871416e-07,7.784366928831332e-09
1818,1.3709354096391735e-07,2.3484719435806767e-07,1.4305412854298538e-08
1819,2.84653873805496e-07,1.3249344288368547e-07,1.0351049795076506e-08
1820,2.753023604640248e-07,2.017301730106169e-07,9.493184904840746e-09
1821,2.7217706755067184e-07,1.1242096542574131e-07,1.97229765852569e-09
1822,1.7845596289589594e-07,1.4938167680611514e-07,1.1028177482330648e-08
1823,1.610877964353108e-07,1.9666547679264568e-07,1.4824030003524058e-08
1824,2.138962686970558e-07,1.3473780047235095e-07,8.421112696055388e-10
1825,1.822726645173134e-07,2.2806096811045506e-07,5.283265824829186e-09
1826,2.149148130570211e-07,1.5149733711972146e-07,0.0
1827,1.7236300386969106e-07,1.7420645370691545e-07,0.0
1828,1.467568182533796e-07,1.3850174163110296e-07,0.0
1829,1.894671894930866e-07,2.863440663469774e-07,0.0
1830,1.8681936797548815e-07,2.3482881350567197e-07,0.0
1831,2.8687818520722885e-07,3.1961973689931256e-07,0.0
1832,3.4636720336322924e-07,2.8277635166773507e-07,6.764984572527055e-09
1833,2.247223869211723e-07,2.1198040034420274e-07,1.1583628278799551e-08
1834,2.669675946975758e-07,2.3523018199966828e-07,1.7735608537350345e-08
1835,2.4277512267190104e-07,1.7168209609508267e-07,3.781543966852041e-09
1836,2.379145565001295e-07,1.841485577358526e-07,6.720750067579218e-10
1837,2.998850909818884e-07,1.3985360380885936e-07,7.653680356156656e-09
1838,2.7205418007270055e-07,1.224559380563761e-07,0.0
1839,3.523703533403477e-07,1.7408773200777716e-07,2.0974426639952526e-09
1840,4.840963434560308e-07,8.981261173657273e-08,2.1019973317493168e-08
1841,3.9229551518360495e-07,1.2841097252191958e-07,5.778493683550323e-09
1842,4.2060821847655916e-07,1.3953191668747422e-07,2.0124795163667386e-09
1843,4.382927905055567e-07,7.856191719390893e-08,1.6539351221922516e-08
1844,4.890308176186409e-07,5.214133191877579e-08,2.7442805805577564e-09
1845,5.429561564795904e-07,6.91948264242015e-08,3.348136878855712e-09
1846,5.134397440542671e-07,5.795956248277889e-08,1.1123552745573306e-08
1847,5.263786384546165e-07,5.069630049092666e-08,8.089835468183537e-09
1848,3.459445316877918e-07,4.18351535080852e-08,1.287235473768078e-08
1849,5.538793050874347e-07,5.111443246441638e-08,4.1897072478036534e-09
1850,4.3245903569300026e-07,5.159636806695289e-08,7.467895635215882e-09
1851,5.217596097395472e-07,6.900899318651454e-08,7.094382858952031e-09
1852,5.130309954637369e-07,2.734429060957666e-08,1.1718981340891332e-08
1853,4.6401910580584627e-07,8.957897978945084e-09,5.971931837933653e-10
1854,6.188036394405572e-07,2.8056588274871785e-08,2.5978321716024766e-09
1855,5.726185428045483e-07,3.237231638308913e-08,5.837630823180007e-09
1856,6.916724846206534e-07,2.8992260148186233e-08,9.836659486950339e-09
1857,6.380132511196734e-07,2.1478640421790374e-08,6.8341128311999455e-09
1858,7.086043041226731e-07,4.8936761531948036e-08,6.361778659424999e-09
1859,6.375400865010761e-07,1.5276520493046064e-08,1.0693564034269798e-08
1860,6.101386134105269e-07,7.781212424395889e-09,2.288591982591015e-09
1861,6.413710806896233e-07,1.8392257716826066e-08,6.13075279431996e-09
1862,5.63392912766858e-07,1.2650361730370818e-08,2.2589932147099034e-09
1863,6.193329724624164e-07,1.3485476735297652e-08,1.39849385405455e-08
1864,5.955052309047915e-07,2.828889522632494e-08,1.2466292331758666e-08
1865,6.1612593960092e-07,2.0710114623234688e-08,3.765475486972036e-09
1866,5.011581034608525e-07,1.3623716377253459e-08,1.1677471434268227e-08
1867,5.444854433989121e-07,9.220341823379385e-09,2.523461972714358e-08
1868,4.668181059486187e-07,1.383164716095564e-08,1.4819622196071691e-09
1869,5.27908436964708e-07,9.278686596836394e-09,7.325278605918584e-09
1870,6.089560073974098e-07,1.0894692259455496e-08,4.013834153937523e-09
1871,3.876729604002094e-07,1.5931766128574054e-08,1.0621177271019633e-09
1872,4.7411140435826837e-07,9.675742873582749e-09,1.8142017887967654e-09
1873,3.992664918683886e-07,8.979006871356887e-09,8.380406590902112e-09
1874,4.044810326675474e-07,1.0156835539287812e-08,8.961913877669758e-09
1875,4.3941328442542726e-07,1.0298748520654044e-08,1.0298748520654044e-08
1876,3.7606211122920286e-07,4.836811839936672e-09,6.650616057868319e-09
1877,3.7789225260098647e-07,6.8032977029730546e-09,5.566334504436554e-09
1878,3.351694086717316e-07,9.662541822219595e-09,3.6234530931267273e-09
1879,4.148231766976096e-07,8.553055041993218e-09,1.588424503040642e-08
1880,3.4335477927527336e-07,1.2835692508872398e-09,1.6044616302224313e-08
1881,3.1167109071361665e-07,6.972507515801141e-09,1.1853262871230896e-08
1882,3.1014094847847673e-07,6.655385131892899e-09,1.1314154724217929e-08
1883,2.7362737409220017e-07,1.8958017378167824e-09,8.847074184359371e-09
1884,3.4658908987239556e-07,5.941527270181268e-09,6.601696966868076e-10
1885,3.1970353120414075e-07,1.933690763067375e-09,1.353583511942702e-08
1886,2.787896509204302e-07,5.808117431449489e-09,7.098810428374236e-09
1887,2.9119005118261043e-07,3.917354718385724e-09,7.1818169189441505e-09
1888,2.967407635168229e-07,3.804368819970705e-09,1.014498351992188e-08
1889,3.132568284769377e-07,7.51816386923565e-09,1.1277245803853475e-08
1890,2.477558034286176e-07,3.277193294515257e-09,0.0
1891,3.3910851549023846e-07,3.1871099093194744e-09,5.099376032546843e-09
1892,2.990080352205382e-07,4.387958663087943e-09,6.8953633913793055e-09
1893,2.968356813681794e-07,1.8475249663474358e-09,1.847525021858587e-09
1894,2.684455822077325e-07,1.386338599473902e-08,0.0
1895,3.5148707411281066e-07,9.629783193076946e-09,4.213029924926559e-09
1896,3.125425251937486e-07,6.486731929378209e-09,6.486731929378209e-09
1897,2.948316932815942e-07,6.409385022720926e-09,1.7480140668268973e-09
1898,3.5251550567494405e-07,1.640922908663356e-08,2.26334195829736e-09
1899,2.957254512381269e-07,6.633094074004475e-09,7.185851913504848e-09
1900,2.486514478761137e-07,3.114631885736685e-09,5.19105292084987e-09
1901,2.688183311505554e-07,6.706486699314951e-09,5.58873880507349e-09
1902,2.6417327525507517e-07,3.4371988033576883e-09,1.9641135384773634e-09
1903,2.867516890603383e-07,5.940242076007962e-09,5.400220270956879e-10
1904,2.219720132146108e-07,5.374625189347171e-09,2.6873125946735854e-09
1905,2.2397694099396404e-07,2.0643036724443675e-09,3.096455536422127e-09
1906,2.40747833224475e-07,6.173021371846943e-09,9.773950537805831e-09
1907,2.9468492712680927e-07,7.71426522661045e-09,7.71426478252124e-09
1908,2.892808161902849e-07,8.349361424464519e-09,5.40252820258047e-09
1909,2.882515319768686e-07,3.3005901345362076e-09,6.0510818578052294e-09
1910,2.725516727863919e-07,7.481811170606534e-09,5.34415089958884e-09
1911,2.638905662877278e-07,5.852411555373749e-09,7.448523575703803e-09
1912,2.693270912956791e-07,5.209421227725386e-10,1.0418842455450772e-09
1913,2.799978595646735e-07,4.772690798127144e-09,1.060597942803554e-09
1914,2.444311393290377e-07,2.0090231145353243e-09,6.696743604095445e-09
1915,1.6610874409295207e-07,4.712304657594757e-09,3.534228465440492e-09
1916,2.977602102660626e-07,1.0987462051303964e-09,9.888715624128963e-09
1917,2.3577812324759861e-07,0.0,5.483212106582869e-09
1918,3.38848111347545e-07,3.44591288836682e-09,8.040463406189247e-09
1919,3.185915460335309e-07,5.524709190130039e-09,1.012863304339362e-08
1920,3.15004847095679e-07,3.786115865267448e-09,3.028892692213958e-09
1921,2.567161381250571e-07,1.5145494858259667e-09,2.2718242842501013e-09
1922,2.788859632119056e-07,2.951174138399182e-09,4.426761179843197e-09
1923,2.579675375535828e-07,1.0615948120573648e-09,1.6985516548828627e-08
1924,2.9392903222458244e-07,1.289162443462999e-09,6.445812328337297e-09
1925,2.397602845150004e-07,5.499089184013428e-09,0.0
1926,2.9537266854617883e-07,5.573069228326233e-09,6.687683296036084e-09
1927,3.2332751587205166e-07,5.574612438330462e-09,4.4596899506643695e-09
1928,2.513729073783111e-07,1.1426041224282812e-09,4.570416489713125e-09
1929,2.3394852899372154e-07,3.342121912552898e-09,7.798284684668033e-09
1930,2.19525318811975e-07,5.251801771244402e-09,1.0503603542488804e-09
1931,2.030153449794625e-07,6.843213995466613e-09,1.710803587684495e-08
1932,1.9179188637252764e-07,3.287861094491973e-09,7.6716757391182e-09
