year,quelques_DET âmes_NOUN,quelques_DET ames_NOUN,quelques_DET rames_NOUN
1933,1.766482045084672e-07,1.1470662197865522e-09,5.735331320977366e-09
1934,1.4497711475769393e-07,0.0,5.990790086229936e-09
1935,2.1423228968586727e-07,0.0,4.787313656606784e-09
1936,1.8550812619366752e-07,3.6374143697059935e-09,3.6374143697059935e-09
1937,1.5612986237201198e-07,1.2591118259130951e-08,5.0364472592434595e-09
1938,1.5298953348619193e-07,2.5930428915188486e-09,6.482607339819424e-09
1939,1.6364633736998258e-07,0.0,1.5294050470515685e-09
1940,1.4200383757767554e-07,2.5357829169792012e-09,1.2678914806940611e-08
1941,2.0955668134092775e-07,2.9515025978810172e-09,2.066051907334554e-08
1942,1.9115533689273434e-07,9.102635090130207e-09,9.102635090130207e-09
1943,2.1193616905890167e-07,0.0,2.0322646676618206e-08
1944,1.8636479381939353e-07,3.2131861615880553e-09,9.639558484764166e-09
1945,2.3963544215632737e-07,0.0,6.535512131478072e-09
1946,2.0881656315197006e-07,0.0,8.352662561605939e-09
1947,2.9325341266428495e-07,2.3841741914054637e-09,2.3841741914054637e-09
1948,2.163505650187858e-07,1.0871887834440486e-09,2.174377566888097e-09
1949,1.6296234006674126e-07,9.817008317369869e-10,9.817008317369869e-10
1950,1.3506908569382858e-07,1.0635361480382244e-09,3.190608444114673e-09
1951,2.0256663457729474e-07,5.330700769690111e-09,8.529121409139861e-09
1952,1.7398927099065986e-07,0.0,7.381362632230548e-09
1953,1.5622049076569056e-07,0.0,9.69644453618912e-09
1954,1.6613311970559153e-07,1.9545072227344917e-09,2.9317608341017376e-09
1955,1.0230312685877152e-07,2.815682353940474e-09,7.508486277174597e-09
1956,1.8663242951078018e-07,8.72114158667614e-10,1.1337483840634377e-08
1957,1.2987505559891588e-07,0.0,6.184526224473075e-09
1958,1.3235590223814597e-07,8.272243445794913e-10,5.790570523078742e-09
1959,1.3021255984568825e-07,7.750747599288843e-09,6.200598257066758e-09
1960,1.5710291378923102e-07,6.920833350854139e-10,3.460416619915918e-09
1961,1.500802389031719e-07,7.642975030641708e-09,1.04222386276831e-08
1962,1.1669199961872323e-07,1.2683912808952869e-09,5.0735651235811474e-09
1963,1.2350162048591073e-07,6.466053248388448e-10,4.526237162849611e-09
1964,1.636587412257029e-07,1.3384730601639916e-08,4.8671746077921796e-09
1965,1.3953710720215895e-07,1.5321721336114535e-08,5.47204326295514e-09
1966,1.3570733781165245e-07,4.985167167959048e-09,1.1078149508847446e-09
1967,1.4593793906669816e-07,2.366561108191334e-08,6.902469651404175e-09
1968,1.7381778683045468e-07,1.5719955892556925e-08,6.287982023955863e-09
1969,1.2081075873027203e-07,4.9959334169624725e-09,4.541757803178115e-09
1970,9.749297191774531e-08,9.197450051567913e-09,3.6789800095249348e-09
1971,1.243492153690795e-07,1.9012070140433934e-08,6.679916619845017e-09
1972,9.38816882012361e-08,3.7450070766720245e-08,3.0780880067027283e-09
1973,1.1687992040876338e-07,8.269805285010534e-09,7.1671650836435674e-09
1974,7.875800145384915e-08,4.5004573956397564e-09,3.3753429495853027e-09
1975,6.511087269345239e-08,1.7134440533084216e-09,4.569184142155791e-09
1976,9.598724926007662e-08,5.142174241967723e-09,3.9994687561772935e-09
1977,8.34503017799193e-08,4.113747231748732e-09,6.464459911814657e-09
1978,8.376233839868519e-08,7.128709622605811e-09,3.5643548113029055e-09
1979,9.304637416107653e-08,1.1703946811714161e-08,1.1703946700691858e-09
1980,7.845507732362478e-08,6.822180653731635e-09,2.8425752862659692e-09
1981,7.780425992365281e-08,5.69299452024552e-09,9.488323904349727e-09
1982,1.0366529057392881e-07,2.483000915987077e-09,5.586752171993226e-09
1983,8.14675757965233e-08,6.315316047889041e-10,3.78918940668882e-09
1984,9.510373866206123e-08,2.8995041922996734e-09,5.219107812592938e-09
1985,5.835091143602256e-08,4.812446441349039e-09,7.2186697730458604e-09
1986,9.351397189938382e-08,4.795588426365072e-09,4.7955883708539204e-09
1987,9.166225378720583e-08,7.944061797271473e-09,4.277571907795874e-09
1988,6.296381327430822e-08,1.798966087207532e-09,3.597932174415064e-09
1989,8.835876874613291e-08,2.1952488715726304e-09,4.939309850016116e-09
1990,1.008000403146525e-07,3.2691906959314565e-09,1.6345953479657283e-09
1991,7.971592985711595e-08,0.0,4.103025752488776e-09
1992,7.934319512514776e-08,5.509944167592096e-10,8.815910279569295e-09
1993,9.582828930376763e-08,3.323524566667402e-09,3.323524400133948e-09
1994,8.809127605147182e-08,2.637463358823311e-09,4.219941229788304e-09
1995,9.272390588677126e-08,1.0844901643380922e-09,8.675921314704738e-09
1996,9.555185087606333e-08,1.6014276571496566e-09,2.135236876199542e-09
1997,8.630809711362986e-08,0.0,5.274384040632185e-09
1998,9.774665121753401e-08,3.814503379828693e-09,2.3840645013706308e-09
1999,8.729084166603229e-08,1.8280804647829996e-09,6.398281460207045e-09
2000,7.599014306691743e-08,4.4180314962005696e-10,4.859834534798324e-09
2001,8.368114645662672e-08,2.190605918883648e-09,1.7524847129024579e-09
2002,8.10526001870926e-08,2.6287327870022636e-09,5.257465574004527e-09
2003,9.500584363664188e-08,4.1669229178253886e-10,7.500461585152607e-09
2004,8.325055111946256e-08,3.0833537945085254e-09,3.9643121285681815e-09
2005,8.467048973059832e-08,2.702249757291497e-09,4.954124666056714e-09
2006,9.01817860388121e-08,8.235779835885637e-10,7.823990788580204e-09
2007,6.830559584614093e-08,1.5977918155218873e-09,3.1955835755326234e-09
2008,9.366367459406888e-08,2.128719839289417e-09,5.108927503272298e-09
2009,9.536384770747475e-08,1.907277002999308e-09,3.337734755248789e-09
2010,8.975206888806042e-08,1.8895172093635892e-09,1.8895172093635892e-09
2011,8.412738417007404e-08,3.4415748029203996e-09,4.971163591882544e-09
2012,1.0280843110166415e-07,2.723402198201441e-09,5.10637893080812e-09
2013,1.0710239939371036e-07,1.1156500168141292e-09,7.25172510929184e-09
2014,1.307928858551577e-07,0.0,6.4963354279301555e-09
2015,1.5072713299701945e-07,0.0,6.871383573248124e-09
2016,1.9159895003895144e-07,4.5569479856233386e-09,6.4211539696490405e-09
2017,1.1471187999489985e-07,1.2578056374223934e-09,7.043711669485475e-09
2018,1.174567376693858e-07,1.0325866828253538e-09,4.130346731301415e-09
2019,1.4693689998068749e-07,5.1019755087367e-10,5.1019755087367e-09
