year,des_DET aides_NOUN,des_DET raids_NOUN
1945,3.9866624845785736e-07,3.65988668704631e-07
1946,3.327143849318759e-07,2.032481276614817e-07
1947,3.1232682395909706e-07,2.3007281058085027e-07
1948,4.250908016700805e-07,1.9351959856805934e-07
1949,9.522498047864758e-07,1.9241336779440843e-07
1950,3.2012438033746093e-07,2.1483430456825658e-07
1951,3.71016772859889e-07,1.919052374788066e-07
1952,3.669591719379639e-07,1.9718782939825985e-07
1953,3.501494010293982e-07,2.359468211921012e-07
1954,3.7819714826525797e-07,2.0229150088368897e-07
1955,4.82420237091219e-07,2.9470809881360083e-07
1956,5.398386564436919e-07,1.875045390065111e-07
1957,4.921116141254345e-07,1.8818630787009738e-07
1958,7.668369770286176e-07,2.671934611342408e-07
1959,6.681144717468612e-07,1.3796331588267208e-07
1960,6.650920791884118e-07,1.965516611690532e-07
1961,8.094605474795458e-07,1.8065213591711426e-07
1962,7.692793113633911e-07,2.1245553583071342e-07
1963,9.466301733596083e-07,2.308381006344007e-07
1964,1.0513097672415483e-06,2.1111369852278017e-07
1965,1.1743005625675096e-06,2.2763699902839107e-07
1966,1.2806340290438811e-06,2.2931769150247305e-07
1967,1.4342346119633476e-06,2.5637744371920235e-07
1968,1.1736069938095284e-06,3.2023795437652325e-07
1969,1.6009696786056793e-06,2.6024273536151554e-07
1970,1.5171193483709544e-06,3.002967456922079e-07
1971,1.6848805461933125e-06,2.3533860193936107e-07
1972,1.6390818711187194e-06,3.057567594666466e-07
1973,1.4328816875242012e-06,2.7235228117206134e-07
1974,1.712423963518006e-06,2.1377172831904545e-07
1975,1.7951182513797903e-06,2.3588412556563298e-07
1976,1.687204441935819e-06,2.079723731007732e-07
1977,1.428057931462945e-06,2.4271109300144644e-07
1978,1.5718804746711612e-06,2.732671973149081e-07
1979,1.6853683306727874e-06,2.3173814778232327e-07
1980,1.5128185935076033e-06,2.5298921757510584e-07
1981,1.6990426046081808e-06,2.549196489454175e-07
1982,1.8219018835807788e-06,3.02305366073341e-07
1983,1.8655443456694343e-06,2.8418921260708885e-07
1984,1.9844207557184745e-06,2.3485984534943327e-07
1985,2.1042421782802023e-06,2.755125683151505e-07
1986,2.068697042556522e-06,2.8833473963985057e-07
1987,1.98112685989571e-06,2.9393030320790103e-07
1988,2.046024099477961e-06,3.2141527039897255e-07
1989,1.971882267248759e-06,2.809918564494751e-07
1990,1.881419146698704e-06,3.83040161366921e-07
1991,2.0151717610161768e-06,3.065546416713971e-07
1992,2.214446501724865e-06,3.697172470396026e-07
1993,2.2971092548118577e-06,2.802839009774516e-07
1994,2.2539760773376827e-06,3.6977235096102845e-07
1995,2.1283119799875294e-06,3.063684808068956e-07
1996,2.3647749118893557e-06,3.0694029007349855e-07
1997,2.244010568475119e-06,2.9392703471131654e-07
1998,2.736906087541513e-06,2.965776513264018e-07
1999,2.638834207147056e-06,3.363668179545698e-07
2000,2.645958970148854e-06,3.5609334059216735e-07
2001,2.9673948018782426e-06,3.408582891495371e-07
2002,2.7005848930450327e-06,3.014280309798778e-07
2003,2.803088961389477e-06,3.275201336805367e-07
2004,2.796161392870644e-06,3.1978784997832577e-07
2005,2.742783401732396e-06,3.508421011488849e-07
2006,2.3957884227598925e-06,3.557856889102595e-07
2007,2.3946903384697293e-06,3.986490400009757e-07
2008,2.7294444944203633e-06,3.5464472070145803e-07
2009,2.350242131576863e-06,3.4283305172522205e-07
2010,2.3670926143637416e-06,3.646768300669123e-07
2011,2.1605442639405226e-06,3.7054286927684643e-07
2012,1.8525943783487264e-06,3.5199974313115945e-07
2013,1.8450062440056314e-06,3.901985872190039e-07
2014,1.4835464563489609e-06,4.006073712758962e-07
2015,1.5560359778454824e-06,3.311563769869963e-07
2016,1.4143109532405163e-06,2.6720287760184647e-07
2017,1.6004319404183676e-06,2.860250143399412e-07
2018,1.3901198077093113e-06,3.066782587879402e-07
2019,1.3086567238751456e-06,3.326488009491868e-07
