year,nos_DET ondes_NOUN
1934,2.875579241390369e-08
1935,1.0771455727365264e-08
1936,3.6374143697059935e-09
1937,6.295559185076627e-09
1938,1.1668693011834819e-08
1939,1.3764645423464117e-08
1940,1.0143131667916805e-08
1941,2.9515025978810172e-09
1942,3.034211770724937e-09
1943,0.0
1944,0.0
1945,2.832055301382752e-08
1946,5.568441707737293e-09
1947,7.152522574216391e-09
1948,9.784699273041042e-09
1949,1.3743811422273211e-08
1950,1.701657836861159e-08
1951,1.4925962799061665e-08
1952,5.272402070488624e-09
1953,1.0773827163745864e-08
1954,5.863521668203475e-09
1955,1.407841132561316e-08
1956,5.232684952005684e-09
1957,1.5903067307476704e-08
1958,1.4062813857851353e-08
1959,9.300897829689347e-09
1960,4.152500121534786e-09
1961,1.0422239238305764e-08
1962,5.707760764028791e-09
1963,1.0345684975376912e-08
1964,6.6923653285755336e-09
1965,6.5664522708175355e-09
1966,1.7725039880289728e-08
1967,1.0846737952263652e-08
1968,2.470278681609983e-08
1969,9.537691525451919e-09
1970,9.657322941336588e-09
1971,6.679916730867319e-09
1972,1.4364411160538992e-08
1973,1.764225276978948e-08
1974,1.406392957647995e-08
1975,9.709516746170266e-09
1976,1.8854638628162945e-08
1977,1.057820764316375e-08
1978,1.1287123347081263e-08
1979,9.94835469558808e-09
1980,1.5349906234973787e-08
1981,1.5813874654213578e-08
1982,1.055275355987817e-08
1983,1.263063198475578e-08
1984,1.9136727757995686e-08
1985,1.864822929409371e-08
1986,3.177077362304104e-08
1987,3.5442738521851425e-08
1988,1.798966131616453e-08
1989,1.8659615741434266e-08
1990,2.1249739301509862e-08
1991,2.6376593631471934e-08
1992,2.2590771697750256e-08
1993,1.661762283333701e-08
1994,1.898973578384755e-08
1995,1.7351842629409475e-08
1996,1.0676184158953106e-08
1997,8.630809844589749e-09
1998,1.6688452952884347e-08
1999,9.597422412355172e-09
2000,1.2370488633450805e-08
2001,1.1829271784336015e-08
2002,2.2782352004924178e-08
2003,1.2500769308587678e-08
2004,1.409533237350935e-08
2005,1.621349843272668e-08
2006,1.9765871384080924e-08
2007,1.677681460421354e-08
2008,1.7455502376861887e-08
2009,1.1443662017995848e-08
2010,2.409134386427425e-08
2011,2.3326229725562087e-08
2012,2.4170194956596447e-08
2013,1.8129313383852264e-08
2014,2.815078792295367e-08
2015,2.3052384334754095e-08
2016,2.257760667312425e-08
2017,2.7420163917213358e-08
2018,3.0977599596582195e-08
2019,2.9336359563814085e-08
