year,deux_DET âmes_NOUN,deux_DET ames_NOUN,deux_DET rames_NOUN
1826,1.470933455038903e-07,1.2507338453815464e-07,1.0129182015372606e-07
1827,1.327287376673425e-07,1.2166800605895034e-07,6.912954475524202e-08
1828,1.1465376559272045e-07,1.6418419562791442e-07,3.4946467525331926e-07
1829,1.5003057801665776e-07,1.920391397014498e-07,9.516225479844209e-08
1830,1.5237780393029254e-07,1.0228099256437417e-07,1.0436836017646556e-07
1831,2.1515865000765189e-07,2.479001852684348e-07,6.860130752350813e-08
1832,2.516574335587052e-07,2.4353945193844595e-07,1.8400758527992167e-07
1833,2.1545548456458619e-07,2.0271349576717057e-07,3.7646793771273224e-07
1834,1.8762407827388472e-07,2.623003085844289e-07,1.540197587246439e-07
1835,1.8680826485706348e-07,1.5882484660778573e-07,6.806779140333674e-08
1836,2.7891112708289256e-07,2.7420659765020616e-07,7.191202761047677e-08
1837,2.720535321465434e-07,1.148051994581678e-07,3.89641892084569e-08
1838,2.5627376221137865e-07,1.1677499434092908e-07,1.0920039983375318e-07
1839,2.2652380105014913e-07,7.970281545865987e-08,7.34104868005403e-08
1840,2.9109478250077814e-07,6.81556712733844e-08,2.713487390337832e-07
1841,2.81220035702745e-07,1.386838461847617e-07,5.521671653241356e-08
1842,3.186425949763816e-07,8.452414235193828e-08,5.634942823462552e-08
1843,3.0243384552264274e-07,8.91943606196044e-08,4.430183425663259e-08
1844,3.831015904509627e-07,6.037417249471488e-08,3.677336124496833e-08
1845,4.185171009751798e-07,5.189611879119482e-08,6.696273402440056e-08
1846,3.454155805826531e-07,4.3908760405386715e-08,3.688335725726688e-08
1847,3.030991715391451e-07,1.88762818709165e-08,5.824681448274305e-08
1848,2.646877936829384e-07,3.298541073615269e-08,7.160247150750365e-08
1849,3.6785631785107853e-07,3.267971893095023e-08,5.111443002192573e-08
1850,3.313030152440888e-07,1.968808849284187e-08,9.097254860535031e-08
1851,2.9602923734550757e-07,1.7413484210138108e-08,5.675506131730401e-08
1852,3.32688862458852e-07,3.841221762890257e-08,8.398603768000612e-08
1853,3.756345090533131e-07,1.9110181215253874e-08,4.180352375371399e-08
1854,3.7148999609826205e-07,3.169355350385317e-08,4.46827144173767e-08
1855,4.7550156878628513e-07,1.2205955357558196e-08,5.413075854221461e-08
1856,4.2867127625356716e-07,1.915559949550172e-08,2.329735160344626e-08
1857,4.6618412774535045e-07,2.5871998821092035e-08,3.270611115269162e-08
1858,5.725601095463162e-07,2.4468379322684086e-08,5.138359782108637e-08
1859,5.611575200070718e-07,1.2730433818219922e-08,2.9534605650027856e-08
1860,5.304956145479878e-07,1.2358396611622524e-08,4.9891306280747116e-08
1861,6.272231676263118e-07,1.8863854756023812e-08,7.451222838739113e-08
1862,7.020950878455778e-07,9.939570166928036e-09,2.801151488540654e-08
1863,6.413093220913879e-07,1.4484400734371405e-08,3.795911851511846e-08
1864,6.434524788545559e-07,1.1507347186245909e-08,3.931677028390368e-08
1865,5.492887149571857e-07,1.7415323849689912e-08,5.6482132748669756e-08
1866,3.9460121126211334e-07,1.1677471323245925e-08,1.897589108068587e-08
1867,4.0812144241897386e-07,1.164674756637396e-08,4.464586567110018e-08
1868,4.875655807978774e-07,1.72895590067057e-08,3.853101659956337e-08
1869,6.397410317049435e-07,1.3673853271889413e-08,4.5905079737451615e-08
1870,5.21225022254157e-07,1.777555036497347e-08,5.390005997085723e-08
1871,2.3791437331333043e-07,1.3807530008236313e-08,4.354682658913589e-08
1872,4.4508416419120067e-07,1.0280476470114763e-08,2.479409189071191e-08
1873,5.393389832519802e-07,9.57760748487857e-09,5.986004614211282e-08
1874,3.8237497257398445e-07,9.559374181122848e-09,2.2703515512034755e-08
1875,4.703095255464973e-07,2.860763514966891e-09,6.522540729747561e-08
1876,3.2829859542005124e-07,1.209202915575247e-08,3.264848147388477e-08
1877,3.8840643146187404e-07,3.092407996341251e-09,2.4739263748685403e-08
1878,3.75631314497582e-07,1.388990406026025e-08,3.381889696063567e-08
1879,4.5086820144035755e-07,7.942122848270117e-09,2.8102896010295808e-08
1880,3.6389188018404184e-07,8.343199908722454e-09,6.802917185133595e-08
1881,3.7512091832780925e-07,1.6734017782571442e-08,4.741305303923582e-08
1882,3.8335019070245835e-07,1.4641847290164378e-08,4.3260003357303844e-08
1883,3.0396020456180395e-07,1.2638678215104449e-08,3.2228627433461554e-08
1884,4.1326622124415735e-07,6.601696966868076e-09,5.8755102116947455e-08
1885,3.21637216416093e-07,1.1602144411870796e-08,5.414334053321923e-08
1886,3.7752762338527646e-07,1.6133659519468324e-08,3.872078380151578e-08
1887,4.132809383605718e-07,1.6322311835459402e-08,5.745453779404386e-08
1888,3.8360717891094964e-07,6.974675947901687e-09,7.672143675918619e-08
1889,3.790407792081396e-07,6.265136576200092e-09,3.696430628252756e-08
1890,3.578695091377426e-07,6.554386589030514e-09,3.015017857599389e-08
1891,3.1297421543285964e-07,4.461953917456185e-09,2.3584614039506846e-08
1892,3.3097744633892034e-07,8.775917104131281e-09,3.949162774574688e-08
1893,3.8428518855937455e-07,2.4633666773077323e-09,2.217029959616923e-08
1894,3.75571730160118e-07,1.575384778185196e-08,3.213784971478617e-08
1895,4.544053942012738e-07,7.824198844375019e-09,3.972285611553161e-08
1896,3.502835159707729e-07,8.255840455717589e-09,6.191880153050278e-08
1897,3.1172917003274847e-07,6.409384800676321e-09,3.029891004757701e-08
1898,4.006115190691162e-07,1.0185038701315818e-08,5.375436984422777e-08
1899,4.007494336377704e-07,3.8693048765026106e-09,2.266307141951529e-08
1900,3.2340259892293943e-07,6.74836919678512e-09,3.841379481173135e-08
1901,3.034685187586206e-07,4.470991188387785e-09,3.017919070202879e-08
1902,3.4666604076249996e-07,9.820567581364514e-09,4.812078346905224e-08
1903,3.5533448539126766e-07,2.4841013246401644e-08,2.6461078661554893e-08
1904,3.756862998471888e-07,9.13686282189019e-09,5.858341367570574e-08
1905,3.039687150874215e-07,6.708986921566407e-09,3.199670539633104e-08
1906,3.5906407003238883e-07,6.173021427358094e-09,5.349952036937111e-08
1907,3.363419587287808e-07,9.257117961070094e-09,4.371417006154843e-08
1908,3.722832815356014e-07,8.349361424464519e-09,4.322022517655455e-08
1909,3.878193286510623e-07,8.801573747607705e-09,2.4204327431220918e-08
1910,3.76228220133612e-07,8.550640973048473e-09,4.595969449461279e-08
1911,3.6391359437004667e-07,9.044636040123066e-09,4.25629931299909e-08
1912,3.969579065454809e-07,1.3544494747996794e-08,2.7088990606216612e-08
1913,4.146937868654277e-07,9.015082680363662e-09,3.181793989393e-08
1914,3.8774145139086613e-07,6.0270694546282755e-09,3.0135346662518714e-08
1915,2.603548292512414e-07,1.2958838113696913e-08,2.591767689352764e-08
1916,3.395125913741026e-07,1.098746182925936e-08,6.482602543655958e-08
1917,3.0486660573814106e-07,5.483212328627474e-09,3.180263163926611e-08
1918,4.4682002808826837e-07,9.189101035644853e-09,2.8715940736390166e-08
1919,3.5266058873162365e-07,1.1049418380260079e-08,4.4197673076951105e-08
1920,3.6952492088460076e-07,3.028892692213958e-09,3.331781917026433e-08
1921,4.445202783642799e-07,1.3630945761011759e-08,1.741731914250977e-08
1922,3.0692212149574516e-07,1.0329109512152712e-08,3.9840853283124034e-08
1923,3.7580456790919925e-07,8.492758496458919e-09,5.520293022698297e-08
1924,3.7901376526150443e-07,1.160246199116699e-08,3.9964035636330664e-08
1925,4.5752419453037874e-07,1.3197813286680571e-08,3.1894715091240755e-08
1926,3.9903175519384604e-07,2.229227691330493e-09,8.805449702720125e-08
1927,4.526585435371544e-07,1.5608914938347596e-08,4.1252132376712325e-08
1928,3.553498792996379e-07,1.7139062058468824e-08,6.170062505361784e-08
1929,3.108173372012857e-07,1.5596568481157647e-08,4.790374563690136e-08
1930,3.539714432676533e-07,1.260432447303117e-08,4.7266216718355736e-08
1931,3.0908516990280077e-07,1.9389106320488736e-08,5.018356930008849e-08
1932,2.8166008902985595e-07,6.575722077961643e-09,5.698959171240858e-08
1933,2.9364895226535737e-07,8.029463538505865e-09,4.817678300739203e-08
1934,2.4562239353542736e-07,9.585264137967897e-09,4.193552882725271e-08
1935,3.5904852069279514e-07,8.377798899061872e-09,4.787313656606784e-08
1936,3.4797931824925854e-07,1.2124715009775855e-08,3.6374142808881516e-08
1937,2.5685879645465093e-07,6.295558963032022e-09,4.532802555523574e-08
1938,2.6189731983095044e-07,3.630260092535309e-08,1.8151300906765755e-08
1939,2.890575503400328e-07,9.176430282309411e-09,1.8352860564618823e-08
1940,2.2822046119586048e-07,1.5214697501875207e-08,6.339457314652464e-08
1941,2.8039276145364056e-07,1.7709016031375313e-08,3.5418032950929046e-08
1942,4.4299492785171424e-07,3.3376329255929704e-08,4.247896612241675e-08
1943,4.0064645734361193e-07,5.806470415592457e-09,6.096794180621146e-08
1944,4.3378014069617166e-07,2.2492303131116387e-08,1.3816700850100005e-07
1945,3.33311106714973e-07,1.5249528750871377e-08,4.7927088075994106e-08
1946,3.3967494861286696e-07,6.960552134671616e-09,5.0115976257814054e-08
1947,4.971003075837643e-07,1.311295805273005e-08,3.8146785952264395e-08
1948,4.000854740837667e-07,7.61032148410834e-09,4.022598587560822e-08
1949,3.573390969791035e-07,1.2762111145647737e-08,2.1597418964347526e-08
1950,4.030801932231043e-07,1.2762433998503298e-08,2.9779011256891863e-08
1951,3.475617003090292e-07,2.3455084097179224e-08,4.584402746310445e-08
1952,3.3427029144661446e-07,5.272401959466322e-09,4.53426582947003e-08
1953,2.8227428927607434e-07,4.3095309543161875e-09,6.033343336042662e-08
1954,3.33243470151956e-07,1.3681550559141442e-08,4.0067397844012476e-08
1955,3.4820605598895327e-07,6.569925492527773e-09,3.848099128234139e-08
1956,3.5495046901701244e-07,1.2209598221346596e-08,3.575667939514915e-08
1957,2.7653667622473677e-07,1.6786571910287762e-08,3.8874164776103726e-08
1958,3.011096492144816e-07,7.445019267748876e-09,5.294235738695363e-08
1959,2.9607855900337654e-07,2.2477169014933907e-08,2.1702094343822864e-08
1960,2.941354058094703e-07,7.612916685939553e-09,6.57479135579564e-08
1961,3.0641381165708026e-07,8.337791068679934e-09,4.1688956953223055e-08
1962,3.2597655952315563e-07,1.1415521194990674e-08,2.727041259475982e-08
1963,2.929122118189298e-07,5.172842709733061e-09,4.590897839662489e-08
1964,2.926388749102671e-07,1.8251905153920944e-08,4.380457196972998e-08
1965,3.168313096324482e-07,2.790742059666229e-08,3.064344272774022e-08
1966,2.658755882123387e-07,1.717113162769124e-08,3.932742975720771e-08
1967,2.652520514345724e-07,1.824224188373691e-08,4.634515438084463e-08
1968,3.48983011377868e-07,1.931308790670272e-08,3.9075316093928336e-08
1969,2.3526306147658715e-07,1.635032773061873e-08,4.4509225638478256e-08
1970,2.428126801845565e-07,1.5635665151503275e-08,3.4490437894607595e-08
1971,2.456153982421938e-07,2.5691986982323556e-08,4.778709516983781e-08
1972,2.4060389236524315e-07,4.360624766830412e-08,3.6937058189856486e-08
1973,2.1722022758297044e-07,2.260413511923076e-08,4.906751427391498e-08
1974,1.597662357966101e-07,1.1251143350321513e-08,4.725480284850647e-08
1975,1.5820799603716296e-07,9.138368284311582e-09,3.3126585474718695e-08
1976,2.085437342813634e-07,1.1998406379554183e-08,4.913632967173953e-08
1977,1.5984845891381383e-07,4.701425304620699e-09,3.9374437266204154e-08
1978,2.281187096997428e-07,2.316830605142428e-08,4.039602163885547e-08
1979,2.1535262106908704e-07,4.0963813452421505e-09,2.282269628839373e-08
1980,2.1717276155186482e-07,1.1370301200575028e-08,3.9227540327146926e-08
1981,2.3847322072612087e-07,1.0120878968233882e-08,4.1748625445592324e-08
1982,2.334020896554989e-07,9.932003885992913e-09,3.9728015766016256e-08
1983,1.7935497531595956e-07,6.946847541655643e-09,2.6524328289312393e-08
1984,2.3138043836468114e-07,4.0593059469351545e-09,4.0013157509566355e-08
1985,1.8347451913314217e-07,6.015558162708601e-09,3.729645892125433e-08
1986,1.978180144135422e-07,4.7955883708539204e-09,2.7574632466276228e-08
1987,1.8943532253956619e-07,1.8332451112712533e-09,2.6276512743450553e-08
1988,1.822952349073148e-07,4.197587666343594e-09,2.7584147854753382e-08
1989,1.7452229084113924e-07,2.744061089465788e-09,2.9635859100096695e-08
1990,2.0541414436081595e-07,4.90378582185258e-09,2.669839060942536e-08
1991,1.7525781004223973e-07,1.7584395606284886e-09,3.6341085696278697e-08
1992,1.6529832080891538e-07,6.060938695373608e-09,4.187557411938769e-08
1993,1.9996539357691745e-07,7.2009697094088665e-09,3.932837389086785e-08
1994,1.6668768321181915e-07,6.857404588611615e-09,3.639699297508514e-08
1995,1.724339329101099e-07,8.675921092660133e-09,3.4703684148595926e-08
1996,2.2099701446620656e-07,6.939519847648512e-09,3.256236213999841e-08
1997,1.8700088766365752e-07,2.3974471297094624e-09,3.212579358091716e-08
1998,1.6974539640557396e-07,1.0013071038983412e-08,2.3840646345973937e-08
1999,1.9514758342609184e-07,7.769341808794294e-09,2.1479945738756e-08
2000,1.9748600266211724e-07,3.534425085938153e-09,1.899753454548403e-08
2001,2.1599374200320653e-07,4.8193329327261836e-09,3.0230361325322974e-08
2002,1.9627872482885778e-07,3.504977197366088e-09,2.3658595527109583e-08
2003,1.841779937450383e-07,3.7502307925763034e-09,1.7917767713981902e-08
2004,2.0702519520909846e-07,7.047666145121312e-09,3.0833539277352884e-08
2005,2.2383635034373128e-07,1.0358623958595103e-08,2.34194974524371e-08
2006,2.1248311909971562e-07,3.7061009261485367e-09,2.8001651442011166e-08
2007,1.9692784114511142e-07,9.187302946189746e-09,3.595031539127547e-08
2008,2.2777302444154657e-07,4.257439678578834e-09,2.2138685884520726e-08
2009,2.198136765940717e-07,4.76819250749827e-09,3.147007010539937e-08
2010,2.763418969209397e-07,2.834275869556535e-09,2.2201827598600232e-08
2011,2.66530847170543e-07,3.0591775224131368e-09,4.6652456786588914e-08
2012,2.788082866800323e-07,2.0425516833455504e-09,3.710635565479237e-08
2013,3.213072048424692e-07,1.6734750252211938e-09,4.3231437540924844e-08
2014,3.791694602739426e-07,1.299267124443837e-09,4.179309120999619e-08
2015,3.8812236091700925e-07,2.438232934998119e-09,4.388819152545409e-08
2016,4.374670297124794e-07,4.7640821287942e-09,5.033356309525061e-08
2017,3.4036222373856617e-07,1.7609279867603078e-09,3.0438897624662786e-08
2018,4.5098224887851757e-07,7.744400121190154e-10,4.0270880852233404e-08
2019,5.466766666017975e-07,5.1019755087367e-10,3.443833396232776e-08
