year,vos_DET humeurs_NOUN,vos_DET rumeurs_NOUN
1878,2.3552445327368332e-08,3.0195443923020093e-09
1879,7.942122737247814e-09,6.10932526790009e-10
1880,1.7328184442888528e-08,1.0910338410496934e-08
1881,2.1614773526579256e-08,4.8807553554297556e-09
1882,2.0631694352957197e-08,0.0
1883,6.319339107552224e-09,5.0554711528150165e-09
1884,2.3766109080725073e-08,0.0
1885,1.0313017106966527e-08,1.933690763067375e-09
1886,2.6459202329132125e-08,0.0
1887,6.528924512139156e-09,0.0
1888,3.1703073499755874e-09,4.4384300679212174e-09
1889,1.0650732740202784e-08,6.265136742733546e-10
1890,2.6217545912032847e-09,1.3108772956016423e-09
1891,6.3742202627281586e-09,1.9122659011827636e-09
1892,1.2537024751679837e-08,5.641661360300532e-09
1893,3.079208221734575e-09,8.621783287310336e-09
1894,1.071261657159539e-08,1.2603078580752936e-09
1895,1.2037228991346183e-08,6.018614495673091e-10
1896,2.0639600695204763e-08,5.89702897624278e-10
1897,9.322741689743452e-09,5.826713556089658e-10
1898,1.3014216371232123e-08,1.13167097914868e-09
1899,2.7637891975018647e-09,2.2110313580014918e-09
1900,1.661137005726232e-08,5.191053142894475e-10
1901,5.58873880507349e-09,1.1177477832191585e-09
1902,5.4013122863239005e-09,3.437198747846537e-09
1903,5.940242076007962e-09,4.320176216765503e-09
1904,9.13686282189019e-09,5.374625189347171e-10
1905,6.192911072844254e-09,3.096455536422127e-09
1906,5.658602919567102e-09,1.0288369045596824e-09
1907,6.685696440911215e-09,5.142843373384665e-10
1908,9.331639461152008e-09,0.0
1909,2.2554033307642385e-08,2.2003934230241384e-09
1910,1.0153886620400954e-08,1.6032452032632705e-09
1911,4.788336838146279e-09,1.0640748282497725e-09
1912,5.2094213387476884e-09,1.0418842455450772e-09
1913,1.9090762748419365e-08,1.590896969716482e-09
1914,1.0714789944188396e-08,9.37544086809794e-09
1915,4.712304768617059e-09,0.0
1916,3.2962386153911893e-09,1.0987462051303964e-09
1917,2.1932848426331475e-08,2.1932848870420685e-09
1918,9.189101035644853e-09,0.0
1919,6.4454939163738345e-09,9.207848372660976e-10
1920,9.843901693784574e-09,1.514446346106979e-09
1921,6.815472630705699e-09,1.5145494858259667e-09
1922,1.4755870636484758e-08,0.0
1923,1.3800733000834953e-08,0.0
1924,1.933743698501189e-08,5.156649773851996e-09
1925,1.2097995494286806e-08,4.399271169575059e-09
1926,7.802296586589819e-09,2.229227691330493e-09
1927,1.8953683067479687e-08,0.0
1928,7.998228745975666e-09,1.1426041224282812e-09
1929,1.671060956276449e-08,2.2280812750352652e-09
1930,1.05036033204442e-08,1.0503603542488804e-09
1931,9.124285327288817e-09,0.0
1932,2.1919073223131136e-09,2.1919073223131136e-09
1933,1.0323596200123575e-08,0.0
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,5.98414207075848e-09,1.196828414151696e-09
1936,1.091224355320719e-08,0.0
1937,7.554670666820584e-09,1.2591118148108649e-09
1938,1.2965214679638848e-08,3.8895642262559704e-09
1939,3.058810094103137e-09,0.0
1940,0.0,0.0
1941,3.246652724442356e-08,5.9030051957620344e-09
1942,2.4273694165799498e-08,0.0
1943,5.806470415592457e-09,0.0
1944,2.2492303131116387e-08,3.2131861615880553e-09
1945,1.3071024262956144e-08,2.178504043826024e-09
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,1.4305045148432782e-08,3.5762612871081956e-09
1948,1.0871888278529696e-08,0.0
1949,6.871905600114303e-09,0.0
1950,9.571825110299415e-09,0.0
1951,4.264560704569931e-09,1.0661401761424827e-09
1952,1.370824520563474e-08,0.0
1953,4.3095309543161875e-09,2.1547654771580937e-09
1954,8.795282724349818e-09,9.772536113672459e-10
1955,1.0324168187025862e-08,9.385607846468247e-10
1956,2.703553825256222e-08,0.0
1957,7.951533653738352e-09,0.0
1958,1.3235589513271862e-08,0.0
1959,1.8601794438133368e-08,7.750747821333448e-10
1960,1.4533750203327145e-08,0.0
1961,1.528595028332802e-08,6.948159270159238e-10
1962,1.77574772664002e-08,3.805173953708163e-09
1963,1.4871922360271128e-08,1.939815863494232e-09
1964,7.909158661334459e-09,1.2167936658258327e-09
1965,1.094408652591028e-08,0.0
1966,1.273987226824147e-08,1.1078149508847446e-09
1967,2.218651040664099e-08,2.9582012395223956e-09
1968,9.431973424511852e-09,4.4914158503495116e-10
1969,9.537691525451919e-09,2.2708788183223305e-09
1970,1.4715920398922222e-08,9.197450023812337e-10
1971,1.6442872063926472e-08,1.0276794970565106e-09
1972,1.333838212103089e-08,1.5390440033513642e-09
1973,7.718485406371656e-09,1.6539611902288698e-09
1974,3.3753431161187564e-09,1.1251143350321513e-09
1975,6.282628195464213e-09,0.0
1976,1.0284348483935446e-08,1.7140580066410394e-09
1977,8.22749424145286e-09,5.876781838942691e-10
1978,1.0099005298691566e-08,2.3762365408686037e-09
1979,1.4044735707763323e-08,5.851973350345929e-10
1980,7.959211123509391e-09,0.0
1981,1.2651098835192442e-08,1.2651099057237047e-09
1982,1.0552753892945077e-08,2.483000915987077e-09
1983,1.1999100379966876e-08,0.0
1984,1.4497521405587577e-08,0.0
1985,9.62489254963117e-09,1.2031116103372597e-09
1986,1.6784559520033326e-08,1.1988970927134801e-09
1987,7.944062296871834e-09,1.2221633705067347e-09
1988,1.9188971966954682e-08,5.996553809062277e-10
1989,1.2073869015694072e-08,5.488122178931576e-10
1990,9.262707045820662e-09,0.0
1991,1.1136783939491579e-08,1.7584396161396398e-09
1992,1.4325855168806356e-08,5.509944167592096e-10
1993,1.550978012687665e-08,5.539207426075166e-10
1994,1.635227242502424e-08,0.0
1995,9.218166396873784e-09,5.422450821690461e-10
1996,1.1743803041142087e-08,5.338092190498855e-10
1997,1.3425704215030976e-08,9.58978896292706e-10
1998,1.2873949017944142e-08,4.768129224785866e-10
1999,1.0511462811280126e-08,4.570201161957499e-10
2000,1.3254094932690919e-08,4.4180314962005696e-10
2001,1.3581756164171566e-08,0.0
2002,1.3143664823189738e-08,0.0
2003,1.5417615628621206e-08,0.0
2004,1.4535810777260849e-08,0.0
2005,1.5312748513629515e-08,3.1526248278623825e-09
2006,2.3883761079979138e-08,4.117890028965121e-09
2007,2.5165221018141892e-08,7.988958938831558e-10
2008,2.2990174292081278e-08,8.514879357157668e-10
2009,2.7178697514784744e-08,4.76819250749827e-10
2010,4.109699913712461e-08,0.0
2011,7.609703933653122e-08,7.64794394481072e-10
2012,6.093612359148182e-08,4.425528388196653e-09
2013,4.602056258296017e-08,1.1156500168141292e-09
2014,4.720670399027682e-08,1.2992671383216248e-09
2015,4.8543001951451004e-08,3.546520632724537e-09
2016,6.151879761162604e-08,1.2428040818690533e-09
2017,7.119179845638257e-08,1.0062445321423752e-09
2018,7.382994615667826e-08,2.0651733656507076e-09
2019,5.152995102841729e-08,2.04079020349468e-09
