year,petites_ADJ âmes_NOUN,petites_ADJ ames_NOUN,petites_ADJ rames_NOUN
1857,8.347380742179666e-08,1.4644527479568126e-08,5.857811125054013e-09
1858,1.0276719564217274e-07,1.0276719697444037e-08,4.893676130990343e-09
1859,1.0235268632641237e-07,1.018434669930457e-08,2.036869339860914e-09
1860,1.0252891691209243e-07,6.408057640072684e-09,2.288591982591015e-09
1861,8.394415118573306e-08,4.715963841661619e-09,8.488735048217677e-09
1862,1.1837123994884458e-07,3.614389038064658e-09,2.710791813242963e-09
1863,8.840478926686046e-08,4.4951587452324304e-09,4.994620828036034e-10
1864,1.1459399473778831e-07,9.58945578499737e-09,1.1507347075223606e-08
1865,9.319551708131257e-08,2.8241067262513297e-09,1.1296426905005319e-08
1866,8.417510183322818e-08,4.865612801552288e-09,8.75810357570117e-09
1867,7.133633062039735e-08,4.85281148598915e-10,1.94112459439566e-09
1868,1.007734308222652e-07,1.4819622196071691e-09,1.4819622196071691e-09
1869,1.289249057512265e-07,9.767038289254515e-10,7.325278605918584e-09
1870,1.0206606759766146e-07,2.2936195165357276e-09,5.160643912205387e-09
1871,6.478918379571041e-08,2.1242354542039266e-09,0.0
1872,4.656451224605007e-08,5.442605366390296e-09,1.0280476914203973e-08
1873,5.6268440573603584e-08,1.1972008939764578e-09,5.387403856360606e-09
1874,6.691562504101967e-08,4.779687312606029e-09,1.8521287614703397e-08
1875,6.636971505713518e-08,1.1443054281912168e-09,5.721527140956084e-10
1876,9.37132327294421e-08,2.418405919968336e-09,3.02300739996042e-09
1877,6.308512467967375e-08,4.329371083855449e-09,4.329371083855449e-09
1878,7.428079129567777e-08,8.4547240319921e-09,5.435179861734696e-09
1879,6.353698012162567e-08,5.498392852132383e-09,1.4662380642960215e-08
1880,1.0717803178295071e-07,1.2835692508872398e-09,7.059631101924424e-09
1881,9.691785574084122e-08,5.5780060570498335e-09,7.669758161910067e-09
1882,5.723631346654656e-08,1.9966155395678697e-09,1.9966155395678697e-09
1883,8.404720680532662e-08,1.2638677882037541e-09,1.8326083761621703e-08
1884,5.0172896948197376e-08,6.601696966868076e-10,3.300848483434038e-09
1885,5.027595945117369e-08,6.445635691854079e-10,1.0957580620640783e-08
1886,6.776136785013875e-08,1.2906927748801422e-09,6.453463874400711e-10
1887,6.20247837535004e-08,1.3057849246322917e-09,5.876032105334161e-09
1888,8.559830178000993e-08,1.9021844099853524e-09,5.07249175996094e-09
1889,8.019375030698939e-08,4.385595886446936e-09,4.385595886446936e-09
1890,9.37277233603595e-08,1.3108772956016423e-09,5.243509182406569e-09
1891,9.688814495145692e-08,1.912266012205066e-09,3.1871101313640793e-09
1892,9.089342967172342e-08,6.268512375839919e-10,1.2537024751679837e-09
1893,9.422377278411886e-08,1.108515002012922e-08,1.6011883374744684e-08
1894,1.1657847864832149e-07,5.671385361338821e-09,1.0082462864602348e-08
1895,1.149555393098467e-07,3.611168697403855e-09,4.213029924926559e-09
1896,1.3975958679246503e-07,1.769108692872834e-09,5.897029087265082e-09
1897,1.0371550374088656e-07,6.992056045262984e-09,2.330685422435863e-09
1898,1.6805314251300274e-07,1.3014216371232123e-08,3.3950129374460403e-09
1899,1.5753597892853577e-07,4.9748205555033564e-09,1.6582735185011188e-09
1900,1.515787526606971e-07,1.0901211378033793e-08,3.114631885736685e-09
1901,2.0287122826090354e-07,1.2295225559899592e-08,0.0
1902,1.0213390755353657e-07,3.928227076954727e-09,6.38336894454028e-09
1903,1.0746438294795269e-07,9.18037423858209e-09,5.400220270956879e-09
1904,1.6070129849055093e-07,4.299700151477737e-09,5.374625189347171e-10
1905,1.3985656899251353e-07,8.25721468977747e-09,3.6125313851442797e-09
1906,1.846762232027288e-07,8.230695236477459e-09,2.572092316910357e-09
1907,1.3679963650758964e-07,3.0857060240307987e-09,3.0857059130084963e-09
1908,2.062783472922547e-07,1.4243028090277221e-08,3.437972351250096e-09
1909,1.6612969933049726e-07,8.801573803118856e-09,7.151278680339601e-09
1910,1.635310069580953e-07,1.4963621897123858e-08,5.878565634276356e-09
1911,1.872771671074247e-07,5.320374141248863e-10,4.25629931299909e-09
1912,1.7503654792250245e-07,1.7191089607404564e-08,2.6047106693738442e-09
1913,1.8136224411158253e-07,7.424185544113726e-09,6.893886794756554e-09
1914,1.7411533043132366e-07,1.0714790055210699e-08,1.3393487430235496e-09
1915,1.73177198803387e-07,3.5342285764627945e-09,4.712304768617059e-09
1916,1.494294876724922e-07,3.2962386153911893e-09,1.3184954461564757e-08
1917,1.8423593461935894e-07,2.1932848870420685e-09,3.289927441585405e-09
1918,1.7918746308964728e-07,5.743188147278033e-09,1.1486376294556067e-09
1919,1.638997026986999e-07,1.0128633376460527e-08,4.603924352863942e-09
1920,1.5750242576828555e-07,8.329454903588385e-09,3.786115865267448e-09
1921,1.7947411468099972e-07,9.844571380313027e-09,6.815472630705699e-09
1922,1.704303151939257e-07,8.115729033253416e-09,7.377935484775833e-10
1923,1.783479284256373e-07,1.4862327368803108e-08,5.307974060286824e-09
1924,1.6501279187508544e-07,7.734974549755691e-09,1.289162443462999e-09
1925,1.8256975509167717e-07,1.649726732999568e-08,3.299453377181294e-09
1926,1.8168205162538698e-07,1.783382086451013e-08,0.0
1927,2.2967402735218911e-07,1.0034302388994831e-08,1.0034302277972529e-08
1928,1.2111603542308558e-07,4.5704163786908225e-09,4.570416489713125e-09
1929,1.4816740079304225e-07,2.2280812750352652e-09,6.684243825105796e-09
1930,1.554533366476818e-07,5.251801771244402e-09,4.201441416995522e-09
1931,1.0606981515337566e-07,2.2810713318222042e-09,5.7026783295555106e-09
1932,1.304184875650094e-07,1.2055490605789032e-08,8.767629289252454e-09
1933,9.750062757163391e-08,9.176529758292418e-09,2.2941324395731044e-09
1934,1.1981579994824187e-07,1.1981580172459871e-09,1.1981580172459871e-09
1935,1.2087967604657024e-07,2.393656828303392e-09,9.574627313213568e-09
1936,7.032334670142859e-08,1.576212893539264e-08,7.274828739411987e-09
1937,1.2591117970472965e-07,2.5182236296217297e-09,0.0
1938,6.223302762009553e-08,9.07565012031597e-09,0.0
1939,1.208229933880034e-07,9.176430282309411e-09,1.5294050470515685e-09
1940,7.353770370421842e-08,2.5357829169792012e-09,1.2678914806940611e-08
1941,8.264207496111453e-08,2.9515025978810172e-09,2.9515025978810172e-09
1942,1.6688164339306866e-07,6.068423541449874e-09,0.0
1943,1.2193587672904016e-07,2.9032352077962287e-09,2.9032352077962287e-09
1944,7.069009200222354e-08,9.639558484764166e-09,0.0
1945,1.241747327185294e-07,2.178504043826024e-09,2.178504043826024e-09
1946,1.0301617248131834e-07,4.1763312808029696e-09,2.7842208538686464e-09
1947,1.3828210887467662e-07,9.536696765621855e-09,1.1920870957027319e-09
1948,1.2611390332040173e-07,0.0,2.174377566888097e-09
1949,1.070053921026215e-07,6.8719057111366055e-09,5.890204768377316e-09
1950,1.2656080095041489e-07,3.616022947738884e-08,2.1270722960764488e-09
1951,8.422507624672448e-08,5.224086763178093e-08,4.264560704569931e-09
1952,8.330395040445637e-08,6.326882351359586e-09,8.435843135146115e-09
1953,6.141081443367113e-08,4.3095309543161875e-09,0.0
1954,6.743050007251838e-08,0.0,2.9317608341017376e-09
1955,7.414630509572362e-08,7.508486277174597e-09,5.631364707880948e-09
1956,1.0378158399326765e-07,0.0,1.744228317335228e-09
1957,6.979679767482594e-08,2.6505113104313693e-09,0.0
1958,1.0340304523737132e-07,5.790570412056439e-09,8.272243445794913e-10
1959,6.820658227102427e-08,1.4726420971555854e-08,0.0
1960,7.75133354169455e-08,2.0762500052562416e-09,1.3841666701708277e-09
1961,9.449496340963037e-08,3.4740795795684676e-09,6.948159270159238e-10
1962,1.1098423513544731e-07,1.1415521861124489e-08,1.2683912808952869e-09
1963,8.211887925213546e-08,6.466053248388448e-09,6.466053248388448e-10
1964,8.335036461026846e-08,3.0419841090534305e-09,0.0
1965,1.061576426764077e-07,7.660860668057268e-09,1.0944086747954884e-09
1966,9.527208921777941e-08,5.539074754423723e-09,1.1078149508847446e-09
1967,8.726693634386606e-08,1.1832804958089582e-08,1.4791006197611978e-09
1968,1.2441221364234423e-07,2.560107012494761e-08,3.5931326802796093e-09
1969,8.901845349740256e-08,8.175163879187153e-09,1.3625273131978588e-09
1970,6.438215083282017e-08,2.2993624781975086e-09,1.8394900047624674e-09
1971,8.992195454915475e-08,4.624557736754298e-09,1.0276794970565106e-09
1972,6.053573353703712e-08,1.2312352526411274e-08,2.565073486948677e-09
1973,6.891504811257221e-08,2.7566018356850464e-09,3.859242703185828e-09
1974,3.937900233674796e-08,1.1251143350321513e-09,2.2502286700643026e-09
1975,3.426888239843606e-08,1.7134440533084216e-09,2.2845920710778955e-09
1976,4.570821388050206e-08,2.285410694025103e-09,7.427584769459372e-09
1977,2.9971587545141176e-08,1.7630345516828072e-09,2.938390863960194e-09
1978,4.811878939747771e-08,4.1584139465200565e-09,2.970295565063452e-09
1979,4.3889801348839796e-08,3.511183899185255e-09,1.7555920051037788e-09
1980,4.2638629071944933e-08,1.7055452050662723e-09,2.2740602734216964e-09
1981,4.3013736572561356e-08,1.897664808625521e-08,6.325549528618524e-10
1982,5.6488270616661396e-08,8.069752754913395e-09,2.483000915987077e-09
1983,5.810090897284681e-08,6.315315936866739e-09,6.315316047889041e-10
1984,6.088958781624854e-08,4.639206796497319e-09,1.1598016991243298e-09
1985,4.992913327228621e-08,2.4062232206745193e-09,1.8046674155058895e-09
1986,9.411342294374236e-08,5.994485463567401e-10,5.994485463567401e-10
1987,4.8886534653735936e-08,3.055408426266837e-09,1.8332451112712533e-09
1988,4.977139755890647e-08,5.996553809062277e-10,3.597932174415064e-09
1989,5.762528199060313e-08,1.0976244357863152e-09,0.0
1990,4.8492994286775115e-08,2.7243255429354463e-09,3.814055737905164e-09
1991,7.150987713089307e-08,1.7584395606284886e-09,2.9307325455363298e-09
1992,4.077358695120381e-08,4.407955445095979e-09,2.7549720282848966e-09
1993,5.151463078334473e-08,6.647048800267896e-09,1.661762283333701e-09
1994,5.485923848524976e-08,1.0549853213248639e-09,2.637463358823311e-09
1995,5.530900004657724e-08,2.7112253553340793e-09,1.626735190995987e-09
1996,8.274043228340133e-08,9.074756945892659e-09,5.338092190498855e-10
1997,8.966452957892557e-08,4.794894592485832e-09,2.876936688878118e-09
1998,6.627699811190269e-08,2.3840646123929332e-09,0.0
1999,6.03266558929505e-08,3.1991407301035224e-09,2.7421207526856506e-09
2000,5.5225394923752447e-08,3.976228457602815e-09,1.7672125984802278e-09
2001,6.046072398291358e-08,2.190605918883648e-09,1.7524847129024579e-09
2002,5.7832122812850884e-08,3.943099347036849e-09,8.76244299341522e-10
2003,4.41693819297484e-08,4.166923028847691e-09,0.0
2004,5.0655098116081376e-08,4.1845516746130684e-08,3.0833537945085254e-09
2005,5.1342747164895286e-08,2.702249757291497e-09,2.251874686720612e-09
2006,6.835697019536013e-08,2.8825228315376705e-09,2.8825228870488218e-09
2007,4.7534305047669534e-08,3.994479441660204e-09,3.595031605740928e-09
2008,5.321799631530233e-08,3.4059516873519158e-09,1.2772318758180745e-09
2009,5.292693661118619e-08,9.53638501499654e-10,1.430457752249481e-09
2010,4.6765552763616824e-08,2.3618964561933353e-09,4.2514138876015295e-09
2011,6.19483466746118e-08,7.64794394481072e-10,3.4415748029203996e-09
2012,6.025527238273654e-08,1.7021263287730903e-09,3.063827413996023e-09
2013,7.781658617478371e-08,1.1156500168141292e-09,3.6258624991347688e-09
2014,7.925529610375293e-08,0.0,2.815078836704288e-09
2015,9.974589387784505e-08,2.2165753954528356e-10,4.876465897751814e-09
2016,1.0791681859245728e-07,6.214020242811813e-09,4.971216327476213e-09
2017,7.697770831871509e-08,1.7609279590047322e-09,1.509366853724714e-09
2018,7.847659100335136e-08,7.744400121190154e-10,3.3559066636712487e-09
2019,8.979476584514146e-08,0.0,4.846876677788714e-09
