year,devriez_VERB entrer_VERB,devriez_VERB rentrer_VERB
1800,3.144164484325529e-09,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,2.842877711017877e-09,0.0
1806,8.645007376628655e-09,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,2.070210003424222e-09,0.0
1820,1.1866481131050932e-09,0.0
1821,6.903041693817613e-09,0.0
1822,0.0,0.0
1823,9.882686891060644e-10,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,1.8434546111834038e-09,9.217273055917019e-10
1828,2.7516904310687096e-09,0.0
1829,0.0,0.0
1830,3.1310507520032616e-09,0.0
1831,4.677361609140007e-09,0.0
1832,4.058990921151917e-09,0.0
1833,1.1583628500844156e-09,0.0
1834,0.0,0.0
1835,7.563087933704082e-10,7.563087933704082e-10
1836,0.0,6.048674894287842e-09
1837,6.262101948095733e-09,0.0
1838,0.0,1.2624323808552163e-09
1839,0.0,0.0
1840,0.0,6.369688665408546e-10
1841,0.0,3.2102742686390684e-09
1842,0.0,0.0
1843,0.0,0.0
1844,5.488561272137815e-10,5.488561272137815e-10
1845,5.580227835366713e-09,0.0
1846,0.0,0.0
1847,1.6179670936367074e-09,0.0
1848,1.6090443422100975e-09,3.218088684420195e-09
1849,0.0,0.0
1850,2.7155984128057753e-09,0.0
1851,6.449438760824933e-10,1.2898877521649865e-09
1852,0.0,0.0
1853,5.971931837933653e-10,0.0
1854,1.0391328908454511e-09,0.0
1855,0.0,0.0
1856,0.0,0.0
1857,3.905207268672939e-09,0.0
1858,5.872411001917044e-09,3.4255731584664773e-09
1859,5.092173349652285e-10,0.0
1860,1.373155145145688e-09,3.661747127736703e-09
1861,9.431927461278633e-10,0.0
1862,1.3553959066214816e-09,0.0
1863,3.995696662428827e-09,4.994620828036034e-10
1864,1.4384183844029508e-09,1.9178911792039344e-09
1865,3.765475486972036e-09,9.41368871743009e-10
1866,1.2650593461671633e-08,1.9462451650298362e-09
1867,0.0,5.338092634588065e-09
1868,0.0,2.9639244392143382e-09
1869,1.4650557433881772e-09,4.883519144627257e-10
1870,0.0,1.1468097582678638e-09
1871,0.0,2.1242354542039266e-09
1872,0.0,3.628403577593531e-09
1873,0.0,7.183205141814142e-09
1874,5.377148060148329e-09,3.5847653734322193e-09
1875,0.0,5.721527140956084e-10
1876,1.813804439976252e-09,9.069021977836655e-09
1877,4.329371083855449e-09,3.710889595609501e-09
1878,6.039088673581716e-10,2.4156354694326865e-09
1879,6.109325489944695e-09,1.221865053580018e-09
1880,5.134277003548959e-09,2.5671385017744797e-09
1881,0.0,2.091752326904839e-09
1882,3.3276925659464496e-09,2.6621540527571597e-09
1883,6.319338941018771e-10,1.2638677882037541e-09
1884,6.601696966868076e-10,1.1222884843675729e-08
1885,0.0,0.0
1886,1.2906927748801422e-09,1.936039106809062e-09
1887,3.264462256069578e-09,5.876032105334161e-09
1888,6.340614699951175e-10,3.804368819970705e-09
1889,5.6386229019267375e-09,3.759081934617825e-09
1890,1.9663159989136147e-09,5.243509182406569e-09
1891,3.824531802365527e-09,0.0
1892,5.641661360300532e-09,4.387958441043338e-09
1893,1.847525021858587e-09,0.0
1894,0.0,3.150769645188234e-09
1895,6.018614495673091e-10,1.2037228991346183e-09
1896,2.358811590497112e-09,2.358811590497112e-09
1897,1.0488084178916779e-08,1.1653427112179315e-09
1898,2.8291773368493978e-09,1.6975064687230201e-09
1899,1.1055156790007459e-09,0.0
1900,1.5573159428683425e-09,5.191053142894475e-10
1901,1.676621730339889e-09,2.235495566438317e-09
1902,4.910283846193408e-10,9.820567692386817e-10
1903,4.860198465905796e-09,5.400220270956879e-10
1904,2.1498500757388683e-09,5.374625189347171e-10
1905,5.160759042333041e-10,5.160758931310738e-09
1906,2.572092316910357e-09,4.115347618238729e-09
1907,9.257117739025489e-09,2.057137349353866e-09
1908,9.822778146428846e-10,8.840499887696751e-09
1909,0.0,3.850688656825696e-09
1910,0.0,1.068830135508847e-09
1911,5.320374141248863e-10,5.3203743632934675e-09
1912,3.125652625612929e-09,5.209421227725386e-10
1913,5.30298971401777e-10,4.242391771214216e-09
1914,1.3393487430235496e-09,0.0
1915,0.0,0.0
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,0.0,0.0
1918,0.0,0.0
1919,9.207848372660976e-10,3.6831393490643904e-09
1920,1.514446346106979e-09,3.786115865267448e-09
1921,0.0,2.2718242842501013e-09
1922,5.164555005876537e-09,0.0
1923,1.0615948120573648e-09,1.1677542488541803e-08
1924,1.4180787211159895e-08,6.445812328337297e-09
1925,2.1996355847875293e-09,2.1996355847875293e-09
1926,1.1146138456652466e-09,2.229227691330493e-09
1927,3.3447675740205796e-09,1.3379070296082318e-08
1928,3.4278122562625413e-09,4.570416489713125e-09
1929,3.342121912552898e-09,3.342121912552898e-09
1930,3.1510811737689437e-09,7.352522590764465e-09
1931,0.0,9.124285327288817e-09
1932,0.0,4.383814644626227e-09
1933,0.0,6.882397318719313e-09
1934,1.1981580172459871e-09,2.3963160344919743e-09
1935,0.0,4.787313656606784e-09
1936,1.2124714565686645e-09,1.2124714565686645e-09
1937,0.0,5.0364472592434595e-09
1938,0.0,3.8895642262559704e-09
1939,1.5294050470515685e-09,1.3764645423464117e-08
1940,0.0,0.0
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,3.034211770724937e-09
1943,0.0,1.1612940831184915e-08
1944,0.0,1.2852744646352221e-08
1945,6.535512131478072e-09,4.357008087652048e-09
1946,1.3921104269343232e-09,9.744772988540262e-09
1947,3.5762612871081956e-09,9.536696765621855e-09
1948,0.0,3.2615663503321457e-09
1949,9.817008317369869e-10,4.908504269707237e-09
1950,1.0635361480382244e-09,5.317680518146517e-09
1951,0.0,4.264560704569931e-09
1952,3.1634410646574906e-09,7.381362632230548e-09
1953,5.386913581872932e-09,5.386913581872932e-09
1954,3.9090144454689835e-09,9.772536557761669e-09
1955,0.0,1.8771215692936494e-09
1956,8.72114158667614e-10,3.488456634670456e-09
1957,7.068030161150318e-09,7.951533653738352e-09
1958,4.1361216673863055e-09,4.1361216673863055e-09
1959,1.5501495642666896e-09,3.8753737996444215e-09
1960,2.076250060767393e-09,1.2457499920515147e-08
1961,2.779263708063695e-09,8.33779090214648e-09
1962,1.9025869768540815e-09,5.7077609305622445e-09
1963,5.819448034571906e-09,6.466053470433053e-09
1964,6.6923653285755336e-09,1.520992043424485e-08
1965,2.188817349590977e-09,4.377634699181954e-09
1966,2.769537488234164e-09,1.8278946356531378e-08
1967,2.9582012395223956e-09,8.874604162656397e-09
1968,1.3474247273492779e-09,5.3896989093971115e-09
1969,1.8167031212712459e-09,1.090021850558287e-08
1970,9.197450023812337e-10,5.518470125309705e-09
1971,5.138397485282553e-10,6.166076982339064e-09
1972,3.5911027485013847e-09,4.6171320100540925e-09
1973,5.513203782392395e-10,5.513203671370093e-09
1974,1.1251143350321513e-09,2.812785782069227e-09
1975,0.0,3.4268881066168433e-09
1976,2.285410749536254e-09,3.4281160132820787e-09
1977,1.1753563677885381e-09,5.289103821581875e-09
1978,1.7821774056514528e-09,4.158414057542359e-09
