year,jeunes_ADJ aides_NOUN
1947,5.960435700558264e-09
1948,5.435944139264848e-09
1949,1.9634016634739737e-09
1950,3.190608444114673e-09
1951,1.2793682557799002e-08
1952,7.381362632230548e-09
1953,1.2928593307037772e-08
1954,5.863521668203475e-09
1955,6.569925492527773e-09
1956,1.1337483840634377e-08
1957,9.718541527092839e-09
1958,1.4890038535497752e-08
1959,4.650448914844674e-09
1960,1.038124963770315e-08
1961,1.042223907177231e-08
1962,8.8787386332001e-09
1963,8.405868889838075e-09
1964,1.0951143103454797e-08
1965,6.0192477668863376e-09
1966,3.8773522170743036e-09
1967,9.367637332502454e-09
1968,3.5931326802796093e-09
1969,5.904285060864822e-09
1970,6.898087434592526e-09
1971,6.679916619845017e-09
1972,8.721249500354133e-09
1973,1.4334330167287135e-08
1974,1.012602890426706e-08
1975,5.140332159925265e-09
1976,9.141642998145016e-09
1977,5.289103821581875e-09
1978,1.128712323605896e-08
1979,8.192762912528906e-09
1980,1.3075846183596695e-08
1981,1.2018544381930951e-08
1982,7.449002747961231e-09
1983,3.157658134966823e-09
1984,8.69851302098823e-09
1985,7.218669662023558e-09
1986,1.4386765556650971e-08
1987,6.721898593298192e-09
1988,9.594486094499644e-09
1989,1.0427432250992297e-08
1990,7.628111475810329e-09
1991,4.10302547493302e-09
1992,6.61193322315512e-09
1993,3.323524566667402e-09
1994,9.494868002946077e-09
1995,2.7112254663563817e-09
1996,6.4057106285986265e-09
1997,3.3564262480467733e-09
1998,8.582632382569955e-09
1999,5.941261704833778e-09
2000,6.185244316725402e-09
2001,1.095302959441824e-08
2002,5.6955880012310445e-09
2003,1.2084076850271686e-08
2004,3.9643119897903034e-09
2005,1.170974872621855e-08
2006,8.235780057930242e-09
2007,6.7906151812735516e-09
2008,6.3861596011349775e-09
2009,9.059565542202108e-09
2010,6.140930874920514e-09
2011,7.265546830836911e-09
2012,9.19148224198807e-09
2013,9.204113027294625e-09
2014,1.0610681222544827e-08
2015,1.0196246513771712e-08
2016,9.32103016992869e-09
2017,7.798394818792076e-09
2018,8.776987137082415e-09
2019,6.887666881283394e-09
