year,pouvez_VERB ouvrir_VERB,pouvez_VERB rouvrir_VERB
1800,0.0,0.0
1801,2.6193008650921e-08,0.0
1802,1.3427040812530322e-08,0.0
1803,1.950339223455444e-09,0.0
1804,2.4718509905596875e-08,0.0
1805,0.0,0.0
1806,2.881669125542885e-08,0.0
1807,6.263301344233696e-08,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,1.1700633351097167e-08,0.0
1811,7.521229861140455e-09,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,9.440030979135372e-09,0.0
1815,1.6183340889597275e-08,0.0
1816,0.0,0.0
1817,6.227493631882908e-09,0.0
1818,4.768470951432846e-09,0.0
1819,2.070210003424222e-09,0.0
1820,1.1866481131050932e-08,0.0
1821,2.859831660373402e-08,0.0
1822,2.105379337535851e-08,0.0
1823,4.941343334508019e-09,0.0
1824,1.431589158329416e-08,0.0
1825,6.163809906922779e-09,0.0
1826,2.642395191543301e-09,0.0
1827,5.530363722527909e-09,0.0
1828,5.503380862137419e-09,0.0
1829,1.2002446148073886e-08,0.0
1830,7.305785310052215e-09,0.0
1831,1.870944643656003e-08,1.2472964883158966e-08
1832,2.705993829010822e-08,5.411987746839486e-09
1833,2.89590715851773e-08,0.0
1834,4.667265685043276e-09,0.0
1835,9.075705520444899e-09,0.0
1836,2.1506400216253496e-08,1.1425274948351216e-08
1837,1.2524203896191466e-08,2.7831563720326358e-09
1838,8.2058102535143e-09,0.0
1839,1.1885507689157748e-08,0.0
1840,5.732719632334238e-09,1.2739377330817092e-09
1841,1.3483152372373297e-08,1.2841097074556274e-09
1842,1.1404051036834062e-08,6.708265054555795e-10
1843,1.1813821920725331e-08,1.1813822142769936e-09
1844,1.4819115712327857e-08,3.2931368743049916e-09
1845,6.696273757711424e-09,2.2320911785556063e-09
1846,4.0981511517657054e-09,0.0
1847,2.0494249852731627e-08,0.0
1848,8.04522137798358e-09,0.0
1849,7.54147322368226e-09,0.0
1850,1.968808760466345e-08,2.7155984128057753e-09
1851,1.4188765717904062e-08,0.0
1852,7.812654523320361e-09,0.0
1853,4.180352064508952e-09,0.0
1854,4.1565315633818045e-09,0.0
1855,1.4328730202350926e-08,0.0
1856,6.73034605824796e-09,0.0
1857,6.345961978126979e-09,4.881509085841174e-10
1858,1.3212924976357954e-08,1.468102750479261e-09
1859,1.9859475841599306e-08,0.0
1860,3.204028686809579e-08,1.373155145145688e-09
1861,2.357981898626349e-08,4.715963730639317e-10
1862,1.536115412648087e-08,0.0
1863,1.6482248454963155e-08,0.0
1864,1.102787461348953e-08,0.0
1865,1.7886009118228685e-08,9.41368871743009e-10
1866,1.0704348518686402e-08,0.0
1867,2.135237053835226e-08,0.0
1868,8.397785578040384e-09,0.0
1869,1.3185501579471293e-08,4.883519144627257e-10
1870,1.6055336615750093e-08,0.0
1871,1.274541272522356e-08,0.0
1872,5.442605477412599e-09,0.0
1873,9.577607151811662e-09,5.986004469882289e-10
1874,7.766991494406739e-09,0.0
1875,1.5448122780981066e-08,1.1443054281912168e-09
1876,1.3301232115736639e-08,1.813804439976252e-09
1877,1.4843558382438005e-08,0.0
1878,1.69094480639842e-08,0.0
1879,1.588424503040642e-08,0.0
1880,7.059631101924424e-09,5.776061406947974e-09
1881,1.3945014920579979e-08,0.0
1882,4.6587693702804245e-09,1.3310770263785798e-09
1883,5.687405213450347e-09,0.0
1884,2.3105940272216685e-08,3.300848483434038e-09
1885,9.023890079618013e-09,0.0
1886,1.0325542199041138e-08,0.0
1887,9.793386546164129e-09,0.0
1888,6.340614699951175e-09,2.53624587998047e-09
1889,7.51816386923565e-09,3.759081934617825e-09
1890,7.865263995654459e-09,0.0
1891,9.561330394092238e-09,0.0
1892,1.1283322720601063e-08,6.268512375839919e-10
1893,7.390100087434348e-09,0.0
1894,1.1342770278588432e-08,0.0
1895,1.8657704714541978e-08,5.416753268150387e-09
1896,8.255840455717589e-09,5.89702897624278e-10
1897,4.661370844871726e-09,0.0
1898,7.355861253444118e-09,0.0
1899,1.1055156790007459e-08,0.0
1900,1.038210584169974e-08,5.191053142894475e-10
1901,1.0059729937950124e-08,0.0
1902,6.874397495693074e-09,0.0
1903,7.020286574288548e-09,5.400220270956879e-10
1904,8.061937784020756e-09,7.524475265086039e-09
1905,3.6125313851442797e-09,0.0
1906,1.18316245689698e-08,0.0
1907,1.491424583832668e-08,0.0
1908,3.437972351250096e-09,4.911389073214423e-10
1909,8.251475058784763e-09,0.0
1910,5.34415089958884e-09,0.0
1911,7.448523575703803e-09,0.0
1912,1.1981668990301841e-08,1.0418842455450772e-09
1913,9.015082902408267e-09,0.0
1914,1.0045115850232378e-08,0.0
1915,9.424609537234119e-09,1.1780761921542648e-09
1916,2.0876177231343718e-08,1.0987462051303964e-09
1917,7.676496771580332e-09,0.0
1918,4.594550517822427e-09,0.0
1919,1.1970202606903513e-08,4.603924352863942e-09
1920,9.843901693784574e-09,5.300562211374427e-09
1921,4.543648568500203e-09,0.0
1922,1.1804696775641332e-08,0.0
1923,1.5923921736771263e-08,0.0
1924,5.156649773851996e-09,2.578324886925998e-09
1925,9.898360353588487e-09,0.0
1926,0.0,1.1146138456652466e-09
1927,1.0034302277972529e-08,1.1149224876660924e-09
1928,1.2568645679778001e-08,1.1426041224282812e-09
1929,1.0026365515614089e-08,0.0
1930,9.453243521306831e-09,1.0503603542488804e-09
1931,1.8248570654577634e-08,0.0
1932,4.383814644626227e-09,0.0
1933,4.588264879146209e-09,0.0
1934,4.7926320689839486e-09,0.0
1935,4.787313656606784e-09,3.590485242455088e-09
1936,8.487299751891442e-09,0.0
1937,5.0364472592434595e-09,1.2591118148108649e-09
1938,5.186085783037697e-09,0.0
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,1.0143131667916805e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,0.0
1943,0.0,5.806470415592457e-09
1944,1.2852744646352221e-08,0.0
1945,8.714016175304096e-09,2.178504043826024e-09
1946,6.960552134671616e-09,1.3921104269343232e-09
1947,4.7683483828109274e-09,2.3841741914054637e-09
1948,9.784699273041042e-09,1.0871887834440486e-09
1949,4.908504269707237e-09,0.0
1950,1.1698897850465073e-08,5.317680518146517e-09
1951,1.0661401539380222e-08,0.0
1952,2.1089607837865287e-09,3.1634410646574906e-09
1953,4.3095309543161875e-09,0.0
1954,1.172704333640695e-08,0.0
1955,3.754243138587299e-09,0.0
1956,6.104799332717903e-09,4.360570571293465e-09
1957,1.6786572132332367e-08,0.0
1958,2.4816730892496253e-09,0.0
1959,7.750747599288843e-09,1.5501495642666896e-09
1960,9.689166802218097e-09,6.920833350854139e-10
1961,5.55852741612739e-09,6.948159270159238e-10
1962,4.43936931660005e-09,1.9025869768540815e-09
1963,8.405868889838075e-09,1.939815863494232e-09
1964,8.517555549758526e-09,6.083968329129164e-10
1965,9.302473458205895e-09,1.6416130677043839e-09
1966,5.539074976468328e-09,1.6617224263271169e-09
1967,7.395503320850594e-09,1.4791006197611978e-09
1968,8.084548142051062e-09,1.3474247273492779e-09
1969,7.2668124850849836e-09,1.3625273131978588e-09
1970,1.2876429700270364e-08,4.5987250119061684e-10
1971,4.1107179882260425e-09,2.569198631618974e-09
1972,1.2312352026810913e-08,1.5390440033513642e-09
1973,3.3079223804577396e-09,1.102640756478479e-09
1974,6.750686232237513e-09,0.0
1975,6.282628195464213e-09,5.711480177694739e-10
1976,1.2569759455516305e-08,1.142705374768127e-09
1977,1.057820764316375e-08,0.0
1978,1.485147826940647e-08,0.0
1979,1.521513048885481e-08,1.1703946700691858e-09
1980,9.096241093686785e-09,0.0
1981,1.2018544381930951e-08,0.0
1982,1.4898005495922462e-08,1.2415004579935385e-09
1983,8.209910973278056e-09,0.0
1984,1.333771937339634e-08,0.0
1985,3.609334697785016e-08,6.015558051686298e-10
1986,1.1389522214244607e-08,1.1988970927134801e-09
1987,7.332980445085013e-09,0.0
1988,9.594486094499644e-09,0.0
1989,9.329808037250586e-09,0.0
1990,9.80757164370516e-09,0.0
1991,7.6199047072123e-09,5.861465202094962e-10
1992,1.1019888113139586e-08,0.0
1993,4.985286850001103e-09,0.0
1994,1.002236071911966e-08,1.0549853213248639e-09
1995,7.0491861237087505e-09,0.0
1996,1.0676184380997711e-08,5.338092190498855e-10
1997,1.1507746755512471e-08,0.0
1998,7.152193948201102e-09,4.768129224785866e-10
1999,1.5081663917726473e-08,0.0
2000,6.185244316725402e-09,4.4180314962005696e-10
2001,1.796296800193886e-08,4.3812117822561447e-10
2002,2.4534839937473407e-08,4.38122149670761e-10
2003,2.1251306492331423e-08,8.333845835650777e-10
2004,3.171449591832243e-08,8.809582507929292e-10
2005,5.989986817667159e-08,0.0
2006,3.500206346984669e-08,0.0
2007,6.790615003637868e-08,7.988958938831558e-10
2008,6.088139059556852e-08,2.554463751636149e-09
2009,8.582746602314728e-08,3.814554005998616e-09
2010,8.408351703792505e-08,2.3618964561933353e-09
2011,1.0057046040401474e-07,4.5887662558641296e-09
2012,1.0485098300705431e-07,5.446804340891731e-09
2013,9.232003606030048e-08,4.183687618564136e-09
2014,9.441340864668746e-08,5.846701789380404e-09
2015,9.065793449281045e-08,3.989835573037226e-09
2016,8.968902420747327e-08,4.971216327476213e-09
2017,8.905264081704445e-08,6.289028409156572e-09
2018,9.473982487406829e-08,8.002547069452248e-09
2019,6.42848902998594e-08,8.16316081397872e-09
