year,plus_ADV emporté_VERB,plus_ADV remporté_VERB
1800,1.0061326349841693e-07,0.0
1801,1.3572740886758083e-07,0.0
1802,2.0588129245879827e-07,6.713520406265161e-09
1803,1.5212646076179226e-07,3.900678446910888e-09
1804,1.9527622896475805e-07,0.0
1805,2.0184431548386783e-07,0.0
1806,2.0459850702536642e-07,0.0
1807,7.686778502602465e-08,0.0
1808,1.0877155176558517e-07,4.5321479902327155e-09
1809,2.1008983708270534e-07,0.0
1810,1.68489124874327e-07,2.3401267590372754e-09
1811,1.378892284797928e-07,2.5070767684098882e-09
1812,2.0270782385978237e-07,0.0
1813,2.6169248190655026e-07,2.8757416448144113e-09
1814,5.349351184236184e-08,0.0
1815,1.6722786266853973e-07,0.0
1816,1.3905622608945123e-07,2.3176038865813098e-09
1817,1.1520863163472228e-07,0.0
1818,1.5616741677604296e-07,3.5763532135746345e-09
1819,2.3807415061583015e-07,1.5526575580793178e-08
1820,2.088500679064964e-07,1.1866481131050932e-09
1821,1.8736827278598156e-07,0.0
1822,1.674277854135653e-07,8.02049271442229e-09
1823,1.610877973234892e-07,3.9530747564242574e-09
1824,1.852644864186459e-07,1.0105335235266466e-08
1825,2.069279132488333e-07,1.7610886082763955e-09
1826,1.6559010873606894e-07,7.927186018719112e-09
1827,1.0139000039544044e-07,9.217273055917019e-10
1828,1.2199160437376122e-07,8.255071293206129e-09
1829,1.4660130887023115e-07,0.0
1830,1.1480519646056564e-07,2.0873671680021744e-09
1831,1.2472965238430334e-07,0.0
1832,1.0147476814381662e-07,0.0
1833,1.6448753115128056e-07,0.0
1834,1.2601616106167057e-07,1.8669061851994684e-09
1835,9.832014313815307e-08,7.563087933704082e-10
1836,1.0753200285762432e-07,0.0
1837,1.2593783083048038e-07,2.0873671680021744e-09
1838,1.180374269438289e-07,5.680945491803868e-09
1839,1.2724484577120165e-07,0.0
1840,1.4268103143422195e-07,3.1848443882154243e-09
1841,7.512041833024341e-08,0.0
1842,1.1336968297470662e-07,6.708265054555795e-10
1843,1.0750578383067477e-07,3.5441467538532834e-09
1844,8.726812428250241e-08,9.879410178825765e-09
1845,9.486387853030465e-08,3.348136878855712e-09
1846,1.2177362407328474e-07,0.0
1847,1.0031396069365428e-07,1.6179670936367074e-09
1848,6.114368744647436e-08,8.045221711050488e-10
1849,1.0474268452576041e-07,0.0
1850,6.924776130290411e-08,0.0
1851,9.867641637129054e-08,2.579775504329973e-09
1852,9.765818020923689e-08,0.0
1853,9.077336171614547e-08,0.0
1854,9.663936140213991e-08,3.63696517347023e-09
1855,7.16436545644683e-08,3.1841622671890946e-09
1856,8.128186834710505e-08,0.0
1857,1.0007093464992067e-07,4.881509085841174e-10
1858,9.591605065750741e-08,9.787352039936081e-10
1859,8.758538427855456e-08,1.018434669930457e-09
1860,8.055843636611826e-08,6.408057640072684e-09
1861,7.168264914980682e-08,0.0
1862,8.8100733819374e-08,4.517986262886353e-10
1863,8.490855751830395e-08,9.989241656072068e-10
1864,8.055143041474366e-08,0.0
1865,8.001635620757952e-08,1.0355057256106193e-08
1866,7.979604932373263e-08,0.0
1867,6.79393608038481e-08,4.85281148598915e-10
1868,8.496583736583574e-08,2.4699371437009177e-09
1869,7.081102726402833e-08,0.0
1870,6.135432206733071e-08,0.0
1871,3.3987767267262825e-08,4.248470908407853e-09
1872,5.07976487540418e-08,6.047339295989218e-10
1873,7.123345113768664e-08,1.7958012854535355e-09
1874,4.480956716790274e-08,2.3898436563030145e-09
1875,4.176714796244596e-08,1.716458086775674e-09
1876,5.018192439365521e-08,2.418405919968336e-09
1877,1.1132668475966057e-07,6.184815992682502e-10
1878,6.03908887342186e-08,3.0195443923020093e-09
1879,1.0385853244088139e-07,0.0
1880,6.096954052736692e-08,1.2835692508872398e-09
1881,5.159655458442103e-08,4.183504653809678e-09
1882,4.45910792734594e-08,6.655385131892899e-10
1883,6.445725486692311e-08,3.159669414998234e-09
1884,4.7532218161450146e-08,6.601696966868076e-10
1885,2.578254243434941e-08,2.5782542767416317e-09
1886,5.937186697835273e-08,1.2906927748801422e-09
1887,3.852065610931987e-08,5.223139698529167e-09
1888,5.706553252160518e-08,5.07249175996094e-09
1889,5.889228660294066e-08,3.132568426877924e-09
1890,2.5562107097698572e-08,1.9663159989136147e-09
1891,4.84440718651058e-08,1.2748440081367107e-09
1892,3.823792482648969e-08,6.268512375839919e-10
1893,2.8328715429015716e-08,2.463366621796581e-09
1894,3.276800342177921e-08,6.301539290376468e-10
1895,3.9120994221875094e-08,1.2037228991346183e-09
1896,2.0639602027472392e-08,1.179405795248556e-09
1897,3.029891004757701e-08,1.7480140668268973e-09
1898,1.9804241802034994e-08,0.0
1899,4.919544949189003e-08,5.527578395003729e-10
1900,3.529916270395006e-08,5.191053142894475e-10
1901,4.0238919751800495e-08,5.58873880507349e-09
1902,2.0132164380015638e-08,1.4730852093691738e-09
1903,3.67214987306852e-08,1.0800440541913758e-09
1904,2.1498500757388683e-08,5.374625189347171e-10
1905,3.509316215399849e-08,0.0
1906,1.9033482345776065e-08,1.5432553013283723e-09
1907,1.902852098112362e-08,0.0
1908,2.7503778810000767e-08,0.0
1909,3.355599886845084e-08,0.0
1910,3.099607326362275e-08,0.0
1911,3.1390207766435196e-08,0.0
1912,2.5005221004903433e-08,0.0
1913,2.1211958411981868e-08,1.590896969716482e-09
1914,2.276892807628883e-08,0.0
1915,2.238344798399794e-08,0.0
1916,3.625862632361532e-08,1.0987462051303964e-09
1917,3.3995917192441993e-08,4.386569774084137e-09
1918,3.101321777165822e-08,2.2972752589112133e-09
1919,1.8415697411455767e-08,9.207848372660976e-10
1920,3.256059599721084e-08,0.0
1921,1.8931869405491852e-08,3.7863738810983705e-09
1922,2.7298360905092522e-08,7.377935484775833e-10
1923,3.290944050604594e-08,0.0
1924,1.933743654092268e-08,5.156649773851996e-09
1925,2.859526304632709e-08,0.0
1926,3.1209186346359274e-08,0.0
1927,2.8987985345452216e-08,1.1149224876660924e-09
1928,2.6279895593006586e-08,0.0
1929,3.676334259239411e-08,0.0
1930,4.096405348263943e-08,2.100720708497761e-09
1931,4.334035708097872e-08,0.0
1932,3.287861005674131e-08,1.0959536611565568e-09
1933,3.326492103994383e-08,0.0
1934,2.2765002327673756e-08,0.0
1935,1.4361940969820353e-08,1.196828414151696e-09
1936,2.182448710641438e-08,3.6374143697059935e-09
1937,2.5182236740306507e-08,1.2591118148108649e-09
1938,2.3337385357535823e-08,0.0
1939,2.141167065872196e-08,4.588215141154706e-09
1940,4.3108308034334186e-08,5.0715658339584024e-09
1941,2.066051862925633e-08,0.0
1942,1.517105907566929e-08,0.0
1943,3.774205836748479e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,8.714016175304096e-09,0.0
1946,2.7842208538686464e-08,0.0
1947,3.695470018882929e-08,0.0
1948,7.610321262063735e-09,0.0
1949,2.9451025507221118e-08,1.9634016634739737e-09
1950,1.808011518278363e-08,2.1270722960764488e-09
1951,4.051332780363737e-08,1.0661401761424827e-09
1952,2.2144087452602434e-08,0.0
1953,1.723812381726475e-08,0.0
1954,2.247683283940205e-08,0.0
1955,1.6894094567732054e-08,0.0
1956,2.7907653077363648e-08,3.488456634670456e-09
1957,1.767007518083119e-08,8.835037701437898e-10
1958,3.4743422361316334e-08,1.6544486891589827e-09
1959,2.6352543258667538e-08,0.0
1960,1.7994166157109248e-08,0.0
1961,2.5708188633455364e-08,1.3896318540318475e-09
1962,2.6002021868976044e-08,0.0
1963,2.5217607557692645e-08,0.0
1964,5.536411151751963e-08,6.083968329129164e-10
1965,3.83043037288644e-08,0.0
1966,2.9911003784910406e-08,5.539074754423723e-10
1967,4.6345153492666213e-08,4.930335584241163e-10
1968,4.132102701670526e-08,8.982831700699023e-10
1969,2.4071315607443466e-08,0.0
1970,2.483311511980446e-08,4.5987250119061684e-10
1971,2.4150468291850302e-08,5.138397485282553e-10
1972,2.667676424206178e-08,3.0780880067027283e-09
1973,2.205281468548037e-08,0.0
1974,2.531507187208959e-08,5.625571675160757e-10
1975,2.1132477101559743e-08,2.8557400888473694e-09
1976,1.9997344169464526e-08,1.142705374768127e-09
1977,3.114694280270669e-08,1.1753563677885381e-09
1978,2.5544542481270582e-08,3.5643548113029055e-09
1979,1.7555919384903973e-08,1.1703946700691858e-09
1980,2.5014662341504845e-08,1.7055452605774235e-09
1981,1.5181318924195608e-08,3.1627747087981106e-09
1982,2.5450759721934446e-08,1.2415004579935385e-09
1983,2.084054351314535e-08,1.2630632095778083e-09
1984,1.4497521405587577e-08,2.3196033982486597e-09
1985,1.8648229627160617e-08,4.210890747202711e-09
1986,2.0980699844130868e-08,2.997242676272549e-09
1987,1.649920555735207e-08,6.110816852533674e-10
1988,2.0388283061834045e-08,2.99827696004229e-09
1989,1.0427432250992297e-08,5.488122178931576e-10
1990,2.0160008384895178e-08,3.814055737905164e-09
1991,1.641210189973208e-08,1.7584396161396398e-09
1992,2.1488782309120324e-08,4.4079553340736766e-09
1993,2.2156829260211452e-08,1.1078414852150331e-09
1994,1.7934750462522686e-08,5.274926606624319e-10
1995,1.5182862966867106e-08,1.626735190995987e-09
1996,1.3345230254202534e-08,3.2028553142993132e-09
1997,1.7741109914481967e-08,0.0
1998,2.4794271524797296e-08,1.9072516899143466e-09
1999,2.285100544896501e-08,2.7421207526856506e-09
2000,1.5021306976059634e-08,2.2090156370779823e-09
2001,2.0153573560000027e-08,3.5049694258049158e-09
2002,1.6648641576466616e-08,6.133709984368352e-09
2003,1.5000923170305214e-08,3.7502307925763034e-09
2004,1.5857247959161214e-08,3.0833537945085254e-09
2005,1.7564622756260917e-08,4.053374524914943e-09
2006,2.4295549738706512e-08,3.706100981659688e-09
2007,1.7176262190332636e-08,1.997239706952314e-09
2008,1.6604014163590364e-08,3.8316958494988285e-09
2009,1.8595951445377068e-08,1.430457752249481e-09
2010,1.4171378737160012e-08,3.7790344187271785e-09
2011,1.4531093633918246e-08,3.4415748029203996e-09
2012,2.4851044583273918e-08,4.425528388196653e-09
2013,2.314973734929282e-08,1.9523875849358774e-09
2014,2.273717392142771e-08,3.681256854903836e-09
