year,sans_ADP acheter_VERB,sans_ADP racheter_VERB
1800,7.545994584745586e-08,3.144164484325529e-09
1801,3.5717739876872656e-08,4.7623651688866175e-09
1802,1.3427040812530322e-08,4.475680270843441e-09
1803,3.7056443913385806e-08,1.3652374342143503e-08
1804,2.2246657849223084e-08,4.943701892301533e-09
1805,1.421438877713399e-08,2.842877711017877e-09
1806,5.76333825108577e-09,3.7461699520235925e-08
1807,0.0,1.1387820464392462e-08
1808,1.8128591960930862e-08,2.2660739951163578e-09
1809,3.6144488291256494e-08,0.0
1810,2.3401266702194334e-08,3.510190182964834e-08
1811,5.0141535368197765e-09,3.259199843341776e-08
1812,1.0668832928217853e-08,2.9339290108509886e-08
1813,2.0130191291656274e-08,2.8757416004054903e-08
1814,6.608021863030444e-08,6.293354282149721e-09
1815,6.203614288935455e-08,1.8880564667256294e-08
1816,1.8540831092650478e-08,0.0
1817,4.6706200684809573e-08,1.8682481339737933e-08
1818,4.6492591110336434e-08,1.668964877410417e-08
1819,4.864993385922389e-08,2.173720581311045e-08
1820,5.6959109429044474e-08,1.1866481131050932e-09
1821,4.2404401323636876e-08,1.0847637454958203e-08
1822,6.215881853677274e-08,1.0025615893027862e-09
1823,7.412015179397713e-08,4.941343334508019e-09
1824,3.2842339514616015e-08,1.0947446504872005e-08
1825,4.226612659863349e-08,9.68598712347557e-09
1826,5.19671061738336e-08,7.0463874735082754e-09
1827,3.77908182525033e-08,3.502563927781921e-08
1828,8.530240069859474e-08,1.7427371545863934e-08
1829,9.687688679038686e-08,1.7146351893870815e-08
1830,6.366470017837855e-08,4.174734336004349e-09
1831,2.494592976631793e-08,6.236482441579483e-09
1832,5.276687886635045e-08,1.488296597074168e-08
1833,6.139323005527331e-08,1.2741991461950875e-08
1834,6.627516913049192e-08,8.401078055442213e-09
1835,4.159698363537245e-08,3.781543966852041e-09
1836,6.317504808173169e-08,1.2097349788575684e-08
1837,1.4124518665781238e-07,9.74104708006962e-09
1838,4.229148586887277e-08,2.5248647617104325e-09
1839,5.313521023175838e-08,7.690622361167243e-09
1840,6.4333852467513e-08,5.095750932326837e-09
1841,7.447836436469402e-08,8.346713542550788e-09
1842,8.854910049649334e-08,6.708265054555795e-09
1843,6.911085664862426e-08,2.3627644285539873e-09
1844,5.70810359534768e-08,7.683985892015244e-09
1845,6.417262260471901e-08,4.464182357111213e-09
1846,1.0303922692855849e-07,6.439951683034906e-09
1847,7.172987182002544e-08,9.707802561820245e-09
1848,4.746680914990975e-08,1.126331028444838e-08
1849,4.4410899846525353e-08,1.75967720394965e-08
1850,2.2403686017469226e-08,1.3577992064028876e-09
1851,5.611011788531073e-08,1.7413483988093503e-08
1852,1.0351767087968256e-07,8.463708844885787e-09
1853,8.300985143705475e-08,7.166318205520383e-09
1854,4.676097953293379e-08,2.0782657816909023e-09
1855,4.8823821430232783e-08,3.714855978387277e-09
1856,2.9509978460851016e-08,1.346069211649592e-08
1857,7.322263351206004e-08,7.810414537345878e-09
1858,2.8872689128434104e-08,5.3830437884982985e-09
1859,3.7172863898149444e-08,6.619825576592575e-09
1860,5.309533435138292e-08,7.323494255473406e-09
1861,4.810283016354333e-08,3.3011746669586728e-09
1862,4.2469071842576867e-08,5.421583626485926e-09
1863,4.7948360393235134e-08,9.989241656072068e-10
1864,5.993409857296683e-08,6.712618905169165e-09
1865,3.718406960118159e-08,6.589582213223366e-09
1866,4.670988451582758e-08,1.0217787504984699e-08
1867,2.91168689159349e-08,1.067618526917613e-08
1868,4.347089188616593e-08,9.87974813071446e-10
1869,4.444002499326416e-08,6.8369265804335555e-09
1870,3.1537267464187835e-08,5.734048791339319e-09
1871,4.2484709306123136e-08,1.5931766128574054e-08
1872,2.4189358072135292e-08,1.0280476914203973e-08
1873,2.334541804316359e-08,7.183205141814142e-09
1874,3.584765551067903e-08,6.572069999322139e-09
1875,5.37823534041415e-08,1.0298748520654044e-08
1876,3.9903699011745175e-08,1.813804395567331e-08
1877,3.154256233983688e-08,4.9478527941460015e-09
1878,5.978697714681402e-08,1.3889904337816006e-08
1879,6.231511662235789e-08,9.774920428640144e-09
1880,2.6313169643188417e-08,3.8507077526617195e-09
1881,3.2073533162702006e-08,1.1853263259808955e-08
1882,2.7952617998039386e-08,7.320923423037584e-09
1883,4.739504344541956e-08,1.7694148368718743e-08
1884,2.9047466654219534e-08,1.5183903911974994e-08
1885,4.511945134177964e-08,7.7347630522695e-09
1886,4.194751518360462e-08,7.098810428374236e-09
1887,3.7867764035581786e-08,1.2404957061562527e-08
1888,2.5996520269799817e-08,1.1413106904001324e-08
1889,2.2554493106508033e-08,1.3156786771162388e-08
1890,3.080561716828356e-08,1.9663159989136147e-09
1891,2.995883363610119e-08,3.1871101313640793e-09
1892,3.57305189879753e-08,1.56712811616444e-08
1893,4.434059874824925e-08,1.539604177480669e-08
1894,6.994708456886656e-08,1.8904617871129403e-09
1895,6.01861445126417e-08,8.426059849853118e-09
1896,4.776593343081004e-08,2.358811590497112e-09
1897,2.3889525024856084e-08,2.330685422435863e-09
1898,3.395012981854961e-08,3.960848538042683e-09
1899,3.6482019183381453e-08,3.3165470370022376e-09
1900,4.775768758236154e-08,6.748368974740515e-09
1901,3.7444550626819506e-08,4.470991132876634e-09
1902,2.700656126508605e-08,3.928227076954727e-09
1903,3.3481365901977256e-08,8.640352433531007e-09
1904,4.568431322127253e-08,8.061937784020756e-09
1905,4.180214735471921e-08,1.857873321853276e-08
1906,2.2119992670877053e-08,1.800464666246171e-08
1907,2.3657079850636364e-08,2.3142794347563722e-08
1908,3.290630656849203e-08,2.4556945366072114e-09
1909,2.0353638496839466e-08,6.0510818578052294e-09
1910,4.1684374951778125e-08,4.275320542035388e-09
1911,2.819798339270818e-08,1.3300935464144459e-08
1912,1.927485904218429e-08,5.730363294986773e-09
1913,2.0681660384269662e-08,1.060597942803554e-09
1914,2.5447626228469744e-08,8.036092680185902e-09
1915,1.0602685840410686e-08,2.3561523843085297e-09
1916,2.746865512825991e-08,1.4283700444650549e-08
1917,4.1672411299487067e-08,1.0966424435210342e-09
1918,1.9526839700745313e-08,6.89182577673364e-09
1919,2.854433056587169e-08,9.207848372660976e-10
1920,4.770506123463747e-08,3.786115865267448e-09
1921,1.36309453724337e-08,1.5145494858259667e-09
1922,4.721878860136641e-08,5.164555005876537e-09
1923,2.9724655181695425e-08,3.1847844361720945e-09
1924,3.867487263775615e-08,9.02413699321869e-09
1925,2.0896538499570738e-08,4.399271169575059e-09
1926,2.3406890647947876e-08,2.229227691330493e-09
1927,3.3447673075670536e-08,2.2298449753321847e-09
1928,1.1426041446327417e-08,7.998228745975666e-09
1929,2.4508894469477127e-08,3.342121912552898e-09
1930,1.575540586884472e-08,1.0503603542488804e-09
1931,2.737285598186645e-08,1.1405356659111021e-09
1932,6.575721855917038e-09,0.0
1933,4.817678100899059e-08,1.1470662197865522e-09
1934,3.834105655187159e-08,3.5944740517379614e-09
1935,2.393656828303392e-08,2.393656828303392e-09
1936,2.7886843056990074e-08,2.424942913137329e-09
1937,2.1404900962807005e-08,1.2591118148108649e-09
1938,2.7226949583791793e-08,6.482607339819424e-09
1939,1.8352861452797242e-08,4.588215141154706e-09
1940,7.607348528892999e-09,2.5357829169792012e-09
1941,3.5418032950929046e-08,1.4757512545315876e-08
1942,2.1239483061208375e-08,0.0
1943,3.4838823381733164e-08,2.9032352077962287e-09
1944,2.8918675454292497e-08,0.0
1945,2.3963544037997053e-08,6.535512131478072e-09
1946,4.1763314584386535e-08,1.3921104269343232e-09
1947,1.668921956188285e-08,2.3841741914054637e-09
1948,2.283096534050344e-08,1.0871887834440486e-09
1949,2.4542520904446974e-08,5.890204768377316e-09
1950,2.446133051670074e-08,0.0
1951,2.4521224162299404e-08,6.396841278899501e-09
1952,2.4253049346611988e-08,4.2179215675730575e-09
1953,1.939288907237824e-08,3.232148326759443e-09
1954,2.9317608341017376e-08,0.0
1955,2.0648336374051723e-08,1.8771215692936494e-09
1956,3.0523995775411095e-08,0.0
1957,1.501956425897788e-08,1.7670075402875796e-09
1958,2.4816729671250926e-08,4.1361216673863055e-09
1959,2.40273188012452e-08,7.750747821333448e-10
1960,1.6610000486139143e-08,4.152500121534786e-09
1961,2.0844477421899654e-08,6.948159270159238e-10
1962,3.0441390297397675e-08,3.170978146727066e-09
1963,2.0691370394843034e-08,3.879631726988464e-09
1964,3.346182708696688e-08,0.0
1965,2.188817349590977e-08,6.0192477668863376e-09
1966,2.2710207048248776e-08,1.1078149508847446e-09
1967,2.859594555593148e-08,9.860671168482327e-10
1968,3.143991045284622e-08,3.5931326802796093e-09
1969,1.4533624970169967e-08,9.083515273289322e-09
1970,2.3453497283165703e-08,4.1388523719376735e-09
1971,3.23719047123916e-08,3.083038491169532e-09
1972,2.359867534718063e-08,3.5911027485013847e-09
1973,3.252790353736046e-08,2.7566018356850464e-09
1974,2.6440186262632892e-08,3.3753431161187564e-09
1975,2.1703623787061588e-08,6.8537762132336866e-09
1976,2.6282224341311888e-08,2.285410749536254e-09
1977,3.937443793233797e-08,3.526069214387917e-09
1978,2.554454192615907e-08,5.346532105932056e-09
1979,2.4578288293497508e-08,5.851973350345929e-10
1980,2.615169236719339e-08,2.2740602734216964e-09
1981,2.6567308353264707e-08,1.8976649140967083e-09
1982,2.7933760193832313e-08,1.8622506869903077e-09
1983,2.841892188243378e-08,3.157658134966823e-09
1984,2.8995042811175153e-08,1.739702604197646e-09
1985,3.0077789925364584e-08,0.0
1986,1.498621315931814e-08,4.196139880008332e-09
1987,2.444326768769045e-08,1.2221633705067347e-09
1988,2.518552633112847e-08,2.398621523624911e-09
1989,3.128229764115531e-08,5.488121956886971e-09
1990,2.5063794206747758e-08,0.0
1991,2.930732689865323e-08,1.7584396161396398e-09
1992,2.2039777225479895e-08,6.61193322315512e-09
1993,2.215683042594563e-08,1.661762283333701e-09
1994,2.848460300963751e-08,0.0
1995,1.5725107216368883e-08,4.880205572987961e-09
1996,2.6156651067310577e-08,1.067618438099771e-09
1997,2.7810388880666892e-08,9.58978896292706e-10
1998,2.9085588382216088e-08,1.9072516899143466e-09
1999,1.6452723627935484e-08,2.285100553223174e-09
2000,2.2973763447176054e-08,1.3254094488601709e-09
2001,2.9354118413760233e-08,2.6287270138425356e-09
2002,2.891606154520332e-08,2.1906108038649563e-09
2003,2.3334768617377932e-08,1.2500769308587678e-09
2004,2.1583476561559678e-08,1.7619165015858584e-09
2005,2.8823997633153908e-08,9.007499190971657e-10
2006,2.5119129165585008e-08,1.2353669198716943e-09
2007,2.4765772377310924e-08,3.595031605740928e-09
2008,3.19307986718087e-08,1.7029758714315335e-09
2009,3.385416746937153e-08,1.430457752249481e-09
2010,4.7710311257276317e-08,1.8895172093635892e-09
2011,3.938691151006424e-08,1.911985902935953e-09
2012,4.323400798478261e-08,3.404252713057332e-10
2013,3.7374277117585564e-08,1.3945624655065103e-09
2014,4.309235795973976e-08,6.496335691608124e-10
2015,4.056332941759777e-08,1.10828768384863e-09
2016,4.266960573762191e-08,2.4856081637381067e-09
2017,3.874041412665896e-08,2.0124890642847504e-09
2018,4.0012735624817e-08,1.5488800242380307e-09
2019,3.8264815038768774e-08,1.2754939326953263e-09
