year,les_DET aides_NOUN,les_DET raides_ADJ
1941,1.1481345318919978e-06,1.4757512545315876e-08
1942,8.22271388756235e-07,1.517105907566929e-08
1943,5.951632306988586e-07,5.516146828199453e-08
1944,7.936570014521749e-07,9.639558484764166e-09
1945,7.08013823125242e-07,2.832055256973831e-08
1946,5.94431141642815e-07,4.1763312808029696e-09
1947,4.935240638381799e-07,2.3841741692010032e-08
1948,7.8712468831732e-07,2.2830965118458835e-08
1949,1.92413365507349e-06,1.9634016856784342e-08
1950,6.764089997002287e-07,2.4461330738745346e-08
1951,7.164462036968189e-07,9.595261474260042e-09
1952,6.780309069753798e-07,1.265376459169687e-08
1953,7.121499923101737e-07,1.185120990232491e-08
1954,7.974389419906913e-07,2.5408593673503788e-08
1955,1.1544297526810965e-06,9.385607846468247e-09
1956,8.686257113588169e-07,2.0058624983221307e-08
1957,1.3862173937617683e-06,1.236905244894615e-08
1958,1.79424954183105e-06,1.1581141046157484e-08
1959,1.240119696710451e-06,1.3176271629333769e-08
1960,1.3793220863811406e-06,1.6609999209382664e-08
1961,1.6487981699953025e-06,1.181187059273725e-08
1962,1.4022065020213859e-06,6.976152100435229e-09
1963,2.005769715651695e-06,9.69907976156037e-09
1964,2.2017881100566683e-06,6.6923653285755336e-09
1965,2.2922389870672077e-06,7.113656441681826e-09
1966,2.7767382722032607e-06,5.539074976468328e-09
1967,2.4799588125290484e-06,5.423369309198733e-09
1968,2.097042017368267e-06,5.838840522187638e-09
1969,3.058873970118725e-06,1.0446042669753908e-08
1970,2.5086044423972e-06,5.518470125309705e-09
1971,3.199166194178815e-06,1.233215407570043e-08
1972,3.086296361587415e-06,6.669190977248718e-09
1973,2.7830652342686335e-06,7.167165139154719e-09
1974,3.1958872668269578e-06,9.00091468025721e-09
1975,3.1213237985383557e-06,1.1422960355389478e-08
1976,3.0675926598888736e-06,1.3141112087389217e-08
1977,2.7685519228271005e-06,5.289103821581875e-09
1978,3.2055431216093666e-06,5.940591352171509e-09
1979,3.2741791926582664e-06,7.607565355449708e-09
1980,3.1023866551294077e-06,5.6851505725319385e-09
1981,3.3177507710036025e-06,5.692994575756671e-09
1982,3.3216345034503547e-06,8.069752976958e-09
1983,3.5403661797772656e-06,7.57837881337764e-09
1984,3.891134625177983e-06,6.958810416790584e-09
1985,4.28728810941692e-06,6.617113967877231e-09
1986,3.8172884551102015e-06,6.593934065435292e-09
1987,3.958587184271778e-06,4.888653482026939e-09
1988,3.734653750697703e-06,8.39517544370949e-09
1989,3.7588149304212948e-06,3.2928733073589456e-09
1990,3.628256735055402e-06,6.538381391862913e-09
1991,3.837501230563589e-06,6.447611611282156e-09
1992,4.003525438278643e-06,4.4079553340736766e-09
1993,4.291223911323527e-06,7.754890507527534e-09
1994,4.243150900862247e-06,6.329911705904578e-09
1995,3.95838907252255e-06,5.4224509327127635e-09
1996,4.5667379708902445e-06,5.33809241254346e-09
1997,4.457333890428572e-06,6.233362825902589e-09
1998,5.393231100825346e-06,9.53625878263864e-09
1999,4.881431953762672e-06,6.398281821029528e-09
2000,4.87529768378181e-06,7.068850615965516e-09
2001,5.677612543664168e-06,3.943090742808408e-09
2002,5.297334741527493e-06,4.381221607729913e-09
2003,4.842381137848406e-06,2.9168460979889232e-09
2004,4.632518877834002e-06,7.488145215006625e-09
2005,5.015375636574504e-06,4.503749595485829e-09
2006,4.24719177694044e-06,5.353256671281059e-09
2007,3.79116033322191e-06,5.59227145147112e-09
2008,4.7534313960539976e-06,5.960415716543821e-09
2009,3.978103082502571e-06,1.0966842989290626e-08
2010,3.844695097399153e-06,7.558068837454357e-09
2011,3.5452044606643085e-06,9.559929708968795e-09
2012,3.1673167733003993e-06,1.0212758444483327e-08
2013,3.3343989187528678e-06,9.204112638716566e-09
2014,2.738205456154219e-06,1.1476859865244826e-08
2015,2.910806742306704e-06,1.0861219479352258e-08
2016,2.4423170419396456e-06,9.528164174321674e-09
2017,2.7357273002515115e-06,8.301517695485927e-09
2018,2.34629514839213e-06,9.809573597863164e-09
2019,2.1333910726895056e-06,7.397864543179367e-09
