year,quelques_DET arts_NOUN,quelques_DET rares_ADJ
1866,2.6274309505858184e-08,2.332574922547792e-06
1867,3.34843974769683e-08,2.3487607734296034e-06
1868,1.9265508632848594e-08,2.5415652515903275e-06
1869,3.125452263663675e-08,2.4988968050365656e-06
1870,3.325748254567884e-08,2.331464344251799e-06
1871,3.080141297573391e-08,2.5087221757758016e-06
1872,2.1770421909650395e-08,2.4382871544048612e-06
1873,4.3099231017418305e-08,2.612890895647979e-06
1874,4.480956716790274e-08,2.824795146239012e-06
1875,3.089624556196213e-08,2.651927914598673e-06
1876,3.929909553335165e-08,2.7527506176738825e-06
1877,2.5976227391311113e-08,2.561132234291108e-06
1878,4.589707458535486e-08,2.445226982672466e-06
1879,2.8713828426063515e-08,2.6361738747482377e-06
1880,1.7328185109022343e-08,2.648645164526897e-06
1881,2.719277958362909e-08,2.645369363563077e-06
1882,1.3976308776975088e-08,2.7167282468099074e-06
1883,4.4235374030421326e-08,2.6756081865642045e-06
1884,4.555170995956814e-08,2.923231505747026e-06
1885,3.931837810888794e-08,3.091326988169385e-06
1886,2.0005737511041843e-08,2.9105121654993127e-06
1887,2.6768590899450828e-08,2.9262640737215406e-06
1888,2.282621380800265e-08,2.7607036656718265e-06
1889,2.7566601445982997e-08,3.0266875796769455e-06
1890,1.5075089287996946e-08,2.8400157532360026e-06
1891,1.3385862196457765e-08,2.8167677328383434e-06
1892,3.19694137829174e-08,3.0276914628757368e-06
1893,2.2786141196107224e-08,2.867974686182606e-06
1894,1.3863386882917439e-08,3.015916774984362e-06
1895,9.027921521465032e-09,3.156161483275355e-06
1896,4.717623180994224e-09,3.2433660521746788e-06
1897,1.5149455023788505e-08,3.2466448089962796e-06
1898,6.790025763869778e-09,3.3933154384158115e-06
1899,2.4874102777516782e-08,3.0550925771422044e-06
1900,2.284063338464648e-08,3.494617061505778e-06
1901,2.179608138419553e-08,3.3789514475301985e-06
1902,7.365426046845869e-09,3.079729992805369e-06
1903,5.400220270956879e-09,3.5614453395282908e-06
1904,8.061937784020756e-09,3.3591408339361806e-06
1905,1.0321518084666081e-08,3.4396458374885697e-06
1906,5.658602919567102e-09,3.600414686388831e-06
1907,2.005708904517789e-08,3.312505469921234e-06
1908,4.911388851169818e-09,3.3721598242664186e-06
1909,1.6502950117569526e-08,3.4694703288096207e-06
1910,5.34415089958884e-09,3.472629202860844e-06
1911,6.384448858476333e-09,3.2603252577700914e-06
1912,1.1981668990301841e-08,3.3449692580234114e-06
1913,1.643926872407775e-08,3.467094671805171e-06
1914,2.4777952134513725e-08,3.3838647084394324e-06
1915,3.534228465440492e-09,3.021765365929241e-06
1916,9.888715624128963e-09,3.12043923145211e-06
1917,1.315970976634162e-08,3.296507287586792e-06
1918,8.040463406189247e-09,2.907201860580244e-06
1919,1.4732557396257562e-08,3.2310340714047925e-06
1920,9.843901693784574e-09,3.1379329072933615e-06
1921,9.087297137000405e-09,3.2555240636611416e-06
1922,1.3280283539529592e-08,3.1946460978815594e-06
1923,1.1677542488541803e-08,3.017052392806363e-06
1924,1.289162443462999e-09,3.402099764571176e-06
1925,1.2097995494286806e-08,3.1707747893960914e-06
1926,7.802297141701331e-09,3.1465549739095877e-06
1927,8.919379901328739e-09,3.1752992981637362e-06
1928,1.4853853147478446e-08,3.2986981750582345e-06
1929,1.8938690837799754e-08,3.1672176419306197e-06
1930,9.453243521306831e-09,3.353800536842755e-06
1931,1.8248570654577634e-08,3.371423417775077e-06
1932,1.3151444377967891e-08,3.2111443317717203e-06
1933,1.7205992852709073e-08,3.5031402774166054e-06
1934,7.188948103475923e-09,3.276962274867401e-06
1935,4.787313656606784e-09,3.3774497580907337e-06
1936,9.699771652549316e-09,3.5961902824510616e-06
1937,3.777335444432595e-09,3.3555328684542474e-06
1938,1.2965214457594243e-08,3.5148696611031482e-06
1939,7.647025235257843e-09,3.407514441278181e-06
1940,3.803674397673262e-08,3.4943088849104242e-06
1941,2.066051862925633e-08,3.5860757634509355e-06
1942,0.0,3.546993525560538e-06
1943,2.9032352077962287e-09,3.515817780908037e-06
1944,1.2852744646352221e-08,3.778706883394989e-06
1945,4.357008087652048e-09,3.2416139958968415e-06
1946,0.0,3.121111461723558e-06
1947,8.344609447874518e-09,2.808557240996379e-06
1948,8.697510267552389e-09,3.492050268505409e-06
1949,3.9268033269479474e-09,3.1110098746012227e-06
1950,8.508289184305795e-09,3.167210735455228e-06
1951,1.4925962688039363e-08,3.1429812850092276e-06
1952,1.265376459169687e-08,3.4354971774064325e-06
1953,8.619061908632375e-09,3.5499761850132927e-06
1954,1.1727043558451555e-08,3.333412138317726e-06
1955,9.385608290557457e-09,3.0719094468167896e-06
1956,6.104799110673298e-09,3.269555918450351e-06
1957,2.032058654677371e-08,3.2424588312096603e-06
1958,8.272243445794913e-10,3.0888557205344114e-06
1959,5.425523585955716e-09,2.8096459914195293e-06
1960,8.997083578154985e-09,2.9012133211381297e-06
1961,5.558527582660844e-09,3.0641383261809096e-06
1962,8.878739188311613e-09,2.954717558623088e-06
1963,5.172842487688456e-09,2.886446083039118e-06
1964,6.083968440151466e-09,2.540056669886326e-06
1965,6.019247544841733e-09,2.6741876979485824e-06
1966,1.6617224152248866e-08,2.6714957925833005e-06
1967,1.133977206579928e-08,2.6081476107719936e-06
1968,1.8863946849023705e-08,2.6225376927868638e-06
1969,1.8621206215874153e-08,2.44028638007876e-06
1970,1.1496812390987543e-08,2.5311383069492877e-06
1971,1.2845993824228685e-08,2.6005429560882476e-06
1972,1.3851396807318395e-08,2.6240700776725134e-06
1973,6.064523994098181e-09,2.5118155519976426e-06
1974,5.6255716751607565e-09,2.3121100696243957e-06
1975,1.0851811893530794e-08,2.4091023362871056e-06
1976,9.141642942633865e-09,2.5625167836551555e-06
1977,5.289103821581875e-09,2.5411205513137247e-06
1978,1.0693064211864112e-08,2.6809889277501497e-06
1979,7.022368020415115e-09,2.566090358868678e-06
1980,1.762396639737318e-08,2.7067002292824327e-06
1981,1.012087885721158e-08,2.587782319096732e-06
1982,7.449002858983533e-09,2.7101953889996366e-06
1983,1.0736037059366765e-08,2.712428312179327e-06
1984,6.958810083723677e-09,2.5422853298096015e-06
1985,5.414002135495366e-09,2.5933070446626516e-06
1986,5.994485352545098e-09,2.4625345815820765e-06
1987,5.49973533381376e-09,2.6276512983258726e-06
1988,1.2592763165564236e-08,2.4897690593661537e-06
1989,4.939309850016116e-09,2.4800823723580834e-06
1990,8.717841670780047e-09,2.4290087026201945e-06
1991,3.5168792322792797e-09,2.385030256846221e-06
1992,7.713921945651236e-09,2.501514586583653e-06
1993,9.970573700002205e-09,2.377427904320939e-06
1994,5.274926662135471e-09,2.4718306690374447e-06
1995,4.3379608238858225e-09,2.493785189017217e-06
1996,5.871901409548741e-09,2.535059934416495e-06
1997,2.3974471297094624e-09,2.5820505982210307e-06
1998,8.105819793158275e-09,2.465599692413889e-06
1999,1.4167623435534793e-08,2.52869219252716e-06
2000,7.068850504943214e-09,2.4581927959843597e-06
2001,1.0514907999858991e-08,2.4122953163896454e-06
2002,1.0514931592098264e-08,2.339572375831267e-06
2003,4.166922806803086e-09,2.5330723758543172e-06
2004,7.488144965206445e-09,2.5490527377769467e-06
2005,5.404499514582994e-09,2.3572625309498108e-06
2006,9.47114670024618e-09,2.3793168111296836e-06
2007,7.1900631282151295e-09,2.2844427292056935e-06
2008,3.405951742863067e-09,2.232175631888822e-06
2009,1.192048149079028e-08,2.2596464077651035e-06
2010,7.558069059498962e-09,2.0770517608070804e-06
2011,8.030340808984349e-09,1.9314882706567005e-06
2012,7.82978132329859e-09,1.8893602202751936e-06
2013,5.857162421740725e-09,1.7270262446800189e-06
2014,5.630157631775212e-09,1.8410615325592516e-06
2015,7.53635653882867e-09,1.6843756043272151e-06
2016,8.492494263379058e-09,1.7962661047477013e-06
2017,4.2765391228272165e-09,1.6655862964398693e-06
2018,5.6792268665617485e-09,1.6477502384759646e-06
2019,6.887667103327999e-09,1.648958544819834e-06
