year,as_VERB envoyé_VERB,as_VERB renvoyé_VERB
1866,6.130672147719451e-08,2.432806400776144e-09
1867,3.34843974769683e-08,1.94112459439566e-09
1868,2.9639243948054173e-08,5.433861360870651e-09
1869,3.955650385023546e-08,9.767038289254515e-10
1870,3.841812556970581e-08,3.4404292748035914e-09
1871,1.5931766128574054e-08,2.1242354542039266e-09
1872,2.4189358072135292e-08,3.628403577593531e-09
1873,2.8732820567256567e-08,1.1972008939764578e-09
1874,3.1665429389704514e-08,2.3898436563030145e-09
1875,3.4901315615343265e-08,5.721527140956084e-10
1876,2.3579458385825092e-08,6.04601479992084e-09
1877,4.824156363270049e-08,1.8554447978047506e-09
1878,3.32149880932775e-08,7.2469061862534545e-09
1879,2.2604503158163425e-08,2.443730107160036e-09
1880,1.6686399817444908e-08,0.0
1881,4.5321300490286376e-08,6.9725074602899895e-09
1882,1.9966154951589488e-08,4.6587693702804245e-09
1883,1.2006744043446815e-08,3.159669414998234e-09
1884,4.15906917794473e-08,1.3203393933736152e-09
1885,4.5119449509911647e-08,4.511945039809007e-09
1886,3.291266637006629e-08,1.936039106809062e-09
1887,8.48760173255414e-09,7.1818169189441505e-09
1888,4.818867083145051e-08,6.340614699951175e-10
1889,4.2602930960811136e-08,5.012109394186837e-09
1890,2.6217545467943637e-08,3.9326319978272295e-09
1891,2.103492668936724e-08,3.1871101313640793e-09
1892,1.817868522380195e-08,3.1342561879199593e-09
1893,2.894455697344256e-08,6.158416554491453e-10
1894,2.3945849747519787e-08,7.561847148451761e-09
1895,2.2268872967856623e-08,2.4074457982692365e-09
1896,2.181900704556483e-08,5.897029087265082e-09
1897,3.26295968022805e-08,3.4960281336537946e-09
1898,1.867257104493092e-08,2.8291773368493978e-09
1899,3.3165470370022376e-08,2.2110313580014918e-09
1900,1.557315876254961e-08,3.114631885736685e-09
1901,1.5089595351014395e-08,1.1177477832191585e-09
1902,1.4239823542538943e-08,2.455141867585553e-09
1903,3.94216073118514e-08,4.860198465905796e-09
1904,4.72967016662551e-08,3.2247751136083025e-09
1905,2.7352022868853965e-08,1.5482277682110634e-09
1906,3.395161840558103e-08,0.0
1907,3.805704196224724e-08,2.5714217422034835e-09
1908,3.437972395659017e-08,9.822778146428846e-10
1909,3.6306492035009796e-08,1.6502950117569526e-09
1910,3.313373397872965e-08,3.206490406526541e-09
1911,2.606983251496331e-08,5.320374141248863e-10
1912,3.854971808436858e-08,0.0
1913,2.2802856491921375e-08,7.954484182448596e-09
1914,2.0090231700464756e-08,1.3393487430235496e-09
1915,2.8273827723523937e-08,1.1780761921542648e-09
1916,3.076489463182952e-08,8.789969641043172e-09
1917,1.0966424213165737e-08,1.0966424435210342e-09
1918,3.5607765624945387e-08,2.2972752589112133e-09
1919,2.5781975665495338e-08,9.207848372660976e-10
1920,3.104614876292544e-08,0.0
1921,2.877644078580488e-08,1.5145494858259667e-09
1922,3.098733003525922e-08,7.377935595798135e-09
1923,8.174279741979262e-08,1.0615948120573648e-09
1924,4.2542360745301266e-08,3.867487219366694e-09
1925,3.959344141435395e-08,4.399271169575059e-09
1926,2.452150482668003e-08,1.2260752413340015e-08
1927,2.7873062080630007e-08,1.3379070296082318e-08
1928,4.1133748851507335e-08,4.570416489713125e-09
1929,3.342121956961819e-08,7.798284684668033e-09
1930,4.7266215830177316e-08,5.2518016602221e-09
1931,1.596749932275543e-08,2.2810713318222042e-09
1932,2.520693342944469e-08,8.767629289252454e-09
1933,4.01473165823063e-08,4.588264879146209e-09
1934,4.073737258636356e-08,1.4377896206951846e-08
1935,3.231436807027421e-08,4.787313656606784e-09
1936,4.122403041151301e-08,1.576212937948185e-08
1937,2.7700460591972842e-08,7.554670666820584e-09
1938,2.7226949583791793e-08,5.186085783037697e-09
1939,2.7529290846928234e-08,0.0
1940,4.3108308034334186e-08,1.2678914806940611e-08
1941,2.9515025090631752e-08,8.854508237732261e-09
1942,5.158160121254696e-08,3.034211770724937e-09
1943,4.3548528338988035e-08,2.9032352077962287e-09
1944,4.4984606262232774e-08,3.2131861615880553e-09
1945,3.921307367704685e-08,2.178504043826024e-09
1946,3.480275978517966e-08,9.744772988540262e-09
1947,3.457052599742383e-08,1.0728784083369192e-08
1948,5.544662684542345e-08,8.697510267552389e-09
1949,2.9451024730065e-08,5.890204768377316e-09
1950,2.0207187034770868e-08,7.444753258312176e-09
1951,7.036525317971609e-08,4.264560704569931e-09
1952,5.061505703451985e-08,3.1634410646574906e-09
1953,4.8482224457302436e-08,2.1547654771580937e-09
1954,5.1794440736330216e-08,2.9317608341017376e-09
1955,4.786659957289885e-08,1.8771215692936494e-09
1956,3.575668117150599e-08,8.72114158667614e-10
1957,4.770920369878695e-08,7.068030161150318e-09
1958,2.9780077070995503e-08,2.4816730892496253e-09
1959,5.115493451057773e-08,7.750747821333448e-10
1960,5.605874875413974e-08,6.2287499602575735e-09
1961,4.168895628708924e-08,2.08444772553662e-09
1962,6.215117309693596e-08,8.8787386332001e-09
1963,4.2029345337368795e-08,6.466053470433053e-09
1964,5.293052396382336e-08,6.6923653285755336e-09
1965,5.307882133820385e-08,2.73602163147757e-09
1966,5.705247119180967e-08,3.8773522170743036e-09
1967,4.5852122099176995e-08,4.437302081328198e-09
1968,3.368561962702188e-08,5.3896989093971115e-09
1969,3.633406109315729e-08,1.8167031212712459e-09
1970,3.7709543931896405e-08,1.8394900047624674e-09
1971,4.367637984614703e-08,6.679916619845017e-09
1972,3.693705608043274e-08,2.565073486948677e-09
1973,3.3079221140042137e-08,3.3079223804577396e-09
1974,3.037808582462276e-08,2.812785782069227e-09
1975,3.712462159910501e-08,8.567219822452898e-09
1976,3.370981005446083e-08,1.7140580066410394e-09
1977,3.467301112891619e-08,1.7630346071939584e-09
1978,4.81187889533885e-08,5.940591352171509e-10
1979,3.2771051650115623e-08,2.925986564150662e-09
1980,4.2638628627855724e-08,3.97960553399912e-09
1981,3.7320742052315836e-08,4.427884725544118e-09
1982,3.9107263205551135e-08,5.586751949948621e-09
1983,4.104955309003344e-08,1.89459470334441e-09
1984,5.567048333432467e-08,2.8995041922996734e-09
1985,6.196025026383722e-08,1.8046674155058895e-09
1986,5.3350920126149504e-08,2.997242676272549e-09
1987,3.299841111470414e-08,1.8332451112712533e-09
1988,5.936588109989316e-08,1.798966087207532e-09
1989,5.597884467078984e-08,3.841685636274406e-09
1990,3.214704236143007e-08,2.179460389939436e-09
1991,5.0408601737217396e-08,2.9307325455363298e-09
1992,5.840540850954312e-08,4.958949695321735e-09
1993,3.988229480000882e-08,2.2156829704300662e-09
1994,3.956195016030506e-08,1.5824779264761446e-09
1995,5.747797970911961e-08,7.0491861237087505e-09
1996,4.804282838222207e-08,5.338092190498855e-10
1997,5.4661796866639634e-08,2.876936688878118e-09
1998,4.5297227302398824e-08,1.9072516899143466e-09
1999,5.118625168165636e-08,5.484241505371301e-09
2000,5.74344092285628e-08,8.394259509714175e-09
2001,4.381211837767296e-08,4.8193329327261836e-09
2002,6.089897652827858e-08,3.9430991805033955e-09
2003,5.583676809806093e-08,1.6667691671301554e-09
2004,5.329797403419434e-08,4.404791198453495e-09
2005,6.395324447794337e-08,2.251874686720612e-09
2006,5.1473623585707173e-08,4.117890028965121e-09
2007,6.590891388214004e-08,5.192823504529542e-09
2008,8.685177022016433e-08,1.1069342775726909e-08
2009,7.343016505956257e-08,4.76819250749827e-09
2010,9.778251808256755e-08,8.030448306328708e-09
2011,1.4531093484038138e-07,9.942326961720482e-09
2012,1.42978620942813e-07,1.0893608681783462e-08
2013,1.6483728870753112e-07,1.7013663367038134e-08
2014,1.53746611886163e-07,1.6024294779981574e-08
2015,1.735578507577884e-07,2.0392493027543424e-08
2016,1.8807767787620833e-07,1.7606391011781852e-08
2017,3.184763954777736e-07,1.735771881783421e-08
2018,1.9825664310246793e-07,2.349134753387716e-08
2019,1.987219491184078e-07,1.403043281555938e-08
