year,mêmes_ADJ oies_NOUN,mêmes_ADJ rois_NOUN
1877,0.0,2.9068634388451642e-08
1878,0.0,1.2078177569208037e-08
1879,0.0,2.138263865969492e-08
1880,1.2835692508872398e-09,1.8611753915820373e-08
1881,6.972507571312292e-10,1.673401861523871e-08
1882,0.0,3.1280309675807416e-08
1883,3.159669414998234e-09,2.338155447034751e-08
1884,1.3203393933736152e-09,9.242375753615306e-09
1885,0.0,2.6427105837001363e-08
1886,0.0,2.0651084398082276e-08
1887,0.0,9.14049436140374e-09
1888,1.268122939990235e-09,1.014498351992188e-08
1889,4.385595886446936e-09,2.318100555953606e-08
1890,0.0,1.2453334363726754e-08
1891,3.824531802365527e-09,1.211101796627645e-08
1892,0.0,3.2596265242545996e-08
1893,0.0,7.390100087434348e-09
1894,0.0,1.1342770278588432e-08
1895,3.0093072478365457e-09,1.2037229213390788e-08
1896,0.0,3.066455178668548e-08
1897,0.0,9.905413378419325e-09
1898,0.0,2.3765091228256097e-08
1899,0.0,7.738609753005221e-09
1900,0.0,1.0382106063744345e-08
1901,0.0,1.8442838367604963e-08
1902,0.0,8.347482538528794e-09
1903,1.0800440541913758e-09,9.720396931811592e-09
1904,0.0,1.1286712897629059e-08
1905,0.0,1.2901897328276846e-08
1906,5.144184522798412e-10,8.230694958921703e-09
1907,0.0,1.542852956504248e-08
1908,4.911389073214423e-10,8.349361424464519e-09
1909,0.0,8.251475058784763e-09
1910,0.0,8.550641084070776e-09
1911,0.0,8.51259862599818e-09
1912,0.0,6.772247651554153e-09
1913,0.0,1.8030165360727324e-08
1914,0.0,1.7411533992373052e-08
1915,1.1780761921542648e-09,4.712304768617059e-09
1916,0.0,3.2962386153911893e-09
1917,0.0,2.4126133979507358e-08
1918,0.0,9.189101035644853e-09
1919,0.0,1.5653341733923298e-08
1920,7.572231730534895e-10,1.0601124422748853e-08
1921,0.0,2.4232791773215467e-08
1922,0.0,5.164555005876537e-09
1923,0.0,9.554353752605493e-09
1924,0.0,3.867487219366694e-09
1925,0.0,3.299453377181294e-09
1926,0.0,2.5636119005412183e-08
1927,0.0,4.4596899506643695e-09
1928,3.4278122562625413e-09,4.570416489713125e-09
1929,0.0,1.1140405931087116e-08
1930,0.0,2.100720708497761e-09
1931,0.0,6.843213995466613e-09
1932,0.0,5.4797681947604815e-09
1933,0.0,0.0
1934,1.1981580172459871e-09,2.516131836216573e-08
1935,0.0,5.98414207075848e-09
1936,0.0,8.487299751891442e-09
1937,2.5182236296217297e-09,6.295559185076627e-09
1938,0.0,1.1668692678767911e-08
1939,0.0,1.5294050470515685e-09
1940,0.0,1.0143131667916805e-08
1941,0.0,2.066051862925633e-08
1942,0.0,3.034211704111556e-08
1943,0.0,8.709705845433291e-09
1944,0.0,1.927911696952833e-08
1945,0.0,0.0
1946,0.0,1.6705325123211878e-08
1947,0.0,1.0728784083369192e-08
1948,0.0,4.348755133776194e-09
1949,0.0,1.1780409536754632e-08
1950,2.1270722960764488e-09,8.508289184305795e-09
1951,1.0661401761424827e-09,1.5992101864981123e-08
1952,0.0,8.435843024123812e-09
1953,0.0,1.1851209791302608e-08
1954,0.0,4.886268278880834e-09
1955,0.0,7.508486277174597e-09
1956,0.0,1.2209598221346596e-08
1957,0.0,1.1485549400447326e-08
1958,0.0,9.099467845885556e-09
1959,0.0,6.200598257066758e-09
1960,0.0,2.7683333403416555e-09
1961,6.948159270159238e-10,8.337791068679934e-09
1962,0.0,2.5367825617905737e-09
1963,1.2932106496776896e-09,8.405868778815773e-09
1964,1.8251904432275978e-09,9.734349326606662e-09
1965,5.472043373977442e-10,8.208064727899256e-09
1966,5.539074754423723e-10,8.862519385033352e-09
1967,0.0,1.0846738396352862e-08
1968,8.982831700699023e-10,1.4372531137452071e-08
1969,0.0,8.629339909305145e-09
1970,9.197450023812337e-10,1.2416557781946835e-08
1971,5.138397485282553e-10,7.707596116901527e-09
1972,5.130146862875051e-10,8.721249666887587e-09
1973,0.0,2.756601946707349e-09
1974,5.625571675160757e-10,9.563471792262135e-09
1975,0.0,1.4278700444236847e-08
1976,0.0,8.57029019973865e-09
1977,0.0,9.990528848646818e-09
1978,0.0,4.158413835497754e-09
1979,0.0,1.1703946700691858e-09
1980,5.685150683554241e-10,5.116635559687666e-09
1981,0.0,8.855769451088236e-09
1982,1.2415004579935385e-09,1.3656504593839713e-08
1983,0.0,4.4207211225000265e-09
1984,0.0,8.69851302098823e-09
1985,0.0,5.4140022465176685e-09
1986,5.994485463567401e-10,5.994485352545098e-09
1987,0.0,7.944062296871834e-09
1988,0.0,5.99655392008458e-09
1989,0.0,9.329807371116772e-09
1990,5.44865097484859e-10,7.62811153132148e-09
1991,0.0,8.206051171910644e-09
1992,1.1019888335184191e-09,1.4876849585565566e-08
1993,0.0,1.5509781292610825e-08
1994,5.274926606624319e-10,7.384897138251745e-09
1995,5.422450821690461e-10,4.880205572987961e-09
1996,5.338092190498855e-10,1.1743802597052877e-08
1997,9.58978896292706e-10,8.630809844589749e-09
1998,0.0,1.096669710598519e-08
1999,0.0,8.226361813967742e-09
2000,1.7672125984802278e-09,5.743440834038438e-09
2001,0.0,1.1391150772643854e-08
2002,8.76244299341522e-10,8.762442660348313e-09
2003,0.0,1.041730723905232e-08
2004,4.404791253964646e-10,1.1452457315819231e-08
2005,0.0,7.205999463799628e-09
2006,0.0,8.235780057930242e-09
2007,0.0,7.589511158423434e-09
2008,8.514879357157668e-10,5.108927586539025e-09
2009,4.76819250749827e-10,8.105927484791664e-09
2010,9.447586046817946e-10,6.613310343794865e-09
2011,0.0,5.353560705856353e-09
2012,3.404252713057332e-10,6.127655077792227e-09
2013,0.0,5.299337524355963e-09
2014,6.496335691608124e-10,6.279791242569388e-09
2015,4.433150790905671e-10,6.206411121145727e-09
2016,2.0713400439298368e-10,9.942432210863217e-09
2017,0.0,4.024978184080652e-09
2018,1.5488800242380307e-09,8.518840133309169e-09
2019,2.55098775436835e-10,5.612173281654975e-09
