year,des_DET ondes_NOUN,des_DET rondes_ADJ
1800,5.093546526779846e-07,0.0
1801,3.762268434570615e-07,0.0
1802,3.401517005841015e-07,0.0
1803,4.973365044236289e-07,2.9255089017965474e-08
1804,3.015658194271964e-07,2.4718509461507665e-09
1805,1.8478704744140373e-07,5.685755422035754e-09
1806,3.1410192935510395e-07,0.0
1807,1.4519471314144994e-07,0.0
1808,1.8808414070647927e-07,0.0
1809,2.7560173521123943e-07,0.0
1810,2.8081521463718673e-07,0.0
1811,2.557218250487381e-07,2.5070767684098882e-09
1812,2.907257012907394e-07,2.6672082320544632e-09
1813,4.1410678841558024e-07,0.0
1814,2.0138733702879108e-07,0.0
1815,2.6163067445850174e-07,0.0
1816,5.260960733721731e-07,0.0
1817,5.417919535233295e-07,0.0
1818,4.458520468375582e-07,5.960588467246453e-09
1819,2.7223261211961614e-07,0.0
1820,4.616061177742381e-07,1.1866481131050932e-09
1821,2.76121662423634e-07,2.9584463767662328e-09
1822,2.556532194830652e-07,0.0
1823,2.9845713989118394e-07,8.894418535021487e-09
1824,2.265279341884252e-07,8.421112696055388e-10
1825,2.4303022261307206e-07,8.805443041381977e-10
1826,2.5102755962791434e-07,0.0
1827,2.55318456154896e-07,9.217273055917019e-10
1828,2.577416751137207e-07,0.0
1829,2.4519282892931926e-07,2.571952872898464e-09
1830,2.7761984533469786e-07,6.262101504006523e-09
1831,6.376803491914274e-07,1.5591206103948707e-09
1832,3.1389530041892044e-07,4.058990921151917e-09
1833,4.899874941344251e-07,0.0
1834,2.744352034511621e-07,9.334530925997342e-10
1835,3.584903822684282e-07,1.285724948729694e-08
1836,3.7434576860562174e-07,2.016224964762614e-09
1837,3.6737664332875397e-07,4.87052354003481e-09
1838,3.679990472349459e-07,5.680945491803868e-09
1839,4.243825495464648e-07,0.0
1840,5.675392751314234e-07,6.369688665408546e-10
1841,2.715891951332594e-07,1.2841097074556274e-09
1842,3.6425879024193364e-07,3.3541325272778977e-09
1843,2.2328124105186475e-07,1.1813822142769936e-09
1844,1.9209964219335518e-07,1.097712254427563e-09
1845,3.4374204993525836e-07,3.348136878855712e-09
1846,1.8558768521970137e-07,3.5127007969038004e-09
1847,4.066490566501102e-07,7.550513103637968e-09
1848,2.928460673956579e-07,3.218088684420195e-09
1849,2.4970655476685977e-07,1.005529792763582e-08
1850,3.978351781341871e-07,0.0
1851,5.649708612054383e-07,0.0
1852,2.558644465189275e-07,9.114764054629632e-09
1853,2.788892139449217e-07,0.0
1854,2.7900718801987523e-07,0.0
1855,3.2053898735284747e-07,0.0
1856,3.0700733066879593e-07,1.0354378465748937e-09
1857,3.1436919289973275e-07,2.4407544874094356e-09
1858,5.050273692575047e-07,4.893676019968041e-10
1859,2.6428379662490897e-07,1.018434669930457e-09
1860,2.3389409253837812e-07,3.661747127736703e-09
1861,2.7918505818291806e-07,2.357981809808507e-09
1862,2.2002592481307204e-07,2.710791813242963e-09
1863,3.026740250655635e-07,7.491931519609807e-09
1864,3.255620208975074e-07,9.589455896019672e-10
1865,2.6028850541592874e-07,4.706844358715045e-10
1866,4.899672392255638e-07,0.0
1867,4.7217855403403064e-07,2.426405742994575e-09
1868,6.510754015920384e-07,3.457911734727759e-09
1869,5.830921621097218e-07,3.906815315701806e-09
1870,5.56202737200806e-07,2.2936195165357276e-09
1871,5.448663689122668e-07,0.0
1872,5.593788863222926e-07,5.442605477412599e-09
1873,4.1662590355429074e-07,3.591602570907071e-09
1874,4.4212108463170807e-07,1.1949218281515073e-09
1875,4.2110440823250883e-07,3.432916173551348e-09
1876,3.5248266083698354e-07,1.813804439976252e-09
1877,5.863205299050378e-07,2.4739263970730008e-09
1878,5.133225187137214e-07,1.2078177569208037e-08
1879,3.2684889905709724e-07,0.0
1880,4.5695064798678686e-07,1.9253538763308597e-09
1881,4.127724455571524e-07,1.3945015142624584e-09
1882,4.505695647694097e-07,1.9966155395678697e-09
1883,4.4488147477039774e-07,3.791603475633565e-09
1884,4.6013829013702434e-07,3.300848483434038e-09
1885,3.1196877658956623e-07,6.445635580831777e-09
1886,3.820450515945595e-07,5.808117542471791e-09
1887,4.3547926065201636e-07,5.223139698529167e-09
1888,4.88227339445757e-07,1.268122939990235e-09
1889,5.939349616568279e-07,3.132568426877924e-09
1890,4.94200763867525e-07,1.9007721618891082e-08
1891,5.717675568561731e-07,2.5496880162734215e-09
1892,5.69180924614443e-07,4.387958441043338e-09
1893,9.607129562994032e-07,6.15841644346915e-09
1894,5.286991395792029e-07,2.520615716150587e-09
1895,7.005667050918873e-07,8.426059849853118e-09
1896,7.80176941717059e-07,4.717623180994224e-09
1897,7.341659129522782e-07,3.4960281336537946e-09
1898,7.64443732315101e-07,5.092519295146758e-09
1899,1.0386319573285618e-06,1.1055156790007459e-09
1900,7.298620570139747e-07,7.786579381274805e-09
1901,9.72440615143455e-07,7.265360757457984e-09
1902,1.1269101651834035e-06,9.820567692386817e-10
1903,9.785199068801376e-07,4.320176216765503e-09
1904,9.405593885958297e-07,2.1498500757388683e-09
1905,7.250866573826897e-07,5.160759042333041e-10
1906,8.446751156299115e-07,3.600929110447737e-09
1907,1.0388543145722906e-06,1.1828539925318182e-08
1908,1.0937664001176017e-06,1.0313916831705683e-08
1909,1.0061299366981302e-06,3.300590023513905e-09
1910,9.272101539892219e-07,0.0
1911,1.107169859793089e-06,1.0640748282497725e-09
1912,1.1606590213375512e-06,4.167536982180309e-09
1913,1.041507180943313e-06,4.242391771214216e-09
1914,1.0560764955869217e-06,2.678697486047099e-09
1915,7.139141926515435e-07,7.068456930880984e-09
1916,1.0613888186128406e-06,1.648119329900055e-08
1917,7.413302736125615e-07,9.869782324756216e-09
1918,1.0130983714162767e-06,1.1486376294556067e-09
1919,9.41042120672364e-07,1.8415696745321952e-09
1920,1.4811285353744097e-06,6.815008557481406e-09
1921,1.2108822673440045e-06,6.058197943303867e-09
1922,1.2313774071515127e-06,4.426761179843197e-09
1923,1.60088494638444e-06,8.492758496458919e-09
1924,1.947924481271457e-06,3.867487219366694e-09
1925,1.4143656450471553e-06,9.898360353588487e-09
1926,1.4991556582799603e-06,1.114613823460786e-08
1927,1.6222122631859293e-06,3.3447675740205796e-09
1928,1.6259257122896997e-06,2.2852082448565625e-09
1929,1.4983847087535196e-06,4.4561625500705304e-09
1930,1.6973823342425476e-06,1.1553964007759987e-08
1931,1.5214745658909123e-06,0.0
1932,1.426931611092641e-06,4.383814644626227e-09
1933,2.0830723386211503e-06,5.735331320977366e-09
1934,1.9098639327808087e-06,2.3963160344919743e-09
1935,1.525956271564155e-06,1.196828414151696e-09
1936,1.9084300717508995e-06,1.2124714565686645e-09
1937,2.1304172541647404e-06,1.3850230295986421e-08
1938,2.2883602426304606e-06,1.0372171566075394e-08
1939,2.222225475634332e-06,1.5294050470515685e-09
1940,1.7319396974357915e-06,2.5357829169792012e-09
1941,1.8269801600467872e-06,0.0
1942,1.4048400585053855e-06,0.0
1943,1.7854897018665383e-06,1.4516175816936538e-08
1944,1.3591777374699632e-06,6.4263723231761105e-09
1945,1.6447705490918452e-06,4.357008087652048e-09
1946,1.6510429681204641e-06,0.0
1947,1.2671885301074326e-06,4.7683483828109274e-09
1948,1.642742237351058e-06,4.348755133776194e-09
1949,1.3684909649924748e-06,4.908504269707237e-09
1950,1.5548898275596912e-06,5.317680518146517e-09
1951,1.3305429824583825e-06,5.330700769690111e-09
1952,1.5796115881983042e-06,2.1089607837865287e-09
1953,1.5018715657788562e-06,3.232148326759443e-09
1954,1.5596967273268092e-06,3.9090144454689835e-09
1955,1.4566463768517224e-06,9.385607846468247e-10
1956,2.027665441772797e-06,3.488456634670456e-09
1957,1.9914175979351967e-06,1.7670075402875796e-09
1958,1.849673687104314e-06,2.4816730892496253e-09
1959,1.73849275597604e-06,0.0
1960,1.7371291960444069e-06,0.0
1961,1.556387733359088e-06,2.779263708063695e-09
1962,1.4738706575201377e-06,1.9025869768540815e-09
1963,1.5259885515206406e-06,5.1728425987107585e-09
1964,1.3676760914904662e-06,1.2167936658258327e-09
1965,1.417806455350501e-06,1.0944086747954884e-09
1966,1.3066677624351541e-06,1.6617224263271169e-09
1967,1.2498400607796611e-06,3.944268467392931e-09
1968,1.1524973082543966e-06,3.1439910674890825e-09
1969,9.955532860317362e-07,4.087581828571274e-09
1970,1.0255157150140803e-06,9.197450023812337e-10
1971,1.2049541950887033e-06,4.624557625731995e-09
1972,1.0604014129000916e-06,2.565073486948677e-09
1973,1.1886467135013845e-06,1.102640756478479e-09
1974,1.0952987814505377e-06,2.2502286700643026e-09
1975,1.2096915185111357e-06,1.1422960355389478e-09
1976,1.1849854804069082e-06,1.142705374768127e-09
1977,9.402850977835442e-07,1.7630346071939584e-09
1978,7.128709480497264e-07,2.3762365408686037e-09
1979,8.514621079314111e-07,2.3407893401383717e-09
1980,7.549880365331774e-07,5.685150683554241e-10
1981,8.520514995780104e-07,1.8976649140967083e-09
1982,8.721540805112227e-07,4.966001831974154e-09
1983,7.995190109966188e-07,1.2630632095778083e-09
1984,8.309978944964769e-07,6.378909400694965e-09
1985,7.04421829311741e-07,3.609334831011779e-09
1986,7.007553541882316e-07,3.5966913891627428e-09
1987,7.112990658697527e-07,7.332980445085013e-09
1988,7.111912871948789e-07,2.398621523624911e-09
1989,6.33329307220265e-07,2.1952488715726304e-09
