year,pas_ADV accompagné_VERB,pas_ADV raccompagné_VERB
1882,2.202932449790751e-07,0.0
1883,1.819969668304111e-07,0.0
1884,1.6900344235182274e-07,0.0
1885,1.843451826744058e-07,0.0
1886,2.0005738576855947e-07,0.0
1887,1.867272487743321e-07,0.0
1888,2.3206649757412379e-07,0.0
1889,2.1238813019408553e-07,0.0
1890,2.569319406120485e-07,0.0
1891,2.0206277895340463e-07,0.0
1892,2.0811461354242056e-07,0.0
1893,2.2478219818822254e-07,0.0
1894,2.331569532998401e-07,0.0
1895,2.5639297973611974e-07,0.0
1896,2.2703561342041212e-07,5.89702897624278e-10
1897,1.9577757370825566e-07,0.0
1898,2.0539827971788327e-07,0.0
1899,2.426606897643069e-07,0.0
1900,1.7961043852210423e-07,0.0
1901,1.5816131337942352e-07,0.0
1902,1.6842272998474073e-07,0.0
1903,1.701069436421676e-07,0.0
1904,1.8649949140581157e-07,0.0
1905,1.8733555862127105e-07,0.0
1906,1.718157562891065e-07,0.0
1907,1.8668521306608454e-07,0.0
1908,2.1904794778038195e-07,0.0
1909,2.101375713436937e-07,0.0
1910,2.3621146283403505e-07,0.0
1911,1.9046939314648625e-07,0.0
1912,1.7712032729377825e-07,0.0
1913,1.9143793394960085e-07,0.0
1914,1.948752412772592e-07,0.0
1915,1.7788950401609327e-07,0.0
1916,1.7689814058030606e-07,0.0
1917,1.8423592962335533e-07,0.0
1918,1.5162017064085376e-07,0.0
1919,1.906024635900394e-07,0.0
1920,1.9082024493854988e-07,0.0
1921,1.8098866405580338e-07,0.0
1922,2.1543571904203418e-07,0.0
1923,1.3057616854439402e-07,2.1231896241147297e-09
1924,1.9208520996016887e-07,0.0
1925,2.1446446396566898e-07,0.0
1926,1.894843535410473e-07,0.0
1927,2.140651247373171e-07,0.0
1928,2.0795394561901048e-07,0.0
1929,2.1389580240338546e-07,0.0
1930,2.1112242620802135e-07,0.0
1931,1.916099847676378e-07,0.0
1932,2.1261500648961373e-07,0.0
1933,2.179425848680694e-07,0.0
1934,2.3483897848564084e-07,0.0
1935,2.2500374541323254e-07,0.0
1936,2.0733261862915242e-07,0.0
1937,2.6567258260001836e-07,0.0
1938,2.3078081312633003e-07,0.0
1939,2.0188146265809337e-07,0.0
1940,1.9525528216490784e-07,2.5357829169792012e-09
1941,2.508777185994404e-07,2.9515025978810172e-09
1942,2.5183956608998415e-07,0.0
1943,2.816138078287622e-07,2.9032352077962287e-09
1944,2.249230277584502e-07,0.0
1945,1.5467378489120165e-07,2.178504043826024e-09
1946,2.199534492319799e-07,0.0
1947,2.1099941704960656e-07,0.0
1948,1.9569398546082084e-07,0.0
1949,2.0812058210140094e-07,0.0
1950,1.7867407109406486e-07,0.0
1951,2.0896347052712372e-07,0.0
1952,2.024602281380794e-07,0.0
1953,1.8207768448519346e-07,0.0
1954,2.091322670594309e-07,1.9545072227344917e-09
1955,1.9803633222181816e-07,0.0
1956,1.70062264714943e-07,0.0
1957,2.1380790826697194e-07,0.0
1958,2.0184273807899444e-07,1.6544486891589827e-09
1959,2.2864706750169717e-07,0.0
1960,2.1108542114234297e-07,0.0
1961,2.1400330751930596e-07,6.948159270159238e-10
1962,2.0104002373955154e-07,0.0
1963,1.888087552970319e-07,6.466053248388448e-10
1964,1.9772896564518305e-07,1.2167936658258327e-09
1965,2.106736758378247e-07,0.0
1966,1.8555900282990478e-07,5.539074754423723e-10
1967,2.055950005797058e-07,2.465167847631733e-09
1968,1.8953774372221233e-07,1.3474247273492779e-09
1969,1.939330616096413e-07,0.0
1970,1.908470892431069e-07,0.0
1971,2.096466147349929e-07,0.0
1972,2.0161476754765317e-07,5.130146862875051e-10
1973,2.0453985882795678e-07,1.102640756478479e-09
1974,2.0477081363878824e-07,5.625571675160757e-10
1975,1.8219621722437296e-07,1.1422960355389478e-09
1976,1.82832863515614e-07,1.7140580066410394e-09
1977,1.97459868900296e-07,5.876781838942691e-10
1978,1.7524745032915234e-07,1.1881182704343018e-09
1979,2.1535261396365968e-07,0.0
1980,1.9898027403542073e-07,2.2740602734216964e-09
1981,2.1253846682611766e-07,1.8976649140967083e-09
1982,2.1291732821282494e-07,1.8622506869903077e-09
1983,2.1219462098542863e-07,2.5261264191556165e-09
1984,2.0470500317060214e-07,1.739702604197646e-09
1985,1.9490407510147634e-07,0.0
1986,2.2179595760007942e-07,2.3977941854269602e-09
1987,1.9432397380114708e-07,0.0
1988,2.0628145591672364e-07,5.996553809062277e-10
1989,1.7726634382597695e-07,5.488122178931576e-10
1990,2.010552151432421e-07,1.089730194969718e-09
1991,1.729132179661974e-07,1.7584396161396398e-09
1992,1.90093075502773e-07,1.1019888335184191e-09
1993,1.9110265725430509e-07,5.539207426075166e-10
1994,1.8936987089546164e-07,1.0549853213248639e-09
1995,2.02799654402952e-07,2.7112254663563817e-09
1996,2.1565892893704586e-07,0.0
1997,2.224831092689783e-07,9.58978896292706e-10
1998,2.145658157814978e-07,9.536258449571733e-10
1999,2.0200289441163477e-07,3.656160929565999e-09
2000,1.9527699635091267e-07,4.418031274155965e-09
2001,2.142412540706573e-07,1.3143635069212678e-09
2002,2.1555609919232666e-07,1.752488598683044e-09
2003,2.095962230441728e-07,2.5001538617175356e-09
2004,2.2508483255023748e-07,2.642874807889939e-09
2005,1.8645523880422843e-07,1.3511248786457486e-09
2006,2.1989532683619473e-07,8.235779835885637e-10
2007,1.9612893709108903e-07,5.592271090648637e-09
2008,2.3117897285374056e-07,2.554463751636149e-09
2009,2.0312499771080184e-07,5.721831008997924e-09
2010,2.2390779008674144e-07,7.085689368580006e-09
2011,1.877570241504145e-07,8.795135286732148e-09
2012,1.9778708804096823e-07,1.0893608681783462e-08
2013,2.1615718992507027e-07,8.367375237128272e-09
2014,1.9705551324022963e-07,6.9294245896855955e-09
2015,2.017083602368075e-07,3.546520632724537e-09
2016,2.0506266196207434e-07,4.349814286541687e-09
2017,2.0401607514486386e-07,8.301517695485927e-09
2018,1.9619146485183592e-07,6.195520096952123e-09
2019,1.7729364287788485e-07,6.632568272380013e-09
