year,trois_DET ondes_NOUN,trois_DET rondes_NOUN
1800,0.0,0.0
1801,3.333655484993869e-08,1.1905912700171939e-08
1802,2.2378401354217203e-09,2.2378401354217203e-09
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,4.5321479902327155e-09
1809,0.0,0.0
1810,0.0,7.020380277111826e-09
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,2.8757416004054903e-08
1814,1.5733386149463513e-08,3.1466771410748606e-09
1815,5.394447111228828e-09,5.394447111228828e-09
1816,0.0,2.3176038865813098e-09
1817,0.0,4.670620157298799e-08
1818,0.0,0.0
1819,0.0,3.001804671498576e-08
1820,0.0,4.746592452420373e-09
1821,0.0,2.1695274909916407e-08
1822,4.010246357211145e-09,2.0051231786055723e-09
1823,0.0,8.894418535021487e-09
1824,8.421112696055388e-10,1.6842225392110777e-08
1825,0.0,4.226612659863349e-08
1826,3.5231937367541377e-09,2.290075862276808e-08
1827,0.0,0.0
1828,1.8344602503717056e-09,3.210305266065916e-08
1829,2.5719527840806222e-08,0.0
1830,5.322786122974321e-08,1.461157062010443e-08
1831,1.7150327380477393e-08,2.6505050598757407e-08
1832,2.705993873419743e-09,1.8941957335982806e-08
1833,1.7375443306377747e-08,6.950177322551099e-09
1834,0.0,5.600718555598405e-09
1835,4.5378527602224494e-09,6.806779140333674e-09
1836,3.36037508930076e-09,8.064899859050456e-09
1837,0.0,6.957891152126194e-09
1838,0.0,1.5149188570262595e-08
1839,2.7965900706306e-09,3.0063343814390464e-08
1840,1.2739377330817092e-09,1.1465439264668476e-08
1841,1.926164561183441e-09,4.494383976094696e-09
1842,6.708265054555795e-09,4.024959032733477e-09
1843,1.1223130869097986e-08,6.497602011990011e-09
1844,4.390849017710252e-09,9.879410178825765e-09
1845,9.48638767539478e-09,5.580227946389016e-10
1846,0.0,9.952652035849496e-09
1847,5.3932236454556914e-09,1.4022381478184798e-08
1848,0.0,5.63165514222419e-09
1849,1.3407063903514427e-08,1.6758829879393033e-09
1850,0.0,2.7155984128057753e-09
1851,0.0,1.9348316282474798e-09
1852,0.0,5.859490670445666e-09
1853,5.971931837933653e-09,1.4929829816878737e-08
1854,8.832629738719788e-09,5.715231066183435e-09
1855,1.0613874223963649e-09,4.776243400783642e-09
1856,1.1389816201301528e-08,1.3460691894451315e-08
1857,5.3696598834029885e-09,6.345961978126979e-09
1858,1.3212924976357954e-08,4.404308473482388e-09
1859,3.5645213447565993e-09,5.601390462572908e-09
1860,0.0,5.034902439415845e-09
1861,3.3011746669586728e-09,1.4147891747029462e-09
1862,1.3553959066214816e-09,2.2589932147099034e-09
1863,2.4973103585068657e-09,1.5483324178333646e-08
1864,3.835782358407869e-09,2.445311331200628e-08
1865,7.0602665935837194e-09,1.0355057256106193e-08
1866,6.811858188626729e-09,1.9462451650298362e-09
1867,2.135237053835226e-08,5.82337378318698e-09
1868,1.0867722721741302e-08,8.89177353968762e-09
1869,4.395167341186834e-09,1.953407657850903e-09
1870,1.1468097582678638e-09,4.013834153937523e-09
1871,0.0,1.3807530230280918e-08
1872,1.1489944995446422e-08,3.0236697590169115e-09
1873,5.9860045809045914e-09,8.380405869257146e-09
1874,8.961913877669758e-09,3.5847653734322193e-09
1875,8.010138330405425e-09,5.149374260327022e-09
1876,9.673623679873344e-09,1.9347247581791294e-08
1877,6.80329748092845e-09,1.1751150608141359e-08
1878,0.0,1.8117266020745149e-09
1879,1.649517855639715e-08,1.0996785704264767e-08
1880,5.134277003548959e-09,6.417846254436199e-09
1881,1.1853263259808955e-08,6.2752567586699115e-09
1882,6.655385353937504e-09,1.9966155395678697e-09
1883,1.7062214752172622e-08,6.319338829996468e-09
1884,6.601696966868076e-10,2.6406787867472303e-09
1885,3.86738152613475e-09,8.379326565943757e-09
1886,1.355227396970804e-08,9.680196200179125e-09
1887,7.1818169189441505e-09,7.1818169189441505e-09
1888,1.521747527988282e-08,8.242799331981132e-09
1889,8.14467782106476e-09,1.253027342995594e-08
1890,8.520702365899524e-09,4.5880705901168994e-09
1891,2.7409146952095398e-08,4.461953917456185e-09
1892,3.761107425503951e-09,4.387958441043338e-09
1893,2.4017824173938607e-08,2.463366621796581e-09
1894,6.301539068331863e-09,2.520615716150587e-09
1895,1.5648398132839247e-08,7.22233739480771e-09
1896,4.1279202278587945e-09,2.358811590497112e-09
1897,8.157399200570126e-09,4.078699600285063e-09
1898,1.1316709347397591e-08,1.1316709347397591e-08
1899,7.185851913504848e-09,3.3165470370022376e-09
1900,7.786579381274805e-09,4.15284251431558e-09
1901,7.824234593556412e-09,2.794369402536745e-09
1902,4.419255628107521e-09,2.9461704187383475e-09
1903,1.7280704867062013e-08,2.1600881083827517e-09
1904,5.374625189347171e-09,1.2361637935498493e-08
1905,6.708986699521802e-09,5.676835002077496e-09
1906,1.800464666246171e-08,5.658602808544799e-09
1907,1.2342823652033985e-08,3.5999902503469627e-09
1908,5.1569585934885254e-08,1.2278472460991452e-08
1909,6.0510818578052294e-09,7.701377313651392e-09
1910,1.3894791983659616e-08,2.67207544979442e-09
1911,1.2236860413850081e-08,7.448523575703803e-09
1912,6.251305251225858e-09,4.688478938419394e-09
1913,1.113627856597077e-08,5.833288518886093e-09
1914,1.1384464038144415e-08,6.696743715117748e-10
1915,2.3561523843085297e-09,1.1780762143587253e-08
1916,9.888715624128963e-09,3.2962386153911893e-09
1917,3.838248474608008e-08,6.579854550103903e-09
1918,0.0,6.89182577673364e-09
1919,1.5653341733923298e-08,8.287063479883727e-09
1920,1.4387240288016301e-08,3.028892692213958e-09
1921,6.058198054326169e-09,5.300923311413186e-09
1922,1.4755870636484758e-08,8.853522970309058e-09
1923,8.492758496458919e-09,3.1847844361720945e-09
1924,1.5469948877466777e-08,3.867487219366694e-09
1925,1.9796720707176974e-08,1.0998177923937646e-09
1926,1.3375366592072169e-08,4.458455382660986e-09
1927,1.3379070296082318e-08,4.4596899506643695e-09
1928,2.8565102283550914e-08,4.570416489713125e-09
1929,1.6710609340719884e-08,6.684243825105796e-09
1930,3.046045193855207e-08,6.302162347537887e-09
1931,1.0264820993199919e-08,1.3686427990933225e-08
1932,2.520693342944469e-08,4.383814644626227e-09
1933,2.0647192178202545e-08,0.0
1934,4.912448048344231e-08,2.3963160344919743e-09
1935,2.154291145473053e-08,1.196828414151696e-09
1936,4.001155806676593e-08,0.0
1937,3.399601833375954e-08,7.554670666820584e-09
1938,2.9819993585533666e-08,1.2965214457594243e-09
1939,2.141167065872196e-08,1.5294050470515685e-09
1940,3.550096039361961e-08,2.5357829169792012e-09
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,0.0,9.102635090130207e-09
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,1.6065930807940276e-08,0.0
1945,1.9606536838523425e-08,4.357008087652048e-09
1946,4.454753455007676e-08,5.568441707737293e-09
