year,trois_DET ondes_NOUN,trois_DET rondes_NOUN
1947,1.907339353124371e-08,3.5762612871081956e-09
1948,3.044128504825494e-08,5.435944139264848e-09
1949,2.6505922789965553e-08,1.9634016634739737e-09
1950,2.1270722072586068e-08,5.317680518146517e-09
1951,5.330700769690111e-09,5.330700769690111e-09
1952,1.8980646387944944e-08,3.1634410646574906e-09
1953,1.6160740301529586e-08,0.0
1954,3.127211556375187e-08,6.840775057526116e-09
1955,1.407841132561316e-08,3.754243138587299e-09
1956,3.0523995775411095e-08,6.976913269340912e-09
1957,2.208759364297208e-08,5.301022731885041e-09
1958,4.2188442794799386e-08,4.1361216673863055e-09
1959,2.0151944668533872e-08,9.300897163555533e-09
1960,2.4914999841030294e-08,4.844583401109048e-09
1961,1.8065213658324808e-08,2.779263708063695e-09
1962,2.219684702708946e-08,4.43936931660005e-09
1963,1.681173822376536e-08,7.1126584622049904e-09
1964,2.494427053800763e-08,3.041984220075733e-09
1965,1.2038495811328431e-08,5.472043373977442e-10
1966,3.1572724878969893e-08,3.8773522170743036e-09
1967,1.3804939413830652e-08,3.451234853457663e-09
1968,2.380450325745187e-08,1.3474247273492779e-09
1969,4.042164414297389e-08,3.6334062425424918e-09
1970,3.5870053954889514e-08,1.3796175313274261e-09
1971,2.466430815140086e-08,9.24911525146399e-09
1972,3.437198259348406e-08,5.643161493651405e-09
1973,2.866865994599621e-08,3.859242758696979e-09
1974,1.4063929631991101e-08,5.625571564138454e-09
1975,4.3407247574123176e-08,3.4268881066168433e-09
1976,3.0853046284473606e-08,5.142174241967723e-09
1977,1.7630345183761165e-08,2.3507127355770763e-09
1978,1.1881182260253809e-08,4.158414057542359e-09
1979,3.5111838769807946e-08,1.0533551808578068e-08
1980,1.6486937204351904e-08,5.116635559687666e-09
1981,2.213942412732095e-08,5.060439622894819e-09
1982,8.069752865935698e-09,6.207502289967692e-10
1983,1.4525227243211702e-08,1.89459470334441e-09
1984,1.8556827463545034e-08,1.7397025486864948e-09
1985,1.2031115659283387e-08,6.015558051686298e-10
1986,1.3187867686781374e-08,4.795588426365072e-09
1987,1.0999470501094066e-08,2.4443267410134695e-09
1988,2.5785181934079304e-08,6.596209356501959e-09
1989,1.2622680900520322e-08,7.134558721588746e-09
1990,1.5801088437683575e-08,2.724325431913144e-09
1991,1.2895223555631219e-08,4.689171995142516e-09
1992,8.264915862810085e-09,5.5099441120809445e-09
1993,1.0524493831987058e-08,4.4313659408601325e-09
1994,1.582477948680605e-08,4.2199412852994556e-09
1995,7.591431483433553e-09,1.1929392140785922e-08
1996,4.80428297144897e-09,3.2028553142993132e-09
1997,3.835915474148521e-09,5.753873488778538e-09
1998,2.86087753487152e-09,3.814503379828693e-09
1999,8.226361813967742e-09,2.7421207526856506e-09
2000,5.301637906462986e-09,3.5344251969604557e-09
2001,3.94309060403053e-09,4.8193329327261836e-09
2002,1.4019908511908596e-08,5.6955880012310445e-09
2003,6.667076668520622e-09,3.3335384452826133e-09
2004,7.488145131739898e-09,5.285749449246424e-09
2005,1.1709749059285457e-08,3.15262471684008e-09
2006,1.2353670086895363e-08,7.412201963319376e-09
2007,4.793375391054511e-09,4.393927444112933e-09
2008,5.108927586539025e-09,6.811903485726134e-09
2009,4.291373478793048e-09,3.814554005998616e-09
2010,5.196172381261022e-09,3.3066551718974324e-09
2011,6.118355155848576e-09,3.4415747474092484e-09
2012,1.1234034036355922e-08,5.446804146602702e-09
2013,7.530637446961919e-09,6.1360752590111645e-09
2014,4.114345752981308e-09,7.362513668174309e-09
2015,3.9898357534484674e-09,7.314698804994357e-09
2016,5.592618201877286e-09,8.285360397763952e-09
2017,6.28902854793445e-09,8.049956257139002e-09
2018,7.744400343234759e-09,8.518839855753413e-09
2019,3.061185249730869e-09,9.94885246408117e-09
